#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:41,JAX 25,4,2:10,11,Interception
2,1,9:07,JAX 31,3,1:40,3,Punt
3,1,5:48,JAX 36,7,4:40,38,Missed FG
4,2,14:13,JAX 21,10,5:55,79,Touchdown
5,2,7:24,JAX 24,6,2:48,35,Punt
6,2,2:25,JAX 20,3,1:31,0,Punt
7,2,0:28,JAX 23,1,0:28,-13,End of Half
8,3,15:00,JAX 28,3,1:02,-3,Punt
9,3,12:20,JAX 10,4,2:01,3,Punt
10,3,8:50,JAX 22,8,3:53,62,Field Goal
11,4,12:07,JAX 18,6,3:04,17,Punt
12,4,6:07,JAX 31,3,0:30,0,Punt
13,4,4:00,WAS 42,4,1:16,42,Touchdown
14,4,0:21,JAX 20,2,0:21,10,End of Half
15,5,15:00,JAX 11,3,1:35,6,Interception
