Quarter,Time,Down,ToGo,Location,WAS,JAX,Detail,EPB,EPA
2,15:00,3,6,WAS 39,10,0,"Penalty on Will Montgomery: False Start, 5 yards (no play)",0.560,-0.100
2,15:00,3,11,WAS 34,10,0,Rex Grossman pass complete short middle to Roydell Williams for 10 yards (tackle by Kirk Morrison),-0.100,-0.460
2,14:24,4,1,WAS 44,10,0,"Sam Paulescu punts 35 yards, returned by Kassim Osgood for no gain",-0.460,-0.340
2,14:13,1,10,JAX 21,10,0,Rashad Jennings middle for 3 yards (tackle by Anthony Bryant),0.340,0.210
2,13:31,2,7,JAX 24,10,0,David Garrard pass complete short right to Brock Bolen for 15 yards (tackle by Andre Carter),0.210,1.530
2,12:49,1,10,JAX 39,10,0,"Rashad Jennings middle for 2 yards (tackle by London Fletcher). Penalty on Jason Hill: Illegal Crackback, 15 yards (no play)",1.530,0.540
2,12:49,1,25,JAX 24,10,0,David Garrard pass complete deep middle to Mike Thomas for 26 yards (tackle by Kevin Barnes),0.540,2.260
2,12:49,1,10,,10,0,Rashad Jennings middle for 1 yard (tackle by DeAngelo Hall),2.260,1.850
2,12:49,2,9,WAS 49,10,0,David Garrard pass complete short left to Zach Potter for 8 yards (tackle by Carlos Rogers),1.850,2.210
2,10:25,3,1,WAS 41,10,0,David Garrard middle for 2 yards (tackle by Rocky McIntosh),2.210,2.980
2,9:50,1,10,WAS 39,10,0,David Garrard pass incomplete short right intended for Brock Bolen,2.980,2.440
2,9:45,2,10,WAS 39,10,0,David Garrard pass complete short middle to Mike Thomas for 8 yards (tackle by Vonnie Holliday),2.440,2.810
2,9:45,3,2,WAS 31,10,0,David Garrard pass complete short left to Mike Thomas for 12 yards (tackle by Carlos Rogers),2.810,4.310
2,8:23,1,10,WAS 19,10,6,"David Garrard pass complete deep middle to Mike Thomas for 19 yards, touchdown",4.310,7.000
2,,,,WAS 2,10,7,Josh Scobee kicks extra point good,0.000,0.000
2,,,,JAX 30,10,7,Josh Scobee kicks off 68 yards,0.000,1.600
2,8:18,1,10,WAS 40,10,7,Ryan Torain left end for -1 yards (tackle by Tyson Alualu),1.600,0.920
2,7:42,2,11,WAS 39,10,7,Rex Grossman pass incomplete short right intended for Ryan Torain,0.920,0.230
2,7:38,3,11,WAS 39,10,7,Rex Grossman pass incomplete short right intended for Chris Cooley (defended by Daryl Smith),0.230,-0.780
2,7:27,4,11,WAS 39,10,7,"Sam Paulescu punts 37 yards, fair catch by Mike Thomas",-0.780,-0.540
2,7:24,1,10,JAX 24,10,7,David Garrard pass incomplete short left intended for Jason Hill (defended by Carlos Rogers),0.540,0.000
2,7:16,2,10,JAX 24,10,7,Rashad Jennings right end for 2 yards (tackle by DeAngelo Hall),0.000,-0.430
2,7:16,3,8,JAX 26,10,7,David Garrard pass complete short middle to Marcedes Lewis for 26 yards (tackle by Kevin Barnes),-0.430,2.390
2,6:11,1,10,WAS 48,10,7,Deji Karim middle for 3 yards (tackle by Kevin Barnes),2.390,2.250
2,5:30,2,7,WAS 45,10,7,David Garrard pass incomplete deep right intended for Brock Bolen,2.250,1.550
2,5:21,3,7,WAS 45,10,7,David Garrard pass complete short right to Jason Hill for 4 yards,1.550,0.530
2,4:42,4,3,WAS 41,10,7,"Adam Podlesh punts 41 yards, touchback",0.530,-0.280
2,4:36,1,10,WAS 20,10,7,Rex Grossman pass complete short left to Santana Moss for 13 yards (tackle by Derek Cox and Don Carey),0.280,1.140
2,3:57,1,10,WAS 33,10,7,Rex Grossman pass incomplete short left intended for Mike Sellers (defended by Kirk Morrison),1.140,0.590
2,3:52,2,10,WAS 33,10,7,Rex Grossman pass complete deep right to Santana Moss for 38 yards (tackle by Don Carey),0.590,3.640
2,3:04,1,10,JAX 29,10,7,Rex Grossman pass incomplete deep left intended for Santana Moss,3.640,3.100
2,2:57,2,10,JAX 29,10,7,Ryan Torain right end for 12 yards (tackle by Rashean Mathis),3.100,4.440
2,2:32,1,10,JAX 17,10,7,Rex Grossman pass incomplete deep left intended for Santana Moss is intercepted by Derek Cox at tm_-02,4.440,-0.280
,,,,,,,"WAS challenged the incomplete pass ruling, and the play was upheld.",,
2,2:25,1,10,JAX 20,10,7,"Rashad Jennings middle for 2 yards (tackle by Vonnie Holliday). Penalty on Eugene Monroe: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,2:00,1,20,JAX 10,10,7,Rashad Jennings middle for 3 yards (tackle by Vonnie Holliday),-0.760,-1.280
2,1:55,,,,10,7,Timeout #2 by Washington Redskins,0.000,-1.280
2,1:55,2,17,JAX 13,10,7,David Garrard middle for 7 yards (tackle by Byron Westbrook),-1.280,-0.960
2,1:48,,,,10,7,Timeout #3 by Washington Redskins,0.000,-0.960
2,1:48,3,10,JAX 20,10,7,David Garrard pass complete short right to Rashad Jennings for no gain,-0.960,-2.030
2,1:05,,,,10,7,Timeout #1 by Jacksonville Jaguars,0.000,-2.030
2,1:05,4,10,JAX 20,10,7,"Adam Podlesh punts 47 yards, returned by Brandon Banks for 3 yards (tackle by Sean Considine)",-2.030,-1.330
2,0:54,1,10,WAS 36,10,7,Rex Grossman pass incomplete short middle intended for Chris Cooley,1.330,0.790
2,0:50,2,10,WAS 36,10,7,Rex Grossman pass incomplete short right intended for Keiland Williams,0.790,0.100
2,0:45,3,10,WAS 36,10,7,Rex Grossman pass incomplete deep right intended for Terrence Austin (defended by Jeremy Mincey),0.100,-0.980
2,0:39,4,10,WAS 36,10,7,"Sam Paulescu punts 49 yards, returned by Mike Thomas for 8 yards (tackle by Byron Westbrook)",-0.980,-0.480
2,0:28,1,10,JAX 23,10,7,David Garrard sacked by Jeremy Jarmon and Andre Carter for -13 yards,0.480,-1.730
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the play was upheld.",,
Quarter,Time,Down,ToGo,Location,WAS,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,10,7,"Graham Gano kicks off 61 yards, returned by Deji Karim for 19 yards (tackle by Perry Riley)",0.000,0.810
3,14:55,1,10,JAX 28,10,7,Rashad Jennings middle for -3 yards (tackle by Phillip Buchanon),0.810,-0.140
3,14:19,2,13,JAX 25,10,7,David Garrard pass incomplete deep middle intended for Marcedes Lewis,-0.140,-0.820
3,14:14,3,13,JAX 25,10,7,David Garrard pass incomplete deep left intended for Mike Thomas (defended by Phillip Buchanon),-0.820,-1.700
3,14:07,4,13,JAX 25,10,7,Adam Podlesh punts 43 yards,-1.700,-1.070
3,13:58,1,10,WAS 32,10,7,Ryan Torain left end for 2 yards (tackle by Austen Lane and Russell Allen),1.070,0.800
3,13:20,2,8,WAS 34,10,7,Rex Grossman pass complete short right to Anthony Armstrong for 3 yards (tackle by Don Carey),0.800,0.500
3,12:39,3,5,WAS 37,10,7,Rex Grossman pass incomplete short left intended for Roydell Williams,0.500,-0.910
3,12:32,4,5,WAS 37,10,7,"Sam Paulescu punts 52 yards, returned by Mike Thomas for -1 yards (tackle by Anthony Armstrong)",-0.910,0.380
3,12:20,1,10,JAX 10,10,7,David Garrard pass complete short right to Jason Hill for 16 yards (tackle by Andre Carter),-0.380,0.670
3,11:45,1,10,JAX 26,10,7,David Garrard pass incomplete short left intended for Mike Thomas,0.670,0.130
3,11:40,2,10,JAX 26,10,7,David Garrard right end for 2 yards (tackle by Adam Carriker),0.130,-0.300
3,11:10,3,8,JAX 28,10,7,"David Garrard sacked by Rob Jackson for -9 yards. David Garrard fumbles (forced by Rob Jackson), recovered by Eugene Monroe at JAX-13",-0.300,-2.490
3,10:27,4,23,JAX 13,10,7,Adam Podlesh punts 49 yards,-2.490,-1.470
3,10:19,1,10,WAS 38,10,7,Rex Grossman pass complete short middle to Fred Davis for 9 yards (tackle by Russell Allen),1.470,2.140
3,9:38,2,1,WAS 47,10,7,"Rex Grossman pass incomplete short middle intended for Fred Davis. Penalty on Rex Grossman: Intentional Grounding, 12 yards",2.140,-0.160
3,9:33,3,13,WAS 35,10,7,Rex Grossman pass complete short left to Chris Cooley for 10 yards (tackle by Daryl Smith),-0.160,-0.390
3,8:58,4,3,WAS 45,10,7,"Sam Paulescu punts 34 yards, returned by Tyron Brackenridge for 1 yard (tackle by Darrel Young)",-0.390,-0.410
3,8:50,1,10,JAX 22,10,7,David Garrard pass complete deep middle to Mike Thomas for 24 yards (tackle by Victor Harris),0.410,1.990
3,8:12,1,10,JAX 46,10,7,Rashad Jennings left end for 3 yards (tackle by DeAngelo Hall),1.990,1.860
3,7:31,2,7,JAX 49,10,7,"David Garrard sacked by London Fletcher for -8 yards. David Garrard fumbles (forced by London Fletcher), recovered by David Garrard at JAX-41",1.860,0.100
3,6:55,3,15,JAX 41,10,7,David Garrard pass complete deep right to Jason Hill for 37 yards (tackle by DeAngelo Hall),0.100,4.110
3,6:29,1,10,WAS 22,10,7,Rashad Jennings middle for 2 yards (tackle by Adam Carriker),4.110,3.830
3,5:50,2,8,WAS 20,10,7,Mike Thomas left end for 4 yards (tackle by Lorenzo Alexander),3.830,3.740
3,5:09,3,4,WAS 16,10,7,David Garrard pass incomplete short right intended for Jason Hill. Penalty on Brad Meester: Ineligible Downfield Pas (Declined),3.740,2.450
3,5:01,4,4,WAS 16,10,10,Josh Scobee 34 yard field goal good,2.450,3.000
3,,,,JAX 30,10,10,"Josh Scobee kicks off 60 yards, returned by Brandon Banks for 22 yards (tackle by Larry Hart)",0.000,1.070
3,4:49,1,10,WAS 32,10,10,Ryan Torain left end for 17 yards (tackle by Don Carey),1.070,2.190
3,4:25,1,10,WAS 49,10,10,Ryan Torain right end for 2 yards (tackle by Russell Allen),2.190,1.920
3,3:45,2,8,JAX 49,10,10,Ryan Torain left end for -3 yards (tackle by Derrick Harvey),1.920,0.830
3,2:58,3,11,WAS 48,10,10,Rex Grossman pass complete short middle to Santana Moss for 12 yards (tackle by Don Carey),0.830,2.920
3,2:16,1,10,JAX 40,10,10,Ryan Torain left end for 5 yards (tackle by Austen Lane),2.920,3.050
3,1:29,2,5,JAX 35,10,10,Ryan Torain middle for 2 yards (tackle by Jeremy Mincey),3.050,2.610
3,0:48,3,3,JAX 33,10,10,Rex Grossman pass complete short left to Santana Moss for 14 yards (tackle by Courtney Greene),2.610,4.310
3,0:09,1,10,JAX 19,10,10,Rex Grossman left end for 5 yards,4.310,4.530
Quarter,Time,Down,ToGo,Location,WAS,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,JAX 14,10,10,Ryan Torain middle for 4 yards (tackle by Kirk Morrison),4.530,4.690
4,14:21,3,1,JAX 10,10,10,Mike Sellers middle for 1 yard (tackle by Daryl Smith),4.690,5.140
4,13:53,1,9,JAX 9,10,10,Rex Grossman pass complete short middle to Chris Cooley for 8 yards (tackle by Don Carey and Courtney Greene),5.140,5.910
4,13:02,2,1,JAX 1,10,10,Ryan Torain right end for no gain (tackle by Russell Allen and Jeremy Mincey),5.910,5.170
4,12:20,3,1,JAX 1,10,10,Rex Grossman pass incomplete short right intended for Mike Sellers (defended by Jeremy Mincey),5.170,3.550
4,12:10,4,1,JAX 1,16,10,"Ryan Torain middle for 1 yard, touchdown",3.550,7.000
4,,,,JAX 2,17,10,Graham Gano kicks extra point good,0.000,0.000
4,,,,WAS 30,17,10,"Graham Gano kicks off 73 yards, returned by Deji Karim for 21 yards (tackle by Perry Riley)",0.000,0.040
4,12:00,1,10,JAX 18,17,10,David Garrard pass complete short left to Zach Potter for 6 yards (tackle by Rocky McIntosh),0.040,0.410
4,11:37,2,4,JAX 24,17,10,David Garrard pass incomplete short left intended for Jason Hill,0.410,-0.400
4,11:33,3,4,JAX 24,17,10,David Garrard pass complete short left to Rashad Jennings for 11 yards (tackle by Vonnie Holliday),-0.400,1.270
4,11:11,1,10,JAX 35,17,10,"Rashad Jennings left end for 2 yards (tackle by London Fletcher). Penalty on Marcedes Lewis: Offensive Holding, 11 yards (no play)",1.270,0.540
4,10:42,1,21,JAX 24,17,10,David Garrard pass complete short right to Mike Thomas for 7 yards (tackle by Adam Carriker),0.540,0.180
4,10:42,2,14,JAX 31,17,10,David Garrard pass complete short left to Marcedes Lewis for 4 yards (tackle by Phillip Buchanon),0.180,0.040
4,9:22,3,10,JAX 35,17,10,David Garrard pass incomplete deep left intended for Mike Thomas,0.040,-1.040
4,9:14,4,10,JAX 35,17,10,"Adam Podlesh punts 52 yards, returned by Brandon Banks for 4 yards (tackle by Kassim Osgood). Penalty on Brandon Banks: Unsportsmanlike Conduct, 8 yards",-1.040,0.380
4,9:03,1,10,WAS 9,17,10,Ryan Torain left end for 4 yards (tackle by Daryl Smith),-0.380,-0.480
4,8:23,2,6,WAS 13,17,10,Keiland Williams left end for 10 yards (tackle by Courtney Greene),-0.480,0.480
4,7:54,1,10,WAS 23,17,10,Keiland Williams right end for -2 yards (tackle by Russell Allen),0.480,-0.340
4,7:10,2,12,WAS 21,17,10,Rex Grossman pass complete short left to Santana Moss for 8 yards (tackle by Kirk Morrison and Courtney Greene),-0.340,0.040
4,6:26,3,4,WAS 29,17,10,Rex Grossman pass incomplete short left intended for Keiland Williams,0.040,-1.440
4,6:20,4,4,WAS 29,17,10,Sam Paulescu punts 40 yards,-1.440,-1.000
4,6:07,1,10,JAX 31,17,10,David Garrard pass incomplete short right intended for Zach Potter,1.000,0.460
4,5:58,2,10,JAX 31,17,10,David Garrard pass incomplete short left intended for Jason Hill,0.460,-0.230
4,5:53,3,10,JAX 31,17,10,David Garrard pass incomplete short middle intended for Marcedes Lewis,-0.230,-1.310
4,5:48,4,10,JAX 31,17,10,Adam Podlesh punts 50 yards,-1.310,-0.150
4,5:37,1,10,WAS 19,17,10,Ryan Torain middle for 2 yards (tackle by Tyson Alualu),0.150,-0.060
4,4:54,2,8,WAS 21,17,10,Rex Grossman pass incomplete short right intended for Chris Cooley,-0.060,-0.810
4,4:54,3,8,WAS 21,17,10,"Penalty on Rex Grossman: Delay of Game, 5 yards (no play)",-0.810,-1.590
4,4:50,3,13,WAS 16,17,10,Rex Grossman pass complete short left to Anthony Armstrong for 12 yards (tackle by Daryl Smith),-1.590,-1.500
4,4:13,4,1,WAS 28,17,10,"Sam Paulescu punts 35 yards, returned by Mike Thomas for 21 yards (tackle by Darrel Young)",-1.500,-2.790
4,4:00,1,10,WAS 42,17,10,Rashad Jennings right end for 2 yards (tackle by Rocky McIntosh),2.790,2.510
4,3:25,2,8,WAS 40,17,10,David Garrard pass complete deep left to Jason Hill for 20 yards (tackle by Phillip Buchanon),2.510,4.240
4,2:57,1,10,WAS 20,17,10,David Garrard pass incomplete deep left intended for Jason Hill,4.240,3.690
4,2:51,2,10,WAS 20,17,16,"David Garrard left guard for 20 yards, touchdown",3.690,7.000
4,,,,WAS 2,17,17,Josh Scobee kicks extra point good,0.000,0.000
4,,,,JAX 30,17,17,"Josh Scobee kicks off 60 yards, returned by Brandon Banks for 13 yards (tackle by William Middleton)",0.000,0.480
4,2:37,1,10,WAS 23,17,17,Rex Grossman pass complete short middle to Chris Cooley for 12 yards (tackle by Daryl Smith),0.480,1.270
4,2:02,1,10,WAS 35,17,17,Rex Grossman pass incomplete short left intended for Chris Cooley,1.270,0.720
4,1:59,2,10,WAS 35,17,17,Rex Grossman pass complete short left to Chris Cooley for 8 yards (tackle by Michael Hamlin),0.720,1.090
4,1:16,3,2,WAS 43,17,17,Rex Grossman pass complete short right to Terrence Austin for 6 yards (tackle by William Middleton),1.090,2.190
4,0:52,1,10,WAS 49,17,17,Rex Grossman pass incomplete deep left intended for Anthony Armstrong,2.190,1.650
4,0:47,2,10,WAS 49,17,17,Rex Grossman pass incomplete short left intended for Santana Moss (defended by Courtney Greene),1.650,0.960
4,0:40,,,,17,17,Timeout #1 by Washington Redskins,0.000,0.960
4,0:40,3,10,WAS 49,17,17,Rex Grossman sacked by Larry Hart for -10 yards,0.960,-0.780
4,0:30,,,,17,17,Timeout #1 by Jacksonville Jaguars,0.000,-0.780
4,0:30,4,20,WAS 39,17,17,"Sam Paulescu punts 47 yards, returned by Mike Thomas for 6 yards (tackle by Darrel Young)",-0.780,-0.280
4,0:21,1,10,JAX 20,17,17,David Garrard left end for 6 yards (tackle by Rob Jackson),0.280,0.540
4,0:15,,,,17,17,Timeout #2 by Jacksonville Jaguars,0.000,0.540
4,0:15,2,4,JAX 26,17,17,Rashad Jennings middle for 4 yards (tackle by Rocky McIntosh),0.540,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,WAS,JAX,Detail,EPB,EPA
,,,,,,,"Jaguars won the coin toss, Jaguars to receive the overtime kickoff.",,
OT,,,,WAS 30,17,17,"Graham Gano kicks off 66 yards, returned by Deji Karim for 7 yards (tackle by Anthony Armstrong)",0.000,-0.370
OT,14:54,1,10,JAX 11,17,17,Rashad Jennings middle for 2 yards (tackle by Rocky McIntosh),-0.370,-0.630
OT,14:18,2,8,JAX 13,17,17,David Garrard pass complete short right to Rashad Jennings for 4 yards (tackle by London Fletcher),-0.630,-0.720
OT,13:34,3,4,JAX 17,17,17,David Garrard pass incomplete short right intended for Marcedes Lewis is intercepted by Kevin Barnes at JAX-22 and returned for 8 yards,-0.720,-4.650
OT,13:25,1,10,JAX 14,17,17,Ryan Torain left end for 1 yard (tackle by Russell Allen),4.650,4.160
OT,12:56,2,9,JAX 13,17,17,Ryan Torain right end for no gain (tackle by Terrance Knighton),4.160,3.260
OT,12:18,3,9,JAX 13,20,17,Graham Gano 31 yard field goal good,3.260,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
