Quarter,Time,Down,ToGo,Location,OAK,TEN,Detail,EPB,EPA
1,5:16,2,5,OAK 28,0,6,Derek Carr pass complete deep middle to Seth Roberts for 38 yards (tackle by Michael Griffin),0.610,3.310
1,4:34,1,10,TEN 34,0,6,Derek Carr sacked by Avery Williamson for -7 yards,3.310,1.830
1,3:48,2,17,TEN 41,0,6,Derek Carr pass complete short right to Latavius Murray for 23 yards (tackle by Blidi Wreh-Wilson),1.830,4.370
1,3:06,1,10,TEN 18,0,6,Latavius Murray right guard for 1 yard (tackle by Da'Norris Searcy),4.370,3.940
1,2:22,2,9,TEN 17,0,6,Jamize Olawale left end for 10 yards (tackle by Brian Orakpo and Michael Griffin),3.940,5.600
1,1:40,1,7,TEN 7,6,6,"Derek Carr pass complete short right to Michael Crabtree for 7 yards, touchdown",5.600,7.000
1,1:40,,,TEN 7,7,6,Sebastian Janikowski kicks extra point good,0.000,0.000
1,1:40,,,OAK 35,7,6,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
1,1:34,1,10,TEN 20,7,6,David Cobb left end for 3 yards (tackle by Malcolm Smith),0.280,0.140
1,0:52,2,7,TEN 23,7,6,David Cobb middle for 3 yards (tackle by Stacy McGee),0.140,-0.160
1,0:09,3,4,TEN 26,7,6,Marcus Mariota pass incomplete deep left intended for Harry Douglas. Penalty on Quinton Spain: Offensive Holding (Declined),-0.160,-1.630
1,0:01,4,4,TEN 26,7,6,Brett Kern punts 35 yards,-1.630,-1.530
Quarter,Time,Down,ToGo,Location,OAK,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,OAK 39,7,6,Derek Carr pass complete deep right to Amari Cooper for 17 yards,1.530,2.650
2,14:27,1,10,TEN 44,7,6,Derek Carr pass incomplete short right intended for Michael Crabtree,2.650,2.110
2,14:21,2,10,TEN 44,7,6,Latavius Murray right guard for 8 yards (tackle by Michael Griffin),2.110,2.480
2,13:39,3,2,TEN 36,7,6,Derek Carr pass incomplete short left intended for Michael Crabtree (defended by Perrish Cox),2.480,0.890
2,13:35,4,2,TEN 36,7,6,"Derek Carr pass incomplete deep right intended for Amari Cooper. Derek Carr fumbles, recovered by Derek Carr at TEN-44",0.890,-1.330
2,13:28,1,10,TEN 36,7,6,Marcus Mariota pass complete short middle to Kendall Wright for 12 yards (tackle by Stacy McGee and Malcolm Smith),1.330,2.130
2,12:46,1,10,TEN 48,7,6,Kendall Wright left end for no gain (tackle by Mario Edwards),2.130,1.580
2,12:10,2,10,TEN 48,7,6,Marcus Mariota pass complete short right to Delanie Walker for 5 yards (tackle by Malcolm Smith),1.580,1.580
2,11:25,2,10,TEN 48,7,6,Timeout #1 by Tennessee Titans,1.580,1.550
2,11:25,3,5,OAK 47,7,6,Marcus Mariota pass incomplete short right intended for Harry Douglas (defended by David Amerson),1.550,0.130
2,11:17,4,5,OAK 47,7,6,"Brett Kern punts 35 yards, fair catch by Jeremy Ross. Penalty on Korey Toomer: Roughing the Kicker, 15 yards (no play)",0.130,3.450
2,11:10,1,10,OAK 32,7,6,"Kendall Wright left end for -4 yards (tackle by Mario Edwards). Penalty on Delanie Walker: Offensive Holding (Declined), Penalty on Quinton Spain: Offensive Holding (Declined)",3.450,2.360
2,10:43,2,14,OAK 36,7,6,Marcus Mariota pass complete short middle to Harry Douglas for 5 yards (tackle by Malcolm Smith),2.360,2.340
2,9:58,3,9,OAK 31,7,6,Marcus Mariota sacked by Khalil Mack for -6 yards,2.340,0.790
2,9:19,4,15,OAK 37,7,6,"Brett Kern punts 29 yards, fair catch by Jeremy Ross. Penalty on Neiko Thorpe: Offensive Holding, 4 yards",0.790,0.380
2,9:11,1,10,OAK 4,7,6,Latavius Murray middle for 2 yards (tackle by Angelo Blackson),-0.380,-0.630
2,8:34,2,8,OAK 6,7,6,Derek Carr pass complete short right to Michael Crabtree for 4 yards (tackle by Michael Griffin),-0.630,-0.720
2,7:52,3,4,OAK 10,7,6,Derek Carr pass complete deep right to Amari Cooper for 30 yards (tackle by Blidi Wreh-Wilson),-0.720,1.600
2,7:10,1,10,OAK 40,7,6,Latavius Murray right tackle for 3 yards (tackle by Wesley Woodyard and Jurrell Casey),1.600,1.460
2,6:33,2,7,OAK 43,7,6,Derek Carr right end for 5 yards (tackle by Avery Williamson and Michael Griffin),1.460,1.460
2,5:49,2,7,OAK 43,7,6,Timeout #1 by Oakland Raiders,1.460,1.420
2,5:49,3,2,OAK 48,7,6,Latavius Murray right guard for 6 yards (tackle by David Bass),1.420,2.520
2,5:09,1,10,TEN 46,7,6,Latavius Murray middle for -1 yards (tackle by Michael Griffin),2.520,1.840
2,4:27,2,11,TEN 47,7,6,Derek Carr pass complete short right to Clive Walford for 14 yards (tackle by Michael Griffin),1.840,3.380
2,3:43,1,10,TEN 33,7,6,Derek Carr pass complete short left to Amari Cooper for 11 yards (tackle by Perrish Cox),3.380,4.110
2,3:03,1,10,TEN 22,7,6,Latavius Murray left tackle for 1 yard (tackle by Avery Williamson),4.110,3.700
2,2:22,2,9,TEN 21,7,6,Derek Carr pass complete short middle to Michael Crabtree for 3 yards (tackle by Daimion Stafford),3.700,3.700
2,2:11,2,9,TEN 21,7,6,Timeout #2 by Tennessee Titans,3.700,3.400
2,2:11,3,6,TEN 18,7,6,"Penalty on Derek Carr: False Start, 4 yards (no play)",3.400,2.870
2,2:11,3,10,TEN 22,7,6,Derek Carr pass complete short middle to Seth Roberts for 17 yards (tackle by Daimion Stafford),2.870,6.060
2,2:00,1,5,TEN 5,7,6,Latavius Murray right end for -2 yards (tackle by Sammie Lee Hill),6.060,6.060
2,1:55,1,5,TEN 5,7,6,Timeout #3 by Tennessee Titans,6.060,4.760
2,1:54,2,7,TEN 7,7,6,Derek Carr pass incomplete short right intended for Jamize Olawale (defended by David Bass),4.760,3.810
2,1:49,3,7,TEN 7,7,6,Derek Carr middle for 1 yard (tackle by Jurrell Casey and Daimion Stafford),3.810,2.990
2,1:04,4,6,TEN 6,10,6,Sebastian Janikowski 24 yard field goal good,2.990,3.000
2,1:04,,,OAK 35,10,6,"Sebastian Janikowski kicks off 70 yards, returned by Tre McBride for 31 yards (tackle by Taylor Mays)",0.000,-0.670
2,0:55,1,10,TEN 26,10,6,Marcus Mariota pass complete deep right to Dorial Green-Beckham for 22 yards (tackle by Charles Woodson and Malcolm Smith),0.670,2.130
2,0:33,1,10,TEN 48,10,6,Marcus Mariota pass complete short right to Delanie Walker for 9 yards (tackle by Taylor Mays),2.130,2.800
2,0:18,2,1,OAK 43,10,6,Marcus Mariota spiked the ball,2.800,2.080
2,0:17,3,1,OAK 43,10,6,Marcus Mariota pass incomplete short middle intended for Kendall Wright,2.080,0.400
2,0:13,4,1,OAK 43,10,6,Marcus Mariota pass incomplete short right intended for Delanie Walker (defended by Taylor Mays),0.400,-1.860
2,0:10,1,10,OAK 44,10,6,Derek Carr pass complete short middle to Mychal Rivera for 9 yards (tackle by Coty Sensabaugh),1.860,1.860
2,0:02,1,10,OAK 44,10,6,Timeout #2 by Oakland Raiders,1.860,2.530
2,0:02,2,1,TEN 47,10,6,"Derek Carr pass complete short left to Seth Roberts for 5 yards, lateral to Amari Cooper for -12 yards, lateral to Derek Carr for no gain",2.530,2.130
Quarter,Time,Down,ToGo,Location,OAK,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,10,6,"Ryan Succop kicks off 59 yards, returned by Jeremy Ross for 25 yards (tackle by Justin Staples)",0.000,1.000
3,14:52,1,10,OAK 31,10,6,Latavius Murray left guard for 4 yards (tackle by Perrish Cox),1.000,1.000
3,14:20,2,6,OAK 35,10,6,Latavius Murray right guard for 7 yards (tackle by Wesley Woodyard),1.000,1.730
3,13:41,1,10,OAK 42,10,6,Latavius Murray middle for 1 yard (tackle by DaQuan Jones),1.730,1.320
3,12:57,2,9,OAK 43,10,6,Latavius Murray right end for 4 yards (tackle by Avery Williamson),1.320,1.160
3,12:11,3,5,OAK 47,10,6,Derek Carr pass complete deep right to Amari Cooper for 41 yards (tackle by Blidi Wreh-Wilson). Penalty on Blidi Wreh-Wilson: Defensive Holding (Declined),1.160,4.780
3,11:40,1,10,TEN 12,10,6,Derek Carr pass incomplete short right intended for Amari Cooper,4.780,4.100
3,11:35,2,10,TEN 12,10,6,Latavius Murray left guard for 2 yards (tackle by Wesley Woodyard and Da'Norris Searcy),4.100,3.480
3,10:52,3,8,TEN 10,16,6,"Derek Carr pass complete short left to Seth Roberts for 10 yards, touchdown",3.480,7.000
3,10:52,,,TEN 10,17,6,Sebastian Janikowski kicks extra point good,0.000,0.000
3,10:52,,,OAK 35,17,6,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
3,10:45,1,10,TEN 20,17,6,Marcus Mariota pass incomplete short right intended for Harry Douglas (defended by David Amerson),0.280,-0.270
3,10:38,2,10,TEN 20,17,6,"Marcus Mariota pass incomplete deep right intended for Harry Douglas. Penalty on T.J. Carrie: Defensive Pass Interference, 14 yards (no play)",-0.270,1.200
3,10:34,1,10,TEN 34,17,6,Marcus Mariota pass incomplete deep left intended for Kendall Wright (defended by David Amerson),1.200,0.660
3,10:26,2,10,TEN 34,17,6,Antonio Andrews right tackle for 5 yards (tackle by Khalil Mack and Justin Ellis),0.660,0.630
3,9:42,3,5,TEN 39,17,6,"Marcus Mariota pass incomplete short right intended for Anthony Fasano. Penalty on T.J. Carrie: Defensive Holding, 5 yards (no play)",0.630,1.860
3,9:36,1,10,TEN 44,17,6,Antonio Andrews left end for 11 yards (tackle by Charles Woodson),1.860,2.590
3,8:55,1,10,OAK 45,17,6,Marcus Mariota right end for 7 yards (tackle by Khalil Mack),2.590,2.990
3,8:16,2,3,OAK 38,17,6,Antonio Andrews right end for 5 yards (tackle by David Amerson),2.990,2.990
3,7:48,2,3,OAK 38,17,6,Timeout #1 by Oakland Raiders,2.990,3.380
3,7:48,1,10,OAK 33,17,6,Marcus Mariota pass complete deep left to Anthony Fasano for 17 yards (tackle by Charles Woodson),3.380,4.510
3,7:09,1,10,OAK 16,17,6,Antonio Andrews right end for 3 yards (tackle by Malcolm Smith),4.510,4.390
3,6:27,2,7,OAK 13,17,12,"Marcus Mariota pass complete short left to Harry Douglas for 13 yards, touchdown. Penalty on Neiko Thorpe: Defensive Pass Interference (Declined)",4.390,7.000
3,6:27,2,,OAK 13,17,14,"Two Point Attempt: Marcus Mariota pass complete to Dorial Green-Beckham, conversion succeeds",4.390,1.000
3,6:27,,,TEN 35,17,14,"Ryan Succop kicks off 64 yards, returned by Jeremy Ross for 21 yards (tackle by Tre McBride). Jeremy Ross fumbles, recovered by Daimion Stafford at OAK-18",0.000,4.370
3,6:13,1,10,OAK 18,17,14,Marcus Mariota sacked by Khalil Mack for -7 yards,4.370,2.880
3,5:30,2,17,OAK 25,17,14,Marcus Mariota pass complete short middle to Delanie Walker for 8 yards (tackle by Taylor Mays),2.880,3.170
3,4:51,3,9,OAK 17,17,14,"Marcus Mariota pass complete short left to Delanie Walker for 12 yards (tackle by Taylor Mays). Penalty on Delanie Walker: Offensive Pass Interference, 10 yards (no play)",3.170,1.950
3,4:21,3,19,OAK 27,17,14,Marcus Mariota pass incomplete short right intended for Kendall Wright is intercepted by David Amerson at OAK-19 and returned for 2 yards,1.950,-0.340
3,4:14,1,10,OAK 21,17,14,Roy Helu right tackle for 2 yards (tackle by Wesley Woodyard and Avery Williamson),0.340,0.070
3,3:36,2,8,OAK 23,17,14,Derek Carr pass complete short left to Marcel Reece for 7 yards (tackle by Brian Orakpo),0.070,0.300
3,2:54,3,1,OAK 30,17,14,Roy Helu middle for 1 yard (tackle by Jurrell Casey and Sammie Lee Hill),0.300,1.000
3,2:11,1,10,OAK 31,17,14,Latavius Murray left tackle for 1 yard (tackle by Perrish Cox and Avery Williamson),1.000,0.600
3,1:28,2,9,OAK 32,17,14,Latavius Murray right guard for 2 yards (tackle by Wesley Woodyard and Jurrell Casey),0.600,0.170
3,0:46,3,7,OAK 34,17,14,Derek Carr pass incomplete short left intended for Seth Roberts,0.170,-1.110
3,0:42,4,7,OAK 34,17,14,"Marquette King punts 59 yards, returned by Harry Douglas for 5 yards (tackle by Andre Holmes)",-1.110,0.350
3,0:30,1,10,TEN 12,17,14,Marcus Mariota pass incomplete deep right intended for Dorial Green-Beckham (defended by David Amerson),-0.350,-0.780
3,0:23,2,10,TEN 12,17,14,Antonio Andrews right tackle for 1 yard (tackle by Mario Edwards and Khalil Mack),-0.780,-1.300
Quarter,Time,Down,ToGo,Location,OAK,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,TEN 13,17,14,Marcus Mariota pass incomplete short right intended for Dorial Green-Beckham,-1.300,-2.490
4,14:53,4,9,TEN 13,17,14,"Brett Kern punts 60 yards, returned by Jeremy Ross for 9 yards (tackle by Beau Brinkley)",-2.490,-1.330
4,14:40,1,10,OAK 36,17,14,Latavius Murray right end for -1 yards (tackle by Zach Brown),1.330,0.660
4,13:55,2,11,OAK 35,17,14,Latavius Murray right end for 7 yards (tackle by Avery Williamson),0.660,0.890
4,13:08,3,4,OAK 42,17,14,Derek Carr pass incomplete short left intended for Amari Cooper (defended by Perrish Cox),0.890,-0.590
4,13:02,4,4,OAK 42,17,14,Marquette King punts 31 yards,-0.590,-0.740
4,12:51,1,10,TEN 27,17,14,David Cobb left tackle for 2 yards (tackle by Justin Ellis and Khalil Mack),0.740,0.740
4,12:09,1,10,TEN 27,17,14,Timeout #1 by Tennessee Titans,0.740,0.470
4,12:09,2,8,TEN 29,17,14,Marcus Mariota pass incomplete short right intended for David Cobb,0.470,-0.230
4,12:02,3,8,TEN 29,17,14,Marcus Mariota pass incomplete short middle intended for Dorial Green-Beckham (defended by David Amerson),-0.230,-1.440
4,11:56,4,8,TEN 29,17,14,"Brett Kern punts 45 yards, returned by Jeremy Ross for 7 yards (tackle by Justin Staples). Penalty on D.J. Hayden: Offensive Holding, 10 yards",-1.440,-0.480
4,11:43,1,10,OAK 23,17,14,Latavius Murray middle for 6 yards (tackle by Brian Orakpo and Avery Williamson),0.480,0.740
4,11:03,2,4,OAK 29,17,14,Latavius Murray left end for 5 yards (tackle by Jurrell Casey and Sammie Lee Hill),0.740,1.200
4,10:17,1,10,OAK 34,17,14,"Latavius Murray right guard for no gain (tackle by Wesley Woodyard). Penalty on Jurrell Casey: Defensive Offside, 5 yards (no play)",1.200,1.930
4,9:47,1,5,OAK 39,17,14,Jamize Olawale middle for 7 yards (tackle by Michael Griffin and Da'Norris Searcy),1.930,1.990
4,9:00,1,10,OAK 46,17,14,"Derek Carr for no gain. Derek Carr fumbles, recovered by DaQuan Jones at OAK-42",1.990,-2.790
4,8:54,1,10,OAK 42,17,14,Antonio Andrews middle for -1 yards (tackle by Dan Williams),2.790,2.110
4,8:17,2,11,OAK 43,17,14,Marcus Mariota pass incomplete short left intended for Antonio Andrews (defended by Malcolm Smith),2.110,1.420
4,8:12,3,11,OAK 43,17,14,Marcus Mariota pass complete short middle to Antonio Andrews for 14 yards (tackle by Malcolm Smith),1.420,3.640
4,7:33,1,10,OAK 29,17,14,Antonio Andrews middle for 2 yards (tackle by Denico Autry and Curtis Lofton),3.640,3.370
4,6:50,2,8,OAK 27,17,14,Marcus Mariota pass complete short middle to Kendall Wright for 7 yards (tackle by Ben Heeney),3.370,3.600
4,6:10,3,1,OAK 20,17,14,"Jalston Fowler middle for 1 yard (tackle by Malcolm Smith). Penalty on Khalil Mack: Unnecessary Roughness, 10 yards",3.600,5.140
4,5:43,1,9,OAK 9,17,14,Antonio Andrews left tackle for 1 yard (tackle by Justin Ellis),5.140,4.570
4,4:59,2,8,OAK 8,17,14,Marcus Mariota pass incomplete short right intended for Craig Stevens,4.570,3.580
4,4:51,3,8,OAK 8,17,14,"Marcus Mariota pass incomplete short left intended for Harry Douglas. Penalty on Neiko Thorpe: Defensive Pass Interference, 7 yards (no play)",3.580,6.970
4,4:46,1,1,OAK 1,17,20,"Marcus Mariota pass complete short right to Jalston Fowler for 1 yard, touchdown",6.970,7.000
4,4:46,,,OAK 1,17,21,Ryan Succop kicks extra point good,0.000,0.000
4,4:46,,,TEN 35,17,21,"Ryan Succop kicks off 69 yards, returned by Jeremy Ross for 35 yards (tackle by Phillip Supernaw). Penalty on Ben Heeney: Illegal Block Above the Waist, 10 yards",0.000,0.380
4,4:34,1,10,OAK 10,17,21,Derek Carr pass complete short middle to Amari Cooper for 16 yards (tackle by Perrish Cox),-0.380,0.670
4,3:54,1,10,OAK 26,17,21,Derek Carr pass complete short middle to Michael Crabtree for 5 yards (tackle by Avery Williamson),0.670,0.810
4,3:15,2,5,OAK 31,17,21,Derek Carr pass incomplete deep right intended for Michael Crabtree,0.810,0.100
4,3:08,3,5,OAK 31,17,21,Derek Carr pass complete deep middle to Seth Roberts for 31 yards (tackle by Da'Norris Searcy),0.100,3.050
4,2:43,1,10,TEN 38,17,21,Derek Carr pass complete short right to Lee Smith for 2 yards (tackle by Avery Williamson),3.050,2.780
4,2:09,2,8,TEN 36,17,21,Derek Carr pass incomplete deep left intended for Amari Cooper (defended by Perrish Cox),2.780,2.080
4,2:03,3,8,TEN 36,17,21,Derek Carr pass incomplete short left intended for Michael Crabtree,2.080,0.880
4,1:57,4,8,TEN 36,17,21,"Derek Carr pass incomplete deep left intended for Andre Holmes (defended by Michael Griffin). Penalty on B.W. Webb: Defensive Holding, 5 yards (no play)",0.880,3.510
4,1:50,1,10,TEN 31,17,21,Derek Carr pass complete deep right to Mychal Rivera for 19 yards (tackle by Da'Norris Searcy),3.510,4.780
4,1:27,1,10,TEN 12,23,21,"Derek Carr pass complete short left to Seth Roberts for 12 yards, touchdown",4.780,7.000
4,1:27,,,TEN 12,24,21,Sebastian Janikowski kicks extra point good,0.000,0.000
4,1:27,,,OAK 35,24,21,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
4,1:21,1,10,TEN 20,24,21,Marcus Mariota pass incomplete short left intended for Delanie Walker (defended by Malcolm Smith),0.280,-0.270
4,1:15,2,10,TEN 20,24,21,Marcus Mariota pass incomplete short right intended for Harry Douglas,-0.270,-0.960
4,1:10,3,10,TEN 20,24,21,Marcus Mariota pass complete deep middle to Delanie Walker for 27 yards (tackle by T.J. Carrie),-0.960,2.060
4,0:50,1,10,TEN 47,24,21,Marcus Mariota pass incomplete deep left intended for Dorial Green-Beckham is intercepted by Nate Allen at OAK-31 and returned for 5 yards,2.060,-1.330
4,0:43,1,10,OAK 36,24,21,Derek Carr kneels for -1 yards,1.330,0.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
