Quarter,Time,Down,ToGo,Location,CLE,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss and deferred, Broncos to receive the opening kickoff.",,
1,15:00,,,CLE 35,0,0,"Austin Seibert kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,DEN 25,0,0,Phillip Lindsay right end for 2 yards (tackle by Sheldon Richardson),0.610,0.330
1,14:21,2,8,DEN 27,0,0,Brandon Allen right end for 5 yards (tackle by Mack Wilson),0.330,0.300
1,13:39,3,3,DEN 32,0,0,Brandon Allen pass incomplete short left intended for Diontae Spencer (defended by Denzel Ward),0.300,-1.240
1,13:35,4,3,DEN 32,0,0,"Colby Wadman punts 41 yards downed by Casey Kreiter. Penalty on Greedy Williams: Offensive Holding, 10 yards",-1.240,0.060
1,13:24,1,10,CLE 17,0,0,Nick Chubb up the middle for 7 yards (tackle by Todd Davis),-0.060,0.480
1,12:38,2,3,CLE 24,0,0,Baker Mayfield pass complete short left to Ricky Seals-Jones for 5 yards (tackle by Davontae Harris),0.480,0.870
1,11:58,1,10,CLE 29,0,0,Nick Chubb left guard for 4 yards (tackle by Shelby Harris and Justin Hollins),0.870,0.870
1,11:18,2,6,CLE 33,0,0,Baker Mayfield pass incomplete short right intended for Jarvis Landry,0.870,0.170
1,11:15,3,6,CLE 33,0,0,Baker Mayfield pass incomplete short right intended for Jarvis Landry (defended by Malik Reed),0.170,-1.180
1,11:10,4,6,CLE 33,0,0,"Jamie Gillan punts 50 yards, returned by Diontae Spencer for 20 yards (tackle by Jamie Gillan)",-1.180,-1.400
1,10:56,1,10,DEN 37,0,0,Phillip Lindsay right guard for no gain (tackle by Joe Schobert),1.400,0.860
1,10:21,2,10,DEN 37,0,0,Brandon Allen pass complete short left to Courtland Sutton for 2 yards (tackle by Greedy Williams),0.860,0.430
1,9:41,3,8,DEN 39,0,0,Brandon Allen right end for 11 yards (tackle by Morgan Burnett),0.430,2.260
1,9:04,1,10,DEN 50,0,0,Brandon Allen pass complete short left to Troy Fumagalli for 9 yards (tackle by Morgan Burnett),2.260,2.930
1,8:25,2,1,CLE 41,0,0,Royce Freeman right guard for 2 yards (tackle by Joe Schobert),2.930,2.980
1,7:46,1,10,CLE 39,0,0,Brandon Allen pass complete short middle to Royce Freeman for -1 yards (tackle by Sheldon Richardson),2.980,2.300
1,7:05,2,11,CLE 40,0,0,Brandon Allen pass incomplete short left intended for Courtland Sutton (defended by Larry Ogunjobi),2.300,1.620
1,7:00,3,11,CLE 40,0,0,Brandon Allen pass complete short right to Courtland Sutton for 19 yards (tackle by Mack Wilson),1.620,4.170
1,6:16,1,10,CLE 21,0,6,"Brandon Allen pass complete deep right to Courtland Sutton for 21 yards, touchdown",4.170,7.000
1,6:09,,,CLE 15,0,7,Brandon McManus kicks extra point good,0.000,0.000
1,6:09,,,DEN 35,0,7,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
1,6:09,1,10,CLE 25,0,7,Baker Mayfield pass complete short left to Nick Chubb for 6 yards (tackle by Alexander Johnson),0.610,0.870
1,5:32,2,4,CLE 31,0,7,Nick Chubb right guard for 2 yards (tackle by Todd Davis and Alexander Johnson),0.870,0.430
1,4:48,3,2,CLE 33,0,7,Baker Mayfield pass complete short left to Odell Beckham for 6 yards,0.430,1.530
1,4:18,1,10,CLE 39,0,7,Nick Chubb up the middle for 4 yards (tackle by Alexander Johnson and Von Miller),1.530,1.530
1,3:38,2,6,CLE 43,0,7,Baker Mayfield pass complete short left to Odell Beckham for 7 yards (tackle by Chris Harris),1.530,2.260
1,2:50,1,10,CLE 50,0,7,Baker Mayfield sacked by Justin Hollins for -7 yards,2.260,0.770
1,2:04,2,17,CLE 43,0,7,Baker Mayfield pass incomplete short right intended for Jarvis Landry,0.770,0.100
1,1:58,3,17,CLE 43,0,7,Baker Mayfield pass incomplete short right intended for Odell Beckham,0.100,-0.520
1,1:54,4,17,CLE 43,0,7,"Jamie Gillan punts 44 yards, fair catch by Diontae Spencer at DEN-13",-0.520,0.320
1,1:45,1,10,DEN 13,0,7,Royce Freeman left end for -1 yards (tackle by Myles Garrett),-0.320,-0.850
1,1:11,2,11,DEN 12,0,7,Brandon Allen pass incomplete short left,-0.850,-1.540
1,1:06,3,11,DEN 12,0,7,Brandon Allen sacked by Olivier Vernon for -3 yards,-1.540,-2.490
1,0:22,4,14,DEN 9,0,7,"Colby Wadman punts 50 yards, returned by Dontrell Hilliard for 14 yards (tackle by Josey Jewell). Penalty on Juwann Winfree: Player Out of Bounds on Kick, 5 yards",-2.490,-2.920
1,0:08,1,10,DEN 40,0,7,Baker Mayfield pass complete short right to Demetrius Harris for 12 yards (tackle by Malik Reed),2.920,3.710
Quarter,Time,Down,ToGo,Location,CLE,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DEN 28,0,7,Nick Chubb right tackle for 3 yards (tackle by Von Miller),3.710,3.570
2,14:23,2,7,DEN 25,0,7,Baker Mayfield pass complete short right to Demetrius Harris for 4 yards (tackle by Justin Simmons),3.570,3.400
2,13:36,3,3,DEN 21,0,7,Dontrell Hilliard left tackle for no gain (tackle by Duke Dawson),3.400,2.160
2,12:52,4,3,DEN 21,3,7,Austin Seibert 39 yard field goal good,2.160,3.000
2,12:48,,,CLE 35,3,7,"Austin Seibert kicks off 65 yards, touchback.",0.000,0.610
2,12:48,1,10,DEN 25,3,13,"Brandon Allen pass complete short middle to Noah Fant for 75 yards, touchdown, touchdown",0.610,7.000
2,12:34,,,CLE 15,3,14,Brandon McManus kicks extra point good,0.000,0.000
2,12:34,,,DEN 35,3,14,"Brandon McManus kicks off 72 yards, returned by Tavierre Thomas for 31 yards (tackle by Andy Janovich)",0.000,0.540
2,12:29,1,10,CLE 24,3,14,Nick Chubb left tackle for 6 yards (tackle by Adam Gotsis and Alexander Johnson),0.540,0.810
2,11:47,2,4,CLE 30,3,14,Baker Mayfield pass complete short left to Antonio Callaway for 41 yards (tackle by Todd Davis and Justin Simmons),0.810,3.640
2,10:56,1,10,DEN 29,3,14,Odell Beckham right end for -5 yards (tackle by Justin Simmons),3.640,2.420
2,10:11,2,15,DEN 34,3,14,Baker Mayfield pass complete short left to Nick Chubb for 1 yard (tackle by Alexander Johnson and Duke Dawson),2.420,1.880
2,9:24,3,14,DEN 33,3,14,Baker Mayfield left end for 16 yards (tackle by Alexander Johnson),1.880,4.440
2,8:45,1,10,DEN 17,3,14,Nick Chubb up the middle for 3 yards (tackle by Alexander Johnson),4.440,4.320
2,8:03,2,7,DEN 14,3,14,Nick Chubb up the middle for 2 yards (tackle by Shelby Harris),4.320,3.880
2,7:21,3,5,DEN 12,3,14,Baker Mayfield pass incomplete short middle intended for Antonio Callaway (defended by Davontae Harris),3.880,2.680
2,7:17,4,5,DEN 12,6,14,Austin Seibert 30 yard field goal good,2.680,3.000
2,7:14,,,CLE 35,6,14,"Austin Seibert kicks off 60 yards, returned by Diontae Spencer for 17 yards (tackle by Sione Takitaki)",0.000,0.410
2,7:09,1,10,DEN 22,6,14,"Brandon Allen pass incomplete short middle intended for DaeSean Hamilton (defended by T.J. Carrie). Penalty on Denzel Ward: Defensive Holding, 5 yards (no play)",0.410,0.740
2,7:02,1,10,DEN 27,6,14,Phillip Lindsay up the middle for 2 yards (tackle by Larry Ogunjobi),0.740,0.470
2,6:29,2,8,DEN 29,6,14,"Penalty on Noah Fant: False Start, 5 yards (no play)",0.470,-0.210
2,6:20,2,13,DEN 24,6,14,"Brandon Allen pass complete short right to Diontae Spencer for no gain (tackle by Joe Schobert). Diontae Spencer fumbles (forced by Joe Schobert), recovered by Denzel Ward at DEN-24 and returned for 6 yards (tackle by Elijah Wilkinson)",-0.210,-4.370
2,6:11,1,10,DEN 18,6,14,Baker Mayfield pass complete short left to Antonio Callaway for 9 yards (tackle by Davontae Harris),4.370,5.420
2,5:33,2,1,DEN 9,6,14,Nick Chubb right guard for 5 yards (tackle by Derek Wolfe and Justin Simmons),5.420,6.280
2,4:46,1,4,DEN 4,6,14,Nick Chubb left end for -5 yards (tackle by Malik Reed and Kareem Jackson),6.280,4.380
2,4:02,2,9,DEN 9,6,14,Baker Mayfield pass incomplete short middle intended for Demetrius Harris,4.380,3.360
2,3:58,3,9,DEN 9,6,14,Baker Mayfield pass incomplete short middle intended for Jarvis Landry,3.360,2.830
2,3:53,4,9,DEN 9,9,14,Austin Seibert 27 yard field goal good,2.830,3.000
2,3:49,,,CLE 35,9,14,"Austin Seibert kicks off 65 yards, returned by Devontae Booker for 32 yards (tackle by Tavierre Thomas and Sheldrick Redwine)",0.000,1.070
2,3:40,1,10,DEN 32,9,14,Phillip Lindsay up the middle for 40 yards (tackle by Greedy Williams),1.070,3.710
2,2:43,,,,,,Timeout #1 by Denver Broncos,,
2,2:43,1,10,CLE 28,9,14,Royce Freeman right guard for 3 yards (tackle by Larry Ogunjobi),3.710,3.570
2,2:00,2,7,CLE 25,9,14,Brandon Allen pass incomplete short left intended for Courtland Sutton,3.570,2.870
2,1:57,3,7,CLE 25,9,14,Brandon Allen pass incomplete deep right intended for Courtland Sutton,2.870,1.800
2,1:52,4,7,CLE 25,9,17,Brandon McManus 43 yard field goal good,1.800,3.000
2,1:47,,,DEN 35,9,17,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
2,1:47,1,10,CLE 25,9,17,Baker Mayfield pass complete short right to Odell Beckham for 8 yards (tackle by Chris Harris),0.610,1.140
2,1:43,2,2,CLE 33,9,17,Baker Mayfield pass complete short left to Jarvis Landry for 5 yards (tackle by Duke Dawson),1.140,1.470
2,1:38,1,10,CLE 38,9,17,Dontrell Hilliard left guard for 4 yards (tackle by Dre'Mont Jones),1.470,1.460
2,1:14,2,6,CLE 42,9,17,"Baker Mayfield pass complete short left to Ricky Seals-Jones for 5 yards (tackle by Alexander Johnson). Penalty on Duke Dawson: Illegal Use of Hands, 5 yards (no play)",1.460,2.060
2,1:08,1,10,CLE 47,9,17,Baker Mayfield pass complete short left to Antonio Callaway for 9 yards (tackle by Davontae Harris),2.060,2.730
2,1:03,2,1,DEN 44,9,17,Baker Mayfield pass incomplete short left,2.730,2.020
2,0:56,3,1,DEN 44,9,17,Baker Mayfield pass complete short middle to KhaDarel Hodge for 10 yards (tackle by Kareem Jackson and Davontae Harris),2.020,3.310
2,0:50,,,,,,Timeout #1 by Cleveland Browns,,
2,0:50,,,,,,Timeout #2 by Denver Broncos,,
2,0:50,1,10,DEN 34,9,17,Baker Mayfield pass complete short left to Dontrell Hilliard for 2 yards (tackle by Davontae Harris),3.310,3.040
2,0:44,2,8,DEN 32,9,17,Baker Mayfield pass incomplete short left intended for Jarvis Landry,3.040,2.350
2,0:39,3,8,DEN 32,9,17,Baker Mayfield pass complete short right to Jarvis Landry for 13 yards,2.350,4.310
2,0:34,1,10,DEN 19,9,17,Baker Mayfield pass incomplete short middle intended for Rashard Higgins,4.310,3.750
2,0:31,2,10,DEN 19,9,17,Baker Mayfield pass incomplete deep right,3.750,3.030
2,0:24,3,10,DEN 19,9,17,Baker Mayfield pass complete short middle to Ricky Seals-Jones for 7 yards (tackle by Kareem Jackson),3.030,2.730
2,0:19,,,,,,Timeout #2 by Cleveland Browns,,
2,0:19,4,3,DEN 12,12,17,Austin Seibert 30 yard field goal good,2.730,3.000
2,0:15,,,CLE 35,12,17,"Austin Seibert kicks off 65 yards, touchback.",0.000,0.610
2,0:15,1,10,DEN 25,12,17,"Brandon Allen kneels for no gain Penalty on CLE: Defensive Too Many Men on Field, 5 yards (no play)",0.610,1.340
2,0:11,1,5,DEN 30,12,17,Brandon Allen sacked by Larry Ogunjobi for -7 yards,1.340,-0.210
Quarter,Time,Down,ToGo,Location,CLE,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,12,17,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CLE 25,12,17,Dontrell Hilliard up the middle for 3 yards (tackle by Alexander Johnson),0.610,0.470
3,14:19,2,7,CLE 28,12,17,Baker Mayfield pass incomplete short left intended for Nick Chubb,0.470,-0.230
3,14:15,3,7,CLE 28,12,17,Baker Mayfield left end for 6 yards (tackle by Coty Sensabaugh),-0.230,-1.110
3,13:42,4,1,CLE 34,12,17,"Jamie Gillan punts 66 yards, touchback.",-1.110,-0.280
3,13:32,1,10,DEN 20,12,17,Brandon Allen pass incomplete deep middle intended for Diontae Spencer,0.280,-0.270
3,13:25,2,10,DEN 20,12,17,"Phillip Lindsay left tackle for no gain (tackle by Joe Schobert). Penalty on Larry Ogunjobi: Defensive Offside, 5 yards (no play)",-0.270,0.410
3,13:06,2,5,DEN 25,12,17,Phillip Lindsay left guard for 2 yards (tackle by Morgan Burnett and Myles Garrett),0.410,-0.030
