Quarter,Time,Down,ToGo,Location,BAL,IND,Detail,EPB,EPA
2,8:29,2,10,BAL 42,7,7,"Lamar Jackson left end for 8 yards (tackle by Julian Blackmon). Penalty on Julian Blackmon: Lowering the Head to Initiate Contact, 15 yards",1.190,3.250
2,8:13,1,10,IND 35,7,7,J.K. Dobbins right guard for -2 yards (tackle by Al-Quadin Muhammad),3.250,2.430
2,7:31,2,12,IND 37,7,7,Lamar Jackson sacked by Al-Quadin Muhammad for -13 yards,2.430,0.040
2,6:44,3,25,BAL 50,7,7,"Lamar Jackson pass complete short left to Devin Duvernay for 11 yards (tackle by Xavier Rhodes). Penalty on Orlando Brown: Offensive Holding, 10 yards. Penalty on D.J. Fluker: Illegal Formation, 10 yards (no play)",0.040,-1.290
2,6:13,3,35,BAL 40,7,7,Lamar Jackson pass complete short middle to Willie Snead for 9 yards (tackle by Darius Leonard),-1.290,-0.130
2,5:35,4,26,BAL 49,7,7,Sam Koch punts 44 yards downed by Khalil Dorsey,-0.130,0.380
2,5:23,1,10,IND 7,7,7,Philip Rivers pass incomplete short middle intended for Trey Burton (defended by Justin Ellis),-0.380,-0.780
2,5:19,2,10,IND 7,7,7,Jordan Wilkins up the middle for 2 yards (tackle by DeShon Elliott),-0.780,-1.190
2,4:42,3,8,IND 9,7,7,"Philip Rivers pass incomplete short right (defended by Yannick Ngakoue). Penalty on Pernell McPhee: Roughing the Passer, 15 yards. Penalty on Matt Judon: Defensive Offside, 15 yards (no play)",-1.190,0.540
2,4:39,1,10,IND 24,7,7,Philip Rivers pass complete short right to Michael Pittman for 12 yards (tackle by Marcus Peters),0.540,1.330
2,4:09,1,10,IND 36,7,7,Jordan Wilkins up the middle for 4 yards (tackle by Brandon Williams),1.330,1.330
2,3:24,2,6,IND 40,7,7,Philip Rivers pass complete short left to Marcus Johnson for 10 yards (tackle by DeShon Elliott and Jimmy Smith),1.330,2.260
2,2:44,1,10,IND 50,7,7,Philip Rivers pass incomplete deep middle intended for Marcus Johnson,2.260,1.710
2,2:37,2,10,IND 50,7,7,Philip Rivers pass complete short middle to Mo Alie-Cox for 17 yards (tackle by Matt Judon),1.710,3.380
2,2:00,1,10,BAL 33,7,7,Philip Rivers pass complete short left to De'Michael Harris for 5 yards (tackle by Chris Board and Justin Madubuike),3.380,3.510
2,1:25,2,5,BAL 28,7,7,Jordan Wilkins up the middle for 3 yards (tackle by Jaylon Ferguson and Jimmy Smith),3.510,3.200
2,0:55,3,2,BAL 25,7,7,Philip Rivers pass incomplete short right intended for Jack Doyle (defended by Chuck Clark),3.200,1.930
2,0:48,,,,,,Timeout #1 by Indianapolis Colts,,
2,0:48,4,2,BAL 25,7,10,Rodrigo Blankenship 43 yard field goal good,1.930,3.000
2,0:45,,,IND 35,7,10,"Rigoberto Sanchez kicks off 68 yards, returned by Devin Duvernay for 23 yards (tackle by Jordan Glasgow). Penalty on Chris Board: Offensive Holding, 10 yards",0.000,-0.380
2,0:40,1,10,BAL 10,7,10,Lamar Jackson pass complete short left to J.K. Dobbins for -1 yards (tackle by Bobby Okereke),-0.380,-0.850
2,0:34,2,11,BAL 9,7,10,J.K. Dobbins right guard for 5 yards (tackle by Khari Willis and DeForest Buckner),-0.850,-0.950
2,0:29,,,,,,Timeout #2 by Indianapolis Colts,,
2,0:29,3,6,BAL 14,7,10,Lamar Jackson sacked by Denico Autry for -1 yards,-0.950,-2.490
2,0:25,,,,,,Timeout #3 by Indianapolis Colts,,
2,0:25,4,7,BAL 13,7,10,"Sam Koch punts 43 yards, returned by Nyheim Hines for -2 yards (tackle by Malik Harrison)",-2.490,-1.730
2,0:16,1,10,IND 42,7,10,Philip Rivers pass complete short middle to Zach Pascal for 9 yards (tackle by Jimmy Smith),1.730,2.400
2,0:03,2,1,BAL 49,7,10,Philip Rivers spiked the ball,2.400,1.690
2,0:03,3,1,BAL 49,7,10,"Penalty on IND: Delay of Game, 5 yards (no play)",1.690,1.030
2,0:03,3,6,IND 46,7,10,Jacoby Brissett pass incomplete short right. Penalty on Jacoby Brissett: Intentional Grounding. Penalty on Quenton Nelson: Ineligible Downfield Pass,1.030,-0.320
Quarter,Time,Down,ToGo,Location,BAL,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,7,10,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,BAL 25,7,10,Lamar Jackson pass complete short middle to Willie Snead for 14 yards (tackle by Rock Ya-Sin),0.610,1.530
3,14:38,1,10,BAL 39,7,10,Lamar Jackson pass complete short middle to Marquise Brown for 14 yards (tackle by Julian Blackmon),1.530,2.460
3,14:17,1,10,IND 47,7,10,Lamar Jackson pass complete short right to Willie Snead for 9 yards (tackle by Anthony Walker and Grover Stewart),2.460,3.130
3,13:36,2,1,IND 38,7,10,J.K. Dobbins right tackle for 2 yards (tackle by Darius Leonard),3.130,3.180
3,13:02,1,10,IND 36,7,10,Lamar Jackson pass complete deep right to Nick Boyle for 21 yards (tackle by Khari Willis),3.180,4.580
3,12:26,1,10,IND 15,7,10,Lamar Jackson right end for 8 yards (tackle by Darius Leonard),4.580,5.410
3,11:54,2,2,IND 7,7,10,Lamar Jackson up the middle for 4 yards (tackle by Darius Leonard),5.410,6.510
3,11:12,1,3,IND 3,7,10,"Gus Edwards for -4 yards (tackle by DeForest Buckner). Gus Edwards fumbles (forced by DeForest Buckner), recovered by Darius Leonard at IND-7 and returned for 3 yards (tackle by Gus Edwards). Darius Leonard fumbles (forced by Gus Edwards), recovered by Bobby Okereke at IND-12 and returned for 11 yards (tackle by Marquise Brown)",6.510,-0.480
3,11:05,1,10,IND 23,7,10,"Philip Rivers pass deep right intended for Marcus Johnson is intercepted by Marcus Peters at 50 and returned for -4 yards. Marcus Peters fumbles (forced by Marcus Johnson), recovered by Chuck Clark at BAL-46",0.480,-1.990
3,10:58,1,10,BAL 46,7,10,Lamar Jackson right end for 3 yards (tackle by Darius Leonard),1.990,1.860
3,10:31,2,7,BAL 49,7,10,Lamar Jackson pass complete deep middle to Marquise Brown for 20 yards (tackle by Darius Leonard),1.860,3.510
3,9:49,1,10,IND 31,7,10,Lamar Jackson right end for 4 yards (tackle by Khari Willis),3.510,3.510
3,9:35,2,6,IND 27,7,10,Lamar Jackson pass complete short middle to Nick Boyle for 12 yards (tackle by Kenny Moore),3.510,4.580
3,8:56,1,10,IND 15,7,10,J.K. Dobbins right end for 5 yards (tackle by Bobby Okereke),4.580,4.840
3,8:15,2,5,IND 10,7,10,Lamar Jackson pass complete short left to Mark Andrews for 4 yards (tackle by Xavier Rhodes and Anthony Walker),4.840,4.900
3,7:39,3,1,IND 6,7,10,Gus Edwards up the middle for 4 yards (tackle by Khari Willis),4.900,6.740
3,6:58,1,2,IND 2,7,10,Gus Edwards left tackle for 1 yard (tackle by Anthony Walker and George Odum),6.740,5.910
3,6:21,2,1,IND 1,7,10,Gus Edwards left tackle for no gain (tackle by Anthony Walker),5.910,5.170
3,5:47,3,1,IND 1,13,10,"Gus Edwards left tackle for 1 yard, touchdown",5.170,7.000
3,5:43,,,IND 15,14,10,Justin Tucker kicks extra point good,0.000,0.000
3,5:43,,,BAL 35,14,10,"Justin Tucker kicks off 68 yards, returned by Isaiah Rodgers for 30 yards (tackle by Malik Harrison)",0.000,0.740
3,5:37,1,10,IND 27,14,10,Philip Rivers pass complete short right to Jordan Wilkins for 1 yard (tackle by Patrick Queen and Matt Judon),0.740,0.330
3,4:58,2,9,IND 28,14,10,Philip Rivers pass incomplete deep left intended for Michael Pittman,0.330,-0.360
3,4:51,3,9,IND 28,14,10,Philip Rivers pass incomplete deep right intended for Trey Burton,-0.360,-1.500
3,4:43,4,9,IND 28,14,10,"Rigoberto Sanchez punts 51 yards, returned by James Proche for 4 yards (tackle by Zaire Franklin and Isaiah Rodgers)",-1.500,-0.610
3,4:31,1,10,BAL 25,14,10,Lamar Jackson pass complete short right to Miles Boykin for 11 yards (tackle by Rock Ya-Sin),0.610,1.330
3,3:53,1,10,BAL 36,14,10,Lamar Jackson pass complete short middle to Nick Boyle for 9 yards (tackle by Darius Leonard),1.330,2.010
3,3:10,2,1,BAL 45,14,10,Gus Edwards right end for 5 yards (tackle by Darius Leonard),2.010,2.260
3,2:30,1,10,BAL 50,14,10,Lamar Jackson right end for 5 yards (tackle by Darius Leonard),2.260,2.390
3,1:59,2,5,IND 45,14,10,Lamar Jackson right end for 1 yard (tackle by Anthony Walker and DeForest Buckner),2.390,1.820
3,1:20,3,4,IND 44,14,10,Lamar Jackson right tackle for 1 yard (tackle by Al-Quadin Muhammad and Denico Autry),1.820,0.400
3,0:34,,,,,,Timeout #1 by Baltimore Ravens,,
3,0:34,4,3,IND 43,14,10,J.K. Dobbins right end for 4 yards (tackle by Khari Willis),0.400,2.980
Quarter,Time,Down,ToGo,Location,BAL,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 39,14,10,J.K. Dobbins right tackle for 3 yards (tackle by Bobby Okereke),2.980,2.850
4,14:37,2,7,IND 36,14,10,Lamar Jackson left end for 8 yards (tackle by Khari Willis),2.850,3.710
4,13:57,1,10,IND 28,14,10,Gus Edwards right guard for 5 yards (tackle by Bobby Okereke),3.710,3.840
4,13:15,2,5,IND 23,14,10,Lamar Jackson pass complete short right to Willie Snead for 5 yards (tackle by Bobby Okereke),3.840,4.370
4,12:38,1,10,IND 18,14,10,J.K. Dobbins right tackle for 8 yards (tackle by Kenny Moore and DeForest Buckner),4.370,5.230
4,11:57,2,2,IND 10,14,10,J.K. Dobbins left tackle for 1 yard (tackle by Anthony Walker),5.230,4.740
4,11:14,3,1,IND 9,20,10,"Lamar Jackson left end for 9 yards, touchdown",4.740,7.000
4,11:08,,,IND 15,21,10,Justin Tucker kicks extra point good,0.000,0.000
4,11:08,,,BAL 35,21,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,11:08,1,10,IND 25,21,10,Jordan Wilkins up the middle for 11 yards (tackle by Chuck Clark),0.610,1.330
4,10:41,1,10,IND 36,21,10,Philip Rivers pass complete short middle to Mo Alie-Cox for 5 yards (tackle by Malik Harrison),1.330,1.470
4,10:19,2,5,IND 41,21,10,Jordan Wilkins right guard for 5 yards (tackle by Justin Madubuike and Brandon Williams),1.470,1.990
4,9:47,1,10,IND 46,21,10,Philip Rivers pass complete short left to Jordan Wilkins for -2 yards (tackle by Jimmy Smith and Justin Madubuike),1.990,1.180
4,9:04,2,12,IND 44,21,10,Philip Rivers pass complete short right to De'Michael Harris for 3 yards (tackle by Pernell McPhee),1.180,0.890
4,8:29,3,9,IND 47,21,10,Philip Rivers pass complete deep right to Michael Pittman for 18 yards (tackle by Pernell McPhee),0.890,3.250
4,7:55,1,10,BAL 35,21,10,Philip Rivers pass complete short right to Zach Pascal for 6 yards (tackle by Marcus Peters and Malik Harrison),3.250,3.510
4,7:30,2,4,BAL 29,21,10,Jordan Wilkins up the middle for 4 yards (tackle by Jaylon Ferguson),3.510,3.910
4,7:08,1,10,BAL 25,21,10,Jordan Wilkins up the middle for 2 yards (tackle by Matt Judon and Justin Ellis),3.910,3.630
4,6:36,2,8,BAL 23,21,10,Philip Rivers pass complete short right to Trey Burton for 6 yards (tackle by Patrick Queen),3.630,3.850
4,6:15,3,2,BAL 17,21,10,Jonathan Taylor right guard for 1 yard (tackle by Matt Judon),3.850,2.530
4,5:34,4,1,BAL 16,21,10,Philip Rivers pass incomplete short middle intended for Trey Burton (defended by Matt Judon),2.530,0.140
4,5:29,1,10,BAL 16,21,10,Gus Edwards left end for 4 yards (tackle by Khari Willis),-0.140,0.010
4,5:22,,,,,,Timeout #1 by Indianapolis Colts,,
4,5:22,2,6,BAL 20,21,10,Gus Edwards up the middle for 5 yards (tackle by Grover Stewart and Anthony Walker),0.010,-0.200
4,5:16,,,,,,Timeout #2 by Indianapolis Colts,,
4,5:16,3,1,BAL 25,21,10,Gus Edwards left guard for -1 yards (tackle by Grover Stewart and Xavier Rhodes),-0.200,-1.770
4,5:12,,,,,,Timeout #3 by Indianapolis Colts,,
4,5:12,4,2,BAL 24,21,10,"Sam Koch punts 48 yards, returned by Nyheim Hines for 3 yards (tackle by Khalil Dorsey and Malik Harrison)",-1.770,-1.000
4,5:02,1,10,IND 31,21,10,Philip Rivers pass complete short left to Zach Pascal for 5 yards (tackle by Patrick Queen),1.000,1.140
4,4:36,2,5,IND 36,21,10,Philip Rivers pass incomplete short right,1.140,0.430
4,4:31,3,5,IND 36,21,10,Philip Rivers pass incomplete deep middle intended for Michael Pittman,0.430,-0.980
4,4:25,4,5,IND 36,21,10,Philip Rivers pass incomplete short middle intended for Zach Pascal,-0.980,-3.180
4,4:20,1,10,IND 36,21,10,J.K. Dobbins up the middle for 3 yards (tackle by Khari Willis and Darius Leonard),3.180,3.040
4,3:42,2,7,IND 33,21,10,J.K. Dobbins right tackle for 5 yards (tackle by T.J. Carrie),3.040,3.010
4,2:57,3,2,IND 28,21,10,J.K. Dobbins up the middle for -2 yards (tackle by Darius Leonard and Bobby Okereke),3.010,1.460
4,2:13,4,4,IND 30,24,10,Justin Tucker 48 yard field goal good,1.460,3.000
4,2:08,,,BAL 35,24,10,"Justin Tucker kicks off 70 yards, returned by Isaiah Rodgers for 37 yards (tackle by Justin Tucker)",0.000,1.070
4,2:00,1,10,IND 32,24,10,Philip Rivers pass incomplete short left intended for Marcus Johnson,1.070,0.530
4,1:56,2,10,IND 32,24,10,Philip Rivers pass complete short right to De'Michael Harris for 6 yards (tackle by Terrell Bonds),0.530,0.630
4,1:30,3,4,IND 38,24,10,Philip Rivers pass incomplete short right intended for Nyheim Hines,0.630,-0.850
4,1:23,4,4,IND 38,24,10,Philip Rivers pass complete short left to De'Michael Harris for 13 yards (tackle by Chuck Clark),-0.850,2.320
4,1:18,1,10,BAL 49,24,10,Philip Rivers pass complete short right to Marcus Johnson for 4 yards (tackle by Matt Judon),2.320,2.320
4,0:48,2,6,BAL 45,24,10,Philip Rivers pass complete short middle to Mo Alie-Cox for 21 yards (tackle by Chuck Clark),2.320,3.970
4,0:27,1,10,BAL 24,24,10,"Philip Rivers pass complete short left to De'Michael Harris for 5 yards (tackle by Pernell McPhee). Penalty on Mo Alie-Cox: Illegal Block Above the Waist, 10 yards (no play)",3.970,3.310
4,0:22,,,,,,Timeout #2 by Baltimore Ravens,,
4,0:22,1,20,BAL 34,24,10,Philip Rivers pass incomplete short middle intended for Michael Pittman,3.310,2.080
4,0:18,2,20,BAL 34,24,10,Nyheim Hines left guard for 14 yards (tackle by Jimmy Smith),2.080,3.270
4,0:02,3,6,BAL 20,24,10,Philip Rivers spiked the ball,3.270,2.150
4,0:02,4,6,BAL 20,24,10,Philip Rivers pass complete short right to Zach Pascal for 15 yards (tackle by Matt Judon),2.150,3.250
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
