Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Lamar Jackson,BAL,13,58,1,4,53,4.1,5,0.4,0,
J.K. Dobbins,BAL,12,30,0,2,18,1.5,12,1.0,0,
Gus Edwards,BAL,11,23,1,3,7,0.6,16,1.5,0,
Devin Duvernay,BAL,1,-1,0,,-1,-1.0,0,0.0,0,
Matt Skura,BAL,1,0,0,,0,0.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jordan Wilkins,IND,11,39,0,3,20,1.8,19,1.7,1,11.0
Jonathan Taylor,IND,6,27,1,2,21,3.5,6,1.0,0,
DeMichael Harris,IND,2,28,0,,,,,,,
Nyheim Hines,IND,2,18,0,0,7,3.5,11,5.5,1,2.0
