Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
3,12:09,2,11,DEN 42,0,13,Zack Crockett left tackle for 10 yards (tackle by Elvis Dumervil),2.170,2.810
3,11:41,3,1,DEN 32,0,13,"Andrew Walter for no gain. Andrew Walter fumbles, recovered by Andrew Walter at DEN-32",2.810,1.310
3,11:12,4,1,DEN 32,0,13,LaMont Jordan right guard for 2 yards (tackle by Ebenezer Ekuban and Gerard Warren),1.310,3.580
3,10:30,1,10,DEN 30,0,13,LaMont Jordan left end for -1 yards (tackle by Darrent Williams),3.580,2.900
3,9:41,2,11,DEN 31,0,13,Andrew Walter pass complete short middle to Alvis Whitted for 15 yards (tackle by Darrent Williams),2.900,4.510
3,9:07,1,10,DEN 16,0,13,LaMont Jordan right end for 2 yards (tackle by John Lynch and Demetrin Veal),4.510,4.210
3,8:28,2,8,DEN 14,0,13,Andrew Walter sacked by Demetrin Veal for -10 yards,4.210,2.210
3,7:51,3,18,DEN 24,0,13,Andrew Walter sacked by Patrick Chukwurah for -5 yards,2.210,1.500
3,7:16,4,23,DEN 29,3,13,Sebastian Janikowski 47 yard field goal good,1.500,3.000
3,,,,OAK 30,3,13,"Sebastian Janikowski kicks off 75 yards, returned by Quincy Morgan for 87 yards (tackle by Ricky Brown). Penalty on Curome Cox: Offensive Holding (Declined), Penalty on Keith Burns: Offensive Holding, 9 yards",0.000,-0.380
3,7:04,1,10,DEN 9,3,13,Tatum Bell right tackle for 9 yards (tackle by Robert Thomas and Michael Huff),-0.380,0.140
3,6:28,2,1,DEN 18,3,13,Jake Plummer pass incomplete short middle intended for Tony Scheffler,0.140,-0.370
3,6:23,3,1,DEN 18,3,13,Jake Plummer pass complete short right to Cecil Sapp for 2 yards (tackle by Thomas Howard),-0.370,0.280
3,5:56,1,10,DEN 20,3,13,Tatum Bell right tackle for 4 yards (tackle by Tommy Kelly),0.280,0.270
3,5:17,2,6,DEN 24,3,13,Tatum Bell middle for 6 yards (tackle by Sam Williams),0.270,0.940
3,4:34,1,10,DEN 30,3,13,Tatum Bell middle for -3 yards (tackle by Robert Thomas and Tyler Brayton),0.940,-0.010
3,3:50,2,13,DEN 27,3,13,Jake Plummer pass incomplete short middle intended for Tatum Bell,-0.010,-0.690
3,3:45,3,13,DEN 27,3,13,Tatum Bell middle for 7 yards (tackle by Kirk Morrison),-0.690,-1.110
3,3:08,4,6,DEN 34,3,13,Paul Ernster punts 39 yards,-1.110,-0.740
3,2:59,1,10,OAK 27,3,13,LaMont Jordan left guard for -2 yards (tackle by Champ Bailey),0.740,-0.070
3,2:27,2,12,OAK 25,3,13,LaMont Jordan middle for 7 yards (tackle by Demetrin Veal),-0.070,0.170
3,1:53,3,5,OAK 32,3,13,"Penalty on Chad Slaughter: False Start, 5 yards (no play)",0.170,-0.490
3,1:28,3,10,OAK 27,3,13,Andrew Walter pass complete short right to Courtney Anderson for 16 yards (tackle by Champ Bailey),-0.490,1.800
3,0:47,1,10,OAK 43,3,13,"Penalty on Chad Slaughter: False Start, 5 yards (no play)",1.800,1.470
3,0:23,1,15,OAK 38,3,13,Andrew Walter pass incomplete deep middle intended for Alvis Whitted,1.470,0.580
3,0:16,2,15,OAK 38,3,13,Andrew Walter pass incomplete deep right intended for Randy Moss,0.580,-0.100
3,0:11,3,15,OAK 38,3,13,Andrew Walter pass incomplete short middle intended for Ronald Curry,-0.100,-0.850
3,0:07,4,15,OAK 38,3,13,"Penalty on Derrick Gibson: False Start, 5 yards (no play)",-0.850,-1.180
3,0:07,4,20,OAK 33,3,13,"Shane Lechler punts 67 yards, touchback",-1.180,-0.280
Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DEN 20,3,13,Jake Plummer pass complete short right to Rod Smith for 12 yards (tackle by Tyler Brayton),0.280,1.070
4,14:15,1,10,DEN 32,3,13,Tatum Bell left guard for 2 yards (tackle by Tommy Kelly and Terdell Sands),1.070,0.800
4,13:32,2,8,DEN 34,3,13,Jake Plummer pass complete short middle to Javon Walker for 6 yards (tackle by Duane Starks),0.800,0.890
4,12:56,3,2,DEN 40,3,13,Tatum Bell left tackle for 1 yard (tackle by Terdell Sands),0.890,-0.650
4,12:16,4,1,DEN 41,3,13,"Paul Ernster punts 41 yards, returned by Chris Carr for -1 yards (tackle by Karl Paymah)",-0.650,0.060
4,12:04,1,10,OAK 17,3,13,"Penalty on Chad Slaughter: False Start, 5 yards (no play)",-0.060,-0.510
4,12:04,1,15,OAK 12,3,13,Andrew Walter pass complete short middle to Randy Moss for 16 yards (tackle by Darrent Williams and Champ Bailey),-0.510,0.810
4,11:27,1,10,OAK 28,3,13,LaMont Jordan middle for 2 yards (tackle by Kenard Lang),0.810,0.530
4,10:53,2,8,OAK 30,3,13,Andrew Walter pass complete short right to Randy Moss for 9 yards (tackle by D.J. Williams),0.530,1.530
4,10:26,1,10,OAK 39,3,13,LaMont Jordan left end for 9 yards (tackle by John Lynch),1.530,2.200
4,9:54,2,1,OAK 48,3,13,"ReShard Lee middle for no gain (tackle by Kenard Lang). Penalty on Michael Myers: Defensive Holding, 5 yards",2.200,2.460
4,9:34,1,10,DEN 47,3,13,Alvis Whitted right end for 4 yards (tackle by D.J. Williams and Al Wilson),2.460,2.450
4,8:54,2,6,DEN 43,3,13,Andrew Walter pass incomplete deep left intended for Alvis Whitted,2.450,1.750
4,8:50,3,6,DEN 43,3,13,Andrew Walter pass incomplete deep right intended for Randy Moss,1.750,0.400
4,8:44,,,,3,13,Timeout #1 by Oakland Raiders,0.000,0.400
4,8:44,4,6,DEN 43,3,13,Andrew Walter pass incomplete deep left intended for Randy Moss,0.400,-1.800
4,8:40,1,10,DEN 43,3,13,Tatum Bell left tackle for 1 yard (tackle by Kirk Morrison),1.800,1.390
4,8:04,2,9,DEN 44,3,13,Jake Plummer pass incomplete short right intended for Javon Walker (defended by Stanford Routt),1.390,0.690
4,8:00,3,9,DEN 44,3,13,Jake Plummer sacked by Derrick Burgess for -9 yards,0.690,-1.040
4,7:26,4,18,DEN 35,3,13,"Paul Ernster punts 43 yards. Penalty on Cecil Sapp: Illegal Formation, 5 yards",-1.040,-0.740
4,7:18,1,10,OAK 27,3,13,LaMont Jordan right tackle for 6 yards (tackle by Nick Ferguson),0.740,1.010
4,6:42,2,4,OAK 33,3,13,LaMont Jordan middle for 13 yards (tackle by Al Wilson),1.010,1.990
4,6:06,1,10,OAK 46,3,13,Andrew Walter pass incomplete short middle intended for John Madsen,1.990,1.450
4,6:02,2,10,OAK 46,3,13,Andrew Walter pass complete deep middle to Courtney Anderson for 25 yards (tackle by Champ Bailey),1.450,3.640
4,5:17,1,10,DEN 29,3,13,LaMont Jordan right guard for 2 yards (tackle by Kenard Lang and Demetrin Veal),3.640,3.370
4,4:35,2,8,DEN 27,3,13,"Andrew Walter pass complete short left to LaMont Jordan for no gain. LaMont Jordan fumbles (forced by Ian Gold), recovered by Michael Myers at DEN-23 and returned for 11 yards (tackle by Barry Sims). Penalty on Gerard Warren: Unnecessary Roughness, 15 yards",3.370,-0.150
4,4:24,1,10,DEN 19,3,13,Jake Plummer pass complete short left to Javon Walker for 10 yards (tackle by Michael Huff),0.150,0.870
4,3:45,1,10,DEN 29,3,13,Tatum Bell middle for 9 yards (tackle by Stanford Routt and Stuart Schweigert),0.870,1.540
4,3:00,2,1,DEN 38,3,13,Tatum Bell left tackle for 4 yards (tackle by Tyler Brayton and Michael Huff),1.540,1.730
4,2:55,,,,3,13,Timeout #2 by Oakland Raiders,0.000,1.730
4,2:55,1,10,DEN 42,3,13,Tatum Bell middle for 4 yards (tackle by Tommy Kelly and Warren Sapp),1.730,1.730
4,2:49,,,,3,13,Timeout #3 by Oakland Raiders,0.000,1.730
4,2:49,2,6,DEN 46,3,13,"Tatum Bell left guard for 1 yard (tackle by Terdell Sands). Penalty on Terdell Sands: Unnecessary Roughness, 15 yards",1.730,3.050
4,2:41,1,10,OAK 38,3,13,Tatum Bell left guard for no gain (tackle by Tommy Kelly),3.050,2.510
4,2:00,2,10,OAK 38,3,13,Jake Plummer left end for 19 yards (tackle by Stuart Schweigert),2.510,4.310
4,1:12,1,10,OAK 19,3,13,Jake Plummer kneels for -1 yards,4.310,3.630
4,0:36,2,11,OAK 20,3,13,Jake Plummer kneels for -1 yards,3.630,2.810
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
