Quarter,Time,Down,ToGo,Location,WAS,TEN,Detail,EPB,EPA
2,12:37,1,5,TEN 5,7,7,Keiland Williams middle for 2 yards (tackle by Stephen Tulloch),6.060,5.530
2,12:08,2,3,TEN 3,7,7,Keiland Williams middle for 1 yard (tackle by Jovan Haye),5.530,4.950
2,11:31,3,2,TEN 2,7,7,Mike Sellers middle for no gain (tackle by Jovan Haye and Dave Ball),4.950,3.250
2,10:54,4,2,TEN 2,7,7,"Penalty on Sen'Derrick Marks: Encroachment, 1 yards (no play)",3.250,3.550
2,10:42,4,1,TEN 1,10,7,Graham Gano 19 yard field goal good,3.550,3.000
2,10:38,,,WAS 30,10,7,"Graham Gano kicks off 70 yards, touchback",0.000,0.280
2,10:38,1,10,TEN 20,10,7,Vince Young pass complete short middle to Chris Johnson for 2 yards (tackle by London Fletcher),0.280,0.000
2,9:58,2,8,TEN 22,10,7,Vince Young pass complete short left to Bo Scaife for 2 yards (tackle by Rocky McIntosh),0.000,-0.430
2,9:19,3,6,TEN 24,10,7,Vince Young pass complete short right to Nate Washington for 14 yards (tackle by Andre Carter),-0.430,1.470
2,8:40,1,10,TEN 38,10,7,Chris Johnson right tackle for 7 yards (tackle by Brian Orakpo),1.470,1.870
2,8:03,2,3,TEN 45,10,7,Vince Young pass complete deep right to Justin Gage for 23 yards (tackle by Rocky McIntosh and DeAngelo Hall),1.870,3.450
2,7:23,1,10,WAS 32,10,7,Vince Young pass complete short left to Bo Scaife for 6 yards (tackle by London Fletcher),3.450,3.710
2,6:48,2,4,WAS 26,10,7,Chris Johnson middle for 1 yard (tackle by Kedric Golston and Andre Carter),3.710,3.140
2,6:08,3,3,WAS 25,10,7,Vince Young pass complete short right to Nate Washington for 8 yards (tackle by Phillip Buchanon),3.140,4.440
2,5:39,1,10,WAS 17,10,7,"Chris Johnson left tackle for 2 yards (tackle by Kareem Moore). Penalty on Nate Washington: Illegal Formation, 5 yards (no play)",4.440,4.110
2,5:18,1,15,WAS 22,10,7,Vince Young pass complete short left to Ahmard Hall for 19 yards (tackle by London Fletcher and Kareem Moore),4.110,6.510
2,4:37,1,3,WAS 3,10,7,"Chris Johnson right end for -2 yards (tackle by Andre Carter). Penalty on Eugene Amano: Offensive Holding, 10 yards (no play)",6.510,4.530
2,4:11,1,13,WAS 13,10,7,Chris Johnson middle for 6 yards (tackle by Ma'ake Kemoeatu and Reed Doughty),4.530,4.760
2,3:45,2,7,WAS 7,10,7,Vince Young pass incomplete short right intended for Chris Johnson,4.760,3.810
2,3:41,3,7,WAS 7,10,7,Vince Young pass incomplete short right intended for Randy Moss,3.810,2.970
2,3:36,4,7,WAS 7,10,10,Rob Bironas 25 yard field goal good,2.970,3.000
2,3:31,,,TEN 30,10,10,"Rob Bironas kicks off 67 yards, returned by Brandon Banks for 34 yards (tackle by Tim Shaw)",0.000,1.400
2,3:25,1,10,WAS 37,10,10,Donovan McNabb pass complete short right to Fred Davis for 23 yards (tackle by Chris Hope),1.400,2.920
2,2:38,1,10,TEN 40,10,10,"Penalty on Jovan Haye: Encroachment, 5 yards (no play)",2.920,3.650
2,2:25,1,5,TEN 35,10,10,Keiland Williams middle for 6 yards (tackle by Gerald McRath),3.650,3.640
2,2:00,1,10,TEN 29,10,10,Keiland Williams right end for -1 yards (tackle by Stephen Tulloch),3.640,2.970
2,1:21,2,11,TEN 30,10,10,Donovan McNabb pass incomplete short middle intended for Joey Galloway is intercepted by Will Witherspoon at TEN-19 and returned for 2 yards,2.970,-0.340
2,1:10,1,10,TEN 21,10,10,Chris Johnson middle for -4 yards (tackle by Albert Haynesworth and Brian Orakpo),0.340,-0.860
2,0:47,2,14,TEN 17,10,10,Vince Young pass complete short right to Bo Scaife for 13 yards (tackle by Kareem Moore),-0.860,0.300
2,0:42,3,1,TEN 30,10,10,Vince Young pass incomplete short middle intended for Nate Washington,0.300,-1.370
2,0:39,4,1,TEN 30,10,10,Brett Kern punts 31 yards,-1.370,-1.530
2,0:29,1,10,WAS 39,10,10,Donovan McNabb pass complete short right to Keiland Williams for 6 yards (tackle by Will Witherspoon and Sen'Derrick Marks),1.530,1.800
2,0:20,,,,10,10,Timeout #2 by Washington Redskins,0.000,1.800
2,0:20,2,4,WAS 45,10,10,Donovan McNabb pass complete short middle to Keiland Williams for 12 yards (tackle by Jason McCourty),1.800,2.720
2,0:12,,,,10,10,Timeout #3 by Washington Redskins,0.000,2.720
2,0:12,1,10,TEN 43,10,10,Donovan McNabb pass complete short left to Keiland Williams for 3 yards (tackle by Ryan Mouton),2.720,2.580
2,0:06,2,7,TEN 40,10,10,Donovan McNabb pass complete short left to Joey Galloway for 7 yards (tackle by Jason McCourty),2.580,3.380
2,0:02,1,10,TEN 33,10,10,Graham Gano 51 yard field goal no good,3.380,1.600
Quarter,Time,Down,ToGo,Location,WAS,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,10,10,"Graham Gano kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,TEN 20,10,10,Vince Young pass complete short right to Nate Washington for 6 yards (tackle by Phillip Buchanon),0.280,0.540
3,14:34,2,4,TEN 26,10,10,Chris Johnson right end for 2 yards (tackle by Brian Orakpo),0.540,0.100
3,13:57,3,2,TEN 28,10,10,Vince Young left end for 6 yards (tackle by H.B. Blades),0.100,1.200
3,13:18,1,10,TEN 34,10,10,Vince Young pass complete deep right to Bo Scaife for 30 yards (tackle by Reed Doughty),1.200,3.180
3,12:30,,,,10,10,Timeout #1 by Tennessee Titans,0.000,3.180
3,12:30,1,10,WAS 36,10,10,Vince Young middle for 11 yards (tackle by London Fletcher),3.180,3.910
3,11:44,1,10,WAS 25,10,10,Chris Johnson left end for 6 yards (tackle by DeAngelo Hall),3.910,4.200
3,11:18,2,4,WAS 19,10,10,Vince Young pass complete short right to Jared Cook for 5 yards (tackle by Andre Carter),4.200,4.650
3,10:32,1,10,WAS 14,10,10,Chris Johnson left guard for 5 yards (tackle by Phillip Buchanon and Reed Doughty),4.650,4.900
3,9:55,2,5,WAS 9,10,10,Vince Young pass incomplete short right intended for Bo Scaife,4.900,4.050
3,9:49,3,5,WAS 9,10,10,Vince Young sacked by Vonnie Holliday for -5 yards,4.050,2.510
3,9:14,4,10,WAS 14,10,13,Rob Bironas 32 yard field goal good,2.510,3.000
3,9:10,,,TEN 30,10,13,"Rob Bironas kicks off 64 yards, returned by Brandon Banks for 18 yards (tackle by Patrick Bailey)",0.000,0.540
3,9:04,1,10,WAS 24,10,13,Donovan McNabb pass complete short right to Santana Moss for 18 yards (tackle by Gerald McRath and Stephen Tulloch),0.540,1.730
3,8:24,1,10,WAS 42,10,13,Keiland Williams right end for 4 yards (tackle by Cortland Finnegan and Stephen Tulloch),1.730,1.730
3,7:48,2,6,WAS 46,10,13,"Penalty on Tony Brown: Encroachment, 5 yards (no play)",1.730,2.400
3,7:30,2,1,TEN 49,10,13,Keiland Williams middle for 8 yards (tackle by Jovan Haye and Chris Hope),2.400,2.850
3,6:53,1,10,TEN 41,10,13,Keiland Williams right end for -1 yards (tackle by Stephen Tulloch),2.850,2.170
3,6:13,2,11,TEN 42,10,13,Donovan McNabb pass complete short right to Joey Galloway for 5 yards (tackle by Cortland Finnegan),2.170,2.150
3,5:31,3,6,TEN 37,10,13,Donovan McNabb pass complete short middle to Anthony Armstrong for 18 yards (tackle by Jason McCourty),2.150,4.310
3,4:49,1,10,TEN 19,10,13,Keiland Williams middle for -3 yards (tackle by William Hayes),4.310,3.360
3,4:10,2,13,TEN 22,10,13,Donovan McNabb pass incomplete short left intended for Joey Galloway (defended by Jason McCourty),3.360,2.680
3,4:05,3,13,TEN 22,10,13,"Donovan McNabb pass incomplete short right intended for Chris Cooley (defended by Alterraun Verner). Donovan McNabb fumbles, recovered by Donovan McNabb at TEN-26",2.680,1.990
3,3:59,4,13,TEN 22,13,13,Graham Gano 40 yard field goal good,1.990,3.000
3,3:55,,,WAS 30,13,13,"Graham Gano kicks off 70 yards, touchback",0.000,0.280
3,3:55,1,10,TEN 20,13,13,Vince Young pass complete deep right to Nate Washington for 37 yards (tackle by Phillip Buchanon),0.280,2.720
3,3:23,1,10,WAS 43,13,13,Chris Johnson left tackle for no gain (tackle by Phillip Daniels and London Fletcher),2.720,2.180
3,2:50,,,,13,13,Timeout #2 by Tennessee Titans,0.000,2.180
3,2:50,2,10,WAS 43,13,13,Chris Johnson left tackle for 7 yards (tackle by H.B. Blades),2.180,2.410
3,2:04,3,3,WAS 36,13,13,Rusty Smith pass incomplete short right intended for Randy Moss (defended by DeAngelo Hall),2.410,0.890
3,1:59,4,3,WAS 36,13,13,"Rusty Smith pass complete deep left to Randy Moss for 36 yards. Penalty on Randy Moss: Offensive Pass Interfere, 10 yards (no play)",0.890,0.200
3,1:51,4,13,WAS 46,13,13,"Brett Kern punts 27 yards, fair catch by Brandon Banks",0.200,-0.150
3,1:43,1,10,WAS 19,13,13,Keiland Williams left end for 12 yards (tackle by Alterraun Verner and Sen'Derrick Marks),0.150,1.000
3,0:58,1,10,WAS 31,13,13,Darrel Young middle for 2 yards (tackle by Gerald McRath and Jason Babin),1.000,0.730
3,0:13,2,8,WAS 33,13,13,Darrel Young right tackle for 3 yards (tackle by Jason Babin),0.730,0.430
Quarter,Time,Down,ToGo,Location,WAS,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,WAS 36,13,13,Donovan McNabb pass complete short right to Chris Cooley for 15 yards (tackle by Michael Griffin),0.430,2.320
4,14:44,1,10,TEN 49,13,13,Donovan McNabb pass incomplete deep left intended for Anthony Armstrong,2.320,1.780
4,14:39,2,10,TEN 49,13,13,Keiland Williams left tackle for -1 yards (tackle by Jacob Ford and Jovan Haye),1.780,0.960
4,13:56,3,11,,13,13,Donovan McNabb pass complete short right to Chris Cooley for 17 yards (tackle by Cortland Finnegan),0.960,3.380
4,13:10,1,10,TEN 33,13,13,Darrel Young left tackle for -2 yards (tackle by Jacob Ford and Will Witherspoon),3.380,2.570
4,12:31,2,12,TEN 35,13,13,Donovan McNabb pass incomplete short middle intended for Santana Moss,2.570,1.880
4,12:27,,,,13,13,Timeout #1 by Washington Redskins,0.000,1.880
4,12:27,3,12,TEN 35,13,13,Donovan McNabb pass incomplete short middle intended for Anthony Armstrong,1.880,0.970
4,12:27,4,12,TEN 35,13,13,Penalty on Hunter Smith: Delay of Game (Declined),0.970,0.970
4,12:19,4,12,TEN 35,13,13,"Hunter Smith punts 29 yards, fair catch by Marc Mariani",0.970,0.380
4,12:11,1,10,TEN 6,13,13,Chris Johnson left tackle for 11 yards (tackle by H.B. Blades),-0.380,-0.060
4,11:31,1,10,TEN 17,13,13,Chris Johnson right guard for 4 yards (tackle by Brian Orakpo and Kareem Moore),-0.060,0.080
4,10:54,2,6,TEN 21,13,13,Rusty Smith pass complete deep middle to Nate Washington for 52 yards (tackle by Kareem Moore),0.080,3.780
4,10:23,1,10,WAS 27,13,13,Chris Johnson right tackle for 1 yard (tackle by Phillip Buchanon and Chris Wilson),3.780,3.370
4,9:34,2,9,WAS 26,13,13,Rusty Smith pass incomplete short right intended for Randy Moss (defended by DeAngelo Hall),3.370,2.680
4,9:29,,,,13,13,Timeout #3 by Tennessee Titans,0.000,2.680
4,9:29,3,9,WAS 26,13,13,Rusty Smith pass complete short right to Chris Johnson for 4 yards (tackle by London Fletcher and H.B. Blades),2.680,2.040
4,8:45,4,5,WAS 22,13,16,Rob Bironas 40 yard field goal good,2.040,3.000
4,8:40,,,TEN 30,13,16,"Rob Bironas kicks off 70 yards, returned by Brandon Banks for 26 yards (tackle by Lavelle Hawkins)",0.000,0.670
4,8:33,1,10,WAS 26,13,16,Donovan McNabb pass complete short left to Fred Davis for 21 yards (tackle by Michael Griffin and Jacob Ford),0.670,2.060
4,7:59,1,10,WAS 47,13,16,Donovan McNabb pass complete deep middle to Anthony Armstrong for 19 yards (tackle by Cortland Finnegan),2.060,3.310
4,7:13,1,10,TEN 34,13,16,Keiland Williams right guard for 3 yards (tackle by Jovan Haye),3.310,3.180
4,6:34,2,7,TEN 31,13,16,Donovan McNabb pass incomplete,3.180,2.480
4,6:26,3,7,TEN 31,13,16,Donovan McNabb pass complete short right to Chris Cooley for 7 yards (tackle by Chris Hope),2.480,3.970
4,5:44,1,10,TEN 24,13,16,Donovan McNabb pass incomplete short left intended for Anthony Armstrong,3.970,3.430
4,5:40,2,10,TEN 24,13,16,Donovan McNabb pass incomplete short middle intended for Keiland Williams,3.430,2.740
4,5:35,3,10,TEN 24,13,16,Donovan McNabb pass incomplete short middle intended for Joey Galloway,2.740,1.870
4,5:29,4,10,TEN 24,16,16,Graham Gano 42 yard field goal good,1.870,3.000
4,5:24,,,WAS 30,16,16,"Graham Gano kicks off 64 yards, returned by Marc Mariani for 26 yards (tackle by Byron Westbrook)",0.000,1.070
4,5:12,1,10,TEN 32,16,16,Rusty Smith pass incomplete deep right intended for Nate Washington is intercepted by Phillip Buchanon at WAS-16 and returned for 43 yards,1.070,-2.850
4,4:57,1,10,TEN 41,16,16,Keiland Williams middle for no gain (tackle by William Hayes and Jacob Ford),2.850,2.310
4,4:15,2,10,TEN 41,16,16,Donovan McNabb pass complete short right to Mike Sellers for 6 yards (tackle by Cortland Finnegan),2.310,2.410
4,4:10,3,4,TEN 35,16,16,Donovan McNabb sacked by Jacob Ford for -4 yards,2.410,0.660
4,4:04,4,8,TEN 39,16,16,"Hunter Smith punts 30 yards, fair catch by Marc Mariani",0.660,0.380
4,3:57,1,10,TEN 9,16,16,Chris Johnson left tackle for -3 yards (tackle by Brian Orakpo),-0.380,-1.000
4,3:17,2,13,TEN 6,16,16,Chris Johnson left end for 20 yards (tackle by Reed Doughty),-1.000,0.670
4,2:35,1,10,TEN 26,16,16,Chris Johnson right tackle for 29 yards (tackle by Phillip Buchanon),0.670,2.590
4,2:24,1,10,WAS 45,16,16,Javon Ringer middle for 1 yard (tackle by Reed Doughty and Adam Carriker),2.590,2.180
4,2:00,2,9,WAS 44,16,16,"Penalty on Randy Moss: False Start, 5 yards (no play)",2.180,1.500
4,2:00,2,14,WAS 49,16,16,Rusty Smith pass complete short left to Jared Cook for 6 yards (tackle by Brian Orakpo),1.500,1.620
4,1:55,,,,16,16,Timeout #2 by Washington Redskins,0.000,1.620
4,1:55,3,8,WAS 43,16,16,Rusty Smith pass incomplete deep left intended for Nate Washington (defended by Phillip Buchanon),1.620,0.400
4,1:49,4,8,WAS 43,16,16,Brett Kern punts 21 yards,0.400,-0.410
4,1:37,1,10,WAS 22,16,16,Donovan McNabb pass complete short left to Keiland Williams for 3 yards (tackle by Jason McCourty),0.410,0.270
4,1:13,2,7,WAS 25,16,16,Donovan McNabb pass complete short right to Chris Cooley for 8 yards (tackle by Chris Hope),0.270,1.140
4,0:53,1,10,WAS 33,16,16,Donovan McNabb pass incomplete deep middle intended for Chris Cooley,1.140,0.590
4,0:48,2,10,WAS 33,16,16,Donovan McNabb pass complete short middle to Brandon Banks for 15 yards (tackle by Chris Hope),0.590,2.130
4,0:40,,,,16,16,Timeout #3 by Washington Redskins,0.000,2.130
4,0:40,1,10,WAS 48,16,16,Donovan McNabb pass complete short right to Chris Cooley for 12 yards (tackle by Will Witherspoon and Cortland Finnegan),2.130,2.920
4,0:22,1,10,TEN 40,16,16,"Donovan McNabb spiked the ball. Penalty on TEN: Defensive 12 On-field, 5 yards (no play)",2.920,3.650
4,0:22,1,5,TEN 35,16,16,Donovan McNabb pass complete short left to Chris Cooley for 6 yards (tackle by Chris Hope),3.650,3.640
4,0:05,1,10,TEN 29,16,16,Donovan McNabb spiked the ball,3.640,3.100
4,0:03,2,10,TEN 29,16,16,Graham Gano 47 yard field goal no good,3.100,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,WAS,TEN,Detail,EPB,EPA
,,,,,,,"Titans won the coin toss, Titans to receive the overtime kickoff.",,
OT,15:00,,,WAS 30,16,16,"Graham Gano kicks off 67 yards, returned by Marc Mariani for 30 yards (tackle by Darrel Young)",0.000,1.140
OT,14:53,1,10,TEN 33,16,16,Chris Johnson right tackle for 15 yards (tackle by Reed Doughty),1.140,2.130
OT,14:18,1,10,TEN 48,16,16,Chris Johnson left guard for no gain (tackle by Ma'ake Kemoeatu),2.130,1.580
OT,13:45,2,10,TEN 48,16,16,Rusty Smith pass incomplete short right intended for Nate Washington,1.580,0.890
OT,13:40,3,10,TEN 48,16,16,Rusty Smith pass incomplete short left intended for Bo Scaife,0.890,-0.190
OT,13:34,4,10,TEN 48,16,16,"Brett Kern punts 39 yards, fair catch by Brandon Banks",-0.190,0.320
OT,13:26,1,10,WAS 13,16,16,Donovan McNabb pass complete deep right to Chris Cooley for 26 yards (tackle by Gerald McRath),-0.320,1.530
OT,12:51,1,10,WAS 39,16,16,Donovan McNabb sacked by Dave Ball for -7 yards,1.530,0.040
OT,12:13,2,17,WAS 32,16,16,"Penalty on Donovan McNabb: Delay of Game, 5 yards (no play)",0.040,-0.630
OT,11:56,2,22,WAS 27,16,16,"Donovan McNabb pass incomplete short left intended for Fred Davis (defended by Alterraun Verner). Penalty on Jason Babin: Unnecessary Roughness, 15 yards",-0.630,1.730
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
OT,11:48,1,10,WAS 42,16,16,"Donovan McNabb pass incomplete short right intended for Chris Cooley. Penalty on Will Witherspoon: Roughing the Passer, 15 yards (no play)",1.730,2.720
OT,11:43,1,10,TEN 43,16,16,Keiland Williams right tackle for 2 yards (tackle by Jason Babin),2.720,2.450
OT,11:05,2,8,TEN 41,16,16,Donovan McNabb pass complete short left to Santana Moss for 10 yards (tackle by Alterraun Verner),2.450,3.510
OT,10:35,1,10,TEN 31,16,16,Keiland Williams left end for 1 yard (tackle by Michael Griffin and Stephen Tulloch),3.510,3.100
OT,9:52,,,,16,16,Timeout #1 by Tennessee Titans,0.000,3.100
OT,9:52,2,9,TEN 30,16,16,"Donovan McNabb pass incomplete deep left intended for Anthony Armstrong. Penalty on Alterraun Verner: Illegal Contact, 5 yards (no play)",3.100,3.910
OT,9:46,1,10,TEN 25,16,16,"Penalty on Will Montgomery: False Start, 5 yards (no play)",3.910,3.580
OT,9:46,,,,16,16,Timeout #1 by Washington Redskins,0.000,3.580
OT,9:46,1,15,TEN 30,16,16,Donovan McNabb pass complete short right to Keiland Williams for 2 yards (tackle by Cortland Finnegan and Alterraun Verner),3.580,2.960
OT,9:07,2,13,TEN 28,16,16,Keiland Williams right tackle for -2 yards (tackle by William Hayes and Will Witherspoon),2.960,2.010
OT,8:27,3,15,TEN 30,16,16,Donovan McNabb pass incomplete deep right intended for Anthony Armstrong,2.010,1.410
OT,8:22,4,15,TEN 30,19,16,Graham Gano 48 yard field goal good,1.410,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
