Quarter,Time,Down,ToGo,Location,ATL,DET,Detail,EPB,EPA
1,9:27,3,7,DET 13,0,0,"Penalty on Thomas DeCoud: Neutral Zone Infraction, 5 yards (no play)",-1.070,-0.480
1,9:11,3,2,DET 18,0,0,Matthew Stafford pass complete short middle to Calvin Johnson for 49 yards (tackle by Asante Samuel),-0.480,3.380
1,8:20,1,10,ATL 33,0,0,"Mikel Leshoure up the middle for 2 yards (tackle by Corey Peters). Mikel Leshoure fumbles (forced by Corey Peters), recovered by Peria Jerry at ATL-31 (tackle by Gosder Cherilus)",3.380,-1.000
1,8:12,1,10,ATL 31,0,0,Matt Ryan pass complete short middle to Roddy White for 16 yards (tackle by Jonte Green),1.000,2.060
1,7:38,1,10,ATL 47,0,0,Michael Turner left end for -1 yards (tackle by Lawrence Jackson and Justin Durant),2.060,1.380
1,6:59,2,11,ATL 46,0,0,"Penalty on Ndamukong Suh: Encroachment, 5 yards (no play)",1.380,2.060
1,6:40,2,6,DET 49,0,0,Jacquizz Rodgers up the middle for 5 yards (tackle by Louis Delmas),2.060,2.020
1,5:59,3,1,DET 44,6,0,"Matt Ryan pass complete deep right to Roddy White for 44 yards, touchdown",2.020,7.000
1,5:59,,,DET 2,7,0,Matt Bryant kicks extra point good,0.000,0.000
1,5:50,,,ATL 35,7,0,"Matt Bosher kicks off 70 yards, returned by Stefan Logan for 31 yards (tackle by Jason Snelling)",0.000,0.670
1,5:44,1,10,DET 26,7,0,Joique Bell left tackle for 3 yards (tackle by Chris Hope and Jonathan Babineaux),0.670,0.540
1,5:07,2,7,DET 29,7,0,Stefan Logan up the middle for 13 yards (tackle by Chris Hope and Dominique Franks),0.540,1.730
1,4:27,1,10,DET 42,7,0,Mike Thomas right end for 8 yards (tackle by Peria Jerry),1.730,2.270
1,3:50,2,2,,7,0,Matthew Stafford pass complete deep right to Calvin Johnson for 18 yards. Penalty on Peria Jerry: Defensive Offside (Declined),2.270,3.450
1,3:25,1,10,ATL 32,7,0,Joique Bell left tackle for 7 yards (tackle by Chris Hope),3.450,3.850
1,2:48,2,3,ATL 25,7,0,Joique Bell left tackle for no gain (tackle by Akeem Dent),3.850,3.140
1,2:04,3,3,ATL 25,7,0,Matthew Stafford pass complete short middle to Brian Robiskie for 5 yards (tackle by Chris Hope and Kroy Biermann),3.140,4.240
1,1:24,1,10,ATL 20,7,0,Matthew Stafford pass incomplete short left intended for Joique Bell,4.240,3.690
1,1:19,2,10,ATL 20,7,0,Joique Bell up the middle for no gain (tackle by Corey Peters and Stephen Nicholas),3.690,3.010
1,0:39,3,10,ATL 20,7,0,Matthew Stafford pass complete short left to Kevin Smith for 4 yards (tackle by Dunta Robinson),3.010,2.400
1,0:18,4,6,ATL 16,7,3,Jason Hanson 34 yard field goal good,2.400,3.000
1,0:13,,,DET 35,7,3,"Jason Hanson kicks off 70 yards, touchback",0.000,0.280
1,0:13,1,10,ATL 20,7,3,Matt Ryan right end for 9 yards (tackle by Chris Houston),0.280,0.950
Quarter,Time,Down,ToGo,Location,ATL,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,ATL 29,7,3,Michael Turner left tackle for 5 yards (tackle by DeAndre Levy),0.950,1.200
2,14:21,1,10,ATL 34,7,3,Matt Ryan pass complete short right to Julio Jones for 7 yards (tackle by Don Carey),1.200,1.600
2,13:47,2,3,ATL 41,7,3,Jacquizz Rodgers up the middle for 5 yards (tackle by Justin Durant),1.600,1.990
2,13:05,1,10,ATL 46,7,3,"Matt Ryan pass complete short middle to Jason Snelling for 2 yards (tackle by Stephen Tulloch). Penalty on Tyson Clabo: Offensive Holding, 10 yards (no play)",1.990,1.330
2,12:38,1,20,ATL 36,7,3,Matt Ryan pass complete short left to Harry Douglas for 1 yard (tackle by Jonte Green),1.330,0.240
2,11:54,2,19,ATL 37,7,3,Matt Ryan pass complete short middle to Jason Snelling for 12 yards (tackle by Chris Houston),0.240,1.160
2,11:11,3,7,ATL 49,7,3,Matt Ryan pass complete short right to Roddy White for 7 yards (tackle by Chris Houston),1.160,2.650
2,10:40,1,10,DET 44,7,3,Matt Ryan pass complete short left to Julio Jones for 5 yards (tackle by Justin Durant),2.650,2.780
2,10:03,2,5,DET 39,13,3,"Matt Ryan pass complete short left to Roddy White for 39 yards, touchdown",2.780,7.000
2,10:03,,,DET 2,14,3,Matt Bryant kicks extra point good,0.000,0.000
2,9:54,,,ATL 35,14,3,"Matt Bosher kicks off 69 yards, returned by Stefan Logan for 20 yards (tackle by Robert James)",0.000,-0.140
2,9:48,1,10,DET 16,14,3,Mikel Leshoure right tackle for 7 yards (tackle by Stephen Nicholas and Sean Weatherspoon),-0.140,0.420
2,9:10,2,3,DET 23,14,3,Matthew Stafford pass complete deep left to Calvin Johnson for 20 yards (tackle by Thomas DeCoud),0.420,1.800
2,8:48,1,10,DET 43,14,3,Mikel Leshoure right tackle for 1 yard (tackle by Sean Weatherspoon),1.800,1.390
2,8:06,2,9,DET 44,14,3,Matthew Stafford pass complete short right to Joique Bell for 2 yards (tackle by Chris Hope and Akeem Dent),1.390,0.960
2,7:20,3,7,DET 46,14,3,Matthew Stafford pass incomplete short right intended for Joique Bell (defended by Jonathan Babineaux),0.960,-0.320
2,7:11,4,7,DET 46,14,3,"Nick Harris punts 37 yards, fair catch by Dominique Franks",-0.320,0.060
2,7:07,1,10,ATL 17,14,3,Matt Ryan pass complete short right to Harry Douglas for 5 yards (tackle by Chris Houston),-0.060,0.210
2,6:36,2,5,ATL 22,14,3,Michael Turner left tackle for no gain (tackle by Louis Delmas),0.210,-0.620
2,6:02,3,5,ATL 22,14,3,Matt Ryan sacked by Lawrence Jackson and Ndamukong Suh for -8 yards,-0.620,-2.470
2,5:33,4,13,ATL 14,14,3,"Matt Bosher punts 45 yards, fair catch by Stefan Logan",-2.470,-1.660
2,5:26,1,10,DET 41,14,3,Matthew Stafford pass complete short right to Tony Scheffler for 7 yards (tackle by Thomas DeCoud),1.660,2.070
2,4:51,2,3,DET 48,14,3,Mikel Leshoure right tackle for no gain (tackle by Peria Jerry),2.070,1.360
2,4:16,3,3,DET 48,14,3,"Matthew Stafford pass complete short middle to Calvin Johnson for 5 yards (tackle by John Abraham). Calvin Johnson fumbles (forced by John Abraham), recovered by Robert McClain at ATL-45 and returned for 15 yards (tackle by Matthew Stafford). Penalty on Calvin Johnson: Illegal Formation (Declined)",1.360,-2.920
2,4:04,1,10,DET 40,14,3,Michael Turner left end for 8 yards (tackle by DeAndre Levy),2.920,3.450
2,3:42,2,2,DET 32,14,3,Michael Turner up the middle for 4 yards (tackle by DeAndre Levy and Justin Durant),3.450,3.710
2,3:00,1,10,DET 28,14,3,Matt Ryan pass incomplete deep middle intended for Julio Jones,3.710,3.170
2,2:51,2,10,DET 28,14,3,Jacquizz Rodgers up the middle for no gain (tackle by DeAndre Levy and Stephen Tulloch),3.170,2.480
2,2:17,3,10,DET 28,14,3,Matt Ryan pass complete short left to Jacquizz Rodgers for 11 yards (tackle by Jonte Green),2.480,4.440
2,2:00,1,10,DET 17,14,3,Matt Ryan pass complete short middle to Michael Turner for 1 yard (tackle by Stephen Tulloch),4.440,4.000
2,1:24,2,9,DET 16,20,3,"Matt Ryan pass complete deep right to Julio Jones for 16 yards, touchdown",4.000,7.000
2,1:24,,,DET 2,21,3,Matt Bryant kicks extra point good,0.000,0.000
2,1:17,,,ATL 35,21,3,"Matt Bosher kicks off 66 yards, returned by Stefan Logan for 16 yards (tackle by Robert James)",0.000,-0.220
2,1:10,1,10,DET 15,21,3,Matthew Stafford pass complete short middle to Joique Bell for 5 yards (tackle by Robert McClain),-0.220,0.080
2,0:50,2,5,DET 20,21,3,Matthew Stafford pass complete short left to Kris Durham for 14 yards (tackle by Dunta Robinson),0.080,1.200
2,0:45,1,10,DET 34,21,3,Matthew Stafford pass incomplete short left intended for Calvin Johnson,1.200,0.660
2,0:42,2,10,DET 34,21,3,Matthew Stafford pass complete short middle to Calvin Johnson for 22 yards (tackle by Thomas DeCoud),0.660,0.000
2,0:36,,,,21,3,Timeout #2 by Detroit Lions,0.000,2.650
2,0:36,1,10,ATL 44,21,3,Matthew Stafford pass complete short middle to Joique Bell for 6 yards (tackle by Sean Weatherspoon and Robert McClain),2.650,2.920
2,0:12,2,4,ATL 38,21,3,Matthew Stafford pass complete short left to Kris Durham for 18 yards (tackle by Dunta Robinson),2.920,0.000
2,0:07,,,,21,3,Timeout #3 by Detroit Lions,0.000,4.240
2,0:07,1,10,ATL 20,21,6,Jason Hanson 38 yard field goal good,4.240,3.000
2,0:02,,,DET 35,21,6,"Jason Hanson kicks off 37 yards, returned by Jason Snelling for 9 yards (tackle by Ricardo Silva)",0.000,1.270
Quarter,Time,Down,ToGo,Location,ATL,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,21,6,"Jason Hanson kicks off 70 yards, returned by Jacquizz Rodgers for 26 yards (tackle by Don Carey)",0.000,0.340
3,14:56,1,10,ATL 21,21,6,Michael Turner right tackle for 4 yards (tackle by Stephen Tulloch and Louis Delmas),0.340,0.340
3,14:21,2,6,ATL 25,21,6,Michael Turner up the middle for -5 yards (tackle by Ndamukong Suh and Louis Delmas),0.340,-1.020
3,13:47,3,11,ATL 20,21,6,Matt Ryan pass incomplete deep left intended for Roddy White,-1.020,-2.030
3,13:42,4,11,ATL 20,21,6,"Matt Bosher punts 40 yards, out of bounds",-2.030,-1.600
3,13:35,1,10,DET 40,21,6,Matthew Stafford pass complete short right to Will Heller for 12 yards (tackle by Stephen Nicholas),1.600,2.390
3,12:55,1,10,ATL 48,21,6,Mikel Leshoure up the middle for 1 yard (tackle by John Abraham),2.390,1.980
3,12:13,2,9,ATL 47,21,6,"Penalty on John Abraham: Neutral Zone Infraction, 5 yards (no play)",1.980,2.660
3,11:58,2,4,ATL 42,21,6,Mikel Leshoure right end for 9 yards (tackle by Chris Hope),2.660,3.380
3,11:18,1,10,ATL 33,21,6,Mikel Leshoure up the middle for 3 yards (tackle by Vance Walker),3.380,3.240
3,10:36,2,7,ATL 30,21,6,Matthew Stafford pass complete short left to Mike Thomas for 5 yards (tackle by Robert McClain),3.240,3.200
3,9:55,3,2,ATL 25,21,6,Matthew Stafford pass complete short left to Calvin Johnson for 14 yards (tackle by Dunta Robinson),3.200,4.840
3,9:16,1,10,ATL 11,21,6,Matthew Stafford pass complete short left to Mikel Leshoure for 2 yards (tackle by Dunta Robinson),4.840,4.510
3,8:33,2,8,ATL 9,21,6,Mikel Leshoure up the middle for 4 yards (tackle by Corey Peters),4.510,4.440
3,7:56,3,4,ATL 5,21,6,Matthew Stafford pass complete short left to Stefan Logan for 4 yards (tackle by Sean Weatherspoon),4.440,6.970
3,7:02,1,1,ATL 1,21,12,"Mikel Leshoure up the middle for 1 yard, touchdown",6.970,7.000
3,7:02,,,ATL 2,21,13,Jason Hanson kicks extra point good,0.000,0.000
3,6:59,,,DET 35,21,13,"Jason Hanson kicks off 70 yards, touchback",0.000,0.280
3,6:59,1,10,ATL 20,21,13,Matt Ryan pass incomplete deep right intended for Julio Jones (defended by Don Carey),0.280,-0.270
3,6:52,2,10,ATL 20,21,13,"Matt Ryan pass complete short left to Roddy White for 14 yards (tackle by Jonte Green). Penalty on Chris Houston: Defensive Holding (Declined), Penalty on Jonte Green: Defensive Holding (Declined)",-0.270,1.200
3,6:24,1,10,ATL 34,21,13,Matt Ryan pass incomplete short left intended for Julio Jones (defended by Jonte Green),1.200,0.660
3,6:18,2,10,ATL 34,21,13,Matt Ryan pass complete short right to Roddy White for 4 yards (tackle by Don Carey),0.660,0.500
3,5:36,3,6,ATL 38,21,13,Matt Ryan pass incomplete deep right intended for Julio Jones,0.500,-0.850
3,5:30,4,6,ATL 38,21,13,"Matt Bosher punts 47 yards, fair catch by Stefan Logan",-0.850,0.220
3,5:21,1,10,DET 15,21,13,Matthew Stafford pass complete short right to Mikel Leshoure for 7 yards (tackle by Asante Samuel),-0.220,0.350
3,4:48,2,3,DET 22,21,13,Mikel Leshoure left tackle for 5 yards (tackle by Akeem Dent),0.350,0.740
3,4:05,1,10,DET 27,21,13,Matthew Stafford pass complete short left to Tony Scheffler for 2 yards (tackle by Dunta Robinson),0.740,0.470
3,3:38,2,8,DET 29,21,13,Mikel Leshoure up the middle for 4 yards (tackle by Sean Weatherspoon),0.470,0.300
3,2:54,3,4,DET 33,21,13,Matthew Stafford pass complete short middle to Calvin Johnson for 26 yards (tackle by Dunta Robinson),0.300,2.850
3,2:10,1,10,ATL 41,21,13,Mikel Leshoure up the middle for 3 yards (tackle by Stephen Nicholas),2.850,2.710
3,1:27,2,7,ATL 38,21,13,Matthew Stafford pass complete deep right to Calvin Johnson for 21 yards (tackle by Asante Samuel),2.710,4.440
3,0:44,1,10,ATL 17,21,13,Matthew Stafford pass complete short right to Mikel Leshoure for 11 yards (tackle by Travian Robertson),4.440,5.830
Quarter,Time,Down,ToGo,Location,ATL,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,6,ATL 6,21,13,Matthew Stafford pass incomplete short right intended for Mikel Leshoure,5.830,4.950
4,14:53,2,6,ATL 6,21,13,Mikel Leshoure left tackle for 2 yards (tackle by Sean Weatherspoon),4.950,4.490
4,14:08,3,4,ATL 4,21,13,Matthew Stafford up the middle for 2 yards (tackle by Corey Peters),4.490,3.250
4,13:29,4,2,ATL 2,21,16,Jason Hanson 20 yard field goal good,3.250,3.000
4,13:26,,,DET 35,21,16,"Jason Hanson kicks off 66 yards, returned by Jacquizz Rodgers for 23 yards (tackle by Don Carey)",0.000,0.410
4,13:20,1,10,ATL 22,21,16,Michael Turner up the middle for 6 yards (tackle by DeAndre Levy and Justin Durant),0.410,0.000
4,12:36,,,,21,16,Timeout #1 by Atlanta Falcons,0.000,0.680
4,12:36,2,4,ATL 28,21,16,Matt Ryan pass incomplete short right intended for Tony Gonzalez (defended by Don Carey),0.680,-0.030
4,12:31,3,4,ATL 28,21,16,Matt Ryan pass complete short left to Roddy White for 15 yards (tackle by Louis Delmas),-0.030,1.800
4,11:49,1,10,ATL 43,21,16,Matt Ryan pass complete short left to Julio Jones for 12 yards (tackle by Jonte Green),1.800,2.590
4,11:16,1,10,DET 45,21,16,Matt Ryan pass complete short left to Julio Jones for 14 yards (tackle by Jonte Green),2.590,3.510
4,10:40,1,10,DET 31,21,16,Julio Jones left end for -7 yards (tackle by DeAndre Levy and Andre Fluellen),3.510,2.020
4,9:53,2,17,DET 38,21,16,Matt Ryan up the middle for 16 yards (tackle by DeAndre Levy),2.020,3.470
4,9:10,3,1,DET 22,21,16,Matt Ryan pass complete short right to Tony Gonzalez for 9 yards (tackle by Justin Durant),3.470,4.710
4,8:36,1,10,DET 13,21,16,Michael Turner left end for -2 yards (tackle by Tyrell Johnson and Jonte Green),4.710,3.760
4,7:54,2,12,DET 15,21,16,Matt Ryan pass complete short middle to Roddy White for 14 yards (tackle by Louis Delmas),3.760,6.970
4,7:14,1,1,DET 1,27,16,"Matt Ryan pass complete short left to Michael Palmer for 1 yard, touchdown",6.970,7.000
4,7:14,,,DET 2,28,16,Matt Bryant kicks extra point good,0.000,0.000
4,7:12,,,ATL 35,28,16,"Matt Bosher kicks off 65 yards, touchback",0.000,0.280
4,7:12,1,10,DET 20,28,16,Matthew Stafford pass incomplete deep right intended for Calvin Johnson is intercepted by Asante Samuel at DET-43 and returned for 1 yard (tackle by Calvin Johnson),0.280,-2.790
4,7:03,1,10,DET 42,28,16,Michael Turner right tackle for 22 yards (tackle by Louis Delmas and Jonte Green),2.790,4.240
4,6:20,1,10,DET 20,28,16,Matt Ryan pass complete short right to Michael Turner for 2 yards (tackle by Andre Fluellen),4.240,3.960
4,5:35,2,8,DET 18,28,16,Michael Turner up the middle for 2 yards (tackle by Sammie Lee Hill),3.960,3.520
4,4:51,3,6,DET 16,28,16,Matt Ryan pass complete short left to Julio Jones for 10 yards (tackle by Louis Delmas),3.520,5.830
4,4:05,1,6,DET 6,28,16,Jacquizz Rodgers right end for 4 yards (tackle by Don Carey and Louis Delmas),5.830,5.720
4,3:21,2,2,DET 2,28,16,Jacquizz Rodgers right tackle for no gain (tackle by DeAndre Levy and Andre Fluellen),5.720,0.000
4,3:14,,,,28,16,Timeout #1 by Detroit Lions,0.000,4.950
4,3:14,3,2,DET 2,28,16,Matt Ryan pass incomplete short left intended for Roddy White,4.950,3.250
4,3:09,4,2,DET 2,31,16,Matt Bryant 20 yard field goal good,3.250,3.000
4,3:05,,,ATL 35,31,16,"Matt Bosher kicks off 70 yards, touchback",0.000,0.280
4,3:05,1,10,DET 20,31,16,Matthew Stafford pass complete short middle to Calvin Johnson for 26 yards (tackle by Dunta Robinson),0.280,1.990
4,2:57,1,10,DET 46,31,16,Matthew Stafford pass incomplete deep right intended for Kris Durham,1.990,1.450
4,2:52,2,10,DET 46,31,16,Matthew Stafford pass incomplete short right intended for Calvin Johnson,1.450,0.760
4,2:47,3,10,DET 46,31,16,Matthew Stafford pass incomplete deep right intended for Tony Scheffler,0.760,-0.320
4,2:41,4,10,DET 46,31,16,Matthew Stafford pass complete short middle to Tony Scheffler for 14 yards (tackle by Thomas DeCoud),-0.320,2.920
4,2:17,1,10,ATL 40,31,16,"Matthew Stafford pass complete short left to Joique Bell for 16 yards (tackle by Corey Peters). Penalty on Stephen Peterman: Unnecessary Roughness, 15 yards",2.920,3.060
4,2:01,1,9,ATL 39,31,16,Matthew Stafford pass complete short right to Joique Bell for 10 yards (tackle by Robert McClain),3.060,3.640
4,1:58,1,10,ATL 29,31,16,Matthew Stafford pass incomplete short right intended for Will Heller,3.640,3.100
4,1:54,2,10,ATL 29,31,16,Matthew Stafford pass complete deep middle to Tony Scheffler for 18 yards (tackle by Chris Hope),3.100,0.000
4,1:47,,,,31,16,Timeout #2 by Detroit Lions,0.000,4.840
4,1:47,1,10,ATL 11,31,16,Matthew Stafford pass complete short right to Joique Bell for 9 yards (tackle by Thomas DeCoud),4.840,5.850
4,1:39,2,1,ATL 2,31,16,Matthew Stafford pass incomplete short left intended for Kris Durham (defended by Dunta Robinson),5.850,5.120
4,1:36,3,1,ATL 2,31,16,Matthew Stafford pass incomplete short left intended for Calvin Johnson (defended by Robert McClain),5.120,3.250
4,1:31,4,1,ATL 2,31,16,Matthew Stafford pass incomplete short middle intended for Will Heller,3.250,0.380
4,1:28,1,10,ATL 2,31,18,"Michael Turner for -2 yards, safety",-0.380,-2.000
4,1:21,,,ATL 20,31,18,Matt Bosher kicks off 76 yards,0.000,-0.380
4,1:20,1,10,DET 4,31,18,Matthew Stafford pass complete short left to Joique Bell for 4 yards (tackle by Dunta Robinson),-0.380,-0.490
4,1:14,2,6,DET 8,31,18,Matthew Stafford pass complete short left to Joique Bell for 10 yards (tackle by Sean Weatherspoon),-0.490,0.040
4,1:07,1,10,DET 18,31,18,Matthew Stafford pass incomplete,0.040,-0.490
4,1:02,2,10,DET 18,31,18,Matthew Stafford pass incomplete deep right intended for Tony Scheffler,-0.490,-1.170
4,0:56,3,10,DET 18,31,18,Matthew Stafford pass complete short right to Will Heller for 1 yard (tackle by Robert McClain),-1.170,-2.140
4,0:48,4,9,DET 19,31,18,Matthew Stafford pass complete deep middle to Calvin Johnson for 21 yards (tackle by Sean Weatherspoon),-2.140,0.000
4,0:42,,,,31,18,Timeout #3 by Detroit Lions,0.000,1.600
4,0:42,1,10,DET 40,31,18,Matthew Stafford pass incomplete deep left intended for Calvin Johnson,1.600,1.050
4,0:37,2,10,DET 40,31,18,Matthew Stafford pass complete short right to Joique Bell for 11 yards (tackle by Sean Weatherspoon),1.050,2.320
4,0:30,1,10,ATL 49,31,18,Matthew Stafford pass incomplete short right intended for Mikel Leshoure,2.320,1.780
4,0:26,2,10,ATL 49,31,18,Matthew Stafford pass incomplete deep right intended for Kris Durham,1.780,1.090
4,0:21,3,10,ATL 49,31,18,Matthew Stafford pass incomplete short left intended for Will Heller,1.090,0.000
4,0:14,4,10,ATL 49,31,18,Matthew Stafford pass complete short middle to Will Heller for 16 yards (tackle by Asante Samuel),0.000,1.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
