Quarter,Time,Down,ToGo,Location,GNB,ARI,Detail,EPB,EPA
1,8:39,1,10,ARI 25,7,0,Kurt Warner pass complete short right to Steve Breaston for 3 yards (tackle by Tramon Williams),0.610,0.470
1,8:02,2,7,ARI 28,7,0,Kurt Warner pass complete short left to Early Doucet for 13 yards (tackle by Tramon Williams),0.470,1.660
1,7:37,1,10,ARI 41,7,0,Kurt Warner pass incomplete short left intended for Larry Fitzgerald (defended by Charles Woodson),1.660,1.120
1,7:33,2,10,ARI 41,7,0,Beanie Wells right tackle for no gain (tackle by Nick Collins),1.120,0.430
1,6:50,3,10,ARI 41,7,0,Kurt Warner pass complete short left to Early Doucet for 4 yards (tackle by Jarrett Bush),0.430,-0.390
1,6:10,4,6,ARI 45,7,0,"Ben Graham punts 44 yards, returned by Jordy Nelson for 3 yards (tackle by LaRod Stephens-Howling)",-0.390,0.280
1,6:00,1,10,GNB 14,7,0,Aaron Rodgers pass complete deep middle to Donald Driver for 19 yards (tackle by Rashad Johnson),-0.280,1.140
1,5:23,1,10,GNB 33,7,0,Ryan Grant right end for 3 yards (tackle by Rashad Johnson),1.140,1.000
1,4:53,2,7,GNB 36,7,0,Ryan Grant left tackle for no gain (tackle by Hamza Abdullah),1.000,0.300
1,4:12,3,7,GNB 36,7,0,Aaron Rodgers pass complete short left to Greg Jennings for 12 yards (tackle by Bryant McFadden),0.300,2.130
1,3:30,1,10,GNB 48,7,0,Aaron Rodgers pass complete deep middle to Jordy Nelson for 51 yards (tackle by Michael Adams),2.130,6.970
1,2:43,1,1,ARI 1,13,0,"Aaron Rodgers middle for 1 yard, touchdown",6.970,7.000
1,,,,ARI 2,14,0,"Mason Crosby kicks extra point good. Penalty on Michael Adams: Defensive Offside, 5 yards",0.000,0.000
1,,,,GNB 35,14,0,"Mason Crosby kicks off 68 yards, returned by LaRod Stephens-Howling for 16 yards (tackle by Josh Bell)",0.000,-0.320
1,2:35,1,10,ARI 13,14,0,Kurt Warner pass complete short right to Anquan Boldin for 11 yards (tackle by Tramon Williams),-0.320,0.540
1,2:12,1,10,ARI 24,14,0,Tim Hightower middle for 3 yards (tackle by B.J. Raji),0.540,0.400
1,1:39,2,7,ARI 27,14,0,Beanie Wells middle for 3 yards (tackle by Nick Barnett),0.400,0.100
1,1:00,3,4,ARI 30,14,0,Kurt Warner pass incomplete short left intended for Anquan Boldin,0.100,-1.370
1,0:56,4,4,ARI 30,14,0,"Ben Graham punts 56 yards, returned by Jordy Nelson for 13 yards (tackle by Jason Wright)",-1.370,-0.740
1,0:43,1,10,GNB 27,14,0,Aaron Rodgers pass incomplete short left intended for Greg Jennings (defended by Michael Adams),0.740,0.200
1,0:35,2,10,GNB 27,14,0,Ryan Grant left tackle for 10 yards (tackle by Michael Adams),0.200,1.400
Quarter,Time,Down,ToGo,Location,GNB,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,GNB 37,14,0,Ryan Grant middle for 3 yards (tackle by Monty Beisel),1.400,1.260
2,14:24,2,7,GNB 40,14,0,Aaron Rodgers pass complete short middle to Donald Lee for 5 yards (tackle by Reggie Walker),1.260,1.220
2,13:40,3,2,GNB 45,14,0,Aaron Rodgers pass incomplete deep left intended for Greg Jennings,1.220,-0.390
2,13:35,4,2,GNB 45,14,0,"Jeremy Kapinos punts 54 yards, returned by Steve Breaston for 1 yard (tackle by Josh Bell)",-0.390,0.380
2,13:22,1,10,ARI 2,14,0,Tim Hightower right tackle for 1 yard (tackle by A.J. Hawk),-0.380,-0.710
2,12:45,2,9,ARI 3,14,0,Matt Leinart pass incomplete short right intended for Beanie Wells,-0.710,-1.300
2,12:40,3,9,ARI 3,16,0,"Matt Leinart pass incomplete deep middle intended for Steve Breaston is intercepted by Atari Bigby at ARI-20, safety. Penalty on Reggie Wells: Offensive Holding, 3 yards (no play)",-1.300,-2.000
2,,,,ARI 20,16,0,"Ben Graham kicks off 56 yards, returned by Jordy Nelson for 15 yards (tackle by Hamza Abdullah)",0.000,1.530
2,12:27,1,10,GNB 39,16,0,Ryan Grant left tackle for 13 yards (tackle by Greg Toler),1.530,2.390
2,11:51,1,10,ARI 48,16,0,Aaron Rodgers pass complete short left to Greg Jennings for 9 yards (tackle by Michael Adams),2.390,3.060
2,11:22,2,1,ARI 39,16,0,Ryan Grant right end for 3 yards (tackle by Greg Toler),3.060,3.180
2,10:44,1,10,ARI 36,16,0,Aaron Rodgers pass complete short middle to John Kuhn for 4 yards (tackle by Reggie Walker and Will Davis),3.180,3.180
2,10:05,2,6,ARI 32,16,0,Ryan Grant middle for 5 yards (tackle by Will Davis),3.180,3.140
2,9:19,3,1,ARI 27,16,0,Ahman Green middle for 1 yard (tackle by Alan Branch),3.140,3.840
2,8:45,1,10,ARI 26,16,0,Aaron Rodgers pass complete short left to Jermichael Finley for 11 yards (tackle by Hamza Abdullah),3.840,4.580
2,8:06,1,10,ARI 15,16,0,Ryan Grant left end for 2 yards (tackle by Rashad Johnson),4.580,4.280
2,7:26,2,8,ARI 13,16,0,Aaron Rodgers pass complete short right to James Jones for 5 yards (tackle by Greg Toler),4.280,4.450
2,6:43,3,3,ARI 8,16,0,Aaron Rodgers pass incomplete short right intended for James Jones (defended by Greg Toler),4.450,2.980
2,6:37,4,3,ARI 8,19,0,Mason Crosby 26 yard field goal good,2.980,3.000
2,,,,GNB 30,19,0,"Mason Crosby kicks off 70 yards, touchback",0.000,0.280
2,6:33,1,10,ARI 20,19,0,Matt Leinart pass complete short right to Larry Fitzgerald for 2 yards (tackle by A.J. Hawk),0.280,0.000
2,5:50,2,8,ARI 22,19,0,Matt Leinart pass complete short left to Steve Breaston for 11 yards (tackle by Tramon Williams),0.000,1.140
2,5:15,1,10,ARI 33,19,0,Tim Hightower middle for -1 yards (tackle by Nick Barnett),1.140,0.460
2,4:44,2,11,ARI 32,25,0,"Matt Leinart pass incomplete short right intended for Larry Fitzgerald is intercepted by Charles Woodson at ARI-45 and returned for 45 yards, touchdown",0.460,-7.000
2,,,,ARI 2,26,0,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,26,0,"Mason Crosby kicks off 73 yards, returned by LaRod Stephens-Howling for 23 yards (tackle by Tramon Williams)",0.000,0.280
2,4:22,1,10,ARI 20,26,0,Beanie Wells middle for no gain (tackle by Johnny Jolly),0.280,-0.270
2,3:45,2,10,ARI 20,26,0,Matt Leinart pass complete short middle to Stephen Spach for 22 yards (tackle by Atari Bigby),-0.270,1.730
2,3:02,1,10,ARI 42,26,0,Matt Leinart pass incomplete deep left intended for Steve Breaston,1.730,1.190
2,2:56,2,10,ARI 42,26,0,Tim Hightower right tackle for 11 yards (tackle by Jarius Wynn),1.190,2.460
2,2:15,1,10,GNB 47,26,0,Beanie Wells middle for -1 yards (tackle by A.J. Hawk),2.460,1.780
2,2:00,2,11,GNB 48,26,0,Matt Leinart pass complete short middle to Anquan Boldin for 17 yards (tackle by Atari Bigby),1.780,3.510
2,1:33,,,,26,0,Timeout #2 by Green Bay Packers,0.000,3.510
2,1:33,1,10,GNB 31,26,0,Matt Leinart pass incomplete deep middle intended for Early Doucet is intercepted by Atari Bigby at GNB-2 and returned for 14 yards,3.510,0.140
2,1:21,1,10,GNB 16,26,0,Brandon Jackson left tackle for 5 yards (tackle by Hamza Abdullah),-0.140,0.150
2,0:36,2,5,GNB 21,26,0,Brandon Jackson middle for 4 yards (tackle by Gabe Watson),0.150,-0.200
Quarter,Time,Down,ToGo,Location,GNB,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,26,0,"Mason Crosby kicks off 73 yards, returned by LaRod Stephens-Howling for 23 yards (tackle by Jarrett Bush)",0.000,0.280
3,14:55,1,10,ARI 20,26,0,Matt Leinart pass complete short middle to Tim Hightower for 5 yards (tackle by A.J. Hawk and Nick Barnett),0.280,0.410
3,14:14,2,5,ARI 25,26,0,Matt Leinart pass incomplete short left intended for Anquan Boldin (defended by Nick Barnett),0.410,-0.300
3,14:08,3,5,ARI 25,26,0,Matt Leinart pass complete short right to Anquan Boldin for 10 yards (tackle by Brandon Underwood),-0.300,1.270
3,13:31,1,10,ARI 35,26,0,Beanie Wells middle for no gain (tackle by B.J. Raji),1.270,0.720
3,12:49,2,10,ARI 35,26,0,Matt Leinart pass complete short middle to Jason Wright for 1 yard (tackle by Johnny Jolly and Nick Barnett),0.720,0.170
3,12:04,3,9,ARI 36,26,0,Matt Leinart pass incomplete short middle intended for Anquan Boldin (defended by Nick Collins),0.170,-0.980
3,11:59,4,9,ARI 36,26,0,Ben Graham punts 58 yards,-0.980,0.380
3,11:47,1,10,GNB 6,26,0,Aaron Rodgers pass incomplete deep right intended for Greg Jennings,-0.380,-0.780
3,11:41,2,10,GNB 6,26,0,Aaron Rodgers pass complete short right to Jermichael Finley for 11 yards (tackle by Greg Toler),-0.780,-0.060
3,11:08,1,10,GNB 17,26,0,Brandon Jackson middle for 2 yards (tackle by Hamza Abdullah),-0.060,-0.250
3,10:32,2,8,GNB 19,26,0,Aaron Rodgers pass complete short right to James Jones for 4 yards (tackle by Hamza Abdullah),-0.250,-0.490
3,9:49,3,4,GNB 23,26,0,Aaron Rodgers pass complete short middle to Brandon Jackson for 17 yards (tackle by Greg Toler),-0.490,1.600
3,9:03,1,10,GNB 40,26,0,Aaron Rodgers pass complete short right to Donald Driver for 3 yards,1.600,1.460
3,8:37,2,7,GNB 43,26,0,Ahman Green left tackle for 5 yards (tackle by Hamza Abdullah),1.460,1.420
3,7:56,3,2,GNB 48,26,0,Aaron Rodgers pass complete short right to James Jones for 8 yards,1.420,2.650
3,7:30,1,10,ARI 44,26,0,Ahman Green left tackle for 3 yards (tackle by Alan Branch),2.650,2.520
3,6:56,2,7,ARI 41,26,0,Aaron Rodgers pass complete short right to Donald Driver for 8 yards (tackle by Greg Toler),2.520,3.380
3,6:11,1,10,ARI 33,26,0,Ahman Green left tackle for 2 yards (tackle by Rashad Johnson),3.380,3.110
3,5:36,2,8,ARI 31,26,0,Aaron Rodgers pass complete short middle to Donald Driver for 14 yards (tackle by Rashad Johnson),3.110,4.440
3,4:56,1,10,ARI 17,26,0,Aaron Rodgers pass complete short middle to Brandon Jackson for 12 yards (tackle by Hamza Abdullah),4.440,6.060
3,4:21,1,5,ARI 5,32,0,"Aaron Rodgers pass complete short right to Jermichael Finley for 5 yards, touchdown",6.060,7.000
3,,,,ARI 2,33,0,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,33,0,"Mason Crosby kicks off 69 yards, returned by LaRod Stephens-Howling for 21 yards (tackle by John Kuhn)",0.000,0.410
3,4:10,1,10,ARI 22,33,0,Matt Leinart pass complete short right to Larry Fitzgerald for 12 yards (tackle by Nick Barnett),0.410,1.200
3,3:31,1,10,ARI 34,33,0,Tim Hightower middle for 8 yards (tackle by A.J. Hawk and Tramon Williams),1.200,1.740
3,2:48,2,2,ARI 42,33,0,Matt Leinart pass complete short right to Tim Hightower for -1 yards (tackle by Brandon Underwood),1.740,0.890
3,2:01,3,3,ARI 41,33,0,Matt Leinart pass complete short left to Jerheme Urban for 4 yards (tackle by Jarrett Bush),0.890,1.930
3,1:24,1,10,ARI 45,33,0,"Beanie Wells middle for 17 yards (tackle by Matt Giordano and Cullen Jenkins). Penalty on Jeremy Bridges: Unnecessary Roughness, 15 yards",1.930,2.060
3,1:00,1,10,ARI 47,33,0,Matt Leinart pass incomplete deep middle intended for Larry Fitzgerald (defended by Tramon Williams),2.060,1.520
3,0:54,2,10,ARI 47,33,0,Matt Leinart pass complete short right to Early Doucet for 7 yards (tackle by Atari Bigby),1.520,1.750
3,0:13,3,3,GNB 46,33,0,Matt Leinart pass complete short left to Early Doucet for 4 yards (tackle by Tramon Williams),1.750,2.790
Quarter,Time,Down,ToGo,Location,GNB,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,GNB 42,33,0,"Matt Leinart pass complete short middle to Tim Hightower for 2 yards (tackle by Nick Barnett). Penalty on Jeremy Bridges: Offensive Holding, 10 yards (no play)",2.790,2.130
4,14:34,1,20,ARI 48,33,0,Matt Leinart pass complete short middle to Steve Breaston for 2 yards (tackle by A.J. Hawk),2.130,1.160
4,13:55,2,18,,33,0,Tim Hightower middle for 2 yards (tackle by Josh Bell),1.160,0.760
4,13:15,3,16,GNB 48,33,0,Matt Leinart pass incomplete short middle intended for Tim Hightower (defended by Nick Barnett),0.760,0.070
4,13:08,4,16,GNB 48,33,0,Ben Graham punts 32 yards,0.070,0.140
4,13:00,1,10,GNB 16,33,0,Ahman Green middle for 3 yards (tackle by Calais Campbell),-0.140,-0.180
4,12:20,2,7,GNB 19,33,0,Ahman Green right tackle for 1 yard (tackle by Monty Beisel),-0.180,-0.820
4,11:37,3,6,GNB 20,33,0,"Matt Flynn sacked by Jason Banks for -6 yards. Penalty on Chike Okeafor: Face Mask (15 Yards), 15 yards",-0.820,0.870
4,11:14,1,10,GNB 29,33,0,"Penalty on Evan Dietrich-Smith: False Start, 5 yards (no play)",0.870,0.540
4,10:47,1,15,GNB 24,33,0,Brandon Jackson right end for 2 yards (tackle by Will Davis),0.540,-0.080
4,10:06,2,13,GNB 26,33,0,Brandon Jackson middle for 2 yards (tackle by Will Davis and Hamza Abdullah),-0.080,-0.490
4,9:25,3,11,GNB 28,33,0,Matt Flynn pass incomplete deep middle intended for James Jones,-0.490,-1.500
4,9:19,4,11,GNB 28,33,0,"Jeremy Kapinos punts 44 yards, returned by Steve Breaston for 3 yards (tackle by Brady Poppinga)",-1.500,-1.000
4,9:09,1,10,ARI 31,33,0,Brian St. Pierre pass incomplete short middle intended for Larry Fitzgerald,1.000,0.460
4,9:04,2,10,ARI 31,33,0,LaRod Stephens-Howling middle for 3 yards (tackle by Atari Bigby),0.460,0.170
4,8:23,3,7,ARI 34,33,0,Brian St. Pierre pass complete short middle to Jerheme Urban for 9 yards (tackle by Desmond Bishop and Tramon Williams),0.170,1.800
4,7:45,1,10,ARI 43,33,0,"Brian St. Pierre for 2 yards. Brian St. Pierre fumbles, recovered by Brian St. Pierre at ARI-45",1.800,1.520
4,7:07,2,8,ARI 45,33,0,Brian St. Pierre pass incomplete short left intended for Stephen Spach is intercepted by Tramon Williams at GNB-46 and returned for 21 yards,1.520,-3.380
4,6:54,1,10,ARI 33,33,0,Ahman Green right tackle for 4 yards (tackle by Pago Togafau),3.380,3.380
4,6:12,2,6,ARI 29,33,0,Ahman Green middle for 2 yards (tackle by Rashad Johnson and Clark Haggans),3.380,2.940
4,5:29,3,4,ARI 27,33,0,Matt Flynn pass complete short middle to Jermichael Finley for 7 yards (tackle by Reggie Walker),2.940,4.240
4,4:46,1,10,ARI 20,33,0,Brandon Jackson middle for 2 yards (tackle by Pago Togafau and Jason Banks),4.240,3.960
4,4:03,2,8,ARI 18,33,0,Ahman Green left tackle for no gain (tackle by Will Davis),3.960,3.220
4,3:18,3,8,ARI 18,33,0,"Matt Flynn pass incomplete short right intended for James Jones is intercepted by Ralph Brown at ARI-13 and returned for 80 yards. Penalty on Matt Flynn: Low Block, 4 yards",3.220,-6.510
4,3:04,1,3,GNB 3,33,6,"Brian St. Pierre pass complete short middle to Larry Fitzgerald for 3 yards, touchdown",6.510,7.000
4,,,,GNB 2,33,7,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,33,7,"Neil Rackers kicks off 70 yards, returned by Jordy Nelson for 54 yards (tackle by Michael Adams)",0.000,2.520
4,2:49,1,10,ARI 46,33,7,Ahman Green middle for 6 yards (tackle by Pago Togafau),2.520,2.790
4,2:07,2,4,ARI 40,33,7,Ahman Green left tackle for 14 yards (tackle by Reggie Walker and Michael Adams),2.790,3.840
4,1:59,1,10,ARI 26,33,7,Matt Flynn kneels for -1 yards,3.840,3.160
4,1:18,2,11,ARI 27,33,7,Matt Flynn kneels for -1 yards,3.160,2.350
4,0:37,3,12,ARI 28,33,7,Matt Flynn kneels for -1 yards,2.350,1.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
