Quarter,Time,Down,ToGo,Location,TAM,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Buccaneers won the coin toss and deferred, Eagles to receive the opening kickoff.",,
1,15:00,,,TAM 35,0,0,"Connor Barth kicks off 69 yards, returned by Josh Huff for 18 yards (tackle by Bobby Rainey)",0.000,0.280
1,14:54,1,10,PHI 14,0,0,Mark Sanchez pass complete short right to Nelson Agholor for 5 yards (tackle by Sterling Moore),-0.280,-0.040
1,14:37,2,5,PHI 19,0,0,Mark Sanchez pass complete short right to Zach Ertz for 5 yards (tackle by Lavonte David),-0.040,0.540
1,14:13,1,10,PHI 24,0,0,"DeMarco Murray middle for no gain (tackle by William Gholston). DeMarco Murray fumbles (forced by William Gholston), recovered by Jacquies Smith at PHI-24 and returned for 10 yards (tackle by Zach Ertz). Jacquies Smith fumbles (forced by Zach Ertz), recovered by Brent Celek at PHI-14 (tackle by Chris Conte)",0.540,-0.280
1,14:01,1,10,PHI 14,0,0,Mark Sanchez pass complete short right to Nelson Agholor for 7 yards (tackle by Bradley McDougald),-0.280,0.280
1,13:42,2,3,PHI 21,0,0,Darren Sproles right tackle for 4 yards (tackle by Kwon Alexander),0.280,0.610
1,13:20,1,10,PHI 25,0,0,DeMarco Murray right end for 12 yards (tackle by Chris Conte),0.610,1.400
1,12:58,1,10,PHI 37,0,0,Mark Sanchez pass complete short right to Brent Celek for 11 yards (tackle by Chris Conte and Sterling Moore),1.400,2.130
1,12:32,1,10,PHI 48,0,0,DeMarco Murray middle for 2 yards (tackle by William Gholston),2.130,1.850
1,12:09,2,8,,0,0,Mark Sanchez right end for 11 yards (tackle by Chris Conte),1.850,2.980
1,11:44,1,10,TAM 39,0,6,"Mark Sanchez pass complete short right to Josh Huff for 39 yards, touchdown",2.980,7.000
1,11:44,,,TAM 39,0,7,Caleb Sturgis kicks extra point good,0.000,0.000
1,11:44,,,PHI 35,0,7,"Caleb Sturgis kicks off 68 yards, returned by Bobby Rainey for 20 yards (tackle by Chris Maragos)",0.000,0.060
1,11:30,1,10,TAM 17,0,7,Doug Martin middle for 11 yards (tackle by Connor Barwin),-0.060,0.810
1,10:47,1,10,TAM 28,0,7,Jameis Winston pass complete deep left to Cameron Brate for 16 yards (tackle by Walter Thurmond),0.810,1.860
1,10:11,1,10,TAM 44,0,7,Doug Martin right tackle for 2 yards (tackle by Cedric Thornton),1.860,1.590
1,9:34,2,8,TAM 46,0,7,Doug Martin left end for 3 yards (tackle by Cedric Thornton),1.590,1.290
1,8:51,3,5,TAM 49,0,7,Jameis Winston pass complete short middle to Adam Humphries for 12 yards (tackle by E.J. Biggers). Penalty on Vinny Curry: Defensive Offside (Declined),1.290,2.980
1,8:30,1,10,PHI 39,0,7,Doug Martin middle for 3 yards (tackle by DeMeco Ryans),2.980,2.850
1,7:56,2,7,PHI 36,0,7,Jameis Winston pass incomplete deep left intended for Mike Evans,2.850,2.150
1,7:51,3,7,PHI 36,0,7,Jameis Winston pass incomplete deep right intended for Mike Evans (defended by E.J. Biggers),2.150,0.880
1,7:46,4,7,PHI 36,0,7,"Jake Schum punts 36 yards, touchback",0.880,-0.280
1,7:39,1,10,PHI 20,0,7,DeMarco Murray right end for 2 yards (tackle by William Gholston),0.280,0.000
1,7:17,2,8,PHI 22,0,7,DeMarco Murray middle for 16 yards (tackle by Bradley McDougald and Chris Conte),0.000,1.470
1,6:52,1,10,PHI 38,0,7,Kenjon Barner middle for 5 yards (tackle by Lavonte David),1.470,1.600
1,6:33,2,5,PHI 43,0,7,Mark Sanchez pass incomplete short left intended for Zach Ertz (defended by Danny Lansanah),1.600,0.890
1,6:28,3,5,PHI 43,0,7,Mark Sanchez sacked by Gerald McCoy for -9 yards,0.890,-1.110
1,5:58,4,14,PHI 34,0,7,"Donnie Jones punts 51 yards, returned by Bobby Rainey for 10 yards (tackle by Chris Maragos)",-1.110,-0.610
1,5:46,1,10,TAM 25,0,7,Doug Martin left end for 5 yards (tackle by Fletcher Cox),0.610,0.740
1,5:08,2,5,TAM 30,0,7,Doug Martin middle for -1 yards (tackle by Bennie Logan),0.740,-0.100
1,4:24,3,6,TAM 29,0,7,"Jameis Winston pass incomplete deep right intended for Charles Sims. Penalty on Brandon Graham: Defensive Offside, 5 yards (no play)",-0.100,0.560
1,4:19,3,1,TAM 34,0,7,Doug Martin left end for 58 yards (tackle by Nolan Carroll),0.560,5.370
1,3:32,1,8,PHI 8,0,7,Doug Martin middle for 4 yards (tackle by Malcolm Jenkins),5.370,5.340
1,2:54,2,4,PHI 4,6,7,"Jameis Winston pass complete short left to Mike Evans for 4 yards, touchdown",5.340,7.000
1,2:54,,,PHI 4,7,7,Connor Barth kicks extra point good,0.000,0.000
1,2:54,,,TAM 35,7,7,"Connor Barth kicks off 70 yards, returned by Josh Huff for 13 yards (tackle by Jeremiah George)",0.000,0.380
1,2:46,1,10,PHI 8,7,7,DeMarco Murray left end for 4 yards (tackle by Kwon Alexander),-0.380,-0.490
1,2:21,2,6,PHI 12,7,7,Mark Sanchez pass incomplete deep left intended for Brent Celek,-0.490,-0.950
1,2:18,3,6,PHI 12,7,7,Mark Sanchez pass incomplete deep left intended for Zach Ertz,-0.950,-2.490
1,2:15,4,6,PHI 12,7,7,Donnie Jones punts 47 yards,-2.490,-1.660
1,2:05,1,10,TAM 41,7,7,Charles Sims middle for 4 yards (tackle by Bennie Logan),1.660,1.660
1,1:34,2,6,TAM 45,7,7,Charles Sims right end for no gain (tackle by Mychal Kendricks),1.660,0.960
1,0:53,3,6,TAM 45,7,7,Charles Sims left end for 17 yards (tackle by Malcolm Jenkins),0.960,3.050
1,0:11,1,10,PHI 38,7,7,Jameis Winston pass complete deep right to Mike Evans for 25 yards (tackle by Malcolm Jenkins),3.050,4.710
Quarter,Time,Down,ToGo,Location,TAM,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PHI 13,13,7,"Jameis Winston pass complete short left to Vincent Jackson for 13 yards, touchdown",4.710,7.000
2,15:00,,,PHI 13,14,7,Connor Barth kicks extra point good,0.000,0.000
2,15:00,,,TAM 35,14,7,"Connor Barth kicks off 59 yards, returned by Riley Cooper for 16 yards (tackle by Russell Shepard)",0.000,-0.410
2,14:52,1,10,PHI 22,14,7,Mark Sanchez pass complete short left to Darren Sproles for 1 yard (tackle by Kwon Alexander and Alterraun Verner),0.410,0.000
2,14:32,2,9,PHI 23,14,7,Darren Sproles right end for 2 yards (tackle by William Gholston),0.000,-0.430
2,14:01,3,7,PHI 25,14,7,Mark Sanchez pass incomplete short right intended for Nelson Agholor,-0.430,-1.700
2,13:56,4,7,PHI 25,14,7,"Donnie Jones punts 50 yards, returned by Bobby Rainey for 23 yards (tackle by Jon Dorenbos). Penalty on Major Wright: Illegal Block Above the Waist, 10 yards",-1.700,-0.280
2,13:45,1,10,TAM 20,14,7,"Jameis Winston sacked by Walter Thurmond for -7 yards. Jameis Winston fumbles (forced by Walter Thurmond), recovered by Jorvorskie Lane at TAM-12",0.280,-1.360
