Quarter,Time,Down,ToGo,Location,NYJ,PHI,Detail,EPB,EPA
1,,,,PHI 35,0,7,"Alex Henery kicks off 66 yards, returned by Antonio Cromartie for 31 yards (tackle by Keenan Clayton)",0.000,0.940
1,8:47,1,10,NYJ 30,0,7,"Mark Sanchez pass incomplete short left intended for Santonio Holmes. Penalty on Asante Samuel: Defensive Pass Interference, 7 yards (no play)",0.940,1.400
1,8:43,1,10,NYJ 37,0,7,Shonn Greene right tackle for 3 yards (tackle by Jason Babin),1.400,1.260
1,8:06,2,7,NYJ 40,0,7,Mark Sanchez sacked by Jason Babin for -7 yards,1.260,-0.360
1,7:30,3,14,NYJ 33,0,7,Mark Sanchez pass complete short right to LaDainian Tomlinson for 9 yards (tackle by Nnamdi Asomugha),-0.360,-0.590
1,6:57,4,5,NYJ 42,0,7,"T.J. Conley punts 44 yards, muffed catch by Curtis Marsh, recovered by Ellis Lankster and returned for no gain",-0.590,4.650
1,6:46,1,10,PHI 14,0,7,Shonn Greene up the middle for no gain (tackle by Trent Cole),4.650,4.000
1,6:06,2,10,PHI 14,0,7,Mark Sanchez pass incomplete short left intended for Santonio Holmes is intercepted by Asante Samuel at PHI-4 and returned for 19 yards (tackle by Shonn Greene),4.000,-0.480
1,6:01,1,10,PHI 23,0,7,Michael Vick pass complete short right to Jeremy Maclin for 16 yards (tackle by Kyle Wilson),0.480,1.530
1,5:21,1,10,PHI 39,0,7,Dion Lewis left end for 7 yards (tackle by Calvin Pace),1.530,1.930
1,4:41,2,3,PHI 46,0,7,LeSean McCoy left end for 11 yards (tackle by Eric Smith),1.930,2.720
1,3:59,1,10,NYJ 43,0,7,LeSean McCoy right end for 6 yards (tackle by Brodney Pool),2.720,2.990
1,3:26,2,4,NYJ 37,0,7,Michael Vick left end for 10 yards (tackle by David Harris),2.990,3.780
1,2:52,1,10,NYJ 27,0,7,Ronnie Brown up the middle for 1 yard (tackle by Mike DeVito),3.780,3.370
1,2:13,2,9,NYJ 26,0,13,"Michael Vick pass complete deep left to Brent Celek for 26 yards, touchdown. Penalty on Calvin Pace: Roughing the Passer, 15 yards",3.370,7.000
1,,,,NYJ 2,0,14,Alex Henery kicks extra point good,0.000,0.000
1,,,,PHI 50,0,14,"Alex Henery kicks off 50 yards, touchback",0.000,0.280
1,2:05,1,10,NYJ 20,0,14,Shonn Greene right tackle for 2 yards (tackle by Phillip Hunt),0.280,0.000
1,1:28,2,8,NYJ 22,0,14,Shonn Greene up the middle for 5 yards (tackle by Casey Matthews and Phillip Hunt),0.000,-0.030
1,0:52,3,3,NYJ 27,0,14,"Penalty on Wayne Hunter: False Start, 5 yards (no play)",-0.030,-0.690
1,0:30,3,8,NYJ 22,0,14,Mark Sanchez sacked by Jason Babin for -10 yards,-0.690,-2.490
1,0:09,4,18,NYJ 12,0,14,"T.J. Conley punts 35 yards, fair catch by DeSean Jackson. Penalty on Keenan Clayton: Offensive Holding, 10 yards",-2.490,-1.800
1,0:02,1,10,PHI 43,0,14,LeSean McCoy for 9 yards (tackle by Kyle Wilson),1.800,2.470
Quarter,Time,Down,ToGo,Location,NYJ,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,NYJ 48,0,14,LeSean McCoy left end for no gain (tackle by Bart Scott),2.470,1.750
,,,,,,,"PHI challenged the runner was down by contact ruling, and the original play was overturned.",,
2,14:44,3,1,NYJ 48,0,14,LeSean McCoy left end for 3 yards (tackle by Bart Scott),1.750,2.590
2,14:07,1,10,NYJ 45,0,14,"Michael Vick pass incomplete. Penalty on Marcus Dixon: Personal Foul, 15 yards (no play)",2.590,3.580
2,13:57,1,10,NYJ 30,0,14,LeSean McCoy left end for 3 yards (tackle by Marcus Dixon),3.580,3.440
2,13:14,2,7,NYJ 27,0,14,Michael Vick pass incomplete deep left intended for Jason Avant,3.440,2.740
2,13:10,3,7,NYJ 27,0,14,Michael Vick pass complete short right to DeSean Jackson for 16 yards (tackle by Darrelle Revis),2.740,4.840
2,12:25,1,10,NYJ 11,0,20,"Michael Vick left end for 11 yards, touchdown",4.840,7.000
2,,,,NYJ 2,0,21,Alex Henery kicks extra point good,0.000,0.000
2,,,,PHI 35,0,21,"Alex Henery kicks off 73 yards, returned by Antonio Cromartie for 35 yards (tackle by Akeem Jordan). Penalty on Jamaal Westerman: Offensive Holding, 9 yards",0.000,-0.380
2,12:11,1,10,NYJ 9,0,21,LaDainian Tomlinson up the middle for 8 yards (tackle by Nate Allen),-0.380,-0.020
2,11:39,2,2,NYJ 17,0,21,LaDainian Tomlinson for no gain (tackle by Brian Rolle),-0.020,-0.480
2,11:10,3,2,NYJ 17,0,21,"Mark Sanchez for 1 yard (tackle by Mike Patterson). Mark Sanchez fumbles (forced by Mike Patterson), recovered by Joselio Hanson at NYJ-21 and returned for 4 yards (tackle by Brandon Moore)",-0.480,-4.440
2,10:56,1,10,NYJ 17,0,21,LeSean McCoy left end for 3 yards (tackle by Muhammad Wilkerson),4.440,4.320
2,10:21,2,7,NYJ 14,0,21,"Penalty on Calvin Pace: Neutral Zone Infraction, 5 yards (no play)",4.320,5.290
2,10:01,2,2,NYJ 9,0,27,"LeSean McCoy up the middle for 9 yards, touchdown",5.290,7.000
2,,,,NYJ 2,0,28,Alex Henery kicks extra point good,0.000,0.000
2,,,,PHI 35,0,28,"Alex Henery kicks off 68 yards, returned by Antonio Cromartie for 24 yards (tackle by Owen Schmitt)",0.000,0.340
2,9:53,1,10,NYJ 21,0,28,Shonn Greene right end for 6 yards (tackle by Akeem Jordan and Brian Rolle),0.340,0.610
2,9:14,2,4,NYJ 27,0,28,Mark Sanchez pass complete short right to Dustin Keller for 12 yards (tackle by Asante Samuel),0.610,1.530
2,8:34,1,10,NYJ 39,0,28,Mark Sanchez pass complete deep left to Dustin Keller for 41 yards (tackle by Trent Cole),1.530,4.240
2,7:47,1,10,PHI 20,0,28,Mark Sanchez pass complete short left to Santonio Holmes for 5 yards (tackle by Jamar Chaney and Asante Samuel),4.240,4.450
2,7:10,2,5,PHI 15,0,28,Mark Sanchez sacked by Phillip Hunt for -6 yards,4.450,2.870
2,6:35,,,,0,28,Timeout #2 by Philadelphia Eagles,0.000,2.870
2,6:35,3,11,PHI 21,0,28,Mark Sanchez pass incomplete short left intended for Patrick Turner (defended by Keenan Clayton),2.870,2.060
2,6:31,4,11,PHI 21,3,28,Nick Folk 39 yard field goal good,2.060,3.000
2,,,,NYJ 35,3,28,"Nick Folk kicks off 61 yards, returned by Dion Lewis for 16 yards (tackle by Jamaal Westerman). Dion Lewis fumbles (forced by Jamaal Westerman), recovered by Ellis Lankster at PHI-24 (tackle by Dion Lewis)",0.000,-3.970
2,6:20,1,10,PHI 24,3,28,Mark Sanchez pass complete short left to Shonn Greene for no gain,3.970,3.430
2,5:36,2,10,PHI 24,3,28,"Mark Sanchez pass incomplete short left intended for Plaxico Burress. Penalty on Nnamdi Asomugha: Defensive Pass Interference, 10 yards (no play)",3.430,4.650
2,5:33,1,10,PHI 14,3,28,Shonn Greene up the middle for -1 yards (tackle by Cullen Jenkins),4.650,3.850
2,4:53,2,11,PHI 15,3,28,"Mark Sanchez pass incomplete short right intended for Santonio Holmes. Penalty on NYJ: Offensive Holding, 10 yards (no play)",3.850,2.610
2,4:48,2,21,PHI 25,9,28,"Mark Sanchez pass complete deep middle to Santonio Holmes for 25 yards, touchdown. Penalty on Santonio Holmes: Unsportsmanlike Conduct, 15 yards",2.610,7.000
2,,,,PHI 2,10,28,Nick Folk kicks extra point good,0.000,0.000
2,,,,NYJ 20,10,28,"Nick Folk kicks off 66 yards, returned by Dion Lewis for 21 yards (tackle by Tracy Wilson)",0.000,1.270
2,4:36,1,10,PHI 35,10,28,Michael Vick up the middle for 9 yards (tackle by David Harris),1.270,1.940
2,3:58,2,1,PHI 44,10,28,LeSean McCoy right tackle for 1 yard (tackle by Bart Scott),1.940,1.930
2,3:21,1,10,PHI 45,10,28,"LeSean McCoy left end for 12 yards (tackle by Mike DeVito). LeSean McCoy fumbles (forced by Mike DeVito), recovered by Brodney Pool at NYJ-40 and returned for 33 yards (tackle by DeSean Jackson)",1.930,-3.780
2,3:07,1,10,PHI 27,10,28,Mark Sanchez pass incomplete deep middle intended for Plaxico Burress,3.780,3.230
2,3:00,2,10,PHI 27,10,28,John Conner up the middle for 7 yards (tackle by Jamar Chaney),3.230,3.470
2,2:16,3,3,PHI 20,10,28,Mark Sanchez pass complete short right to Jeremy Kerley for 6 yards (tackle by Kurt Coleman),3.470,4.650
2,2:00,1,10,PHI 14,10,28,"Penalty on Matt Slauson: False Start, 5 yards (no play)",4.650,4.260
2,2:00,1,15,PHI 19,10,28,Mark Sanchez pass incomplete deep right intended for Dustin Keller,4.260,3.370
2,1:55,2,15,PHI 19,10,28,Mark Sanchez pass complete short right to Santonio Holmes for 3 yards (tackle by Brian Rolle),3.370,3.000
2,1:10,3,12,PHI 16,10,28,Mark Sanchez pass complete short left to LaDainian Tomlinson for 6 yards (tackle by Casey Matthews),3.000,2.790
2,0:48,,,,10,28,Timeout #3 by Philadelphia Eagles,0.000,2.790
2,0:48,4,6,PHI 10,13,28,Nick Folk 28 yard field goal good,2.790,3.000
2,,,,NYJ 35,13,28,"Nick Folk kicks off 57 yards, returned by Dion Lewis for 12 yards (tackle by Jamaal Westerman)",0.000,0.280
2,0:40,1,10,PHI 20,13,28,Michael Vick pass incomplete short right intended for Brent Celek,0.280,-0.270
2,0:37,2,10,PHI 20,13,28,Michael Vick pass complete short right to LeSean McCoy for 1 yard (tackle by Donald Strickland),-0.270,-0.820
2,0:31,,,,13,28,Timeout #1 by New York Jets,0.000,-0.820
2,0:31,3,9,PHI 21,13,28,Michael Vick pass complete deep left to Jeremy Maclin for 23 yards (tackle by Antonio Cromartie),-0.820,1.860
2,0:17,1,10,PHI 44,13,28,Michael Vick spiked the ball,1.860,1.320
2,0:17,2,10,PHI 44,13,28,Michael Vick pass complete short middle to Brent Celek for 13 yards (tackle by Eric Smith and David Harris),1.320,2.720
2,0:03,1,10,NYJ 43,13,28,Michael Vick spiked the ball,2.720,2.180
2,0:02,2,10,NYJ 43,13,28,Michael Vick pass incomplete deep right intended for Jason Avant is intercepted by David Harris at NYJ-16,2.180,0.000
Quarter,Time,Down,ToGo,Location,NYJ,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,13,28,"Alex Henery kicks off 65 yards, returned by Antonio Cromartie for 42 yards (tackle by Alex Henery)",0.000,1.730
3,14:54,1,10,NYJ 42,13,28,Shonn Greene right end for 2 yards (tackle by Trent Cole),1.730,1.460
3,14:19,2,8,NYJ 44,13,28,Shonn Greene up the middle for 3 yards (tackle by Mike Patterson),1.460,1.160
3,13:37,3,5,NYJ 47,13,28,Mark Sanchez pass complete short right to Jeremy Kerley for 10 yards (tackle by Nate Allen),1.160,2.720
3,12:52,1,10,PHI 43,13,28,Shonn Greene left guard for 2 yards (tackle by Akeem Jordan),2.720,2.450
3,12:14,2,8,PHI 41,13,28,Mark Sanchez left end for 2 yards (tackle by Juqua Parker),2.450,2.010
3,11:29,3,6,PHI 39,13,28,Mark Sanchez pass incomplete short left intended for Plaxico Burress (defended by Kurt Coleman),2.010,0.660
3,11:21,4,6,PHI 39,13,28,"T.J. Conley punts 28 yards, fair catch by Chad Hall",0.660,0.370
3,11:15,1,10,PHI 11,13,28,LeSean McCoy right end for -1 yards (tackle by Muhammad Wilkerson),-0.370,-0.850
3,10:35,2,11,PHI 10,13,28,Michael Vick pass complete short right to Clay Harbor for 16 yards (tackle by David Harris),-0.850,0.670
3,9:49,1,10,PHI 26,13,28,Michael Vick pass complete deep middle to Brent Celek for 73 yards (tackle by Brodney Pool),0.670,6.970
3,9:21,1,1,NYJ 1,13,28,LeSean McCoy left tackle for no gain,6.970,5.910
3,8:51,2,1,NYJ 1,13,34,"LeSean McCoy right end for 1 yard, touchdown",5.910,7.000
3,,,,NYJ 2,13,35,Alex Henery kicks extra point good,0.000,0.000
3,,,,PHI 35,13,35,"Alex Henery kicks off 66 yards, returned by Antonio Cromartie for 23 yards (tackle by Keenan Clayton)",0.000,0.410
3,8:43,1,10,NYJ 22,13,35,Shonn Greene left guard for 3 yards (tackle by Akeem Jordan),0.410,0.270
3,8:13,2,7,NYJ 25,13,35,Mark Sanchez pass incomplete short middle intended for Shonn Greene,0.270,-0.430
3,8:09,3,7,NYJ 25,13,35,"Penalty on Wayne Hunter: False Start, 5 yards (no play)",-0.430,-1.090
3,8:09,3,12,NYJ 20,13,35,Mark Sanchez sacked by Jason Babin for -7 yards,-1.090,-2.490
3,7:43,4,19,NYJ 13,13,35,"T.J. Conley punts 40 yards, fair catch by Chad Hall",-2.490,-2.060
3,7:36,1,10,PHI 47,13,35,Michael Vick pass complete deep left to Jeremy Maclin for 18 yards (tackle by Antonio Cromartie),2.060,3.250
3,6:49,1,10,NYJ 35,13,35,Michael Vick pass complete short left to Riley Cooper for 18 yards (tackle by Calvin Pace),3.250,4.440
3,6:11,1,10,NYJ 17,13,35,LeSean McCoy left end for 3 yards (tackle by Eric Smith),4.440,4.320
3,5:39,2,7,NYJ 14,13,35,"Michael Vick for no gain. Michael Vick fumbles, recovered by Michael Vick at NYJ-16",4.320,3.190
3,5:09,,,,13,35,Timeout #1 by Philadelphia Eagles,0.000,3.190
3,5:09,3,9,NYJ 16,13,35,Michael Vick pass complete short left to Brent Celek for 6 yards (tackle by Calvin Pace),3.190,2.860
3,4:26,4,3,NYJ 10,13,38,Alex Henery 28 yard field goal good,2.860,3.000
3,,,,PHI 35,13,38,"Alex Henery kicks off 65 yards, touchback",0.000,0.280
3,4:21,1,10,NYJ 20,13,38,Mark Sanchez pass incomplete short right intended for Shonn Greene (defended by Juqua Parker),0.280,-0.270
3,4:16,2,10,NYJ 20,13,38,Mark Sanchez pass incomplete short middle intended for Santonio Holmes is intercepted by Jamar Chaney at NYJ-27 and returned for 1 yard (tackle by Santonio Holmes),-0.270,-3.840
3,4:05,1,10,NYJ 26,13,38,"Michael Vick pass complete short left to Clay Harbor for 4 yards (tackle by Calvin Pace). Penalty on Evan Mathis: Unnecessary Roughness, 15 yards",3.840,1.810
3,3:42,2,21,NYJ 37,13,38,Michael Vick pass complete short right to LeSean McCoy for -6 yards (tackle by David Harris),1.810,0.370
3,2:54,3,27,NYJ 43,13,38,"Michael Vick pass complete deep middle to Jeremy Maclin for 22 yards (tackle by Antonio Cromartie). Penalty on DeSean Jackson: Illegal Shift, 5 yards (no play)",0.370,-0.290
3,2:15,3,32,NYJ 48,13,38,Michael Vick pass complete short left to DeSean Jackson for 12 yards (tackle by Darrelle Revis),-0.290,0.880
3,1:29,4,20,NYJ 36,13,38,"Chas Henry punts 28 yards. Penalty on Jeremy Kerley: Unnecessary Roughness, 4 yards",0.880,0.380
3,1:18,1,10,NYJ 4,13,38,Shonn Greene right tackle for no gain (tackle by Trent Cole),-0.380,-0.780
3,0:39,2,10,NYJ 4,13,38,Mark Sanchez pass incomplete short right intended for Shonn Greene,-0.780,-1.420
3,0:32,3,10,NYJ 4,13,38,Mark Sanchez pass incomplete short middle intended for Dustin Keller,-1.420,-2.490
3,0:29,4,10,NYJ 4,13,38,"T.J. Conley punts 40 yards, returned by Chad Hall for 5 yards (tackle by Ellis Lankster)",-2.490,-2.980
3,0:20,1,10,NYJ 39,13,38,LeSean McCoy right end for 6 yards (tackle by Eric Smith),2.980,3.250
Quarter,Time,Down,ToGo,Location,NYJ,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,NYJ 33,13,38,Michael Vick pass incomplete short right intended for Jeremy Maclin,3.250,2.540
4,14:49,3,4,NYJ 33,13,44,"LeSean McCoy right end for 33 yards, touchdown",2.540,7.000
4,,,,NYJ 2,13,45,Alex Henery kicks extra point good,0.000,0.000
4,,,,PHI 35,13,45,"Alex Henery kicks off 63 yards, returned by Joe McKnight for 28 yards (tackle by Casey Matthews)",0.000,0.940
4,14:34,1,10,NYJ 30,13,45,LaDainian Tomlinson up the middle for 1 yard (tackle by Keenan Clayton),0.940,0.530
4,14:12,2,9,NYJ 31,13,45,Mark Sanchez pass complete short left to LaDainian Tomlinson for 1 yard (tackle by Derek Landri),0.530,-0.030
4,13:40,3,8,NYJ 32,13,45,Mark Sanchez pass incomplete deep right intended for Dustin Keller,-0.030,-1.240
4,13:31,4,8,NYJ 32,13,45,"T.J. Conley punts 55 yards, returned by Chad Hall for 10 yards (tackle by Isaiah Trufant)",-1.240,-0.480
4,13:24,1,10,PHI 23,13,45,Ronnie Brown right end for 2 yards (tackle by Darrelle Revis),0.480,0.200
4,12:56,2,8,PHI 25,13,45,Dion Lewis up the middle for 3 yards (tackle by Muhammad Wilkerson),0.200,-0.100
4,12:15,3,5,PHI 28,13,45,Vince Young sacked by Bart Scott for -3 yards,-0.100,-1.700
4,11:37,4,8,PHI 25,13,45,"Chas Henry punts 30 yards, returned by Jeremy Kerley for 8 yards (tackle by Jon Dorenbos)",-1.700,-2.460
4,11:30,1,10,PHI 47,13,45,Shonn Greene up the middle for 8 yards (tackle by Phillip Hunt),2.460,2.990
4,11:02,2,2,PHI 39,13,45,"Penalty on Dustin Keller: False Start, 5 yards (no play)",2.990,2.320
4,10:41,2,7,PHI 44,13,45,Mark Sanchez pass complete short right to Dustin Keller for 20 yards (tackle by Brian Rolle),2.320,3.970
4,10:15,1,10,PHI 24,13,45,Shonn Greene up the middle for 5 yards (tackle by Phillip Hunt),3.970,4.120
4,9:49,2,5,PHI 19,13,45,"Mark Sanchez pass incomplete short right intended for John Conner. Penalty on Jason Babin: Roughing the Passer, 10 yards (no play)",4.120,5.140
4,9:44,1,9,PHI 9,19,45,"Mark Sanchez pass complete short left to Plaxico Burress for 9 yards, touchdown",5.140,7.000
,,,,,,,"NYJ challenged the incomplete pass ruling, and the original play was overturned.",,
4,,,,,19,45,"Two Point Attempt: Mark Sanchez pass incomplete intended for Jeremy Kerley, conversion fails",1.000,-1.000
4,,,,NYJ 35,19,45,"Nick Folk kicks off 65 yards, touchback",0.000,0.280
4,9:40,1,10,PHI 20,19,45,Vince Young sacked by Marcus Dixon for 0 yards,0.280,-0.270
4,8:55,2,10,PHI 20,19,45,Ronnie Brown left tackle for 8 yards (tackle by David Harris),-0.270,0.100
4,8:10,3,2,PHI 28,19,45,Ronnie Brown right tackle for 3 yards (tackle by David Harris),0.100,1.000
4,7:23,1,10,PHI 31,19,45,Ronnie Brown right end for -1 yards (tackle by Marcus Dixon),1.000,0.320
4,6:39,2,11,PHI 30,19,45,"Vince Young sacked by Muhammad Wilkerson for -11 yards. Vince Young fumbles (forced by Muhammad Wilkerson), recovered by Vince Young at PHI-19",0.320,-1.940
4,6:03,3,22,PHI 19,19,45,"Penalty on PHI: Delay of Game, 5 yards (no play)",-1.940,-3.180
4,5:40,3,27,PHI 14,19,45,Ronnie Brown left end for 5 yards (tackle by Josh Mauga),-3.180,-2.140
4,4:58,4,22,PHI 19,19,45,"Chas Henry punts 45 yards, returned by Jeremy Kerley for 8 yards (tackle by Casey Matthews)",-2.140,-1.860
4,4:45,1,10,NYJ 44,19,45,Joe McKnight left tackle for 2 yards (tackle by Derek Landri),1.860,1.590
4,4:16,2,8,NYJ 46,19,45,Joe McKnight left tackle for -2 yards (tackle by Nate Allen),1.590,0.630
4,3:35,3,10,NYJ 44,19,45,Mark Brunell pass complete short right to Joe McKnight for 27 yards (tackle by Nate Allen),0.630,3.640
4,2:45,1,10,PHI 29,19,45,Shonn Greene left guard for 2 yards (tackle by Phillip Hunt),3.640,3.370
4,1:57,2,8,PHI 27,19,45,Joe McKnight up the middle for 2 yards (tackle by Brandon Graham),3.370,2.940
4,1:20,3,6,PHI 25,19,45,Mark Brunell pass incomplete deep right intended for Josh Baker,2.940,1.830
4,1:16,4,6,PHI 25,19,45,Mark Brunell pass incomplete deep right intended for Jeremy Kerley,1.830,-0.610
4,1:11,1,10,PHI 25,19,45,Mike Kafka kneels for -1 yards,0.610,-0.070
4,0:33,2,11,PHI 24,19,45,Mike Kafka kneels for -1 yards,-0.070,-0.890
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
