Quarter,Time,Down,ToGo,Location,ARI,PHI,Detail,EPB,EPA
1,6:41,1,3,PHI 3,0,0,"Kyler Murray left end for -9 yards. Kyler Murray fumbles (forced by Milton Williams), recovered by Kyler Murray at PHI-12 (tackle by Milton Williams)",6.510,3.860
1,6:00,2,12,PHI 12,0,0,James Conner left end for 2 yards (tackle by Josh Sweat and Shaquille Leonard),3.860,3.130
1,5:16,3,10,PHI 10,0,0,Kyler Murray pass incomplete short left intended for Emari Demercado,3.130,2.760
1,5:12,4,10,PHI 10,3,0,Matt Prater 28 yard field goal good,2.760,3.000
1,5:09,,,ARI 35,3,0,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
1,5:09,1,10,PHI 25,3,0,Jalen Hurts pass complete short middle to A.J. Brown for 16 yards (tackle by Krys Barnes),0.610,1.660
1,4:43,1,10,PHI 41,3,0,Jalen Hurts pass complete short left to DeVonta Smith for 5 yards (tackle by Starling Thomas and Owen Pappoe),1.660,1.800
1,4:14,2,5,PHI 46,3,0,D'Andre Swift left tackle for 2 yards (tackle by Antonio Hamilton),1.800,1.360
1,3:37,3,3,PHI 48,3,0,Jalen Hurts pass complete short right to Dallas Goedert for 23 yards (tackle by Starling Thomas),1.360,3.640
1,3:04,1,10,ARI 29,3,0,D'Andre Swift left guard for 7 yards (tackle by Dennis Gardeck),3.640,4.050
1,2:39,2,3,ARI 22,3,0,D'Andre Swift left end for -1 yards (tackle by Krys Barnes),4.050,3.200
1,1:56,3,4,ARI 23,3,0,Kenneth Gainwell left guard for 3 yards (tackle by Roy Lopez and Krys Barnes),3.200,2.270
1,1:38,4,1,ARI 20,3,0,Jalen Hurts up the middle for no gain (tackle by Roy Lopez) (no play),2.270,4.650
1,1:23,1,10,ARI 14,3,0,Kenneth Gainwell right tackle for 2 yards (tackle by Kevin Strong),4.650,4.330
1,0:42,2,8,ARI 12,3,6,"Jalen Hurts pass complete short right to Julio Jones for 12 yards, touchdown",4.330,7.000
1,0:36,,,ARI 15,3,7,Jake Elliott kicks extra point good,0.000,0.000
1,0:36,,,PHI 35,3,7,"Jake Elliott kicks off 56 yards, returned by Greg Dortch for 24 yards (tackle by Ben VanSumeren and Patrick Johnson)",0.000,1.140
1,0:28,1,10,ARI 33,3,7,Kyler Murray pass incomplete short right intended for Rondale Moore,1.140,0.590
1,0:24,2,10,ARI 33,3,7,Rondale Moore right end for 2 yards (tackle by Nolan Smith and Nicholas Morrow),0.590,0.170
Quarter,Time,Down,ToGo,Location,ARI,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,ARI 35,3,7,Kyler Murray pass complete short left to Rondale Moore for 11 yards (tackle by Avonte Maddox),0.170,1.990
2,14:45,1,10,ARI 46,3,7,Kyler Murray pass complete short right to Elijah Higgins for 14 yards (tackle by Kevin Byard),1.990,2.920
2,14:06,1,10,PHI 40,3,7,James Conner left end for 13 yards (tackle by Reed Blankenship and Kevin Byard),2.920,3.780
2,13:22,1,10,PHI 27,3,7,Kyler Murray pass complete short middle to Greg Dortch for 7 yards (tackle by Shaquille Leonard),3.780,4.180
2,12:48,2,3,PHI 20,3,7,Kyler Murray sacked by Jalen Carter for -4 yards,4.180,2.940
2,12:01,3,7,PHI 24,3,13,"Kyler Murray pass deep left intended for Michael Wilson is intercepted by Sydney Brown at PHI-1 and returned for 99 yards, touchdown",2.940,-7.000
2,11:44,,,ARI 15,3,14,Jake Elliott kicks extra point good,0.000,0.000
2,11:44,,,PHI 35,3,14,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,11:44,1,10,ARI 25,3,14,James Conner right end for 3 yards (tackle by Josh Sweat),0.610,0.470
2,11:08,2,7,ARI 28,3,14,James Conner right end for 10 yards (tackle by Reed Blankenship),0.470,1.470
2,10:31,1,10,ARI 38,3,14,Kyler Murray pass complete short left to Rondale Moore for 3 yards (tackle by Kelee Ringo and Sydney Brown),1.470,1.330
2,9:51,2,7,ARI 41,3,14,Kyler Murray pass complete short right to Trey McBride for 5 yards (tackle by Nicholas Morrow),1.330,1.290
2,9:09,3,2,ARI 46,3,14,Kyler Murray pass complete short right to Greg Dortch for 6 yards (tackle by Kevin Byard and Nicholas Morrow),1.290,2.390
2,8:30,1,10,PHI 48,3,14,Rondale Moore right end for 6 yards (tackle by Nicholas Morrow and Sydney Brown),2.390,2.660
2,7:50,2,4,PHI 42,3,14,James Conner for no gain (no play),2.660,2.120
2,7:22,2,8,PHI 46,3,14,"Kyler Murray pass incomplete intended for Michael Wilson. Penalty on Kelee Ringo: Illegal Contact, 5 yards (accepted) (no play)",2.120,2.850
2,7:22,1,10,PHI 41,3,14,James Conner right end for -1 yards (tackle by Nicholas Morrow),2.850,2.170
2,6:44,2,11,PHI 42,3,14,James Conner left guard for 11 yards (tackle by Nicholas Morrow),2.170,3.510
2,6:01,1,10,PHI 31,3,14,James Conner left guard for 6 yards (tackle by Kevin Byard and Josh Sweat),3.510,3.780
2,5:16,2,4,PHI 25,3,14,Michael Carter right tackle for 2 yards (tackle by Nolan Smith and Fletcher Cox),3.780,3.340
2,4:43,3,2,PHI 23,3,14,Kyler Murray pass complete short left to Trey McBride for 1 yard (tackle by Reed Blankenship),3.340,2.140
2,4:03,4,1,PHI 22,3,14,James Conner left end for 3 yards (tackle by Nicholas Morrow and Kevin Byard),2.140,4.310
2,3:26,1,10,PHI 19,3,14,James Conner left tackle for 2 yards (tackle by Jordan Davis and Brandon Graham),4.310,4.030
2,2:46,2,8,PHI 17,3,14,James Conner left tackle for 1 yard (tackle by Moro Ojomo),4.030,3.410
2,2:03,3,7,PHI 16,3,14,"Penalty on D.J. Humphries: False Start, 5 yards (accepted) (no play)",3.410,2.810
2,2:00,3,12,PHI 21,3,14,Kyler Murray scrambles left tackle for 5 yards (tackle by Kevin Byard),2.810,2.380
2,1:53,,,,,,Timeout #1 by Philadelphia Eagles,,
2,1:53,4,7,PHI 16,6,14,Matt Prater 34 yard field goal good,2.380,3.000
2,1:50,,,ARI 35,6,14,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
2,1:50,1,10,PHI 25,6,14,Jalen Hurts pass incomplete deep right intended for A.J. Brown,0.610,0.060
2,1:45,2,10,PHI 25,6,14,Jalen Hurts pass complete short left to DeVonta Smith for 8 yards (tackle by Starling Thomas),0.060,0.430
2,1:24,3,2,PHI 33,6,14,Jalen Hurts pass complete short right to A.J. Brown for 9 yards (tackle by Antonio Hamilton),0.430,1.730
2,1:12,1,10,PHI 42,6,14,Jalen Hurts pass complete short right to Dallas Goedert for no gain (tackle by Antonio Hamilton),1.730,1.190
2,0:50,2,10,PHI 42,6,14,Jalen Hurts pass complete short left to A.J. Brown for 10 yards (tackle by Starling Thomas),1.190,2.390
2,0:43,1,10,ARI 48,6,14,Jalen Hurts pass complete short middle to Dallas Goedert for 9 yards (tackle by Jalen Thompson),2.390,3.060
2,0:38,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:38,2,1,ARI 39,6,14,Jalen Hurts pass incomplete deep left intended for DeVonta Smith (defended by Starling Thomas),3.060,2.340
2,0:32,3,1,ARI 39,6,14,Kenneth Gainwell pass complete deep left to DeVonta Smith for 17 yards (tackle by Andre Chachere),2.340,4.110
2,0:24,,,,,,Timeout #3 by Philadelphia Eagles,,
2,0:24,1,10,ARI 22,6,20,"Jalen Hurts pass complete deep right to Julio Jones for 22 yards, touchdown",4.110,7.000
2,0:16,,,ARI 15,6,21,Jake Elliott kicks extra point good,0.000,0.000
2,0:16,,,PHI 35,6,21,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,0:16,1,10,ARI 25,6,21,Kyler Murray pass incomplete short right intended for Emari Demercado,0.610,0.060
2,0:12,2,10,ARI 25,6,21,Kyler Murray pass complete short right to Emari Demercado for 9 yards (tackle by Nicholas Morrow),0.060,0.560
Quarter,Time,Down,ToGo,Location,ARI,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,6,21,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ARI 25,6,21,James Conner left guard for 4 yards (tackle by Nicholas Morrow and Shaquille Leonard),0.610,0.600
3,14:14,2,6,ARI 29,6,21,James Conner left guard for 5 yards (tackle by Fletcher Cox and Reed Blankenship),0.600,0.560
3,13:48,3,1,ARI 34,6,21,James Conner up the middle for 1 yard (tackle by Josh Sweat),0.560,1.270
3,13:08,1,10,ARI 35,6,21,Kyler Murray pass complete short right to Trey McBride for 6 yards (tackle by Kevin Byard),1.270,1.530
3,12:25,2,4,ARI 41,6,21,Michael Carter left end for 16 yards (tackle by Reed Blankenship),1.530,2.720
3,11:41,1,10,PHI 43,6,21,Kyler Murray pass complete short left to Michael Wilson for 11 yards (tackle by Eli Ricks),2.720,3.450
3,10:58,1,10,PHI 32,6,21,Kyler Murray pass complete short middle to Michael Wilson for 6 yards (tackle by Sydney Brown),3.450,3.710
3,10:20,2,4,PHI 26,6,21,Michael Carter left tackle for 21 yards (tackle by Eli Ricks and Sydney Brown),3.710,6.060
3,9:34,1,5,PHI 5,6,21,Michael Carter left tackle for -1 yards (tackle by Brandon Graham),6.060,4.950
3,8:48,2,6,PHI 6,12,21,"Kyler Murray pass complete short left to Michael Carter for 6 yards, touchdown",4.950,7.000
3,8:42,,,PHI 15,13,21,Matt Prater kicks extra point good,0.000,0.000
3,8:42,,,ARI 35,13,21,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
3,8:42,1,10,PHI 25,13,21,D'Andre Swift right tackle for no gain (tackle by Krys Barnes),0.610,0.060
3,8:04,2,10,PHI 25,13,21,Jalen Hurts pass complete short left to D'Andre Swift for 5 yards (tackle by BJ Ojulari),0.060,0.040
3,7:21,3,5,PHI 30,13,21,Jalen Hurts pass incomplete deep right intended for DeVonta Smith,0.040,-1.370
3,7:16,4,5,PHI 30,13,21,"Braden Mann punts 61 yards, returned by Greg Dortch for 14 yards (tackle by Patrick Johnson)",-1.370,-0.480
3,7:04,1,10,ARI 23,13,21,James Conner right guard for 4 yards (tackle by Milton Williams),0.480,0.470
3,6:35,2,6,ARI 27,13,21,Kyler Murray pass complete short right to Trey McBride for 6 yards (tackle by Nicholas Morrow and Haason Reddick),0.470,1.140
3,5:55,1,10,ARI 33,13,21,James Conner left end for 22 yards (tackle by Kevin Byard),1.140,2.590
3,5:14,1,10,PHI 45,13,21,James Conner left tackle for no gain (tackle by Brandon Graham and Milton Williams),2.590,2.040
3,4:49,2,10,PHI 45,13,21,Kyler Murray pass complete short right to Greg Dortch for 12 yards (tackle by Avonte Maddox),2.040,3.380
3,4:09,1,10,PHI 33,13,21,Kyler Murray pass complete short middle to Michael Wilson for 13 yards (tackle by Nicholas Morrow),3.380,4.240
3,3:32,1,10,PHI 20,13,21,Kyler Murray right end for 8 yards (tackle by Kevin Byard),4.240,5.040
3,2:54,2,2,PHI 12,13,21,James Conner left guard for 7 yards (tackle by Nicholas Morrow and Reed Blankenship),5.040,6.060
3,2:10,1,5,PHI 5,19,21,"Kyler Murray pass complete short left to James Conner for 5 yards, touchdown",6.060,7.000
3,2:01,,,PHI 2,21,21,"Two Point Attempt: Kyler Murray pass complete to to Michael Wilson for no gain. Penalty on Avonte Maddox: Defensive Holding, 5 yards (accepted)",1.000,1.000
3,2:01,,,ARI 40,21,21,"Matt Prater kicks off 60 yards, touchback.",0.000,0.610
3,2:01,1,10,PHI 25,21,21,Jalen Hurts right end for 9 yards (tackle by Budda Baker and Kevin Strong),0.610,1.280
3,1:36,2,1,PHI 34,21,21,D'Andre Swift right tackle for 4 yards (tackle by Antonio Hamilton),1.280,1.470
3,1:02,1,10,PHI 38,21,21,D'Andre Swift right end for 16 yards (tackle by Budda Baker and BJ Ojulari),1.470,2.520
3,0:22,1,10,ARI 46,21,21,D'Andre Swift left end for 10 yards (tackle by Andre Chachere and Jalen Thompson),2.520,3.180
Quarter,Time,Down,ToGo,Location,ARI,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ARI 36,21,21,D'Andre Swift up the middle for 5 yards (tackle by Dante Stills and Phil Hoskins),3.180,3.310
4,14:35,2,5,ARI 31,21,21,Jalen Hurts pass complete short left to Dallas Goedert for 6 yards (tackle by Victor Dimukeje),3.310,3.910
4,13:54,1,10,ARI 25,21,21,D'Andre Swift right guard for 6 yards (tackle by Roy Lopez),3.910,4.200
4,13:23,2,4,ARI 19,21,21,D'Andre Swift up the middle for 3 yards (tackle by Owen Pappoe),4.200,4.060
4,12:58,3,1,ARI 16,21,21,Jalen Hurts up the middle for no gain (tackle by Antonio Hamilton and BJ Ojulari),4.060,2.530
4,12:19,4,1,ARI 16,21,21,Jalen Hurts left guard for 1 yard (tackle by BJ Ojulari),2.530,4.580
4,11:34,1,10,ARI 15,21,21,Jalen Hurts left end for 8 yards (tackle by Krys Barnes),4.580,5.410
4,10:48,2,2,ARI 7,21,21,Jalen Hurts left end for -7 yards (tackle by Budda Baker),5.410,3.240
4,10:02,,,,,,Timeout #1 by Philadelphia Eagles,,
4,10:02,3,9,ARI 14,21,21,"Penalty on Naquan Jones: Neutral Zone Infraction, 5 yards (accepted) (no play)",3.240,4.220
4,10:02,3,4,ARI 9,21,27,"Jalen Hurts pass complete short right to Dallas Goedert for 9 yards, touchdown",4.220,7.000
4,9:55,,,ARI 15,21,28,Jake Elliott kicks extra point good,0.000,0.000
4,9:55,,,PHI 35,21,28,"Jake Elliott kicks off 66 yards, returned by Greg Dortch for 24 yards (tackle by Nolan Smith and Kelee Ringo)",0.000,0.480
4,9:48,1,10,ARI 23,21,28,"Kyler Murray pass incomplete. Penalty on Kelee Ringo: Defensive Pass Interference, 29 yards (accepted) (no play)",0.480,2.390
4,9:42,1,10,PHI 48,21,28,Michael Carter right tackle for 3 yards (tackle by Nicholas Morrow and Ben VanSumeren),2.390,2.250
4,9:03,2,7,PHI 45,21,28,Michael Carter right end for 18 yards (tackle by Reed Blankenship),2.250,3.780
4,8:20,1,10,PHI 27,21,28,Michael Carter left guard for 2 yards (tackle by Fletcher Cox),3.780,3.500
4,7:40,2,8,PHI 25,21,28,Kyler Murray right guard for 14 yards (tackle by Kelee Ringo),3.500,4.840
4,6:58,1,10,PHI 11,21,28,Kyler Murray pass complete short middle to Greg Dortch for 5 yards (tackle by Ben VanSumeren),4.840,5.080
4,6:16,2,5,PHI 6,21,28,James Conner left guard for 1 yard (tackle by Reed Blankenship),5.080,4.440
4,5:33,3,4,PHI 5,21,28,Kyler Murray pass incomplete short right intended for Michael Wilson (defended by Eli Ricks),4.440,3.010
4,5:30,4,4,PHI 5,27,28,"Kyler Murray pass complete short left to Michael Wilson for 5 yards, touchdown",3.010,7.000
4,5:26,,,PHI 15,28,28,Matt Prater kicks extra point good,0.000,0.000
4,5:26,,,ARI 35,28,28,"Matt Prater kicks onside 10 yards, recovered by Eli Ricks. Penalty on Antonio Hamilton: Offside on Free Kick, 5 yards (accepted)",0.000,2.980
4,5:25,1,10,ARI 39,28,28,D'Andre Swift up the middle for 1 yard (tackle by Victor Dimukeje),2.980,2.580
4,5:08,2,9,ARI 38,28,28,Jalen Hurts pass complete short right to A.J. Brown for 18 yards (tackle by Starling Thomas),2.580,4.240
4,4:18,1,10,ARI 20,28,28,"D'Andre Swift for no gain. Penalty on Jordan Mailata: Offensive Holding, 10 yards (accepted) (no play)",4.240,3.580
4,4:13,1,20,ARI 30,28,28,Jalen Hurts right tackle for 4 yards (tackle by BJ Ojulari and Kevin Strong),3.580,2.880
4,3:31,2,16,ARI 26,28,28,Jalen Hurts right tackle for -3 yards (tackle by Budda Baker),2.880,1.820
4,2:46,,,,,,Timeout #2 by Philadelphia Eagles,,
4,2:46,3,19,ARI 29,28,28,Jalen Hurts pass complete short left to Kenneth Gainwell for 4 yards (tackle by Victor Dimukeje),1.820,1.800
4,2:37,4,15,ARI 25,28,31,Jake Elliott 43 yard field goal good,1.800,3.000
4,2:33,,,PHI 35,28,31,"Jake Elliott kicks off 61 yards, returned by Greg Dortch for 26 yards (tackle by Sydney Brown)",0.000,0.940
4,2:28,1,10,ARI 30,28,31,James Conner left guard for 1 yard (tackle by Milton Williams and Nicholas Morrow),0.940,0.530
4,2:04,2,9,ARI 31,28,31,Kyler Murray pass complete short left to Rondale Moore for 12 yards (tackle by Reed Blankenship),0.530,1.800
4,1:54,1,10,ARI 43,28,31,James Conner left end for 6 yards (tackle by Josh Sweat),1.800,2.060
4,1:30,2,4,ARI 49,28,31,Kyler Murray pass complete short left to Greg Dortch for 10 yards (tackle by Eli Ricks),2.060,2.850
4,1:26,1,10,PHI 41,28,31,Kyler Murray pass complete short right to Greg Dortch for 36 yards (tackle by James Bradberry and Ben VanSumeren),2.850,6.060
4,0:43,1,5,PHI 5,28,31,James Conner left guard for 3 yards (tackle by Kevin Byard and Reed Blankenship),6.060,5.720
4,0:36,,,,,,Timeout #3 by Philadelphia Eagles,,
4,0:36,2,2,PHI 2,34,31,"James Conner right guard for 2 yards, touchdown",5.720,7.000
4,0:32,,,PHI 15,35,31,Matt Prater kicks extra point good,0.000,0.000
4,0:32,,,ARI 35,35,31,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
4,0:32,1,10,PHI 25,35,31,Jalen Hurts pass complete short left to Kenneth Gainwell for 5 yards (tackle by Antonio Hamilton),0.610,0.740
4,0:26,2,5,PHI 30,35,31,Jalen Hurts pass complete short left to Kenneth Gainwell for 6 yards,0.740,1.330
4,0:21,1,10,PHI 36,35,31,Jalen Hurts scrambles left end for 13 yards (tackle by Antonio Hamilton and Joey Blount),1.330,2.190
4,0:14,1,10,PHI 49,35,31,Jalen Hurts pass incomplete deep left intended for Dallas Goedert,2.190,1.650
4,0:07,2,10,PHI 49,35,31,Jalen Hurts pass deep middle is intercepted by Joey Blount in end zone and returned for no gain,1.650,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
