Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss and deferred, Chargers to receive the opening kickoff.",,
1,15:00,,,OAK 35,0,0,"Sebastian Janikowski kicks off 64 yards, returned by Isaiah Burse for 17 yards (tackle by Brynden Trawick). Penalty on Trovon Reed: Offensive Holding, 9 yards",0.000,0.380
1,14:55,1,10,SDG 9,0,0,Kenneth Farrow middle for 6 yards (tackle by Perry Riley),-0.380,-0.280
1,14:13,2,4,SDG 15,0,0,Philip Rivers pass complete short middle to Hunter Henry for 20 yards (tackle by Nate Allen and Reggie Nelson),-0.280,1.270
1,13:25,1,10,SDG 35,0,0,Kenneth Farrow right tackle for 1 yard (tackle by Khalil Mack and Bruce Irvin),1.270,0.860
1,12:43,2,9,SDG 36,0,0,Philip Rivers pass complete short right to Dontrelle Inman for 6 yards (tackle by David Amerson),0.860,0.960
1,12:02,3,3,SDG 42,0,0,Philip Rivers pass complete short left to Dontrelle Inman for 9 yards (tackle by T.J. Carrie),0.960,2.320
1,11:25,1,10,OAK 49,0,0,Kenneth Farrow middle for 2 yards (tackle by Jihad Ward and Nate Allen),2.320,2.050
1,10:46,2,8,OAK 47,0,0,Philip Rivers pass incomplete deep right intended for Tyrell Williams,2.050,1.360
1,10:39,3,8,OAK 47,0,6,"Philip Rivers pass complete deep right to Travis Benjamin for 47 yards, touchdown",1.360,7.000
1,10:32,,,OAK 15,0,7,Josh Lambo kicks extra point good,0.000,0.000
1,10:32,,,SDG 35,0,7,"Josh Lambo kicks off 56 yards, returned by DeAndre Washington for 20 yards (tackle by Trovon Reed)",0.000,-0.870
1,10:26,1,10,OAK 29,0,7,Derek Carr pass complete short left to Michael Crabtree for 8 yards (tackle by Trovon Reed),0.870,1.410
1,9:40,2,2,OAK 37,0,7,Latavius Murray middle for 4 yards (tackle by Korey Toomer),1.410,1.660
1,9:02,1,10,OAK 41,0,7,Derek Carr pass complete short middle to Michael Crabtree for 9 yards (tackle by Jahleel Addae),1.660,2.340
1,8:20,2,1,,0,7,DeAndre Washington middle for 4 yards (tackle by Damion Square),2.340,2.520
1,7:42,1,10,SDG 46,0,7,DeAndre Washington middle for 2 yards (tackle by Jahleel Addae),2.520,2.250
1,7:03,2,8,SDG 44,0,7,Derek Carr pass incomplete short left intended for Jalen Richard,2.250,1.550
1,6:59,3,8,SDG 44,0,7,Derek Carr pass complete short left to Mychal Rivera for 15 yards (tackle by Jahleel Addae),1.550,3.640
1,6:14,1,10,SDG 29,0,7,Derek Carr for 6 yards (tackle by Jahleel Addae),3.640,3.910
1,5:40,2,4,SDG 23,0,7,"Latavius Murray right end for -4 yards (tackle by Melvin Ingram). Latavius Murray fumbles (forced by Melvin Ingram), ball out of bounds at SDG-27",3.910,2.680
1,5:03,3,8,SDG 27,0,7,Derek Carr pass incomplete short right intended for Michael Crabtree (defended by Tourek Williams),2.680,1.670
1,4:58,4,8,SDG 27,3,7,Sebastian Janikowski 45 yard field goal good,1.670,3.000
1,4:53,,,OAK 35,3,7,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.610
1,4:53,1,10,SDG 25,3,7,Philip Rivers pass incomplete deep right intended for Dontrelle Inman (defended by Nate Allen),0.610,0.060
1,4:45,2,10,SDG 25,3,7,Ronnie Hillman left end for -3 yards (tackle by Justin Ellis and Khalil Mack),0.060,-1.020
1,4:01,3,13,SDG 22,3,7,Philip Rivers sacked by Bruce Irvin for -3 yards,-1.020,-2.140
1,3:25,4,16,SDG 19,3,7,"Drew Kaser punts 52 yards, returned by Jalen Richard for 8 yards (tackle by Korey Toomer). Penalty on Korey Toomer: Face Mask (15 Yards), 15 yards",-2.140,-2.390
1,3:14,1,10,SDG 48,3,7,"Penalty on Joey Bosa: Neutral Zone Infraction, 5 yards (no play)",2.390,3.120
1,3:14,1,5,SDG 43,3,7,Jalen Richard left end for 6 yards (tackle by Denzel Perryman),3.120,3.120
1,2:37,1,10,SDG 37,3,7,Jalen Richard left tackle for 23 yards (tackle by Jahleel Addae),3.120,4.650
1,1:52,1,10,SDG 14,3,7,"Latavius Murray right guard for 4 yards (tackle by Melvin Ingram). Latavius Murray fumbles (forced by Melvin Ingram), recovered by Kyle Emanuel at SDG-9 (tackle by Gabe Jackson)",4.650,0.380
1,1:44,1,10,SDG 9,3,7,Kenneth Farrow middle for 4 yards (tackle by Nate Allen),-0.380,-0.480
1,1:07,2,6,SDG 13,3,7,Kenneth Farrow middle for -1 yards (tackle by Denico Autry),-0.480,-1.070
1,0:23,3,7,SDG 12,3,7,"Philip Rivers pass complete short right to Kenneth Farrow for 6 yards (tackle by Bruce Irvin). Kenneth Farrow fumbles (forced by Bruce Irvin), ball out of bounds at SDG-18",-1.070,-2.240
Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,SDG 18,3,7,"Drew Kaser punts 45 yards, fair catch by Jalen Richard",-2.240,-1.400
2,14:51,1,10,OAK 37,3,7,Latavius Murray middle for 4 yards (tackle by Denzel Perryman),1.400,1.400
2,14:10,2,6,OAK 41,3,7,Derek Carr pass complete short left to DeAndre Washington for 11 yards (tackle by Jahleel Addae),1.400,2.390
2,13:27,1,10,SDG 48,3,7,Derek Carr pass complete short left to Jalen Richard for -5 yards (tackle by Denzel Perryman),2.390,1.170
2,12:53,2,15,OAK 47,3,7,Derek Carr pass complete short middle to Michael Crabtree for 5 yards (tackle by Jatavis Brown),1.170,1.160
2,12:09,3,10,SDG 48,3,7,Derek Carr pass complete short left to Amari Cooper for 28 yards (tackle by Trovon Reed),1.160,4.240
2,11:22,1,10,SDG 20,3,7,Jalen Richard left tackle for -1 yards (tackle by Jatavis Brown),4.240,3.560
2,10:41,2,11,SDG 21,3,7,DeAndre Washington right guard for 5 yards (tackle by Jatavis Brown),3.560,3.520
2,9:58,3,6,SDG 16,3,7,Derek Carr pass incomplete short middle intended for Seth Roberts is intercepted by Trovon Reed at SDG-3 and returned for 3 yards,3.520,0.380
2,9:49,1,10,SDG 6,3,7,Kenneth Farrow middle for 2 yards (tackle by Dan Williams and Khalil Mack),-0.380,-0.630
2,9:08,2,8,SDG 8,3,7,Kenneth Farrow middle for 1 yard (tackle by James Cowser),-0.630,-1.070
2,8:25,3,7,SDG 9,3,7,Philip Rivers pass incomplete short right intended for Tyrell Williams,-1.070,-2.490
2,8:22,4,7,SDG 9,3,7,"Drew Kaser punts 42 yards, returned by Jalen Richard for 3 yards (tackle by Robert McClain)",-2.490,-2.390
2,8:10,1,10,SDG 48,3,7,DeAndre Washington middle for no gain (tackle by Ryan Carrethers),2.390,1.850
2,7:33,2,10,SDG 48,3,7,Derek Carr sacked by Joey Bosa for -6 yards,1.850,0.000
2,6:50,,,,3,7,Timeout #1 by Los Angeles Chargers,0.000,-0.370
2,6:50,3,16,OAK 46,3,7,"Derek Carr pass complete short left to Latavius Murray for 11 yards (tackle by Joey Bosa). Penalty on Seth Roberts: Illegal Block Above the Waist, 10 yards",0.370,0.500
2,6:17,3,15,OAK 47,3,7,Derek Carr pass complete short left to Jalen Richard for 10 yards (tackle by Casey Hayward and Jatavis Brown),0.500,0.400
2,5:35,4,5,SDG 43,3,7,"Marquette King punts 43 yards, touchback",0.400,-0.280
2,5:27,1,10,SDG 20,3,7,Philip Rivers pass incomplete short left intended for Dontrelle Inman,0.280,-0.270
2,5:21,2,10,SDG 20,3,7,Philip Rivers pass incomplete deep left intended for Antonio Gates,-0.270,-0.960
2,5:16,3,10,SDG 20,3,7,Philip Rivers pass complete short left to Antonio Gates for 11 yards (tackle by Sean Smith),-0.960,1.000
2,4:34,1,10,SDG 31,3,7,Ronnie Hillman left end for 8 yards (tackle by Nate Allen and James Cowser),1.000,1.540
2,3:50,2,2,SDG 39,3,7,Philip Rivers pass incomplete deep left intended for Tyrell Williams,1.540,0.830
2,3:44,3,2,SDG 39,3,7,Philip Rivers pass complete short right to Hunter Henry for 10 yards (tackle by Malcolm Smith and Nate Allen),0.830,2.190
2,3:16,1,10,SDG 49,3,7,Ronnie Hillman right guard for 17 yards (tackle by Reggie Nelson),2.190,3.310
2,2:47,1,10,OAK 34,3,7,Ronnie Hillman left guard for 3 yards (tackle by Bruce Irvin),3.310,3.180
2,2:04,2,7,OAK 31,3,7,Philip Rivers pass incomplete deep middle intended for Tyrell Williams (defended by David Amerson),3.180,2.480
2,1:57,3,7,OAK 31,3,7,Philip Rivers pass complete short right to Travis Benjamin for 9 yards (tackle by David Amerson),2.480,4.110
2,1:51,1,10,OAK 22,3,7,Philip Rivers pass complete short right to Tyrell Williams for 5 yards (tackle by David Amerson),4.110,4.290
2,1:46,2,5,OAK 17,3,7,Philip Rivers pass incomplete deep right intended for Hunter Henry,4.290,3.560
2,1:40,3,5,OAK 17,3,7,Philip Rivers pass incomplete short right intended for Kenneth Farrow,3.560,2.360
2,1:33,4,5,OAK 17,3,10,Josh Lambo 35 yard field goal good,2.360,3.000
2,1:29,,,SDG 35,3,10,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
2,1:28,1,10,OAK 25,3,10,Latavius Murray middle for 9 yards (tackle by Jatavis Brown),0.610,1.280
2,1:07,2,1,OAK 34,3,10,Latavius Murray middle for 33 yards (tackle by Dwight Lowery),1.280,0.000
2,0:56,,,,3,10,Timeout #1 by Oakland Raiders,0.000,-3.380
2,0:56,1,10,SDG 33,3,10,DeAndre Washington middle for 12 yards (tackle by Adrian Phillips),3.380,0.000
2,0:47,,,,3,10,Timeout #2 by Oakland Raiders,0.000,-4.170
2,0:47,1,10,SDG 21,3,10,Derek Carr pass incomplete short middle intended for DeAndre Washington (defended by Jatavis Brown),4.170,3.630
2,0:42,2,10,SDG 21,3,10,Derek Carr pass complete short right to Jalen Richard for 3 yards (tackle by Jatavis Brown and Damion Square),3.630,0.000
2,0:32,,,,3,10,Timeout #3 by Oakland Raiders,0.000,-3.310
2,0:32,3,7,SDG 18,3,10,"Derek Carr pass incomplete deep middle intended for Clive Walford. Penalty on Dwight Lowery: Defensive Holding, 5 yards (no play)",3.310,4.710
2,0:27,1,10,SDG 13,9,10,"Derek Carr pass complete short right to Michael Crabtree for 13 yards, touchdown",4.710,7.000
2,0:22,,,SDG 15,10,10,Sebastian Janikowski kicks extra point good,0.000,0.000
2,0:22,,,OAK 35,10,10,"Sebastian Janikowski kicks off 49 yards, returned by Hunter Henry for 10 yards (tackle by Johnny Holton)",0.000,-0.670
2,0:18,1,10,SDG 26,10,10,Kenneth Farrow middle for 5 yards (tackle by Perry Riley),0.670,0.810
Quarter,Time,Down,ToGo,Location,OAK,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,10,10,"Josh Lambo kicks off 55 yards, out of bounds",0.000,-1.600
3,15:00,1,10,OAK 40,10,10,Derek Carr pass incomplete short right intended for DeAndre Washington,1.600,1.050
3,14:55,2,10,OAK 40,10,10,Derek Carr pass complete short right to Michael Crabtree for 6 yards (tackle by Tourek Williams),1.050,1.160
3,14:12,3,4,OAK 46,10,10,Derek Carr pass complete short left to Clive Walford for 13 yards (tackle by Dwight Lowery),1.160,2.850
3,13:31,1,10,SDG 41,10,10,"Penalty on Rodney Hudson: False Start, 5 yards (no play)",2.850,2.520
3,13:09,1,15,SDG 46,10,10,Derek Carr pass complete deep middle to Andre Holmes for 23 yards (tackle by Jahleel Addae and Denzel Perryman),2.520,4.040
3,12:24,1,10,SDG 23,10,10,Latavius Murray right tackle for 3 yards (tackle by Damion Square),4.040,3.900
3,11:41,2,7,SDG 20,10,10,Derek Carr pass complete short left to Seth Roberts for 5 yards (tackle by Tourek Williams),3.900,4.050
3,10:56,3,2,SDG 15,10,10,Derek Carr pass incomplete short right intended for Michael Crabtree (defended by Melvin Ingram),4.050,2.570
3,10:52,4,2,SDG 15,13,10,Sebastian Janikowski 33 yard field goal good,2.570,3.000
3,10:48,,,OAK 35,13,10,"Sebastian Janikowski kicks off 63 yards, returned by Isaiah Burse for 21 yards (tackle by Cory James)",0.000,-0.480
3,10:42,1,10,SDG 23,13,10,Philip Rivers pass complete deep left to Dontrelle Inman for 21 yards (tackle by Sean Smith),0.480,1.860
3,10:01,1,10,SDG 44,13,10,Kenneth Farrow right tackle for 6 yards (tackle by Malcolm Smith),1.860,2.130
3,9:23,2,4,,13,10,Ronnie Hillman middle for no gain (tackle by Malcolm Smith),2.130,1.420
3,8:36,3,4,,13,10,Philip Rivers pass complete short middle to Dontrelle Inman for 6 yards (tackle by David Amerson),1.420,2.650
3,7:52,1,10,OAK 44,13,10,Philip Rivers pass complete short left to Tyrell Williams for 11 yards (tackle by T.J. Carrie),2.650,3.380
3,7:08,1,10,OAK 33,13,10,Philip Rivers pass complete short right to Dontrelle Inman for 26 yards (tackle by T.J. Carrie),3.380,5.600
3,6:19,1,7,OAK 7,13,16,"Philip Rivers pass complete short left to Hunter Henry for 7 yards, touchdown",5.600,7.000
3,6:14,,,OAK 15,13,16,Josh Lambo kicks extra point no good,0.000,-1.000
3,6:14,,,SDG 35,13,16,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
3,6:14,1,10,OAK 25,13,16,Jalen Richard middle for 4 yards (tackle by Melvin Ingram),0.610,0.600
3,5:34,2,6,OAK 29,13,16,Derek Carr pass complete short right to Jalen Richard for 5 yards (tackle by Tourek Williams),0.600,0.000
