#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,NYG 33,5,2:18,14,Punt
2,1,7:07,NYG 20,4,1:54,17,Punt
3,1,3:35,NYG 14,3,1:39,-2,Punt
4,1,0:56,NYG 8,3,1:14,2,Punt
5,2,13:38,NYG 20,6,1:52,43,Punt
6,2,10:45,NYG 35,11,3:38,45,Field Goal
7,2,3:32,NYG 19,3,1:32,1,Punt
8,2,1:07,NYG 9,3,0:35,8,Punt
9,3,11:50,NYG 16,5,2:02,84,Touchdown
10,3,6:09,NYG 20,3,0:49,6,Fumble
11,3,4:31,NYG 20,3,1:34,9,Punt
12,4,13:23,NYG 20,11,4:28,80,Touchdown
13,4,6:11,NYG 10,11,2:52,90,Touchdown
14,4,2:52,NYG 30,4,0:23,9,Downs
15,4,0:07,NYG 20,1,0:07,17,End of Game
