Quarter,Time,Down,ToGo,Location,IND,NYG,Detail,EPB,EPA
1,3:04,2,6,NYG 18,3,0,"Andre Williams left guard for -1 yards (tackle by Josh Chapman). Andre Williams fumbles (forced by Josh Chapman), recovered by Justin Pugh at NYG-14",-0.210,-1.650
1,2:13,3,12,NYG 12,3,0,Eli Manning pass incomplete,-1.650,-2.490
1,2:06,4,12,NYG 12,3,0,Steve Weatherford punts 35 yards,-2.490,-2.460
1,1:56,1,10,NYG 47,3,0,Andrew Luck pass incomplete deep right intended for Coby Fleener,2.460,1.910
1,1:49,2,10,NYG 47,3,0,Trent Richardson left end for 4 yards (tackle by Prince Amukamara),1.910,1.750
1,1:09,3,6,NYG 43,3,0,Andrew Luck pass incomplete short left intended for Reggie Wayne,1.750,0.400
1,1:03,4,6,NYG 43,3,0,"Pat McAfee punts 35 yards, fair catch by Rueben Randle",0.400,0.380
1,0:56,1,10,NYG 8,3,0,Andre Williams up the middle for 1 yard (tackle by Andy Studebaker and Zach Kerr),-0.380,-0.710
1,0:27,2,9,NYG 9,3,0,Andre Williams left tackle for 1 yard (tackle by Montori Hughes),-0.710,-1.190
Quarter,Time,Down,ToGo,Location,IND,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,NYG 10,3,0,Eli Manning pass incomplete short left intended for Odell Beckham,-1.190,-2.490
2,14:55,4,8,NYG 10,3,0,"Steve Weatherford punts 58 yards, returned by Griff Whalen for 2 yards. Griff Whalen fumbles, recovered by Griff Whalen at IND-32",-2.490,-1.070
2,14:42,1,10,IND 32,3,0,"Ahmad Bradshaw left guard for -2 yards (tackle by Devon Kennard and Mathias Kiwanuka). Penalty on Devon Kennard: Face Mask (15 Yards), 15 yards (no play)",1.070,2.060
2,14:14,1,10,IND 47,3,0,Andrew Luck pass complete deep left to Coby Fleener for 21 yards (tackle by Jacquian Williams),2.060,3.450
2,13:50,1,10,NYG 32,9,0,"Andrew Luck pass complete short right to Coby Fleener for 32 yards, touchdown",3.450,7.000
2,13:50,,,NYG 2,10,0,Adam Vinatieri kicks extra point good,0.000,0.000
2,13:50,,,IND 35,10,0,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
2,13:38,1,10,NYG 20,10,0,Eli Manning pass incomplete short middle intended for Preston Parker,0.280,-0.270
2,13:33,2,10,NYG 20,10,0,Eli Manning pass complete short right to Peyton Hillis for 26 yards (tackle by Mike Adams),-0.270,1.990
2,13:05,1,10,NYG 46,10,0,Peyton Hillis left guard for 16 yards (tackle by Mike Adams),1.990,3.050
2,12:44,1,10,IND 38,10,0,Eli Manning pass complete short right to Peyton Hillis for 1 yard (tackle by D'Qwell Jackson),3.050,2.640
2,12:07,2,9,IND 37,10,0,Eli Manning pass incomplete deep left intended for Rueben Randle (defended by Vontae Davis),2.640,1.950
2,11:59,3,9,IND 37,10,0,Eli Manning pass incomplete short left intended for Larry Donnell,1.950,0.790
2,11:54,4,9,IND 37,10,0,"Steve Weatherford punts 30 yards, fair catch by Griff Whalen",0.790,0.380
2,11:46,1,10,IND 7,10,0,Andrew Luck pass incomplete deep right intended for Coby Fleener (defended by Antrel Rolle),-0.380,-0.780
2,11:38,2,10,IND 7,10,0,Andrew Luck pass complete short middle to Trent Richardson for 3 yards (tackle by Jacquian Williams and Jason Pierre-Paul),-0.780,-1.070
2,11:04,3,7,IND 10,10,0,Andrew Luck pass incomplete short left intended for Coby Fleener (defended by Jacquian Williams),-1.070,-2.490
2,10:56,4,7,IND 10,10,0,"Pat McAfee punts 52 yards, returned by Odell Beckham for -3 yards (tackle by Dewey McDonald)",-2.490,-1.270
2,10:45,1,10,NYG 35,10,0,Eli Manning pass complete short left to Rueben Randle for 12 yards (tackle by Vontae Davis),1.270,2.060
2,10:13,1,10,NYG 47,10,0,Eli Manning pass complete short right to Larry Donnell for no gain,2.060,1.520
2,9:40,2,10,NYG 47,10,0,Eli Manning pass incomplete short middle intended for Preston Parker (defended by Darius Butler),1.520,0.830
2,9:33,3,10,NYG 47,10,0,Eli Manning pass complete deep middle to Odell Beckham for 19 yards (tackle by Greg Toler),0.830,3.310
2,9:05,1,10,IND 34,10,0,Andre Williams right end for 9 yards (tackle by Greg Toler),3.310,3.990
2,8:33,2,1,IND 25,10,0,Eli Manning pass incomplete short left intended for Preston Parker,3.990,3.270
2,8:28,3,1,IND 25,10,0,Henry Hynoski up the middle for 2 yards (tackle by D'Qwell Jackson and Jonathan Newsome),3.270,4.040
2,7:55,1,10,IND 23,10,0,Andre Williams up the middle for 3 yards (tackle by Mike Adams and Andy Studebaker),4.040,3.900
2,7:24,2,7,IND 20,10,0,Eli Manning pass incomplete short middle intended for Preston Parker,3.900,3.200
2,7:17,3,7,IND 20,10,0,Eli Manning pass incomplete short left intended for Rueben Randle,3.200,2.120
2,7:12,4,7,IND 20,10,3,Josh Brown 38 yard field goal good,2.120,3.000
2,7:12,,,NYG 35,10,3,"Josh Brown kicks off 69 yards, returned by Griff Whalen for 30 yards (tackle by Josh Brown)",0.000,-0.670
2,7:00,1,10,IND 26,10,3,Andrew Luck pass complete short middle to Reggie Wayne for 12 yards (tackle by Jayron Hosley),0.670,1.470
2,6:20,1,10,IND 38,10,3,Andrew Luck pass incomplete deep right intended for Coby Fleener,1.470,0.920
2,6:10,2,10,IND 38,10,3,Andrew Luck pass complete short middle to T.Y. Hilton for 27 yards (tackle by Jayron Hosley),0.920,3.250
2,5:33,1,10,NYG 35,10,3,Andrew Luck pass complete short middle to Ahmad Bradshaw for 7 yards (tackle by Devon Kennard),3.250,3.650
2,4:56,2,3,NYG 28,10,3,Andrew Luck pass complete short middle to Coby Fleener for 13 yards (tackle by Jacquian Williams),3.650,4.580
2,4:28,1,10,NYG 15,10,3,Ahmad Bradshaw up the middle for 2 yards (tackle by Johnathan Hankins and Jacquian Williams),4.580,4.280
2,3:53,2,8,NYG 13,10,3,Andrew Luck pass incomplete short right intended for Coby Fleener (defended by Quintin Demps),4.280,3.400
2,3:41,3,8,NYG 13,10,3,Andrew Luck pass incomplete short left intended for Reggie Wayne,3.400,2.570
2,3:37,4,8,NYG 13,13,3,Adam Vinatieri 31 yard field goal good,2.570,3.000
2,3:37,,,IND 35,13,3,"Pat McAfee kicks off 71 yards, returned by Michael Cox for 25 yards (tackle by Victor Butler)",0.000,-0.150
2,3:26,1,10,NYG 19,13,3,"Penalty on Eli Manning: Delay of Game, 5 yards (no play)",0.150,-0.390
2,3:26,1,15,NYG 14,13,3,"Eli Manning pass incomplete short left intended for Odell Beckham. Penalty on Cory Redding: Illegal Use of Hands (Offsetting), Penalty on Justin Pugh: Illegal Use of Hands (Offsetting) (no play)",-0.390,-0.390
2,3:22,1,15,NYG 14,13,3,Eli Manning pass complete short left to Rueben Randle for 4 yards (tackle by Vontae Davis),-0.390,-0.560
2,2:55,2,11,NYG 18,13,3,Andre Williams up the middle for 2 yards (tackle by Jonathan Newsome and Ricky Jean-Francois),-0.560,-0.940
2,2:18,3,9,NYG 20,13,3,Eli Manning pass incomplete deep left intended for Rueben Randle,-0.940,-2.030
2,2:12,4,9,NYG 20,13,3,"Steve Weatherford punts 48 yards, returned by Griff Whalen for 8 yards (tackle by Damontre Moore)",-2.030,-1.600
2,2:00,1,10,IND 40,13,3,Ahmad Bradshaw up the middle for 8 yards (tackle by Antrel Rolle),1.600,2.130
2,1:39,2,2,IND 48,13,3,Andrew Luck pass complete short middle to Hakeem Nicks for 15 yards (tackle by Jameel McClain),2.130,3.120
2,1:32,1,10,NYG 37,13,3,Andrew Luck pass incomplete deep middle intended for Reggie Wayne,3.120,2.570
2,1:26,2,10,NYG 37,13,3,Andrew Luck pass incomplete short right intended for Coby Fleener (defended by Jayron Hosley),2.570,1.880
2,1:21,3,10,NYG 37,13,3,Andrew Luck pass complete short middle to Hakeem Nicks for 7 yards (tackle by Dominique Rodgers-Cromartie),1.880,1.880
2,1:12,3,10,NYG 37,13,3,Timeout #1 by New York Giants,1.880,1.480
2,1:12,4,3,NYG 30,16,3,Adam Vinatieri 48 yard field goal good,1.480,3.000
2,1:12,,,IND 35,16,3,"Pat McAfee kicks off 68 yards, returned by Michael Cox for 12 yards (tackle by Loucheiz Purifoy)",0.000,0.380
2,1:02,1,10,NYG 9,16,3,Eli Manning pass complete short middle to Peyton Hillis for 6 yards (tackle by Jerrell Freeman),-0.380,-0.380
2,0:55,1,10,NYG 9,16,3,Timeout #2 by New York Giants,-0.380,-0.280
2,0:55,2,4,NYG 15,16,3,Eli Manning sacked by Jonathan Newsome for -8 yards,-0.280,-0.280
2,0:48,2,4,NYG 15,16,3,Timeout #1 by Indianapolis Colts,-0.280,-1.650
2,0:48,3,12,NYG 7,16,3,Michael Cox left guard for 10 yards (tackle by D'Qwell Jackson and Jerrell Freeman),-1.650,-1.650
2,0:42,3,12,NYG 7,16,3,Timeout #2 by Indianapolis Colts,-1.650,-2.320
2,0:42,4,2,NYG 17,16,3,"Steve Weatherford punts 49 yards, returned by Griff Whalen for 5 yards (tackle by Damontre Moore)",-2.320,-1.530
2,0:32,1,10,IND 39,16,3,"Andrew Luck sacked by Robert Ayers for -9 yards. Andrew Luck fumbles (forced by Robert Ayers), recovered by Andrew Luck at IND-30",1.530,-0.230
Quarter,Time,Down,ToGo,Location,IND,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,16,3,"Josh Brown kicks off 55 yards, returned by Griff Whalen for 6 yards (tackle by Mark Herzlich)",0.000,-0.140
3,14:55,1,10,IND 16,16,3,Andrew Luck pass incomplete short left intended for Reggie Wayne,-0.140,-0.660
3,14:50,2,10,IND 16,16,3,Trent Richardson right end for 2 yards (tackle by Antrel Rolle and Jameel McClain),-0.660,-1.070
3,14:14,3,8,IND 18,16,3,Andrew Luck pass complete deep right to Dwayne Allen for 35 yards (tackle by Quintin Demps and Jacquian Williams),-1.070,2.460
3,13:30,1,10,NYG 47,16,3,Andrew Luck pass incomplete short left intended for Reggie Wayne (defended by Johnathan Hankins),2.460,1.910
3,13:22,2,10,NYG 47,16,3,Trent Richardson right guard for 9 yards (tackle by Damontre Moore),1.910,2.410
3,12:38,3,1,NYG 38,16,3,"Andrew Luck for no gain. Andrew Luck fumbles, recovered by Ahmad Bradshaw at NYG-39 and returned for 13 yards",2.410,3.840
3,12:13,1,10,NYG 26,16,3,Andrew Luck pass incomplete short left intended for Coby Fleener,3.840,3.300
3,11:58,2,10,NYG 26,16,3,"Penalty on Anthony Castonzo: False Start, 5 yards (no play)",3.300,2.620
3,11:58,2,15,NYG 31,22,3,"Andrew Luck pass complete deep right to T.Y. Hilton for 31 yards, touchdown",2.620,7.000
3,11:58,,,NYG 2,23,3,Adam Vinatieri kicks extra point good,0.000,0.000
3,11:58,,,IND 35,23,3,"Pat McAfee kicks off 67 yards, returned by Michael Cox for 18 yards (tackle by Andrew Jackson)",0.000,0.140
3,11:44,1,10,NYG 16,23,3,Eli Manning pass complete deep right to Odell Beckham for 59 yards (tackle by Mike Adams),-0.140,3.910
3,11:03,1,10,IND 25,23,3,Andre Williams right end for no gain (tackle by Josh Chapman and Jerrell Freeman),3.910,3.360
3,10:33,2,10,IND 25,23,3,Eli Manning pass incomplete deep left intended for Odell Beckham,3.360,2.680
3,10:23,3,10,IND 25,23,3,Eli Manning pass complete short right to Andre Williams for 24 yards (tackle by Sergio Brown),2.680,6.970
3,9:53,1,1,IND 1,23,9,"Andre Williams up the middle for 1 yard, touchdown",6.970,7.000
3,9:53,,,IND 2,23,10,Josh Brown kicks extra point good,0.000,0.000
3,9:53,,,NYG 35,23,10,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
3,9:48,1,10,IND 20,23,10,Andrew Luck pass incomplete short right intended for Dwayne Allen,0.280,-0.270
3,9:44,2,10,IND 20,23,10,Andrew Luck pass complete short left to Ahmad Bradshaw for 22 yards (tackle by Jacquian Williams),-0.270,1.730
3,9:01,1,10,IND 42,23,10,"Andrew Luck pass complete short right to Dwayne Allen for 15 yards (tackle by Jameel McClain). Penalty on Jack Mewhort: Ineligible Downfield Pass, 5 yards (no play)",1.730,1.400
3,8:29,1,15,IND 37,23,10,Andrew Luck pass complete short middle to Reggie Wayne for 7 yards (tackle by Antrel Rolle),1.400,1.460
3,7:59,2,8,IND 44,23,10,Andrew Luck pass incomplete short left intended for T.Y. Hilton,1.460,0.760
3,7:54,3,8,IND 44,23,10,Andrew Luck pass complete short right to Coby Fleener for 11 yards (tackle by Jacquian Williams),0.760,2.590
3,7:13,1,10,NYG 45,23,10,Andrew Luck pass incomplete,2.590,2.040
3,7:00,2,10,NYG 45,23,10,Ahmad Bradshaw right tackle for 5 yards (tackle by Antrel Rolle),2.040,2.010
3,6:22,3,5,NYG 40,29,10,"Andrew Luck pass complete short left to Reggie Wayne for 40 yards, touchdown",2.010,7.000
3,6:22,,,NYG 2,30,10,Adam Vinatieri kicks extra point good,0.000,0.000
3,6:22,,,IND 35,30,10,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,6:09,1,10,NYG 20,30,10,Eli Manning pass complete short left to Larry Donnell for 6 yards (tackle by Darius Butler and Jerrell Freeman),0.280,0.540
3,5:33,2,4,NYG 26,30,10,Eli Manning pass incomplete short left intended for Larry Donnell,0.540,-0.160
3,5:31,3,4,NYG 26,30,10,"Eli Manning sacked by Jonathan Newsome for -7 yards. Eli Manning fumbles (forced by Jonathan Newsome), recovered by Sergio Brown at NYG-30 and returned for 26 yards (tackle by Andre Williams)",-0.160,-6.280
3,5:20,1,4,NYG 4,30,10,Trent Richardson left end for 2 yards (tackle by Jameel McClain and Mike Patterson),6.280,5.720
3,4:39,2,2,NYG 2,36,10,"Andrew Luck pass complete short left to Dwayne Allen for 2 yards, touchdown",5.720,7.000
3,4:39,,,NYG 2,37,10,Adam Vinatieri kicks extra point good,0.000,0.000
3,4:39,,,IND 35,37,10,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,4:31,1,10,NYG 20,37,10,Andre Williams right end for 2 yards (tackle by Josh Chapman and Jerrell Freeman),0.280,0.000
3,4:05,2,8,NYG 22,37,10,Eli Manning pass incomplete deep left intended for Preston Parker,0.000,-0.690
3,3:50,3,8,NYG 22,37,10,Eli Manning pass complete short middle to Preston Parker for 7 yards (tackle by Bjoern Werner),-0.690,-1.440
3,3:14,4,1,NYG 29,37,10,"Steve Weatherford punts 51 yards, returned by Griff Whalen for 10 yards (tackle by Jacquian Williams)",-1.440,-0.940
3,2:57,1,10,IND 30,37,10,Ahmad Bradshaw up the middle for 10 yards (tackle by Jacquian Williams and Jameel McClain),0.940,1.600
3,2:17,1,10,IND 40,37,10,Ahmad Bradshaw right tackle for 17 yards (tackle by Stevie Brown and Mathias Kiwanuka),1.600,2.720
3,1:33,1,10,NYG 43,37,10,Trent Richardson up the middle for 4 yards (tackle by Stevie Brown and Mathias Kiwanuka),2.720,2.720
3,0:45,2,6,NYG 39,37,10,Trent Richardson left tackle for 6 yards (tackle by Jason Pierre-Paul and Quintin Demps),2.720,3.380
Quarter,Time,Down,ToGo,Location,IND,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 33,37,10,Ahmad Bradshaw up the middle for 3 yards (tackle by Jameel McClain),3.380,3.240
4,14:22,2,7,NYG 30,37,10,Ahmad Bradshaw right tackle for 5 yards (tackle by Zackary Bowman and Jameel McClain),3.240,3.200
4,13:35,3,2,NYG 25,37,10,Andrew Luck pass incomplete short left intended for Ahmad Bradshaw,3.200,1.930
4,13:28,4,2,NYG 25,40,10,Adam Vinatieri 43 yard field goal good,1.930,3.000
4,13:28,,,IND 35,40,10,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
4,13:23,1,10,NYG 20,40,10,Eli Manning pass complete short right to Peyton Hillis for 8 yards (tackle by Greg Toler),0.280,0.810
4,13:07,2,2,NYG 28,40,10,Eli Manning pass complete short left to Odell Beckham for 12 yards (tackle by Andy Studebaker),0.810,1.600
4,12:39,1,10,NYG 40,40,10,Eli Manning pass incomplete,1.600,1.050
4,12:32,2,10,NYG 40,40,10,Eli Manning pass complete short middle to Odell Beckham for 14 yards (tackle by Greg Toler),1.050,2.520
4,12:01,1,10,IND 46,40,10,Peyton Hillis right tackle for -4 yards (tackle by Jonathan Newsome),2.520,1.440
4,11:27,2,14,,40,10,"Eli Manning sacked by Zach Kerr for -5 yards. Eli Manning fumbles (forced by Zach Kerr), recovered by J.D. Walton at NYG-48",1.440,0.500
4,10:41,3,16,NYG 48,40,10,Eli Manning pass complete short right to Odell Beckham for 11 yards (tackle by Greg Toler),0.500,0.530
4,10:04,4,5,IND 41,40,10,Eli Manning for 18 yards (tackle by Mike Adams),0.530,4.040
4,9:35,1,10,IND 23,40,10,Eli Manning pass complete deep middle to Rueben Randle for 18 yards (tackle by Mike Adams),4.040,6.060
4,9:05,1,5,IND 5,40,10,Eli Manning pass incomplete short left intended for Rueben Randle (defended by Vontae Davis),6.060,5.150
4,9:01,2,5,IND 5,40,16,"Eli Manning pass complete short left to Larry Donnell for 5 yards, touchdown",5.150,7.000
4,9:01,,,IND 2,40,17,Josh Brown kicks extra point good,0.000,0.000
4,9:01,,,NYG 35,40,17,"Josh Brown kicks onside 12 yards, recovered by Dan Herron",0.000,-2.460
4,8:53,1,10,NYG 47,40,17,Dan Herron left tackle for 1 yard (tackle by Robert Ayers),2.460,2.050
4,8:13,2,9,NYG 46,40,17,Dan Herron right guard for 5 yards (tackle by Devon Kennard and Mathias Kiwanuka),2.050,2.010
4,7:25,3,4,NYG 41,40,17,Dan Herron left end for 1 yard (tackle by Jameel McClain),2.010,0.590
4,6:40,4,3,NYG 40,40,17,Penalty on Pat McAfee: Delay of Game (Declined),0.590,0.590
4,6:24,4,3,NYG 40,40,17,"Pat McAfee punts 30 yards, fair catch by Rueben Randle",0.590,0.380
4,6:11,1,10,NYG 10,40,17,Eli Manning pass incomplete short right intended for Peyton Hillis,-0.380,-0.780
4,6:07,2,10,NYG 10,40,17,Eli Manning pass complete deep left to Corey Washington for 20 yards (tackle by Josh Gordy and D'Qwell Jackson),-0.780,0.940
4,5:37,1,10,NYG 30,40,17,Eli Manning pass incomplete deep left intended for Corey Washington,0.940,0.390
4,5:29,2,10,NYG 30,40,17,Eli Manning pass incomplete short left intended for Corey Washington (defended by Ricky Jean-Francois),0.390,-0.300
4,5:19,3,10,NYG 30,40,17,Eli Manning pass complete short right to Odell Beckham for 14 yards (tackle by Darius Butler),-0.300,1.860
4,5:06,1,10,NYG 44,40,17,Eli Manning pass complete short middle to Peyton Hillis for 9 yards (tackle by Mike Adams),1.860,2.530
4,4:54,2,1,IND 47,40,17,Eli Manning pass complete deep left to Odell Beckham for 18 yards (tackle by Darius Butler),2.530,3.640
4,4:27,1,10,IND 29,40,17,Eli Manning pass complete short left to Corey Washington for 14 yards (tackle by Josh Gordy and Mike Adams),3.640,4.580
4,4:18,1,10,IND 15,40,17,Eli Manning pass complete short left to Corey Washington for 13 yards (tackle by Josh Gordy and Cory Redding),4.580,6.740
4,4:18,1,2,IND 2,40,17,Peyton Hillis right guard for 1 yard (tackle by Jonathan Newsome),6.740,5.910
4,4:18,2,1,IND 1,40,23,"Eli Manning pass complete short left to Corey Washington for 1 yard, touchdown",5.910,7.000
4,4:18,,,IND 2,40,24,Josh Brown kicks extra point good,0.000,0.000
4,4:18,,,NYG 35,40,24,"Josh Brown kicks off 40 yards, returned by T.Y. Hilton for no gain",0.000,-0.610
4,3:19,1,10,IND 25,40,24,Dan Herron up the middle for 3 yards (tackle by Jacquian Williams and Jay Bromley),0.610,0.610
4,3:13,1,10,IND 25,40,24,Timeout #1 by New York Giants,0.610,0.470
4,3:13,2,7,IND 28,40,24,Dan Herron left guard for 2 yards (tackle by Robert Ayers),0.470,0.470
4,3:07,2,7,IND 28,40,24,Timeout #2 by New York Giants,0.470,0.040
4,3:07,3,5,IND 30,40,24,Andrew Luck pass complete short right to Dan Herron for 4 yards (tackle by Jacquian Williams and Damontre Moore),0.040,0.040
4,3:00,3,5,IND 30,40,24,Timeout #3 by New York Giants,0.040,-1.110
4,3:00,4,1,IND 34,40,24,"Pat McAfee punts 36 yards, out of bounds",-1.110,-0.940
4,2:52,1,10,NYG 30,40,24,Eli Manning pass incomplete deep right intended for Kevin Ogletree (defended by Sergio Brown),0.940,0.390
4,2:46,2,10,NYG 30,40,24,Eli Manning pass incomplete deep left intended for Rueben Randle,0.390,-0.300
4,2:40,3,10,NYG 30,40,24,Eli Manning pass incomplete short right intended for Larry Donnell (defended by Sergio Brown),-0.300,-1.370
4,2:35,4,10,NYG 30,40,24,Eli Manning pass complete short left to Odell Beckham for 9 yards (tackle by Vontae Davis and Jonathan Newsome),-1.370,-2.980
,,,,,,,"IND challenged the first down ruling, and the original play was overturned.",,
4,2:29,1,10,NYG 39,40,24,Dan Herron up the middle for no gain (tackle by Damontre Moore and Jacquian Williams),2.980,2.440
4,2:00,2,10,NYG 39,40,24,"Dan Herron left end for 19 yards (tackle by Antrel Rolle). Penalty on Jonotthan Harrison: Offensive Holding, 10 yards (no play)",2.440,1.090
4,1:47,2,20,NYG 49,40,24,Dan Herron left guard for 1 yard (tackle by Jacquian Williams and Devon Kennard),1.090,0.560
4,1:06,3,19,NYG 48,40,24,Dan Herron right end for -3 yards (tackle by Devon Kennard),0.560,0.560
4,0:16,3,19,NYG 48,40,24,Timeout #1 by Indianapolis Colts,0.560,-0.130
4,0:16,4,22,IND 49,40,24,"Pat McAfee punts 51 yards, touchback",-0.130,-0.280
4,0:07,1,10,NYG 20,40,24,Michael Cox up the middle for 17 yards (tackle by Josh Gordy),0.280,1.400
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
