Quarter,Time,Tm,Detail,NWE,NYJ
1.0,3:00,Patriots,Stephen Gostkowski 21 yard field goal,3,0
2.0,13:16,Patriots,Stephen Gostkowski 37 yard field goal,6,0
,7:28,Jets,Jay Feely 21 yard field goal,6,3
3.0,6:20,Patriots,Sammy Morris 1 yard rush (Stephen Gostkowski kick),13,3
,0:17,Patriots,Stephen Gostkowski 28 yard field goal,16,3
4.0,10:18,Jets,Chansi Stuckey 2 yard pass from Brett Favre (Jay Feely kick),16,10
,5:18,Patriots,Stephen Gostkowski 27 yard field goal,19,10
