#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:28,NYG 20,7,3:20,80,Touchdown
2,1,6:59,NYG 14,3,1:33,-3,Fumble
3,1,5:14,NYG 13,3,1:57,1,Punt
4,1,3:00,NYG 18,6,3:52,31,Punt
5,2,8:14,NYG 3,4,2:27,0,Punt
6,2,3:42,NYG 28,1,0:10,0,Interception
7,2,2:16,NYG 20,3,0:27,-3,Punt
8,2,0:51,NYG 41,4,0:40,59,Touchdown
9,3,15:00,NYG 20,3,2:11,-1,Punt
10,3,11:07,NYG 30,3,1:45,7,Punt
11,3,7:07,NYG 5,1,0:05,-5,Safety
12,3,4:35,NYG 5,5,2:22,25,Punt
13,4,14:28,NYG 35,3,1:51,65,Touchdown
14,4,11:25,NYG 17,3,0:46,8,Fumble
15,4,10:15,NYG 20,10,5:26,72,Field Goal
16,4,2:37,NYG 20,5,1:29,70,Interception
17,4,1:08,NYG 14,4,0:53,30,Interception
