Quarter,Time,Tm,Detail,JAX,HOU
1.0,3:20,Texans,Corey Bradford 15 yard pass from David Carr (Kris Brown kick),0,7
2.0,6:33,Jaguars,Josh Scobee 44 yard field goal,3,7
,0:00,Texans,Kris Brown 38 yard field goal,3,10
4.0,6:45,Texans,Kris Brown 21 yard field goal,3,13
,3:52,Jaguars,Josh Scobee 36 yard field goal,6,13
,0:42,Texans,Demarcus Faggins 43 yard interception return (Kris Brown kick),6,20
