Quarter,Time,Down,ToGo,Location,CHI,NYJ,Detail,EPB,EPA
1,2:25,3,1,NYJ 42,3,7,Trevor Siemian up the middle for 3 yards (tackle by Solomon Thomas),2.150,2.980
1,1:49,1,10,NYJ 39,3,7,Velus Jones for -1 yards (tackle by Quincy Williams),2.980,2.300
1,1:03,,,,,,Timeout #1 by Chicago Bears,,
1,1:03,2,11,NYJ 40,3,7,"Trevor Siemian pass complete deep right to Chase Claypool for 31 yards (tackle by Sauce Gardner). Penalty on Sauce Gardner: Defensive Pass Interference, 15 yards (declined)",2.300,5.140
1,0:43,1,9,NYJ 9,3,7,David Montgomery up the middle for 3 yards (tackle by Nathan Shepherd),5.140,4.950
Quarter,Time,Down,ToGo,Location,CHI,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,NYJ 6,3,7,David Montgomery left guard for 2 yards (tackle by Lamarcus Joyner and Carl Lawson),4.950,4.490
2,14:24,3,4,NYJ 4,9,7,"Trevor Siemian pass complete short middle to Byron Pringle for 4 yards, touchdown",4.490,7.000
2,14:20,,,NYJ 15,10,7,Cairo Santos kicks extra point good,0.000,0.000
2,14:20,,,CHI 35,10,7,"Trenton Gill kicks off 65 yards, touchback.",0.000,0.610
2,14:20,1,10,NYJ 25,10,7,Mike White pass incomplete short right intended for Garrett Wilson (defended by Eddie Jackson),0.610,0.060
2,14:15,2,10,NYJ 25,10,7,Michael Carter left tackle for 4 yards (tackle by Jack Sanborn),0.060,-0.100
2,13:37,3,6,NYJ 29,10,7,Mike White pass complete short right to C.J. Uzomah for 7 yards (tackle by Jack Sanborn and Kindle Vildor),-0.100,1.330
2,12:57,1,10,NYJ 36,10,7,Braxton Berrios right end for -1 yards (tackle by Kindle Vildor),1.330,0.660
2,12:18,2,11,NYJ 35,10,7,Zonovan Knight right tackle for 2 yards (tackle by Mike Pennel),0.660,0.230
2,11:37,3,9,NYJ 37,10,7,Mike White pass complete deep middle to Elijah Moore for 42 yards (tackle by Eddie Jackson),0.230,4.170
2,10:53,1,10,CHI 21,10,7,Garrett Wilson right end for -1 yards (tackle by Nicholas Morrow),4.170,3.490
2,10:10,2,11,CHI 22,10,7,Mike White pass incomplete short middle intended for Garrett Wilson,3.490,2.810
2,10:07,3,11,CHI 22,10,7,Mike White pass complete short middle to Braxton Berrios for 4 yards (tackle by Justin Jones and Nicholas Morrow),2.810,2.250
2,9:26,4,7,CHI 18,10,7,"Braden Mann for no gain. Braden Mann fumbles, recovered by Braden Mann at CHI-18 Braden Mann pass incomplete short right",2.250,-0.040
2,9:22,1,10,CHI 18,10,7,Darrynton Evans right tackle for 4 yards (tackle by C.J. Mosley),0.040,0.140
2,8:42,2,6,CHI 22,10,7,Darrynton Evans right tackle for 5 yards (tackle by Jordan Whitehead),0.140,-0.020
2,8:31,3,1,CHI 27,10,7,Trevor Siemian right tackle for no gain (tackle by Jermaine Johnson and Kwon Alexander),-0.020,-1.570
2,7:19,4,1,CHI 27,10,7,"Trenton Gill punts 51 yards, fair catch by Braxton Berrios at NYJ-22",-1.570,-0.410
2,7:11,1,10,NYJ 22,10,7,Michael Carter left tackle for 4 yards (tackle by Armon Watts and Justin Jones),0.410,0.410
2,6:38,2,6,NYJ 26,10,7,Michael Carter left tackle for 4 yards (tackle by Jack Sanborn and Dominique Robinson),0.410,0.230
2,5:52,3,2,NYJ 30,10,7,Mike White pass complete short left to Ty Johnson for 16 yards (tackle by Eddie Jackson),0.230,1.990
2,5:09,1,10,NYJ 46,10,13,"Mike White pass complete deep right to Garrett Wilson for 54 yards, touchdown",1.990,7.000
2,4:57,,,CHI 15,10,14,Greg Zuerlein kicks extra point good,0.000,0.000
2,4:57,,,NYJ 35,10,14,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,4:57,1,10,CHI 25,10,14,Trevor Siemian pass incomplete short right,0.610,0.060
2,4:51,2,10,CHI 25,10,14,David Montgomery up the middle for 1 yard (tackle by Micheal Clemons),0.060,-0.490
2,3:36,3,9,CHI 26,10,14,"Trevor Siemian pass complete short right to Equanimeous St. Brown for 7 yards (tackle by Jordan Whitehead) Penalty on CHI: Illegal Shift, 5 yards (declined)",-0.490,-1.180
2,3:50,4,2,CHI 33,10,14,"Trenton Gill punts 56 yards, returned by Braxton Berrios for 16 yards (tackle by Velus Jones and Jack Sanborn)",-1.180,-0.740
2,3:39,1,10,NYJ 27,10,14,Zonovan Knight right guard for 6 yards (tackle by Jack Sanborn and Angelo Blackson),0.740,1.010
2,3:07,2,4,NYJ 33,10,14,Zonovan Knight right guard for 7 yards (tackle by Jaylon Jones and Elijah Hicks),1.010,1.600
2,2:28,1,10,NYJ 40,10,14,Elijah Moore left end for -4 yards (tackle by Jack Sanborn and Jaylon Johnson),1.600,0.510
2,2:00,2,14,NYJ 36,10,14,Mike White pass complete short left to C.J. Uzomah for 8 yards (tackle by Jaylon Johnson),0.510,0.890
2,1:53,3,6,NYJ 44,10,14,Mike White pass complete short left to Corey Davis for 9 yards (tackle by Jaylon Johnson),0.890,2.460
2,1:14,1,10,CHI 47,10,14,Mike White pass complete short middle to Michael Carter for 9 yards (tackle by Jack Sanborn),2.460,3.130
2,0:49,2,1,CHI 38,10,14,"Michael Carter left tackle for no gain (tackle by Jack Sanborn). Penalty on Garrett Wilson: Illegal Shift, 5 yards (accepted) (no play)",3.130,2.450
2,0:47,2,6,CHI 43,10,14,Mike White sacked by Armon Watts for -7 yards,2.450,0.830
2,0:23,,,,,,Timeout #1 by New York Jets,,
2,0:23,3,13,CHI 50,10,14,Mike White pass complete short right to Denzel Mims for 11 yards (tackle by Nicholas Morrow),0.830,0.660
2,0:17,,,,,,Timeout #2 by New York Jets,,
2,0:17,,,,,,Timeout #3 by New York Jets,,
2,0:17,4,2,CHI 39,10,17,Greg Zuerlein 57 yard field goal good,0.660,3.000
2,0:12,,,NYJ 35,10,17,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,0:12,1,10,CHI 25,10,17,Trevor Siemian kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,CHI,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,10,17,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CHI 25,10,17,Trevor Siemian sacked by and Nathan Shepherd for -7 yards and John Franklin-Myers for -7 yards,0.610,-0.980
3,14:19,2,17,CHI 18,10,17,David Montgomery left guard for 4 yards (tackle by Quinnen Williams and Carl Lawson),-0.980,-1.020
3,13:33,3,13,CHI 22,10,17,Trevor Siemian pass incomplete short middle intended for David Montgomery,-1.020,-1.900
3,13:28,4,13,CHI 22,10,17,"Trenton Gill punts 41 yards, fair catch by Braxton Berrios at NYJ-37",-1.900,-1.400
3,13:21,1,10,NYJ 37,10,17,Mike White pass complete short right to C.J. Uzomah for 2 yards (tackle by DeAndre Houston-Carson),1.400,1.130
3,12:42,2,8,NYJ 39,10,17,Michael Carter right guard for 4 yards (tackle by Dominique Robinson and Justin Jones),1.130,0.960
3,12:04,3,4,NYJ 43,10,17,Mike White pass incomplete short right intended for Corey Davis (defended by Kindle Vildor),0.960,-0.520
3,11:59,4,4,NYJ 43,10,17,Braden Mann punts 56 yards downed by Justin Hardee,-0.520,0.380
3,11:48,1,10,CHI 1,10,17,David Montgomery up the middle for 13 yards (tackle by Lamarcus Joyner),-0.380,-0.280
3,11:21,1,10,CHI 14,10,17,Velus Jones left end for 7 yards (tackle by C.J. Mosley),-0.280,0.280
3,10:43,2,3,CHI 21,10,17,Trevor Siemian pass incomplete deep left intended for Cole Kmet,0.280,-0.560
3,10:36,,,,,,Timeout #1 by Chicago Bears,,
3,10:36,3,3,CHI 21,10,17,Trevor Siemian sacked by Bryce Huff for -7 yards,-0.560,-2.470
3,10:07,4,10,CHI 14,10,17,"Trenton Gill punts 61 yards, returned by Braxton Berrios for 22 yards (tackle by Matthew Adams)",-2.470,-2.060
3,9:59,1,10,NYJ 47,10,17,Zonovan Knight left end for 8 yards (tackle by Matthew Adams),2.060,2.600
3,9:22,2,2,CHI 45,10,17,Zonovan Knight left end for 7 yards (tackle by Jack Sanborn and DeAndre Houston-Carson),2.600,3.050
3,8:39,1,10,CHI 38,10,17,Braxton Berrios right end for 10 yards (tackle by Jaylon Johnson),3.050,3.710
3,8:00,1,10,CHI 28,10,17,Zonovan Knight right guard for 3 yards (tackle by DeAndre Houston-Carson and Nicholas Morrow),3.710,3.570
3,7:20,2,7,CHI 25,10,17,Ty Johnson right guard for 3 yards (tackle by Mike Pennel and DeAndre Houston-Carson),3.570,3.270
3,6:41,3,4,CHI 22,10,23,"Mike White pass complete deep left to Elijah Moore for 22 yards, touchdown",3.270,7.000
3,6:35,,,CHI 15,10,24,Greg Zuerlein kicks extra point good,0.000,0.000
3,6:35,,,NYJ 35,10,24,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,6:35,1,10,CHI 25,10,24,Trevor Siemian pass complete short right to Cole Kmet for 14 yards (tackle by Jordan Whitehead),0.610,1.530
3,5:55,1,10,CHI 39,10,24,Darrynton Evans up the middle for 2 yards (tackle by D.J. Reed),1.530,1.260
3,5:16,2,8,CHI 41,10,24,Darrynton Evans right tackle for 3 yards (tackle by Sauce Gardner and John Franklin-Myers),1.260,0.960
3,4:32,3,5,CHI 44,10,24,Trevor Siemian pass incomplete deep left intended for Equanimeous St. Brown,0.960,-0.460
3,4:27,4,5,CHI 44,10,24,Trenton Gill punts 35 yards downed by Joe Thomas,-0.460,-0.340
3,4:19,1,10,NYJ 21,10,24,Zonovan Knight left guard for 4 yards (tackle by Armon Watts),0.340,0.340
3,3:54,2,6,NYJ 25,10,24,Mike White pass complete deep right to Tyler Conklin for 29 yards (tackle by Elijah Hicks),0.340,2.460
3,3:16,1,10,CHI 47,10,24,Mike White pass complete short left to Zonovan Knight for 14 yards. Zonovan Knight fumbles. Zonovan Knight fumbles out of bounds,2.460,3.450
3,2:36,1,10,CHI 32,10,30,"Ty Johnson left tackle for 32 yards, touchdown",3.450,7.000
3,2:28,,,CHI 15,10,31,Greg Zuerlein kicks extra point good,0.000,0.000
3,2:28,,,NYJ 35,10,31,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,2:28,1,10,CHI 25,10,31,"David Montgomery for no gain. Penalty on Braxton Jones: Offensive Holding, 10 yards (accepted) (no play)",0.610,-0.410
3,2:07,1,20,CHI 15,10,31,David Montgomery right guard for 14 yards (tackle by Jordan Whitehead and Sauce Gardner),-0.410,0.600
3,1:29,2,6,CHI 29,10,31,David Montgomery left tackle for -1 yards (tackle by Solomon Thomas),0.600,-0.230
3,0:55,3,7,CHI 28,10,31,Trevor Siemian scrambles left end for 6 yards (tackle by D.J. Reed),-0.230,-1.110
3,0:11,,,,,,Timeout #2 by Chicago Bears,,
3,0:11,4,1,CHI 34,10,31,David Montgomery for 7 yards (tackle by Nathan Shepherd and Lamarcus Joyner),-1.110,1.660
Quarter,Time,Down,ToGo,Location,CHI,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 41,10,31,Trevor Siemian pass incomplete short right intended for Khari Blasingame,1.660,1.120
4,14:52,2,10,CHI 41,10,31,David Montgomery left guard for 11 yards (tackle by Tanzel Smart),1.120,2.390
4,14:17,1,10,NYJ 48,10,31,Darrynton Evans left guard for 1 yard (tackle by C.J. Mosley and Tanzel Smart),2.390,1.980
4,13:36,2,9,NYJ 47,10,31,"Trevor Siemian pass complete short left to Cole Kmet for 7 yards. Cole Kmet fumbles (forced by Kwon Alexander), recovered by Cole Kmet at NYJ-40",1.980,2.210
4,12:47,3,2,NYJ 40,10,31,Darrynton Evans left end for 8 yards (tackle by Kwon Alexander),2.210,3.450
4,12:38,1,10,NYJ 32,10,31,Trevor Siemian pass complete short left to David Montgomery for 5 yards (tackle by Solomon Thomas and C.J. Mosley),3.450,3.580
4,11:57,2,5,NYJ 27,10,31,David Montgomery right tackle for no gain (tackle by Michael Carter and Micheal Clemons),3.580,2.870
4,11:15,3,5,NYJ 27,10,31,Trevor Siemian pass incomplete short left intended for Dante Pettis,2.870,1.720
4,11:08,4,5,NYJ 27,10,31,Trevor Siemian pass incomplete deep right intended for Chase Claypool (defended by Lamarcus Joyner),1.720,-0.740
4,11:03,1,10,NYJ 27,10,31,Zonovan Knight left guard for 4 yards (tackle by DeAndre Houston-Carson and Justin Jones),0.740,0.740
4,10:30,2,6,NYJ 31,10,31,Mike White pass complete short right to Garrett Wilson for 9 yards (tackle by Jaylon Johnson),0.740,1.600
4,9:54,1,10,NYJ 40,10,31,Zonovan Knight right end for 19 yards (tackle by Elijah Hicks),1.600,2.850
4,9:09,1,10,CHI 41,10,31,Mike White pass complete short middle to Zonovan Knight for 4 yards (tackle by Jack Sanborn),2.850,2.850
4,8:31,2,6,CHI 37,10,31,Ty Johnson left tackle for 2 yards (tackle by Justin Jones and Nicholas Morrow),2.850,2.410
4,8:12,3,4,CHI 35,10,31,Mike White pass incomplete short right intended for Ty Johnson,2.410,0.980
4,8:09,4,4,CHI 35,10,31,Greg Zuerlein 53 yard field goal no good,0.980,-1.800
4,8:05,1,10,CHI 43,10,31,Trevor Siemian pass incomplete short right intended for Chase Claypool,1.800,1.250
4,7:59,2,10,CHI 43,10,31,Darrynton Evans up the middle for 2 yards (tackle by Jermaine Johnson),1.250,0.830
4,7:08,3,8,CHI 45,10,31,Trevor Siemian pass complete short left to Cole Kmet for 6 yards (tackle by Michael Carter and C.J. Mosley),0.830,0.000
4,6:41,4,2,NYJ 49,10,31,Darrynton Evans left tackle for 6 yards (tackle by Quincy Williams),0.000,2.720
4,6:14,1,10,NYJ 43,10,31,Trevor Siemian pass complete short right to Dante Pettis for 12 yards (tackle by Quincy Williams),2.720,3.510
4,5:51,1,10,NYJ 31,10,31,Trevor Siemian pass complete short right to Byron Pringle for 8 yards (tackle by C.J. Mosley and D.J. Reed),3.510,4.050
4,5:27,2,2,NYJ 23,10,31,David Montgomery right tackle for 13 yards (tackle by Jordan Whitehead and Quincy Williams),4.050,5.140
4,5:09,1,9,NYJ 9,10,31,Trevor Siemian pass short middle intended for Cole Kmet is intercepted by C.J. Mosley at NYJ-3 and returned for no gain (tackle by Byron Pringle),5.140,0.380
4,5:04,1,10,NYJ 3,10,31,Zonovan Knight left tackle for 5 yards (tackle by Nicholas Morrow and Mike Pennel),-0.380,-0.420
4,4:23,2,5,NYJ 8,10,31,Zonovan Knight right end for 7 yards (tackle by Jack Sanborn and Elijah Hicks),-0.420,-0.220
4,3:37,1,10,NYJ 15,10,31,Zonovan Knight left end for no gain (tackle by Mike Pennel and Trevis Gipson),-0.220,-0.710
4,2:55,2,10,NYJ 15,10,31,Zonovan Knight left end for -3 yards (tackle by DeAndre Houston-Carson),-0.710,-1.770
4,2:52,,,,,,Timeout #3 by Chicago Bears,,
4,2:52,3,13,NYJ 12,10,31,Ty Johnson right guard for 16 yards (tackle by Elijah Hicks),-1.770,0.810
4,2:13,1,10,NYJ 28,10,31,Ty Johnson left tackle for 9 yards (tackle by Elijah Hicks and Jack Sanborn),0.810,1.480
4,2:00,2,1,NYJ 37,10,31,Mike White up the middle for 3 yards (tackle by DeAndre Houston-Carson),1.480,1.600
4,1:21,1,10,NYJ 40,10,31,Mike White kneels for no gain,1.600,1.050
4,0:38,2,10,NYJ 40,10,31,Mike White kneels for -1 yards,1.050,0.230
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
