Quarter,Time,Down,ToGo,Location,NOR,DET,Detail,EPB,EPA
1,9:52,3,10,NOR 43,7,0,"Dan Orlovsky pass complete deep left to Calvin Johnson for 43 yards. Penalty on Gosder Cherilus: Illegal Formation, 5 yards (no play)",1.490,0.830
1,9:45,3,15,NOR 48,7,0,Dan Orlovsky pass incomplete deep left intended for John Standeford is intercepted by Jason David at NOR-3,0.830,0.380
1,9:30,1,10,NOR 3,7,0,Deuce McAllister left tackle for 18 yards (tackle by Kalvin Pearson),-0.380,0.340
1,8:55,1,10,NOR 21,7,0,Drew Brees pass complete short middle to Deuce McAllister for 6 yards (tackle by Ernie Sims),0.340,0.610
1,8:13,2,4,NOR 27,7,0,Drew Brees pass complete short left to Marques Colston for 6 yards,0.610,1.140
1,7:41,1,10,NOR 33,7,0,Drew Brees pass incomplete deep right intended for Robert Meachem (defended by Leigh Bodden),1.140,0.590
1,7:31,2,10,NOR 33,7,0,Deuce McAllister up the middle for 4 yards (tackle by Landon Cohen and Ryan Nece),0.590,0.430
1,6:49,3,6,NOR 37,7,0,Drew Brees pass complete short left to Billy Miller for 9 yards (tackle by Ernie Sims),0.430,1.990
1,6:02,1,10,NOR 46,7,0,Drew Brees pass complete short right to Marques Colston for 11 yards (tackle by Leigh Bodden),1.990,2.720
1,5:24,1,10,DET 43,7,0,"Penalty on Chartric Darby: Encroachment, 5 yards (no play)",2.720,3.450
1,5:11,1,5,DET 38,7,0,Drew Brees pass incomplete deep left intended for Marques Colston (defended by Kalvin Pearson),3.450,2.850
1,5:03,2,5,DET 38,7,0,Pierre Thomas up the middle for 9 yards (tackle by Daniel Bullocks),2.850,3.640
1,4:21,1,10,DET 29,7,0,Drew Brees pass incomplete short middle intended for Pierre Thomas,3.640,3.100
1,4:16,2,10,DET 29,7,0,Drew Brees pass complete short left to Lance Moore for 9 yards (tackle by Kalvin Pearson),3.100,3.600
1,3:48,3,1,DET 20,7,0,Pierre Thomas left tackle for 2 yards (tackle by Ernie Sims),3.600,4.370
1,3:14,1,10,DET 18,7,0,Pierre Thomas left end for 2 yards (tackle by Paris Lenon),4.370,4.090
1,2:33,2,8,DET 16,7,0,Drew Brees pass complete short left to Marques Colston for 11 yards (tackle by Ernie Sims),4.090,6.060
1,1:57,1,5,DET 5,7,0,Deuce McAllister up the middle for 3 yards (tackle by Kalvin Pearson),6.060,5.720
1,1:17,2,2,DET 2,7,0,Drew Brees pass incomplete short left intended for Marques Colston (defended by Travis Fisher),5.720,4.950
1,1:13,3,2,DET 2,13,0,"Deuce McAllister left tackle for 2 yards, touchdown",4.950,7.000
1,,,,DET 2,14,0,Garrett Hartley kicks extra point good,0.000,0.000
1,,,,NOR 30,14,0,"Garrett Hartley kicks off 72 yards, returned by Aveion Cason for 17 yards (tackle by Leigh Torrence)",0.000,-0.220
1,1:02,1,10,DET 15,14,0,Kevin Smith left end for 5 yards (tackle by Sedrick Ellis),-0.220,0.080
1,0:25,2,5,DET 20,14,0,Dan Orlovsky pass complete short right to Calvin Johnson for 10 yards (tackle by Scott Fujita),0.080,0.940
Quarter,Time,Down,ToGo,Location,NOR,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 30,14,0,Dan Orlovsky pass complete short right to Calvin Johnson for 16 yards (tackle by Roman Harper),0.940,1.990
2,14:21,1,10,DET 46,14,0,Kevin Smith right tackle for 7 yards (tackle by Josh Bullocks),1.990,2.400
2,13:42,2,3,NOR 47,14,0,Kevin Smith right tackle for 2 yards (tackle by Hollis Thomas),2.400,1.950
2,13:02,,,,14,0,Timeout #1 by Detroit Lions,0.000,1.950
2,13:02,3,1,NOR 45,14,0,"Kevin Smith right tackle for 10 yards (tackle by Roman Harper). Kevin Smith fumbles (forced by Roman Harper), ball out of bounds at NOR-35",1.950,3.250
2,12:37,1,10,NOR 35,14,0,Kevin Smith left end for 2 yards (tackle by Will Smith),3.250,2.970
2,11:58,2,8,NOR 33,14,0,Dan Orlovsky pass complete short left to Calvin Johnson for 28 yards (tackle by Josh Bullocks),2.970,6.060
2,11:26,1,5,NOR 5,14,0,Kevin Smith left tackle for 4 yards (tackle by Josh Bullocks),6.060,5.910
2,10:44,2,1,NOR 1,14,0,Kevin Smith right tackle for -2 yards (tackle by Antwan Lake),5.910,4.720
2,10:01,3,3,NOR 3,14,0,Dan Orlovsky pass incomplete short middle intended for Calvin Johnson,4.720,3.040
2,9:54,4,3,NOR 3,14,0,"Dan Orlovsky pass incomplete short left intended for Michael Gaines (defended by Roman Harper). Penalty on Roman Harper: Defensive Pass Interference, 2 yards (no play)",3.040,6.970
2,9:49,1,1,NOR 1,14,6,"Kevin Smith up the middle for 1 yard, touchdown",6.970,7.000
2,,,,NOR 2,14,7,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,14,7,"Jason Hanson kicks off 73 yards, touchback",0.000,0.280
2,9:45,1,10,NOR 20,14,7,Drew Brees pass incomplete deep right intended for Jeremy Shockey,0.280,-0.270
2,9:38,2,10,NOR 20,14,7,Pierre Thomas up the middle for 7 yards (tackle by Paris Lenon),-0.270,-0.030
2,8:59,3,3,NOR 27,14,7,Drew Brees pass complete short middle to Jeremy Shockey for 10 yards (tackle by Jordon Dizon),-0.030,1.400
2,8:17,1,10,NOR 37,14,7,Pierre Thomas left tackle for -1 yards (tackle by Paris Lenon),1.400,0.720
2,7:43,2,11,NOR 36,14,7,Drew Brees pass complete short right to Marques Colston for 9 yards (tackle by Kalvin Pearson),0.720,1.220
2,7:01,3,2,NOR 45,14,7,Pierre Thomas right tackle for 29 yards (tackle by Daniel Bullocks),1.220,3.840
2,6:31,1,10,DET 26,14,7,Mike Bell right end for 5 yards (tackle by Jordon Dizon),3.840,3.970
2,5:57,2,5,DET 21,14,7,Drew Brees pass complete short left to Jeremy Shockey for 6 yards (tackle by Travis Fisher),3.970,4.580
2,5:16,1,10,DET 15,14,7,Drew Brees pass complete short right to Mike Bell for 14 yards (tackle by Ryan Nece),4.580,6.970
,,,,,,,"NOR challenged the fumble ruling, and the original play was overturned.",,
2,4:50,1,1,DET 1,14,7,Drew Brees pass incomplete short left intended for Jeremy Shockey,6.970,5.910
2,4:44,2,1,DET 1,20,7,"Mike Bell up the middle for 1 yard, touchdown",5.910,7.000
2,,,,DET 2,21,7,Garrett Hartley kicks extra point good,0.000,0.000
2,,,,NOR 30,21,7,"Garrett Hartley kicks off 72 yards, touchback",0.000,0.280
2,4:40,1,10,DET 20,21,7,Kevin Smith right tackle for 4 yards (tackle by Scott Fujita),0.280,0.270
2,4:06,2,6,DET 24,21,7,Dan Orlovsky pass incomplete short left intended for Calvin Johnson,0.270,-0.430
2,4:01,3,6,DET 24,21,7,Dan Orlovsky sacked by Jeff Charleston for -9 yards,-0.430,-2.440
2,3:37,4,15,DET 15,21,7,"Nick Harris punts 46 yards, returned by Lance Moore for 6 yards (tackle by Ryan Nece)",-2.440,-1.930
2,3:24,1,10,NOR 45,21,7,Drew Brees pass complete short right to Jeremy Shockey for 7 yards (tackle by Paris Lenon),1.930,2.330
2,2:48,2,3,DET 48,21,7,Pierre Thomas right tackle for 4 yards (tackle by Daniel Bullocks),2.330,2.650
2,2:08,1,10,DET 44,21,7,Drew Brees pass complete short right to Jeremy Shockey for 4 yards (tackle by Ernie Sims),2.650,2.650
2,1:59,2,6,DET 40,21,7,Drew Brees pass incomplete short right intended for Marques Colston,2.650,1.950
2,1:54,,,,21,7,Timeout #2 by New Orleans Saints,0.000,1.950
2,1:54,3,6,DET 40,21,7,Drew Brees pass complete deep left to Devery Henderson for 32 yards (tackle by Travis Fisher),1.950,5.370
2,1:16,1,8,DET 8,21,7,Drew Brees pass complete short middle to Pierre Thomas for 6 yards (tackle by Chartric Darby),5.370,5.720
2,0:50,2,2,DET 2,27,7,"Pierre Thomas left tackle for 2 yards, touchdown",5.720,7.000
2,,,,DET 2,28,7,Garrett Hartley kicks extra point good,0.000,0.000
2,,,,NOR 30,28,7,"Garrett Hartley kicks off 74 yards, touchback",0.000,0.280
2,0:47,1,10,DET 20,28,7,Kevin Smith up the middle for 8 yards (tackle by Jonathan Vilma and Randall Gay),0.280,0.810
2,0:24,2,2,DET 28,28,7,Dan Orlovsky pass complete short right to Jerome Felton for 5 yards (tackle by Usama Young),0.810,1.140
2,0:17,1,10,DET 33,28,7,Dan Orlovsky pass incomplete deep left intended for John Standeford (defended by Roman Harper),1.140,0.590
2,0:06,2,10,DET 33,28,7,Dan Orlovsky pass incomplete deep right intended for Calvin Johnson is intercepted by Usama Young at NOR-19,0.590,0.000
Quarter,Time,Down,ToGo,Location,NOR,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,28,7,"Garrett Hartley kicks off 72 yards, returned by Aveion Cason for 29 yards (tackle by Marvin Mitchell)",0.000,0.740
3,14:54,1,10,DET 27,28,7,"Penalty on DET: Illegal Substitution, 5 yards (no play)",0.740,0.410
3,14:54,1,15,DET 22,28,7,Kevin Smith left end for 1 yard (tackle by Jonathan Vilma),0.410,-0.340
3,14:19,2,14,DET 23,28,7,Kevin Smith left tackle for 19 yards (tackle by Jonathan Vilma),-0.340,1.730
3,13:38,1,10,DET 42,28,7,Dan Orlovsky pass incomplete deep left intended for Michael Gaines (defended by Sedrick Ellis),1.730,1.190
3,13:32,2,10,DET 42,28,7,"Dan Orlovsky pass complete short left to Kevin Smith for 10 yards (tackle by Jonathan Vilma). Penalty on Damion Cook: Offensive Holding, 10 yards (no play)",1.190,-0.160
3,13:06,2,20,DET 32,28,7,Aveion Cason up the middle for 2 yards (tackle by Jonathan Vilma),-0.160,-0.560
3,12:20,3,18,DET 34,28,7,Dan Orlovsky pass complete short middle to John Standeford for 7 yards (tackle by Usama Young),-0.560,-0.650
3,11:36,4,11,DET 41,28,7,"Nick Harris punts 35 yards, fair catch by Lance Moore",-0.650,-0.540
3,11:28,1,10,NOR 24,28,7,Drew Brees pass complete short left to Pierre Thomas for 11 yards (tackle by Ernie Sims),0.540,1.270
3,10:45,1,10,NOR 35,28,7,"Penalty on Drew Brees: Delay of Game, 5 yards (no play)",1.270,0.940
3,10:32,1,15,NOR 30,28,7,Drew Brees pass complete deep right to Devery Henderson for 64 yards (tackle by Travis Fisher),0.940,5.830
3,9:37,1,6,DET 6,34,7,"Drew Brees pass complete short left to Marques Colston for 6 yards, touchdown",5.830,7.000
3,,,,DET 2,35,7,"Garrett Hartley kicks extra point good. Penalty on Landon Cohen: Defensive Offside, 5 yards",0.000,0.000
3,,,,NOR 35,35,7,"Garrett Hartley kicks off 69 yards, touchback",0.000,0.280
3,9:33,1,10,DET 20,35,7,Dan Orlovsky pass complete short middle to John Owens for 7 yards (tackle by Jonathan Vilma),0.280,0.680
3,8:59,2,3,DET 27,35,7,Dan Orlovsky pass complete short right to Calvin Johnson for 10 yards (tackle by Scott Fujita),0.680,1.400
3,8:24,1,10,DET 37,35,7,Dan Orlovsky pass complete short right to Moran Norris for 3 yards (tackle by Scott Shanle),1.400,1.260
3,7:55,2,7,DET 40,35,7,Kevin Smith up the middle for 1 yard (tackle by Josh Bullocks and Jonathan Vilma),1.260,0.700
3,7:19,3,6,DET 41,35,7,Dan Orlovsky pass incomplete short left intended for John Standeford,0.700,-0.650
3,7:12,4,6,DET 41,35,7,"Nick Harris punts 35 yards, muffed catch by Lance Moore, recovered by Marvin Mitchell and returned for no gain",-0.650,-0.540
3,7:00,1,10,NOR 24,35,7,Drew Brees pass complete short right to Marques Colston for 17 yards (tackle by Daniel Bullocks),0.540,1.660
3,6:27,1,10,NOR 41,35,7,Drew Brees pass incomplete short left intended for Billy Miller,1.660,1.120
3,6:22,2,10,NOR 41,35,7,Deuce McAllister right end for 2 yards (tackle by Paris Lenon),1.120,0.700
3,5:42,3,8,NOR 43,35,7,Drew Brees pass complete deep left to Marques Colston for 30 yards (tackle by Stuart Schweigert),0.700,3.780
3,5:10,1,10,DET 27,35,7,Drew Brees pass complete deep middle to Billy Miller for 21 yards (tackle by Kalvin Pearson),3.780,5.830
3,4:30,1,6,DET 6,35,7,Drew Brees pass complete short right to Lance Moore for 2 yards (tackle by Leigh Bodden),5.830,5.340
3,3:52,2,4,DET 4,35,7,Deuce McAllister left tackle for 1 yard (tackle by Chartric Darby),5.340,4.720
3,3:09,3,3,DET 3,41,7,"Drew Brees pass complete short left to Marques Colston for 3 yards, touchdown",4.720,7.000
3,,,,DET 2,42,7,Garrett Hartley kicks extra point good,0.000,0.000
3,,,,NOR 30,42,7,"Garrett Hartley kicks off 74 yards, touchback",0.000,0.280
3,3:04,1,10,DET 20,42,7,Dan Orlovsky pass incomplete short right intended for Moran Norris,0.280,-0.270
3,2:59,2,10,DET 20,42,7,Dan Orlovsky pass complete deep left to John Standeford for 20 yards (tackle by Josh Bullocks),-0.270,1.600
3,2:36,1,10,DET 40,42,7,Kevin Smith for 7 yards (tackle by Jonathan Vilma),1.600,2.000
3,2:07,2,3,DET 47,42,7,Dan Orlovsky pass incomplete short right intended for Michael Gaines,2.000,1.290
3,2:01,3,3,DET 47,42,7,Dan Orlovsky pass incomplete deep right intended for Keary Colbert,1.290,-0.260
3,1:56,4,3,DET 47,42,7,"Nick Harris punts 30 yards, fair catch by Skyler Green",-0.260,-0.480
3,1:48,1,10,NOR 23,42,7,"Penalty on Jon Stinchcomb: False Start, 5 yards (no play)",0.480,0.000
3,1:48,1,15,NOR 18,42,7,Mike Bell left tackle for 15 yards (tackle by Leigh Bodden),0.000,1.140
3,1:13,1,10,NOR 33,42,7,Drew Brees pass incomplete short right intended for Billy Miller (defended by Ikaika Alama-Francis),1.140,0.590
3,1:08,2,10,NOR 33,42,7,Drew Brees pass complete short right to Pierre Thomas for 9 yards (tackle by Ikaika Alama-Francis),0.590,1.090
3,0:41,3,1,NOR 42,42,7,Drew Brees pass complete short right to Billy Miller for 3 yards (tackle by Leigh Bodden),1.090,1.930
3,0:05,1,10,NOR 45,42,7,Drew Brees pass incomplete short middle intended for Lance Moore (defended by Ryan Nece),1.930,1.380
Quarter,Time,Down,ToGo,Location,NOR,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,NOR 45,42,7,Pierre Thomas up the middle for 7 yards (tackle by Ernie Sims and Daniel Bullocks),1.380,1.620
4,14:22,3,3,DET 48,42,7,Drew Brees pass complete short left to Billy Miller for 5 yards (tackle by Paris Lenon),1.620,2.720
4,13:46,1,10,DET 43,42,7,Drew Brees pass complete short right to Lance Moore for 8 yards (tackle by Leigh Bodden),2.720,3.260
4,13:22,2,2,DET 35,42,7,"Pierre Thomas right tackle for 11 yards (tackle by Cliff Avril). Pierre Thomas fumbles (forced by Cliff Avril), recovered by Leigh Bodden at DET-21 and returned for 8 yards (tackle by Robert Meachem)",3.260,-0.870
4,13:11,1,10,DET 29,42,7,Kevin Smith left tackle for 5 yards (tackle by Jonathan Vilma and Scott Shanle),0.870,1.000
4,12:35,2,5,DET 34,42,7,Drew Stanton pass incomplete short right intended for John Standeford (defended by Leigh Torrence),1.000,0.300
4,12:30,3,5,DET 34,42,7,Drew Stanton pass complete short middle to Keary Colbert for 12 yards (tackle by Josh Bullocks),0.300,1.990
4,11:49,1,10,DET 46,42,7,Drew Stanton left end for 1 yard (tackle by Roman Harper),1.990,1.590
4,11:08,2,9,DET 47,42,7,Kevin Smith up the middle for 2 yards (tackle by Scott Fujita),1.590,1.160
4,10:28,3,7,DET 49,42,7,Drew Stanton up the middle for 15 yards (tackle by Josh Bullocks),1.160,3.180
4,9:47,1,10,NOR 36,42,7,Kevin Smith right tackle for 6 yards (tackle by Josh Bullocks),3.180,3.450
4,9:12,2,4,NOR 30,42,7,Kevin Smith left tackle for 3 yards (tackle by Scott Fujita),3.450,3.140
4,8:28,3,1,NOR 27,42,7,Kevin Smith up the middle for 5 yards (tackle by Josh Bullocks),3.140,4.110
4,7:53,1,10,NOR 22,42,7,Kevin Smith right tackle for no gain (tackle by Hollis Thomas),4.110,3.560
4,7:14,2,10,NOR 22,42,7,Kevin Smith right end for 6 yards (tackle by Scott Fujita),3.560,3.740
4,6:32,3,4,NOR 16,42,7,Drew Stanton pass incomplete deep right intended for John Standeford (defended by Leigh Torrence),3.740,2.450
4,6:25,,,,42,7,Timeout #1 by New Orleans Saints,0.000,2.450
4,6:25,4,4,NOR 16,42,7,Drew Stanton sacked by Sedrick Ellis for -2 yards,2.450,-0.040
4,6:19,1,10,NOR 18,42,7,Pierre Thomas up the middle for no gain (tackle by Paris Lenon),0.040,-0.490
4,5:43,2,10,NOR 18,42,7,Drew Brees pass complete short right to Mike Karney for -1 yards (tackle by Jordon Dizon),-0.490,-1.340
4,5:03,3,11,NOR 17,42,7,Drew Brees pass complete short left to Lance Moore for 17 yards (tackle by Ramzee Robinson),-1.340,1.200
4,4:24,1,10,NOR 34,42,7,Deuce McAllister right tackle for 7 yards (tackle by Anthony Cannon and Daniel Bullocks),1.200,1.600
4,3:38,2,3,NOR 41,42,7,Deuce McAllister left tackle for 19 yards (tackle by Ramzee Robinson),1.600,2.920
4,2:52,1,10,DET 40,42,7,Deuce McAllister left tackle for 5 yards (tackle by Anthony Cannon),2.920,3.050
4,2:05,2,5,DET 35,42,7,Mike Bell right end for 5 yards (tackle by Corey Smith and Ramzee Robinson),3.050,3.580
4,2:00,1,10,DET 30,42,7,Drew Brees kneels for -1 yards,3.580,2.900
4,1:20,2,11,DET 31,42,7,Drew Brees kneels for -1 yards,2.900,2.080
4,0:38,3,12,DET 32,42,7,Drew Brees kneels for -1 yards,2.080,1.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
