Quarter,Time,Down,ToGo,Location,NYG,SFO,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Giants won the coin toss and deferred, 49ers to receive the opening kickoff.",,
1,15:00,,,NYG 35,0,0,"Aldrick Rosas kicks off 63 yards, out of bounds",0.000,-1.600
1,15:00,1,10,SFO 40,0,0,"Carlos Hyde left tackle for 28 yards (tackle by Darian Thompson). Penalty on Darian Thompson: Unnecessary Roughness, 15 yards",1.600,4.440
1,14:45,1,10,NYG 17,0,0,"Penalty on Trenton Brown: False Start, 5 yards (no play)",4.440,4.110
1,14:30,1,15,NYG 22,0,0,C.J. Beathard pass complete short left to Carlos Hyde for no gain,4.110,3.220
1,13:57,2,15,NYG 22,0,0,Matt Breida right end for -6 yards (tackle by Darian Thompson),3.220,1.750
1,13:22,3,21,NYG 28,0,0,C.J. Beathard pass complete short right to Matt Breida for 3 yards (tackle by Jonathan Casillas),1.750,1.800
1,12:44,4,18,NYG 25,0,3,Robbie Gould 43 yard field goal good. Penalty on Landon Collins: Defensive Offside (Declined),1.800,3.000
1,12:40,,,SFO 35,0,3,"Bradley Pinion kicks off 65 yards, touchback",0.000,-0.610
1,12:40,1,10,NYG 25,0,3,Orleans Darkwa right guard for 4 yards (tackle by Leger Douzable),0.610,0.600
1,12:05,2,6,NYG 29,0,3,Eli Manning pass complete short left to Sterling Shepard for 7 yards (tackle by K'Waun Williams),0.600,1.330
1,11:28,1,10,NYG 36,0,3,Orleans Darkwa middle for no gain (tackle by Leger Douzable),1.330,0.790
1,10:50,2,10,NYG 36,0,3,Orleans Darkwa right guard for 1 yard (tackle by Leger Douzable),0.790,0.230
1,10:12,3,9,NYG 37,0,3,Eli Manning pass complete short left to Tavarres King for 15 yards (tackle by Leon Hall),0.230,2.390
1,9:33,1,10,SFO 48,0,3,Tavarres King right end for 11 yards (tackle by Adrian Colbert),2.390,3.120
1,8:53,1,10,SFO 37,0,3,Eli Manning pass complete short middle to Evan Engram for 4 yards (tackle by Brock Coyle and Reuben Foster),3.120,3.110
1,8:20,2,6,SFO 33,0,3,Orleans Darkwa middle for 4 yards (tackle by Eli Harold and Reuben Foster),3.110,2.940
1,7:35,3,2,SFO 29,0,3,Eli Manning pass incomplete deep right intended for Evan Engram,2.940,1.600
1,7:28,4,2,SFO 29,3,3,Aldrick Rosas 47 yard field goal good,1.600,3.000
1,7:23,,,NYG 35,3,3,"Aldrick Rosas kicks off 65 yards, touchback",0.000,-0.610
1,7:23,1,10,SFO 25,3,3,Carlos Hyde left tackle for -2 yards (tackle by Jason Pierre-Paul),0.610,-0.210
1,6:43,2,12,SFO 23,3,3,C.J. Beathard pass incomplete deep left intended for Kyle Juszczyk (defended by Andrew Adams),-0.210,-0.890
1,6:36,3,12,SFO 23,3,3,C.J. Beathard pass complete short right to Kendrick Bourne for 14 yards (tackle by Landon Collins),-0.890,1.400
1,5:59,1,10,SFO 37,3,3,Marquise Goodwin right end for 18 yards (tackle by Jonathan Casillas),1.400,2.590
1,5:37,1,10,NYG 45,3,3,C.J. Beathard pass complete short right to Kyle Juszczyk for 8 yards (tackle by Kelvin Sheppard),2.590,3.120
1,5:08,2,2,NYG 37,3,3,Matt Breida middle for no gain (tackle by Damon Harrison),3.120,2.410
1,4:27,3,2,NYG 37,3,3,Matt Breida right end for 1 yard (tackle by Jason Pierre-Paul and Landon Collins),2.410,0.890
1,3:43,4,1,NYG 36,3,3,Kyle Juszczyk right guard for no gain (tackle by Kelvin Sheppard),0.890,-1.330
1,3:34,1,10,NYG 36,3,3,Eli Manning pass complete short right to Sterling Shepard for 15 yards. Penalty on Ahkello Witherspoon: Defensive Holding (Declined),1.330,2.320
1,3:13,1,10,SFO 49,3,3,Orleans Darkwa left tackle for 20 yards (tackle by Adrian Colbert),2.320,3.640
1,2:27,1,10,SFO 29,3,3,Orleans Darkwa left end for 3 yards (tackle by Reuben Foster),3.640,3.510
1,1:56,2,7,SFO 26,3,3,Eli Manning pass incomplete short right intended for Wayne Gallman,3.510,2.810
1,1:51,3,7,SFO 26,3,3,"Penalty on Evan Engram: False Start, 5 yards (no play)",2.810,2.150
1,1:51,3,12,SFO 31,3,3,Eli Manning pass complete short right to Shane Vereen for 7 yards (tackle by Reuben Foster),2.150,1.920
1,1:11,4,5,SFO 24,6,3,Aldrick Rosas 42 yard field goal good,1.920,3.000
1,1:07,,,NYG 35,6,3,"Aldrick Rosas kicks off 65 yards, touchback",0.000,-0.610
1,1:07,1,10,SFO 25,6,3,Carlos Hyde middle for 4 yards (tackle by Avery Moss and Damon Harrison),0.610,0.600
1,0:27,2,6,SFO 29,6,3,C.J. Beathard for 7 yards,0.600,1.330
Quarter,Time,Down,ToGo,Location,NYG,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 36,6,3,Carlos Hyde right end for 5 yards (tackle by Kelvin Sheppard),1.330,1.470
2,14:37,2,5,SFO 41,6,3,C.J. Beathard pass incomplete deep right intended for Garrett Celek,1.470,0.000
2,14:33,,,,,,Timeout #1 by San Francisco 49ers,0.000,-0.760
2,14:33,3,5,SFO 41,6,3,C.J. Beathard pass complete short left to Carlos Hyde for 6 yards (tackle by Kelvin Sheppard),0.760,2.060
2,13:53,1,10,SFO 47,6,3,Matt Breida left end for 7 yards (tackle by Kelvin Sheppard),2.060,2.460
2,13:24,2,3,NYG 46,6,3,C.J. Beathard pass complete short left to Garrett Celek for 4 yards (tackle by Landon Collins),2.460,2.790
2,12:54,1,10,NYG 42,6,3,C.J. Beathard pass complete short middle to Aldrick Robinson for 12 yards (tackle by Janoris Jenkins),2.790,3.580
2,12:12,1,10,NYG 30,6,3,"C.J. Beathard right end for 8 yards (tackle by Eli Apple). Penalty on Kyle Juszczyk: Offensive Holding, 10 yards (no play)",3.580,2.920
2,11:44,1,20,NYG 40,6,3,C.J. Beathard pass complete short left to Kyle Juszczyk for -3 yards (tackle by Andrew Adams). Kyle Juszczyk fumbles (forced by Andrew Adams),2.920,-1.990
2,11:37,1,10,NYG 46,6,3,Eli Manning pass complete deep left to Sterling Shepard for 26 yards (tackle by Dontae Johnson),1.990,3.710
2,10:55,1,10,SFO 28,6,3,Wayne Gallman middle for 6 yards (tackle by Ahkello Witherspoon),3.710,3.980
