Quarter,Time,Tm,Detail,BAL,DET
2.0,10:05,Ravens,Justin Tucker 39 yard field goal,3,0
,3:15,Ravens,Devin Duvernay 19 yard pass from Lamar Jackson (Justin Tucker kick),10,0
3.0,12:16,Ravens,Justin Tucker 50 yard field goal,13,0
,5:21,Lions,D'Andre Swift 2 yard rush (Ryan Santoso kick),13,7
,0:41,Ravens,Justin Tucker 32 yard field goal,16,7
4.0,8:16,Lions,Jamaal Williams 1 yard rush (Ryan Santoso kick),16,14
,1:04,Lions,Ryan Santoso 35 yard field goal,16,17
,0:00,Ravens,Justin Tucker 66 yard field goal,19,17
