Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
2,12:40,3,1,DET 1,14,9,"Daunte Culpepper pass complete to Jim Kleinsasser for 1 yard, touchdown. Penalty on Clint Kriewaldt: Defensive Pass Interference (Declined)",5.170,7.000
2,12:40,,,DET 1,14,10,Gary Anderson kicks extra point good,0.000,0.000
2,12:40,,,MIN 30,14,10,"Doug Brien kicks off 54 yards, returned by Desmond Howard for 29 yards (tackle by Tyrone Carter)",0.000,-1.930
2,12:28,1,10,DET 45,14,10,James Stewart left guard for no gain (tackle by Chris Hovan),1.930,1.380
2,11:52,2,10,DET 45,14,10,Joey Harrington pass complete to Bill Schroeder for 9 yards (tackle by Ronnie Bradford),1.380,1.880
2,11:10,3,1,MIN 46,14,10,Cory Schlesinger middle for no gain (tackle by Chris Hovan and Ronnie Bradford),1.880,0.200
2,10:28,4,1,MIN 46,14,10,James Stewart left end for no gain (tackle by Kenny Mixon),0.200,-1.990
2,10:22,1,10,MIN 46,14,10,Daunte Culpepper pass incomplete intended for Randy Moss,1.990,1.450
2,10:15,2,10,MIN 46,14,10,Daunte Culpepper pass incomplete intended for Derrick Alexander,1.450,0.760
2,10:09,3,10,MIN 46,14,10,Daunte Culpepper pass complete to Byron Chamberlain for 7 yards (tackle by Chris Cash and Todd Lyght),0.760,0.130
2,10:00,4,3,DET 47,14,10,"Kyle Richardson punts 34 yards, fair catch by Desmond Howard",0.130,0.320
2,9:52,1,10,DET 13,14,10,Cory Schlesinger middle for 1 yard (tackle by Greg Biekert and Patrick Chukwurah),-0.320,-0.680
2,9:15,2,9,DET 14,14,10,Joey Harrington pass complete to Cory Schlesinger for -3 yards (tackle by Patrick Chukwurah),-0.680,-1.650
2,8:32,3,12,DET 11,14,10,Joey Harrington pass incomplete intended for Scotty Anderson,-1.650,-2.490
2,8:26,4,12,DET 11,14,10,"John Jett punts 39 yards, returned by Nick Davis for 4 yards (tackle by Donte Curry)",-2.490,-2.520
2,8:15,1,10,DET 46,14,10,Michael Bennett middle for 4 yards (tackle by Travis Kirschke and Robert Porcher),2.520,2.520
2,7:42,2,6,DET 42,14,10,Michael Bennett middle for 3 yards (tackle by Shaun Rogers),2.520,2.210
2,7:16,2,6,DET 42,,,Timeout #1 by Detroit Lions,2.520,2.210
2,7:16,3,3,DET 39,14,10,Daunte Culpepper pass complete to Randy Moss for 11 yards (tackle by Chris Cash),2.210,3.710
2,6:34,1,10,DET 28,14,10,Michael Bennett left end for 4 yards (tackle by Clint Kriewaldt),3.710,3.710
2,5:56,2,6,DET 24,14,10,Moe Williams left tackle for 2 yards (tackle by Luther Elliss),3.710,3.270
2,5:14,3,4,DET 22,14,10,Daunte Culpepper pass complete to Randy Moss for 2 yards (tackle by Corey Harris),3.270,2.250
2,4:28,4,2,DET 20,14,10,Daunte Culpepper pass incomplete intended for Randy Moss,2.250,-0.280
2,4:21,1,10,DET 20,14,10,"James Stewart middle for 1 yard. Penalty on Dominic Raiola: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,4:02,1,20,DET 10,14,10,Aveion Cason left guard for 1 yard (tackle by Lance Johnstone),-0.760,-1.440
2,3:18,2,19,DET 11,14,10,Joey Harrington pass complete to Bill Schroeder for 20 yards (tackle by Patrick Chukwurah),-1.440,1.000
2,2:39,1,10,DET 31,14,10,Joey Harrington pass complete to Cory Schlesinger for 10 yards (tackle by Corey Chavous),1.000,1.660
2,2:15,1,10,DET 41,14,10,Joey Harrington pass complete to Az-Zahir Hakim for 15 yards (tackle by Tyrone Carter). Penalty on Lorenzo Bromell: Defensive Offside (Declined),1.660,2.650
2,2:00,1,10,MIN 44,14,10,Joey Harrington pass complete to Cory Schlesinger for 24 yards (tackle by Tyrone Carter),2.650,4.240
2,1:17,1,10,MIN 20,20,10,"Joey Harrington pass complete to Az-Zahir Hakim for 20 yards, touchdown",4.240,7.000
2,1:17,,,MIN 20,21,10,Jason Hanson kicks extra point good,0.000,0.000
2,1:17,,,DET 30,21,10,"Jason Hanson kicks off 66 yards, returned by Nick Davis for 26 yards (tackle by Chris Cash)",0.000,0.940
2,1:05,1,10,MIN 30,21,10,Daunte Culpepper pass complete to Moe Williams for 9 yards (tackle by Todd Lyght),0.940,1.610
2,0:59,2,1,MIN 39,21,10,"Daunte Culpepper for 9 yards. Penalty on Corbin Lacina: Offensive Holding, 10 yards (no play)",1.610,0.260
2,0:52,2,11,MIN 29,21,10,Daunte Culpepper for no gain (tackle by Corey Harris),0.260,-0.430
2,0:45,2,11,MIN 29,,,Timeout #1 by Minnesota Vikings,0.260,-0.430
2,0:45,3,11,MIN 29,21,10,Daunte Culpepper pass incomplete intended for Moe Williams,-0.430,-1.440
2,0:39,4,11,MIN 29,21,10,"Kyle Richardson punts 46 yards, returned by Desmond Howard for 16 yards. Penalty on Clint Kriewaldt: Offensive Holding, 10 yards",-1.440,0.220
2,0:30,1,10,DET 15,21,10,Aveion Cason middle for 1 yard (tackle by Chris Hovan),-0.220,-0.580
Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,21,10,"Doug Brien kicks off 61 yards, returned by Desmond Howard for 12 yards (tackle by Brian Russell)",0.000,-0.340
3,14:54,1,10,DET 21,21,10,Joey Harrington sacked by Lance Johnstone for -8 yards,0.340,-1.350
3,14:23,2,18,DET 13,21,10,Joey Harrington pass incomplete intended for Bill Schroeder (defended by Tyrone Carter),-1.350,-2.300
3,14:19,3,18,DET 13,21,10,Joey Harrington pass complete to Aveion Cason for 8 yards (tackle by Lance Johnstone). Penalty on Dominic Raiola: Offensive Holding (Declined),-2.300,-1.960
3,14:05,4,10,DET 21,21,10,"John Jett punts 47 yards, returned by Nick Davis for 9 yards (tackle by Donte Curry)",-1.960,-1.660
3,13:54,1,10,MIN 41,21,10,Daunte Culpepper pass complete to Jim Kleinsasser for 10 yards (tackle by Todd Lyght and Clint Kriewaldt),1.660,2.320
3,13:17,1,10,DET 49,21,10,Michael Bennett middle for 5 yards (tackle by Corey Harris and Clint Kriewaldt),2.320,2.460
3,12:41,2,5,DET 44,21,10,Daunte Culpepper pass complete to Randy Moss for 12 yards (tackle by Todd Lyght),2.460,3.450
3,12:01,1,10,DET 32,21,10,Michael Bennett right end for 14 yards (tackle by Andre' Goodman and Barrett Green),3.450,4.370
3,11:29,1,10,DET 18,21,10,"Penalty on Byron Chamberlain: False Start, 5 yards (no play)",4.370,4.040
3,11:04,1,15,DET 23,21,10,Daunte Culpepper pass complete to Moe Williams for 9 yards (tackle by Todd Lyght),4.040,4.430
3,10:17,2,6,DET 14,21,10,Michael Bennett middle for 7 yards (tackle by James Hall). Penalty on DET: Defensive Offside (Declined),4.430,5.600
3,9:55,1,7,DET 7,21,16,"Daunte Culpepper middle for 7 yards, touchdown",5.600,7.000
3,9:55,,,DET 7,21,17,Gary Anderson kicks extra point good,0.000,0.000
3,9:55,,,MIN 30,21,17,"Doug Brien kicks off 69 yards, returned by Desmond Howard for 40 yards (tackle by Doug Brien)",0.000,-1.660
3,9:44,1,10,DET 41,21,17,Joey Harrington pass incomplete intended for Az-Zahir Hakim,1.660,1.120
3,9:38,2,10,DET 41,21,17,James Stewart middle for 9 yards (tackle by Tyrone Carter),1.120,1.620
3,8:56,3,1,,21,17,Joey Harrington middle for no gain (tackle by Chuck Wiley and Kenny Mixon),1.620,-0.060
3,8:20,3,1,,,,Timeout #1 by Detroit Lions,1.620,-0.060
3,8:20,4,1,,21,17,Joey Harrington pass complete to Larry Foster for 17 yards (tackle by Willie Offord),-0.060,3.380
3,7:40,1,10,MIN 33,21,17,James Stewart middle for 3 yards (tackle by Ronnie Bradford),3.380,3.240
3,7:03,2,7,MIN 30,21,17,James Stewart right end for -1 yards (tackle by Chris Hovan and Kenny Mixon),3.240,2.410
3,6:19,3,8,MIN 31,21,17,Joey Harrington pass incomplete intended for Bill Schroeder,2.410,1.320
3,6:12,4,8,MIN 31,24,17,Jason Hanson 49 yard field goal good,1.320,3.000
3,6:12,,,DET 30,24,17,"Jason Hanson kicks off 68 yards, returned by Nick Davis for 14 yards (tackle by Larry Foster)",0.000,-0.140
3,6:03,1,10,MIN 16,24,17,Daunte Culpepper pass complete to Byron Chamberlain for 14 yards (tackle by Chris Cash),-0.140,0.940
3,5:22,1,10,MIN 30,24,17,Michael Bennett left tackle for 3 yards (tackle by Chris Cash),0.940,0.800
3,4:41,2,7,MIN 33,24,17,Daunte Culpepper pass complete to Randy Moss for 6 yards (tackle by Todd Lyght),0.800,0.890
3,3:59,3,1,MIN 39,24,17,Daunte Culpepper pass incomplete intended for Randy Moss,0.890,-0.780
3,3:54,4,1,MIN 39,24,17,"Kyle Richardson punts 51 yards, returned by Desmond Howard for 14 yards (tackle by Moe Williams)",-0.780,-0.540
3,3:43,1,10,DET 24,24,17,Joey Harrington pass complete to Cory Schlesinger for 4 yards (tackle by Antonio Wilson),0.540,0.540
3,3:19,2,6,DET 28,24,17,Joey Harrington pass complete to Mikhael Ricks for 7 yards (tackle by Greg Biekert),0.540,1.270
3,2:40,1,10,DET 35,24,17,James Stewart left end for 27 yards (tackle by Corey Chavous),1.270,3.050
3,1:53,1,10,MIN 38,24,17,Joey Harrington pass incomplete intended for Bill Schroeder,3.050,2.510
3,1:48,2,10,MIN 38,24,17,"James Stewart right end for 25 yards (tackle by Willie Offord). Penalty on Stockar McDougle: Offensive Holding, 10 yards (no play)",2.510,1.160
3,1:19,2,20,MIN 48,24,17,Joey Harrington pass incomplete intended for Aveion Cason,1.160,0.500
3,1:13,3,20,MIN 48,24,17,Joey Harrington pass incomplete intended for Bill Schroeder (defended by Ronnie Bradford),0.500,0.070
3,1:05,4,20,MIN 48,24,17,John Jett punts 42 yards,0.070,0.380
3,0:57,1,10,MIN 6,24,17,Daunte Culpepper pass complete to Randy Moss for 4 yards (tackle by Todd Lyght),-0.380,-0.490
3,0:57,2,6,MIN 10,24,17,"Daunte Culpepper pass incomplete intended for Derrick Alexander. Penalty on Andre' Goodman: Defensive Pass Interference, 16 yards (no play)",-0.490,0.670
3,0:28,1,10,MIN 26,24,17,"Penalty on Byron Chamberlain: False Start, 5 yards (no play)",0.670,0.340
3,0:28,1,15,MIN 21,24,17,Daunte Culpepper pass complete to D'Wayne Bates for 5 yards (tackle by Chris Cash),0.340,0.130
3,0:01,2,10,MIN 26,24,17,"Daunte Culpepper pass complete to Randy Moss for 11 yards. Penalty on Corbin Lacina: Ineligible Downfield Pass, 5 yards (no play)",0.130,-0.550
Quarter,Time,Down,ToGo,Location,DET,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,15,MIN 21,24,17,Daunte Culpepper pass complete to Michael Bennett for 6 yards (tackle by Corey Harris),-0.550,-0.430
4,14:12,3,9,MIN 27,24,17,Daunte Culpepper pass incomplete intended for Derrick Alexander,-0.430,-1.570
4,14:05,4,9,MIN 27,24,17,"Kyle Richardson punts 50 yards, returned by Desmond Howard for 5 yards (tackle by Jack Brewer). Penalty on Stephen Trejo: Offensive Holding, 10 yards",-1.570,0.320
4,13:53,1,10,DET 13,24,17,James Stewart right end for no gain (tackle by Lorenzo Bromell),-0.320,-0.770
4,13:13,2,10,DET 13,24,17,Joey Harrington pass complete to Az-Zahir Hakim for 9 yards (tackle by Greg Biekert),-0.770,-0.350
4,12:25,3,1,DET 22,24,17,Joey Harrington pass complete to Az-Zahir Hakim for 3 yards (tackle by Corey Chavous),-0.350,0.610
4,11:43,1,10,DET 25,24,17,Joey Harrington pass complete to Aveion Cason for 26 yards (tackle by Corey Chavous),0.610,2.320
4,11:15,1,10,MIN 49,24,17,Joey Harrington pass complete to James Stewart for 5 yards (tackle by Nick Rogers),2.320,2.460
4,10:34,2,5,MIN 44,24,17,James Stewart right guard for -1 yards (tackle by Kenny Mixon and Greg Biekert),2.460,1.620
4,9:50,3,6,MIN 45,24,17,Joey Harrington pass complete to John Owens for 5 yards (tackle by Willie Offord),1.620,0.590
4,8:58,4,1,MIN 40,24,17,"John Jett punts 30 yards, fair catch by Nick Davis",0.590,0.380
4,8:49,1,10,MIN 10,24,17,Daunte Culpepper pass complete to Jim Kleinsasser for 10 yards (tackle by Clint Kriewaldt and Todd Lyght),-0.380,0.280
4,8:23,1,10,MIN 20,24,17,Daunte Culpepper pass complete to Jim Kleinsasser for 13 yards (tackle by Chris Claiborne),0.280,1.140
4,7:45,1,10,MIN 33,24,17,Daunte Culpepper pass complete to Randy Moss for 9 yards (tackle by Todd Lyght),1.140,1.810
4,7:24,2,1,MIN 42,24,17,Michael Bennett middle for 2 yards (tackle by Chris Claiborne and Corey Harris),1.810,1.860
4,6:41,1,10,MIN 44,24,17,Daunte Culpepper pass complete to Byron Chamberlain for 9 yards (tackle by Chris Cash),1.860,2.530
4,6:20,2,1,DET 47,24,17,Daunte Culpepper right end for 2 yards (tackle by Shaun Rogers),2.530,2.590
4,5:37,1,10,DET 45,24,23,"Daunte Culpepper pass complete to Michael Bennett for 45 yards, touchdown",2.590,7.000
4,5:37,,,DET 45,24,24,Gary Anderson kicks extra point good,0.000,0.000
4,5:37,,,MIN 30,24,24,"Doug Brien kicks off 69 yards, returned by Desmond Howard for 18 yards (tackle by Antonio Wilson)",0.000,-0.150
4,5:19,1,10,DET 19,24,24,Joey Harrington pass incomplete intended for Az-Zahir Hakim,0.150,-0.390
4,5:14,2,10,DET 19,24,24,James Stewart right end for -2 yards (tackle by Corey Chavous),-0.390,-1.420
4,4:28,3,12,DET 17,24,24,Joey Harrington pass incomplete intended for Bill Schroeder (defended by Chris Hovan),-1.420,-2.320
4,4:20,4,12,DET 17,24,24,"John Jett punts 42 yards, returned by Nick Davis for 11 yards (tackle by Jeff Gooch)",-2.320,-2.390
4,4:12,1,10,DET 48,24,24,Daunte Culpepper pass complete to Byron Chamberlain for 16 yards (tackle by Chris Cash),2.390,3.450
4,3:28,1,10,DET 32,24,24,Michael Bennett left guard for 5 yards (tackle by James Hall),3.450,3.580
4,2:49,2,5,DET 27,24,24,Daunte Culpepper pass incomplete,3.580,2.870
4,2:40,2,5,DET 27,,,Timeout #1 by Minnesota Vikings,3.580,2.870
4,2:40,3,5,DET 27,24,24,Daunte Culpepper pass complete to Randy Moss for 25 yards (tackle by Corey Harris),2.870,6.740
4,2:14,3,5,DET 27,,,Timeout #2 by Detroit Lions,2.870,6.740
4,2:14,1,2,DET 2,24,30,"Moe Williams middle for 2 yards, touchdown",6.740,7.000
4,2:14,,,DET 2,24,31,Gary Anderson kicks extra point good,0.000,0.000
4,2:14,,,MIN 30,24,31,"Doug Brien kicks off 57 yards, returned by Desmond Howard for 18 yards (tackle by Eric Kelly)",0.000,-1.000
4,2:07,1,10,DET 31,24,31,"Joey Harrington pass incomplete intended for Scotty Anderson. Penalty on Corey Chavous: Defensive Pass Interference, 15 yards, Penalty on Lance Johnstone: Roughing the Passer (Declined) (no play)",1.000,1.990
4,2:01,1,10,DET 46,24,31,Joey Harrington pass incomplete intended for Az-Zahir Hakim,1.990,1.450
4,1:57,2,10,DET 46,24,31,Joey Harrington pass incomplete intended for Larry Foster (defended by Lance Johnstone),1.450,0.760
4,1:55,3,10,DET 46,24,31,Joey Harrington pass complete to Az-Zahir Hakim for 23 yards (tackle by Eric Kelly and Tyrone Carter). Penalty on Kenny Mixon: Defensive Offside (Declined),0.760,3.510
4,1:46,1,10,MIN 31,24,31,Joey Harrington pass incomplete intended for Aveion Cason,3.510,2.970
4,1:41,2,10,MIN 31,24,31,Joey Harrington pass complete to Scotty Anderson for 12 yards (tackle by Tyrone Carter),2.970,4.310
4,1:16,1,10,MIN 19,24,31,Joey Harrington pass complete to Cory Schlesinger for 6 yards (tackle by Greg Biekert),4.310,4.720
4,0:51,2,4,MIN 13,24,31,Joey Harrington pass complete to Cory Schlesinger for 5 yards (tackle by Greg Biekert),4.720,5.370
4,0:25,2,4,MIN 13,,,Timeout #2 by Minnesota Vikings,4.720,5.370
4,0:25,1,8,MIN 8,24,31,Joey Harrington pass incomplete intended for Scotty Anderson,5.370,4.570
4,0:22,2,8,MIN 8,24,31,"Joey Harrington pass incomplete intended for Az-Zahir Hakim is intercepted by Corey Chavous at MIN-0. Penalty on Eric Kelly: Unsportsmanlike Conduct, 10 yards",4.570,0.380
4,0:17,1,10,MIN 10,24,31,Daunte Culpepper middle for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
