#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:47,DEN 13,3,2:00,-4,Punt
2,1,6:55,DEN 27,3,1:05,6,Punt
3,1,5:50,CHI 25,7,2:34,20,Field Goal
4,1,3:01,DEN 41,9,3:51,59,Touchdown
5,2,9:09,DEN 20,2,0:59,9,Fumble
6,2,5:32,DEN 23,3,1:09,6,Punt
7,2,2:55,DEN 33,3,1:15,3,Punt
8,2,0:48,DEN 31,5,0:35,65,Field Goal
9,3,15:00,DEN 22,3,2:11,7,Punt
10,3,12:49,DEN 8,1,0:19,0,Interception
11,3,11:08,DEN 10,3,1:29,9,Punt
12,3,8:39,DEN 16,10,6:01,84,Touchdown
13,3,2:26,DEN 32,1,0:15,68,Touchdown
14,3,1:10,DEN 11,10,5:32,89,Touchdown
15,4,9:06,CHI 36,3,1:52,-10,Blocked Punt
16,4,5:17,DEN 29,5,2:19,7,Punt
17,4,0:28,DEN 33,1,0:28,7,End of Half
