Quarter,Time,Tm,Detail,ATL,NYG
2.0,13:44,Falcons,"Safety, Eli Manning penalized for intentional grounding in the end zone.",2,0
,2:47,Giants,Hakeem Nicks 4 yard pass from Eli Manning (Lawrence Tynes kick),2,7
3.0,7:51,Giants,Lawrence Tynes 22 yard field goal,2,10
,2:44,Giants,Hakeem Nicks 72 yard pass from Eli Manning (Lawrence Tynes kick),2,17
4.0,9:55,Giants,Mario Manningham 27 yard pass from Eli Manning (Lawrence Tynes kick),2,24
