Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss, Titans to receive the opening kickoff.",,
1,15:00,,,JAX 30,0,0,"Josh Scobee kicks off 65 yards, returned by Troy Fleming for 12 yards (tackle by Tommy Hendricks)",0.000,-0.060
1,14:55,1,10,TEN 17,0,0,Steve McNair pass incomplete intended for Chris Brown,-0.060,-0.580
1,14:50,2,10,TEN 17,0,0,Steve McNair pass complete to Derrick Mason for 9 yards (tackle by Dewayne Washington),-0.580,-0.120
1,14:07,3,1,TEN 26,0,0,Steve McNair pass complete to Chris Brown for 16 yards (tackle by Deon Grant),-0.120,1.730
1,13:27,1,10,TEN 42,0,0,Chris Brown right end for 2 yards (tackle by John Henderson and Rob Meier),1.730,1.460
1,12:50,2,8,TEN 44,0,0,Chris Brown left end for 8 yards (tackle by Dewayne Washington and John Henderson),1.460,2.390
1,12:04,1,10,JAX 48,0,0,Steve McNair pass incomplete intended for Derrick Mason (defended by Dewayne Washington),2.390,1.850
1,11:58,2,10,JAX 48,0,0,Chris Brown right end for 5 yards (tackle by Daryl Smith and Rashean Mathis),1.850,1.820
1,11:18,3,5,JAX 43,0,0,Steve McNair pass incomplete intended for Derrick Mason is intercepted by Rashean Mathis at JAX-27 and returned for 21 yards (tackle by Erron Kinney),1.820,-2.130
1,11:08,1,10,JAX 48,0,0,"Byron Leftwich pass incomplete intended for Jimmy Smith. Penalty on Jimmy Smith: Offensive Pass Interference, 10 yards (no play)",2.130,1.470
1,11:05,1,20,JAX 38,0,0,Fred Taylor up the middle for 9 yards (tackle by Tank Williams and Carlos Hall),1.470,1.450
1,10:21,2,11,JAX 47,0,0,Fred Taylor right end for -2 yards (tackle by Albert Haynesworth and Carlos Hall),1.450,0.500
1,9:39,3,13,JAX 45,0,0,Byron Leftwich pass incomplete intended for Fred Taylor,0.500,-0.390
1,9:34,4,13,JAX 45,0,0,"Chris Hanson punts 55 yards, touchback",-0.390,-0.280
1,9:25,1,10,TEN 20,0,0,Steve McNair pass incomplete intended for Derrick Mason,0.280,-0.270
1,9:21,2,10,TEN 20,0,0,Chris Brown right end for 4 yards (tackle by Mike Peterson and Akin Ayodele),-0.270,-0.430
1,8:36,3,6,TEN 24,0,0,Chris Brown left tackle for no gain (tackle by Rashean Mathis),-0.430,-1.770
1,8:01,4,6,TEN 24,0,0,"Craig Hentrich punts 50 yards, returned by Jermaine Lewis for 10 yards (tackle by Craig Hentrich). Penalty on Greg Jones: Illegal Block Above the Waist, 10 yards",-1.770,-0.670
1,7:47,1,10,JAX 26,0,0,Byron Leftwich pass complete to Jermaine Lewis for 4 yards (tackle by Lamont Thompson),0.670,0.670
1,7:19,2,6,JAX 30,0,0,Byron Leftwich sacked by Kevin Carter for -1 yards. Penalty on Maurice Williams: Offensive Holding (Declined),0.670,-0.160
1,6:50,3,7,JAX 29,0,0,Byron Leftwich pass complete to Troy Edwards for 8 yards (tackle by Lamont Thompson),-0.160,1.400
1,6:13,1,10,JAX 37,0,0,Greg Jones up the middle for 4 yards (tackle by Juqua Parker),1.400,1.400
1,5:32,2,6,JAX 41,0,0,Byron Leftwich pass complete to George Wrighster for 9 yards (tackle by Lamont Thompson),1.400,2.260
1,4:47,1,10,TEN 50,0,0,"Penalty on Jermaine Lewis: False Start, 5 yards (no play)",2.260,1.930
1,4:25,1,15,JAX 45,0,0,Byron Leftwich pass complete to Fred Taylor for 11 yards (tackle by Keith Bulluck),1.930,2.520
1,3:44,2,4,TEN 44,0,0,Byron Leftwich pass incomplete intended for George Wrighster,2.520,1.820
1,3:40,3,4,TEN 44,0,0,"Byron Leftwich for no gain. Byron Leftwich fumbles, recovered by Byron Leftwich at JAX-JAX",1.820,-0.590
1,3:21,4,18,JAX 42,0,0,Chris Hanson punts 40 yards (tackle by Ernest Wilford),-0.590,-0.870
1,3:10,1,10,TEN 29,0,0,Steve McNair pass complete to Derrick Mason for 4 yards (tackle by Daryl Smith),0.870,0.870
1,2:26,2,6,TEN 33,0,0,Chris Brown up the middle for 2 yards (tackle by Marcus Stroud),0.870,0.430
1,1:44,3,4,TEN 35,0,0,Steve McNair pass complete to Drew Bennett for 4 yards (tackle by Dewayne Washington),0.430,1.530
1,1:19,1,10,TEN 39,0,0,Chris Brown up the middle for 2 yards (tackle by Mike Peterson and Marcus Stroud),1.530,1.260
1,0:38,2,8,TEN 41,0,0,"Steve McNair pass complete to Drew Bennett for 19 yards (tackle by Rashean Mathis). Drew Bennett fumbles (forced by Rashean Mathis), recovered by Drew Bennett at JAX-40",1.260,2.920
Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,JAX 40,0,0,Steve McNair sacked by Marcus Stroud for -3 yards,2.920,1.970
2,14:26,2,13,JAX 43,0,0,"Chris Brown left end for 3 yards (tackle by Akin Ayodele). Penalty on Erron Kinney: Offensive Holding, 10 yards",1.970,1.020
2,13:59,2,20,TEN 50,0,0,Steve McNair pass complete to Chris Brown for 15 yards (tackle by Bobby McCray),1.020,2.340
2,13:17,3,5,JAX 35,0,0,Steve McNair pass complete to Drew Bennett for 7 yards (tackle by Mike Peterson),2.340,3.710
2,12:40,1,10,JAX 28,0,0,Chris Brown left tackle for 7 yards (tackle by Mike Peterson and Donovin Darius),3.710,4.110
2,12:01,2,3,JAX 21,0,0,Steve McNair pass complete to Drew Bennett for 7 yards (tackle by Dewayne Washington),4.110,4.650
2,11:20,1,10,JAX 14,0,0,Chris Brown left tackle for 3 yards (tackle by Akin Ayodele and John Henderson),4.650,4.520
2,10:40,2,7,JAX 11,0,0,Steve McNair pass incomplete intended for Erron Kinney,4.520,3.620
2,10:35,3,7,JAX 11,0,0,Steve McNair pass complete to Derrick Mason for 3 yards (tackle by Deke Cooper),3.620,2.980
2,10:00,4,4,JAX 8,0,3,Gary Anderson 26 yard field goal good,2.980,3.000
2,,,,TEN 30,0,3,"Craig Hentrich kicks off 68 yards, returned by Jermaine Lewis for 26 yards (tackle by Andre Woolfolk). Penalty on Greg Favors: Personal Foul, 14 yards",0.000,-0.280
2,9:50,1,10,JAX 14,0,3,"Penalty on Maurice Williams: False Start, 5 yards (no play)",-0.280,-0.570
2,9:50,1,15,JAX 9,0,3,Fred Taylor right end for 3 yards (tackle by Albert Haynesworth and Keith Bulluck),-0.570,-0.930
2,9:07,2,12,JAX 12,0,3,Byron Leftwich pass incomplete intended for Ernest Wilford (defended by Andre Woolfolk),-0.930,-1.650
2,9:03,3,12,JAX 12,0,3,Byron Leftwich pass complete to George Wrighster for 4 yards (tackle by Carlos Hall),-1.650,-2.390
2,8:25,4,8,JAX 16,0,3,"Chris Hanson punts 47 yards, returned by Derrick Mason for 8 yards (tackle by Kiwaukee Thomas)",-2.390,-1.930
2,8:12,1,10,TEN 45,0,3,Chris Brown left tackle for 4 yards (tackle by Donovin Darius),1.930,1.920
2,7:33,2,6,TEN 49,0,3,Chris Brown left end for 6 yards (tackle by Daryl Smith),1.920,2.590
2,6:48,1,10,JAX 45,0,3,Steve McNair pass complete to Erron Kinney for 4 yards (tackle by Mike Peterson),2.590,2.580
2,6:09,2,6,JAX 41,0,3,Steve McNair pass complete to Chris Brown for -1 yards (tackle by Rashean Mathis),2.580,1.750
2,5:23,3,7,JAX 42,0,3,"Steve McNair pass incomplete intended for Eddie Berlin (defended by Kiwaukee Thomas). Penalty on Kiwaukee Thomas: Defensive Pass Interference, 12 yards (no play)",1.750,3.580
2,5:19,1,10,JAX 30,0,3,Steve McNair up the middle for -1 yards (tackle by Marcus Stroud and Mike Peterson),3.580,2.900
2,4:45,2,11,JAX 31,0,3,Chris Brown right tackle for 2 yards (tackle by Rob Meier and Donovin Darius),2.900,2.480
2,4:03,3,9,JAX 29,0,3,Steve McNair pass complete to Erron Kinney for 7 yards (tackle by Daryl Smith),2.480,2.120
2,3:24,4,2,JAX 22,0,6,Gary Anderson 40 yard field goal good,2.120,3.000
2,,,,TEN 30,0,6,"Craig Hentrich kicks off 45 yards, returned by LaBrandon Toefield for 11 yards (tackle by Andre Woolfolk)",0.000,1.330
2,3:16,1,10,JAX 36,0,6,LaBrandon Toefield up the middle for 16 yards (tackle by Tank Williams),1.330,2.390
2,2:44,1,10,TEN 48,0,6,LaBrandon Toefield left end for 3 yards (tackle by Albert Haynesworth),2.390,2.250
2,2:09,2,7,TEN 45,0,6,Fred Taylor left end for 1 yard (tackle by Rocky Boiman and Albert Haynesworth),2.250,1.690
2,2:00,3,6,TEN 44,0,6,Byron Leftwich pass complete to Troy Edwards for 3 yards (tackle by Lance Schulters),1.690,0.530
2,1:17,4,3,TEN 41,0,6,Chris Hanson punts 16 yards,0.530,-0.610
2,1:08,1,10,TEN 25,0,6,Chris Brown left tackle for 4 yards (tackle by Greg Favors),0.610,0.600
2,0:36,2,6,TEN 29,0,6,Chris Brown left guard for -2 yards (tackle by Greg Favors and Bobby McCray),0.600,-0.360
Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
