Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Giants won the coin toss and deferred, Cowboys to receive the opening kickoff.",,
1,15:00,,,NYG 35,0,0,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,DAL 25,0,0,Dak Prescott pass complete short right to Amari Cooper for 13 yards (tackle by Janoris Jenkins),0.610,1.470
1,14:24,1,10,DAL 38,0,0,Ezekiel Elliott right tackle for 2 yards (tackle by Antoine Bethea),1.470,1.190
1,13:47,2,8,DAL 40,0,0,Dak Prescott pass complete short middle to Amari Cooper for 9 yards (tackle by Antoine Bethea),1.190,2.190
1,13:10,1,10,DAL 49,0,0,Dak Prescott pass incomplete short middle intended for Amari Cooper,2.190,1.650
1,13:05,2,10,DAL 49,0,0,Ezekiel Elliott right tackle for 5 yards (tackle by Alec Ogletree),1.650,1.620
1,12:26,3,5,NYG 46,0,0,Dak Prescott pass incomplete short right intended for Amari Cooper,1.620,0.200
1,12:21,4,5,NYG 46,0,0,"Chris Jones punts 37 yards, fair catch by Jabrill Peppers at NYG-9",0.200,0.380
1,12:13,1,10,NYG 9,0,0,"Eli Manning pass complete short left to Saquon Barkley for 8 yards (tackle by Xavier Woods). Saquon Barkley fumbles (forced by Xavier Woods), recovered by Elijhaa Penny at NYG-18 (tackle by Antwaun Woods)",-0.380,0.140
1,11:25,2,1,NYG 18,0,0,Saquon Barkley up the middle for 59 yards (tackle by Chidobe Awuzie),0.140,4.040
1,10:53,1,10,DAL 23,0,0,Eli Manning pass complete short middle to Evan Engram for 11 yards (tackle by Xavier Woods and Jeff Heath),4.040,4.780
1,10:14,1,10,DAL 12,0,0,Eli Manning pass complete short right to Sterling Shepard for 4 yards (tackle by Leighton Vander Esch),4.780,4.830
1,9:27,,,,,,Timeout #1 by New York Giants,,
1,9:27,2,6,DAL 8,0,0,Saquon Barkley right tackle for 7 yards (tackle by Chidobe Awuzie),4.830,6.970
1,8:44,1,1,DAL 1,0,0,"Saquon Barkley up the middle for -2 yards (tackle by Xavier Woods and Jeff Heath). Penalty on Maliek Collins: Unnecessary Roughness, 2 yards",6.970,6.970
1,8:11,1,1,DAL 1,6,0,"Eli Manning pass complete short left to Evan Engram for 1 yard, touchdown",6.970,7.000
1,8:06,,,DAL 15,7,0,Aldrick Rosas kicks extra point good,0.000,0.000
1,8:06,,,NYG 35,7,0,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
1,8:06,1,10,DAL 25,7,0,Ezekiel Elliott left tackle for 6 yards (tackle by B.J. Hill and Grant Haley),0.610,0.870
1,7:34,2,4,DAL 31,7,0,Dak Prescott pass incomplete short middle intended for Jason Witten (defended by Alec Ogletree),0.870,0.170
1,7:29,3,4,DAL 31,7,0,Dak Prescott pass complete short middle to Randall Cobb for 12 yards (tackle by Lorenzo Carter),0.170,1.800
1,6:47,1,10,DAL 43,7,0,Dak Prescott pass incomplete short left intended for Randall Cobb,1.800,1.250
1,6:42,2,10,DAL 43,7,0,Dak Prescott pass complete short left to Jason Witten for 6 yards (tackle by Janoris Jenkins),1.250,1.350
1,6:08,3,4,DAL 49,7,0,Dak Prescott pass complete short left to Michael Gallup for 13 yards (tackle by Deandre Baker),1.350,3.050
