Quarter,Time,Tm,Detail,NYG,DAL
1.0,8:06,Giants,Evan Engram 1 yard pass from Eli Manning (Aldrick Rosas kick),7,0
,3:19,Cowboys,Blake Jarwin 28 yard pass from Dak Prescott (Brett Maher kick),7,7
2.0,10:19,Cowboys,Jason Witten 4 yard pass from Dak Prescott (Brett Maher kick),7,14
,1:13,Cowboys,Amari Cooper 21 yard pass from Dak Prescott (Brett Maher kick),7,21
3.0,10:59,Giants,Aldrick Rosas 28 yard field goal,10,21
,9:48,Cowboys,Randall Cobb 25 yard pass from Dak Prescott (Brett Maher kick),10,28
,1:14,Cowboys,Ezekiel Elliott 10 yard rush (Brett Maher kick),10,35
4.0,2:49,Giants,Wayne Gallman 2 yard rush (Aldrick Rosas kick),17,35
