Quarter,Time,Down,ToGo,Location,NWE,SDG,Detail,EPB,EPA
2,4:39,1,10,NWE 6,3,10,Sammy Morris right end for no gain (tackle by Luis Castillo and Antwan Applewhite),-0.380,-0.780
2,3:58,2,10,NWE 6,3,10,Matt Cassel pass complete short left to Wes Welker for 8 yards (tackle by Eric Weddle),-0.780,-0.480
2,3:21,3,2,NWE 14,3,10,Kevin Faulk left end for 1 yard (tackle by Antoine Cason),-0.480,-2.440
2,2:36,4,1,NWE 15,3,10,"Chris Hanson punts 53 yards, returned by Darren Sproles for 22 yards (tackle by Jerod Mayo). Penalty on Jerod Mayo: Face Mask (15 Yards), 15 yards",-2.440,-3.510
2,2:22,1,10,NWE 31,3,10,LaDainian Tomlinson up the middle for 2 yards (tackle by Mike Wright),3.510,3.240
2,2:00,2,8,NWE 29,3,10,Philip Rivers pass complete deep right to Malcom Floyd for 17 yards (tackle by Deltha O'Neal),3.240,4.780
2,1:55,,,,3,10,Timeout #1 by San Diego Chargers,0.000,4.780
2,1:55,1,10,NWE 12,3,10,LaDainian Tomlinson up the middle for 8 yards (tackle by Jerod Mayo),4.780,5.600
2,1:10,2,2,NWE 4,3,16,"Philip Rivers pass complete short middle to Vincent Jackson for 4 yards, touchdown",5.600,7.000
2,,,,NWE 2,3,17,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,3,17,"Nate Kaeding kicks off 61 yards, returned by Ellis Hobbs for 17 yards (tackle by Brandon Siler)",0.000,0.670
2,1:02,1,10,NWE 26,3,17,"Matt Cassel sacked by Marques Harris for -8 yards. Matt Cassel fumbles (forced by Marques Harris), recovered by Mark LeVoir at NWE-18",0.670,-1.050
2,0:44,,,,3,17,Timeout #2 by San Diego Chargers,0.000,-1.050
2,0:40,2,18,NWE 18,3,17,Kevin Faulk up the middle for 6 yards (tackle by Stephen Cooper and Clinton Hart),-1.050,-0.820
2,0:38,,,,3,17,Timeout #3 by San Diego Chargers,0.000,-0.820
2,0:38,3,12,NWE 24,3,17,Matt Cassel kneels for -1 yards,-0.820,-1.830
Quarter,Time,Down,ToGo,Location,NWE,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,3,17,"Nate Kaeding kicks off 69 yards, returned by Ellis Hobbs for 21 yards (tackle by Tim Dobbins)",0.000,0.410
3,14:55,1,10,NWE 22,3,17,Matt Cassel pass complete short left to Sammy Morris for 3 yards (tackle by Eric Weddle),0.410,0.270
3,14:15,2,7,NWE 25,3,17,Matt Cassel pass complete short left to Sammy Morris for 11 yards (tackle by Shaun Phillips),0.270,1.330
3,13:38,1,10,NWE 36,3,17,Matt Cassel right end for 9 yards (tackle by Shaun Phillips),1.330,2.010
3,12:52,2,1,NWE 45,3,17,"Matt Cassel pass complete short right to Randy Moss for 15 yards (tackle by Tim Dobbins). Randy Moss fumbles (forced by Tim Dobbins), recovered by Randy Moss at SDG-40",2.010,2.920
3,12:10,1,10,SDG 40,3,17,Matt Cassel pass complete short left to Wes Welker for 8 yards (tackle by Stephen Cooper),2.920,3.450
3,11:31,2,2,SDG 32,3,17,Matt Cassel pass incomplete deep left intended for Randy Moss,3.450,2.740
3,11:25,3,2,SDG 32,3,17,Matt Cassel up the middle for 3 yards (tackle by Matt Wilhelm),2.740,3.640
3,10:48,1,10,SDG 29,3,17,Matt Cassel pass complete short left to Sammy Morris for 28 yards (tackle by Matt Wilhelm),3.640,6.970
3,10:04,1,1,SDG 1,3,17,Matt Cassel pass incomplete,6.970,5.910
3,9:58,2,1,SDG 1,3,17,Sammy Morris right tackle for no gain (tackle by Luis Castillo and Ryon Bingham),5.910,5.170
3,9:19,3,1,SDG 1,3,17,Matt Cassel pass incomplete short middle intended for Sammy Morris,5.170,3.550
3,9:16,4,1,SDG 1,3,17,Matt Cassel sacked by Ryon Bingham for -1 yards,3.550,0.380
3,9:12,1,10,SDG 2,3,17,Mike Tolbert up the middle for 4 yards (tackle by Richard Seymour and Jerod Mayo),-0.380,-0.490
3,8:37,2,6,SDG 6,3,17,Philip Rivers pass complete deep right to Vincent Jackson for 59 yards (tackle by James Sanders),-0.490,3.250
3,7:58,1,10,NWE 35,3,17,LaDainian Tomlinson up the middle for 2 yards (tackle by Mike Wright),3.250,2.970
3,7:17,2,8,NWE 33,3,17,"Philip Rivers pass incomplete deep left intended for Vincent Jackson. Penalty on Ellis Hobbs: Defensive Pass Interference, 32 yards (no play)",2.970,6.970
3,7:11,1,1,NWE 1,3,23,"Philip Rivers pass complete short right to Antonio Gates for 1 yard, touchdown",6.970,7.000
3,,,,NWE 2,3,24,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,3,24,"Nate Kaeding kicks off 67 yards, returned by Ellis Hobbs for 21 yards (tackle by Brandon Siler)",0.000,0.540
3,7:02,1,10,NWE 24,3,24,Matt Cassel pass incomplete short middle intended for Wes Welker is intercepted by Quentin Jammer at NWE-28 and returned for 2 yards (tackle by Wes Welker),0.540,-3.840
3,6:55,1,10,NWE 26,3,24,LaDainian Tomlinson up the middle for 1 yard (tackle by Mike Vrabel),3.840,3.430
3,6:14,2,9,NWE 25,3,24,"LaDainian Tomlinson right end for no gain (tackle by James Sanders). Penalty on Kris Dielman: Offensive Holding, 10 yards (no play)",3.430,2.080
3,5:49,2,19,NWE 35,3,24,Darren Sproles right end for 9 yards (tackle by James Sanders),2.080,2.610
3,4:22,3,10,NWE 26,3,24,Philip Rivers pass complete short left to Malcom Floyd for 9 yards (tackle by Ellis Hobbs),2.610,2.460
3,4:22,4,1,NWE 17,3,27,Nate Kaeding 35 yard field goal good,2.460,3.000
3,,,,SDG 30,3,27,"Nate Kaeding kicks off 70 yards, returned by Matt Slater for 24 yards (tackle by Brandon Siler)",0.000,0.540
3,4:15,1,10,NWE 24,3,27,Matt Cassel pass incomplete short middle intended for Randy Moss (defended by Jamal Williams),0.540,0.000
3,4:11,2,10,NWE 24,3,27,Matt Cassel pass complete short left to Kevin Faulk for 5 yards (tackle by Eric Weddle),0.000,-0.030
3,3:30,3,5,NWE 29,3,27,Matt Cassel pass complete short left to Jabar Gaffney for 4 yards (tackle by Antonio Cromartie),-0.030,-1.180
3,2:49,4,1,NWE 33,3,27,Chris Hanson punts 49 yards,-1.180,-0.040
3,2:40,1,10,SDG 18,3,27,LaDainian Tomlinson up the middle for 1 yard (tackle by Ty Warren),0.040,-0.320
3,2:03,2,9,SDG 19,3,27,Philip Rivers pass incomplete short right intended for Vincent Jackson,-0.320,-1.040
3,1:58,3,9,SDG 19,3,27,Philip Rivers pass complete short middle to Antonio Gates for 22 yards (tackle by Brandon Meriweather),-1.040,1.660
3,1:17,1,10,SDG 41,3,27,Darren Sproles left end for no gain (tackle by James Sanders),1.660,1.120
3,0:37,2,10,SDG 41,3,27,"Philip Rivers pass incomplete deep right intended for Vincent Jackson. Penalty on Deltha O'Neal: Illegal Contact, 5 yards (no play)",1.120,1.990
3,0:31,1,10,SDG 46,3,27,LaDainian Tomlinson for 27 yards (tackle by James Sanders),1.990,3.780
Quarter,Time,Down,ToGo,Location,NWE,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 27,3,27,Philip Rivers pass complete short left to Darren Sproles for 8 yards (tackle by Jerod Mayo),3.780,4.350
4,14:32,2,2,NWE 19,3,27,LaDainian Tomlinson left end for 5 yards (tackle by Ellis Hobbs),4.350,4.650
4,13:58,1,10,NWE 14,3,27,LaDainian Tomlinson left end for no gain (tackle by Ellis Hobbs),4.650,4.000
4,13:17,2,10,NWE 14,3,27,LaDainian Tomlinson up the middle for 3 yards (tackle by Richard Seymour),4.000,3.620
4,12:35,3,7,NWE 11,3,27,"Philip Rivers pass incomplete. Penalty on Ty Warren: Face Mask (15 Yards), 6 yards (no play)",3.620,6.060
4,12:23,1,5,NWE 5,3,27,LaDainian Tomlinson right tackle for -1 yards (tackle by Ty Warren),6.060,4.950
4,11:41,2,6,NWE 6,3,27,LaDainian Tomlinson left tackle for 1 yard (tackle by LeKevin Smith),4.950,4.260
4,10:57,3,5,NWE 5,3,27,Philip Rivers pass incomplete short right intended for Malcom Floyd (defended by Deltha O'Neal),4.260,3.010
4,10:52,4,5,NWE 5,3,30,Nate Kaeding 23 yard field goal good,3.010,3.000
4,,,,SDG 30,3,30,"Nate Kaeding kicks off 71 yards, returned by Matt Slater for 31 yards (tackle by Kassim Osgood)",0.000,0.940
4,10:45,1,10,NWE 30,3,30,Matt Cassel up the middle for 7 yards (tackle by Stephen Cooper),0.940,1.340
4,10:18,2,3,NWE 37,3,30,Kevin Faulk up the middle for 6 yards (tackle by Ryon Bingham),1.340,1.800
4,9:52,1,10,NWE 43,3,30,Matt Cassel pass incomplete short right intended for Randy Moss (defended by Quentin Jammer),1.800,1.250
,,,,,,,"SDG challenged the pass completion ruling, and the play was upheld.",,
4,9:47,2,10,NWE 43,3,30,Matt Cassel pass incomplete short left intended for Randy Moss,1.250,0.560
4,9:44,,,,3,30,Timeout #1 by New England Patriots,0.000,0.560
4,9:44,3,10,NWE 43,3,30,"Penalty on Ben Watson: False Start, 5 yards (no play)",0.560,-0.100
4,9:44,3,15,NWE 38,3,30,"Matt Cassel pass complete deep left to Ben Watson for 21 yards (tackle by Clinton Hart). Penalty on Billy Yates: Offensive Holding, 10 yards (no play)",-0.100,-1.420
4,9:19,3,25,NWE 28,3,30,Matt Cassel pass incomplete short middle intended for Wes Welker,-1.420,-1.500
4,9:14,4,25,NWE 28,3,30,Chris Hanson punts 23 yards,-1.500,-2.190
4,9:07,1,10,SDG 49,3,30,"Jacob Hester up the middle for no gain. Jacob Hester fumbles, recovered by Ty Warren at NWE-46 and returned for 8 yards (tackle by Nick Hardwick)",2.190,-2.520
4,8:59,1,10,SDG 46,3,30,Matt Cassel pass complete short right to Wes Welker for 7 yards (tackle by Eric Weddle),2.520,2.920
4,8:08,2,3,SDG 39,3,30,Kevin Faulk up the middle for 4 yards (tackle by Shaun Phillips),2.920,3.250
4,8:08,1,10,SDG 35,3,30,Matt Cassel pass complete short middle to Randy Moss for 5 yards (tackle by Jamal Williams),3.250,3.380
4,7:27,2,5,SDG 30,3,30,Kevin Faulk up the middle for 13 yards (tackle by Eric Weddle),3.380,4.440
4,6:59,1,10,SDG 17,3,30,Kevin Faulk up the middle for 8 yards (tackle by Eric Weddle),4.440,5.290
4,6:27,2,2,SDG 9,3,30,Kevin Faulk up the middle for 4 yards (tackle by Ryon Bingham),5.290,6.060
4,5:50,1,5,SDG 5,3,30,Matt Cassel left end for 4 yards (tackle by Eric Weddle),6.060,5.910
4,5:20,2,1,SDG 1,9,30,"Sammy Morris up the middle for 1 yard, touchdown",5.910,7.000
4,,,,SDG 2,10,30,"Stephen Gostkowski kicks extra point good. Penalty on SDG: Defensive 12 On-field, 5 yards",0.000,0.000
4,,,,NWE 35,10,30,"Stephen Gostkowski kicks off 59 yards, returned by Cletis Gordon for 18 yards (tackle by Raymond Ventrone)",0.000,0.540
4,5:09,1,10,SDG 24,10,30,LaDainian Tomlinson up the middle for 2 yards (tackle by Vince Wilfork),0.540,0.270
4,4:33,2,8,SDG 26,10,30,Philip Rivers pass complete short right to LaDainian Tomlinson for 28 yards (tackle by Pierre Woods),0.270,2.520
4,3:42,1,10,NWE 46,10,30,Mike Tolbert up the middle for 4 yards (tackle by Richard Seymour),2.520,2.520
4,3:03,2,6,NWE 42,10,30,Mike Tolbert up the middle for 2 yards (tackle by Vince Wilfork),2.520,2.080
4,2:21,3,4,NWE 40,10,30,Mike Tolbert up the middle for 1 yard (tackle by Vince Wilfork),2.080,0.660
4,2:11,,,,10,30,Timeout #2 by New England Patriots,0.000,0.000
4,2:11,,,,10,30,Timeout #2 by San Diego Chargers,0.000,0.660
4,2:10,4,3,NWE 39,10,30,"Mike Scifres punts 39 yards, touchback",0.660,-0.280
4,2:01,1,10,NWE 20,10,30,Kevin Faulk up the middle for 6 yards (tackle by Jacques Cesaire and Ryon Bingham),0.280,0.540
4,1:55,2,4,NWE 26,10,30,Matt Cassel pass complete short right to Wes Welker for 15 yards (tackle by Matt Wilhelm),0.540,1.660
4,1:46,1,10,NWE 41,10,30,Matt Cassel pass complete short right to Kevin Faulk for 17 yards (tackle by Matt Wilhelm),1.660,2.790
4,1:10,1,10,SDG 42,10,30,Matt Cassel pass incomplete short left intended for Kevin Faulk,2.790,2.240
4,1:07,2,10,SDG 42,10,30,Matt Cassel pass complete short middle to Wes Welker for 13 yards (tackle by Matt Wilhelm),2.240,3.640
4,0:42,1,10,SDG 29,10,30,Matt Cassel pass incomplete deep right intended for Randy Moss (defended by Quentin Jammer),3.640,3.100
4,0:36,2,10,SDG 29,10,30,Matt Cassel pass complete short right to Wes Welker for 8 yards (tackle by Antoine Cason),3.100,3.470
4,0:08,3,2,SDG 21,10,30,Matt Cassel pass complete short right to BenJarvus Green-Ellis for 9 yards (tackle by Quentin Jammer),3.470,4.780
4,0:02,,,,10,30,Timeout #3 by New England Patriots,0.000,4.780
4,0:02,1,10,SDG 12,10,30,Matt Cassel pass incomplete short right intended for Ben Watson,4.780,4.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
