Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Rashad Smith,,,0,0,,,,,,,,,,1,0,0,,0,,0,
Roquan Smith,CHI,0,7,4,57.1%,5,1.3,0.7,0,62.2,1.7,-4,9,4,0,0,0.0,0,13,1,7.1%
Duke Shelley,CHI,0,5,4,80.0%,31,7.8,6.2,0,92.5,4.4,8,23,0,0,0,0.0,0,3,1,25.0%
Jaylon Johnson,CHI,0,8,4,50.0%,69,17.3,8.6,2,119.3,14.0,49,20,0,0,0,0.0,0,2,0,0.0%
DeAndre Houston-Carson,CHI,0,5,3,60.0%,28,9.3,5.6,1,115.0,7.0,23,5,0,0,0,0.0,0,11,2,15.4%
Kindle Vildor,CHI,0,6,3,50.0%,44,14.7,7.3,1,113.9,4.8,20,24,0,0,0,0.0,0,3,0,0.0%
Eddie Jackson,CHI,0,5,1,20.0%,11,11.0,2.2,0,39.6,9.2,11,0,1,0,0,0.0,0,11,2,15.4%
Danny Trevathan,CHI,0,1,1,100.0%,4,4.0,4.0,1,122.9,4.0,4,0,0,0,0,0.0,0,2,0,0.0%
Alec Ogletree,CHI,0,1,1,100.0%,9,9.0,9.0,0,104.2,6.0,6,3,1,0,0,0.0,0,4,2,33.3%
Marqui Christian,CHI,0,1,1,100.0%,34,34.0,34.0,0,118.7,20.0,20,14,0,0,0,0.0,0,1,0,0.0%
Mario Edwards,CHI,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Khalil Mack,CHI,0,0,0,,,,,,,,,,5,1,0,0.0,1,1,0,0.0%
Trevis Gipson,CHI,0,0,0,,,,,,,,,,4,0,0,0.0,0,1,0,0.0%
Eddie Goldman,CHI,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
Teez Tabor,CHI,0,1,0,0.0%,,,0.0,,39.6,9.0,,,0,0,0,0.0,0,0,0,
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Dee Delaney,TAM,1,8,6,75.0%,58,9.7,7.3,0,55.2,10.0,49,9,0,0,0,0.0,0,5,2,28.6%
Ross Cockrell,TAM,0,3,3,100.0%,34,11.3,11.3,0,113.9,-2.0,-6,40,6,2,0,0.0,2,5,0,0.0%
Devin White,TAM,0,3,3,100.0%,29,9.7,9.7,0,106.9,2.7,8,21,6,0,1,0.0,1,10,1,9.1%
Jamel Dean,TAM,0,6,3,50.0%,13,4.3,2.2,0,56.2,5.7,12,1,0,0,0,0.0,0,7,1,12.5%
Grant Stuard,TAM,0,2,2,100.0%,9,4.5,4.5,0,85.4,3.0,6,3,1,0,0,0.0,0,2,0,0.0%
Jason Pierre-Paul,TAM,0,1,1,100.0%,6,6.0,6.0,0,91.7,1.0,1,5,10,1,0,2.0,3,4,0,0.0%
Antoine Winfield Jr.,TAM,0,1,1,100.0%,22,22.0,22.0,0,118.7,13.0,13,9,2,0,0,1.0,1,3,2,40.0%
K.J. Britt,TAM,0,1,1,100.0%,8,8.0,8.0,0,100.0,3.0,3,5,1,0,0,0.0,0,2,2,50.0%
Joe Tryon-Shoyinka,TAM,0,1,1,100.0%,11,11.0,11.0,0,112.5,-6.0,-6,17,5,0,0,0.0,0,1,1,50.0%
Vita Vea,TAM,0,1,1,100.0%,-6,-6.0,-6.0,0,79.2,-6.0,-6,0,0,0,0,0.0,0,3,0,0.0%
Kevin Minter,TAM,0,2,0,0.0%,,,0.0,,39.6,8.5,,,7,0,1,0.0,1,5,1,16.7%
Shaquil Barrett,TAM,0,0,0,,,,,,,,,,9,0,0,1.0,1,4,0,0.0%
Anthony Nelson,TAM,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%
Andrew Adams,TAM,0,1,0,0.0%,,,0.0,,39.6,16.0,,,0,0,0,0.0,0,3,0,0.0%
William Gholston,TAM,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
Pierre Desir,TAM,1,1,0,0.0%,,,0.0,,0.0,36.0,,,0,0,0,0.0,0,2,0,0.0%
Jordan Whitehead,TAM,1,0,0,,,,,,,,,,3,0,0,0.0,0,2,0,0.0%
