Quarter,Time,Down,ToGo,Location,CHI,TAM,Detail,EPB,EPA
2,10:28,2,7,CHI 44,0,21,"Justin Fields sacked by Jason Pierre-Paul for -4 yards. Justin Fields fumbles (forced by Jason Pierre-Paul), recovered by Shaquil Barrett at CHI-40 and returned for -1 yards. Shaquil Barrett fumbles (forced by Jesse James), recovered by Devin White at CHI-30 and returned for 5 yards (tackle by James Daniels)",,
2,10:18,1,10,CHI 25,0,21,Tom Brady pass incomplete short middle intended for Cameron Brate,,
2,10:14,2,10,CHI 25,0,21,Tom Brady pass incomplete short left intended for Leonard Fournette (defended by Roquan Smith),,
2,10:10,3,10,CHI 25,0,21,Tom Brady pass incomplete short middle intended for O.J. Howard,,
2,10:06,4,10,CHI 25,0,21,Ryan Succop 43 yard field goal no good,,
2,10:01,1,10,CHI 33,0,21,Justin Fields pass complete deep right to Darnell Mooney for 17 yards (tackle by Dee Delaney),,
2,9:37,1,10,TAM 50,0,21,Khalil Herbert up the middle for 13 yards (tackle by Antoine Winfield),,
2,9:11,1,10,TAM 37,0,21,Justin Fields scrambles right end for 5 yards (tackle by Kevin Minter),,
2,8:32,2,5,TAM 32,0,21,Khalil Herbert left tackle for 12 yards (tackle by Ross Cockrell),,
2,8:08,1,10,TAM 20,0,21,Khalil Herbert for 6 yards (tackle by Jamel Dean and Shaquil Barrett),,
2,7:42,2,4,TAM 14,0,21,Justin Fields pass complete short left to Allen Robinson for 4 yards (tackle by Jamel Dean),,
2,7:06,,,,,,Timeout #1 by Chicago Bears,,
2,7:06,1,10,TAM 10,0,21,Khalil Herbert up the middle for no gain (tackle by Shaquil Barrett),,
2,6:25,2,10,TAM 10,0,21,Justin Fields pass incomplete short right,,
2,6:17,3,10,TAM 10,0,21,Justin Fields pass incomplete short left intended for Jesper Horsted,,
2,6:13,4,10,TAM 10,3,21,Cairo Santos 28 yard field goal good,,
2,6:08,,,CHI 35,3,21,"Cairo Santos kicks off 65 yards, touchback.",,
2,6:08,1,10,TAM 25,3,21,Jaelon Darden right end for 11 yards (tackle by Eddie Jackson),,
2,5:34,1,10,TAM 36,3,21,Leonard Fournette up the middle for 6 yards (tackle by Khyiris Tonga),,
2,4:55,2,4,TAM 42,3,21,Tom Brady pass complete short left to Chris Godwin for 10 yards (tackle by DeAndre Houston-Carson),,
2,4:13,1,10,CHI 48,3,21,Tom Brady pass complete deep left to Mike Evans for 46 yards (tackle by Jaylon Johnson),,
2,3:40,1,2,CHI 2,3,27,"Tom Brady pass complete short left to Mike Evans for 2 yards, touchdown",,
2,3:35,,,CHI 15,3,28,Ryan Succop kicks extra point good,,
2,3:35,,,TAM 35,3,28,"Bradley Pinion kicks off 65 yards, touchback.",,
2,3:35,1,10,CHI 25,3,28,Khalil Herbert left end for 6 yards (tackle by Devin White),,
2,3:12,2,4,CHI 31,3,28,Justin Fields pass complete short right to Allen Robinson for 12 yards (tackle by Devin White),,
2,2:49,1,10,CHI 43,3,28,"Sam Mustipher aborted snap, recovered by Justin Fields at CHI-43 and returned for -2 yards Justin Fields for no gain",,
2,2:20,2,12,CHI 41,3,28,Justin Fields pass incomplete short left intended for Marquise Goodwin (defended by Vita Vea),,
2,2:18,3,12,CHI 41,3,28,Justin Fields scrambles left end for 8 yards (tackle by Pierre Desir),,
2,2:00,4,4,CHI 49,3,28,Justin Fields sacked by Jason Pierre-Paul for -1 yards,,
2,1:54,1,10,CHI 48,3,28,Tom Brady pass incomplete deep left intended for Chris Godwin,,
2,1:47,2,10,CHI 48,3,28,Tom Brady pass complete short right to Giovani Bernard for 9 yards (tackle by DeAndre Houston-Carson),,
2,1:41,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,1:41,3,1,CHI 39,3,28,"Tom Brady pass incomplete deep right intended for Mike Evans (defended by DeAndre Houston-Carson). Penalty on Alec Ogletree: Defensive Holding, 5 yards (accepted) (no play)",,
2,1:35,1,10,CHI 34,3,28,Tom Brady pass complete short left to Chris Godwin for 14 yards (tackle by Alec Ogletree),,
2,1:11,1,10,CHI 20,3,28,Tom Brady pass incomplete short left intended for Giovani Bernard,,
2,1:08,2,10,CHI 20,3,28,Tom Brady pass complete short left to Leonard Fournette for no gain (tackle by Bilal Nichols),,
2,1:00,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,1:00,3,10,CHI 20,3,28,Tom Brady pass complete short right to Leonard Fournette for 9 yards (tackle by Roquan Smith and Eddie Jackson),,
2,0:40,,,,,,Timeout #2 by Chicago Bears,,
2,0:40,4,1,CHI 11,3,28,Leonard Fournette up the middle for 3 yards (tackle by Eddie Jackson and Kindle Vildor),,
2,0:23,1,8,CHI 8,3,28,Tom Brady pass incomplete short right intended for O.J. Howard,,
2,0:19,2,8,CHI 8,3,28,Tom Brady pass incomplete short middle intended for Mike Evans,,
2,0:14,3,8,CHI 8,3,34,"Tom Brady pass complete short middle to Mike Evans for 8 yards, touchdown",,
2,0:09,,,CHI 15,3,35,Ryan Succop kicks extra point good,,
2,0:09,,,TAM 35,3,35,"Bradley Pinion kicks off 65 yards, touchback.",,
2,0:09,1,10,CHI 25,3,35,Khalil Herbert up the middle for 8 yards (tackle by Jamel Dean),,
Quarter,Time,Down,ToGo,Location,CHI,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,3,35,"Cairo Santos kicks off 65 yards, returned by Jaelon Darden for 17 yards (tackle by Sam Kamara)",,
3,14:56,1,10,TAM 17,3,35,Tom Brady pass complete short middle to O.J. Howard for 9 yards (tackle by DeAndre Houston-Carson),,
3,14:39,2,1,TAM 26,3,35,Leonard Fournette up the middle for 8 yards (tackle by Trevis Gipson),,
3,14:17,1,10,TAM 34,3,35,Leonard Fournette left end for 12 yards (tackle by Eddie Jackson),,
3,13:49,1,10,TAM 46,3,35,Leonard Fournette right guard for 2 yards (tackle by Bilal Nichols),,
3,13:21,2,8,TAM 48,3,35,Tom Brady pass complete short middle to Chris Godwin for 7 yards (tackle by Duke Shelley),,
3,12:53,3,1,CHI 45,3,35,Leonard Fournette left tackle for -1 yards (tackle by Alec Ogletree),,
3,12:09,4,2,CHI 46,3,35,"Bradley Pinion punts 46 yards, touchback.",,
3,12:00,1,10,CHI 20,3,35,Khalil Herbert up the middle for 1 yard (tackle by Devin White),,
3,11:23,2,9,CHI 21,3,35,Justin Fields pass complete short right to Marquise Goodwin for 4 yards (tackle by Dee Delaney),,
3,10:43,3,5,CHI 25,3,35,Justin Fields pass complete short left to Damiere Byrd for 10 yards (tackle by Jamel Dean),,
3,10:13,1,10,CHI 35,3,35,Justin Fields pass complete deep left to Darnell Mooney for 22 yards,,
3,9:36,1,10,TAM 43,3,35,Justin Fields pass complete short middle to Khalil Herbert for 20 yards (tackle by Ross Cockrell),,
3,9:04,1,10,TAM 23,3,35,Damien Williams left guard for 2 yards (tackle by Kevin Minter),,
3,8:23,2,8,TAM 21,3,35,Justin Fields pass complete short right to Cole Kmet for 6 yards (tackle by Dee Delaney),,
3,7:47,3,2,TAM 15,3,35,"Justin Fields pass incomplete short left intended for Damien Williams (defended by Kevin Minter). Penalty on Sam Mustipher: Offensive Holding, 10 yards (accepted) (no play)",,
3,7:40,3,12,TAM 25,3,35,Justin Fields pass short left intended for Darnell Mooney is intercepted by Jordan Whitehead at TB-16 and returned for 17 yards (tackle by Darnell Mooney),,
3,7:27,1,10,TAM 33,3,35,Ronald Jones right tackle for 1 yard (tackle by Alec Ogletree),,
3,6:46,2,9,TAM 34,3,35,Tom Brady pass complete short left to Tyler Johnson for 12 yards (tackle by Eddie Jackson),,
3,6:08,1,10,TAM 46,3,35,"Ronald Jones right tackle for no gain (tackle by Christian Jones). Penalty on Aaron Stinnie: Offensive Holding, 10 yards (accepted) (no play)",,
3,5:40,1,20,TAM 36,3,35,Ronald Jones up the middle for 12 yards (tackle by Roquan Smith and Eddie Jackson),,
3,4:46,2,8,TAM 48,3,35,Ronald Jones up the middle for 19 yards (tackle by Eddie Jackson and DeAndre Houston-Carson),,
3,4:08,1,10,CHI 33,3,35,Leonard Fournette right tackle for 12 yards (tackle by Roquan Smith),,
3,3:37,1,10,CHI 21,3,35,Leonard Fournette right tackle for 9 yards (tackle by Kindle Vildor),,
3,3:03,2,1,CHI 12,3,35,Leonard Fournette up the middle for 5 yards (tackle by Roquan Smith),,
3,2:12,1,7,CHI 7,3,35,"Ronald Jones up the middle for 3 yards (tackle by Khalil Mack). Penalty on Bilal Nichols: Disqualification / Defense, 2 yards (accepted)",,
3,1:51,1,2,CHI 2,3,35,Tom Brady pass complete short left to Mike Evans for no gain (tackle by Jaylon Johnson and DeAndre Houston-Carson),,
3,1:11,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
3,1:11,2,2,CHI 2,3,35,Tom Brady pass incomplete short middle intended for Chris Godwin,,
3,1:07,3,2,CHI 2,3,35,Ronald Jones up the middle for 1 yard (tackle by DeAndre Houston-Carson and Eddie Jackson),,
3,0:23,4,1,CHI 1,3,35,"Ronald Jones up the middle for -1 yards. Ronald Jones fumbles (forced by Alec Ogletree), recovered by DeAndre Houston-Carson at CHI-2 (tackle by Alec Ogletree)",,
3,0:19,1,10,CHI 2,3,35,Khalil Herbert for -1 yards (tackle by Devin White),,
Quarter,Time,Down,ToGo,Location,CHI,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,11,CHI 1,3,35,Justin Fields pass intended for Allen Robinson is intercepted by Pierre Desir at CHI-37 and returned for no gain (tackle by Allen Robinson),,
4,14:53,1,10,CHI 37,3,35,Leonard Fournette right guard for 2 yards (tackle by Roquan Smith and Mario Edwards),,
4,14:20,2,8,CHI 35,3,35,Tom Brady pass complete deep middle to Chris Godwin for 34 yards (tackle by Eddie Jackson),,
4,13:51,1,1,CHI 1,3,35,Leonard Fournette for -3 yards (tackle by Danny Trevathan),,
4,13:04,2,4,CHI 4,3,35,Tom Brady pass incomplete short left intended for Cameron Brate (defended by Mario Edwards),,
4,13:00,3,4,CHI 4,3,35,Tom Brady pass incomplete short right intended for Leonard Fournette,,
4,12:55,4,4,CHI 4,3,38,Ryan Succop 22 yard field goal good,,
4,12:51,,,TAM 35,3,38,"Bradley Pinion kicks off 65 yards, touchback.",,
4,12:51,1,10,CHI 25,3,38,Damien Williams for 4 yards (tackle by Anthony Nelson),,
4,12:17,2,6,CHI 29,3,38,Justin Fields pass complete short middle to Cole Kmet for 22 yards (tackle by Pierre Desir),,
4,11:36,1,10,TAM 49,3,38,Damien Williams left end for -1 yards (tackle by Jamel Dean),,
4,10:42,2,11,TAM 50,3,38,Justin Fields pass complete short left to Marquise Goodwin for 12 yards (tackle by Devin White),,
4,10:11,1,10,TAM 38,3,38,Khalil Herbert up the middle for -1 yards (tackle by Jordan Whitehead),,
4,9:34,2,11,TAM 39,3,38,Justin Fields pass complete short middle to Khalil Herbert for -6 yards (tackle by Vita Vea),,
4,8:49,3,17,TAM 45,3,38,Justin Fields scrambles up the middle for 1 yard (tackle by Vita Vea),,
4,8:09,4,16,TAM 44,3,38,"Pat O'Donnell punts 44 yards, touchback.",,
4,7:58,1,10,TAM 20,3,38,Ke'Shawn Vaughn up the middle for 4 yards (tackle by Roquan Smith and Danny Trevathan),,
4,7:10,2,6,TAM 24,3,38,Blaine Gabbert pass complete short right to Chris Godwin for 15 yards (tackle by Christian Jones),,
4,6:31,1,10,TAM 39,3,38,Ke'Shawn Vaughn up the middle for 7 yards (tackle by Roquan Smith),,
4,5:46,2,3,TAM 46,3,38,Ke'Shawn Vaughn right end for 2 yards (tackle by Khyiris Tonga),,
4,5:02,3,1,TAM 48,3,38,Ke'Shawn Vaughn up the middle for 15 yards (tackle by DeAndre Houston-Carson),,
4,4:17,1,10,CHI 37,3,38,Ke'Shawn Vaughn left guard for -1 yards (tackle by Roquan Smith and Margus Hunt),,
4,3:32,2,11,CHI 38,3,38,Blaine Gabbert pass complete short left to Deon Yelder for no gain (tackle by Roquan Smith),,
4,2:46,3,11,CHI 38,3,38,Blaine Gabbert pass incomplete short left intended for Jaelon Darden,,
4,2:37,4,11,CHI 38,3,38,Bradley Pinion punts 24 yards downed by Carson Tinker,,
4,2:27,1,10,CHI 14,3,38,Justin Fields scrambles right end for 1 yard (tackle by Devin White),,
4,2:20,2,9,CHI 15,3,38,Khalil Herbert up the middle for 8 yards (tackle by Kevin Minter and Antoine Winfield),,
4,2:00,3,1,CHI 23,3,38,Khalil Herbert up the middle for 2 yards (tackle by Anthony Nelson),,
4,1:38,1,10,CHI 25,3,38,Justin Fields scrambles up the middle for 6 yards (tackle by K.J. Britt),,
4,1:13,2,4,CHI 31,3,38,Justin Fields pass complete short right to Khalil Herbert for 11 yards (tackle by K.J. Britt),,
4,0:48,1,10,CHI 42,3,38,Justin Fields pass incomplete deep middle intended for Marquise Goodwin,,
4,0:41,2,10,CHI 42,3,38,Justin Fields scrambles left end for 16 yards (tackle by Andrew Adams),,
4,0:33,1,10,TAM 42,3,38,Justin Fields pass complete short right to Jesse James for 8 yards (tackle by Andrew Adams),,
4,0:23,,,,,,Timeout #1 by Chicago Bears,,
4,0:23,2,2,TAM 34,3,38,Justin Fields pass complete short middle to Cole Kmet for 5 yards (tackle by Grant Stuard and Andrew Adams),,
4,0:01,1,10,TAM 29,3,38,Justin Fields pass complete short middle to Ryan Nall for 4 yards (tackle by Grant Stuard),,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
