Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Darren Waller,LVR,17,13,200,2,9,92,7.1,108,8.3,7.9,2,6.5,0,0.0,0,154.0
Nelson Agholor,LVR,11,4,38,0,3,25,6.3,13,3.3,19.5,0,,0,0.0,0,46.8
Hunter Renfrow,LVR,6,4,47,0,3,33,8.3,14,3.5,11.0,0,,0,0.0,0,90.3
Henry Ruggs III,LVR,4,3,84,1,2,67,22.3,17,5.7,18.5,0,,1,25.0,1,116.7
Devontae Booker,LVR,2,1,1,0,0,-3,-3.0,4,4.0,-1.5,0,,0,0.0,0,56.2
Theo Riddick,LVR,1,1,3,0,,-5,-5.0,8,8.0,-5.0,0,,0,0.0,0,79.2
Alec Ingold,LVR,1,1,2,0,,1,1.0,1,1.0,1.0,0,,0,0.0,0,79.2
Jalen Richard,LVR,1,1,6,0,0,1,1.0,5,5.0,1.0,0,,0,0.0,0,91.7
Zay Jones,LVR,1,0,0,0,,0,,0,,2.0,0,,1,100.0,0,39.6
Jason Witten,LVR,1,0,0,0,,0,,0,,9.0,0,,0,0.0,0,39.6
Bryan Edwards,LVR,1,0,0,0,,0,,0,,5.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jamison Crowder,NYJ,7,5,47,2,5,28,5.6,19,3.8,4.3,0,,0,0.0,0,129.2
Denzel Mims,NYJ,3,2,40,0,2,22,11.0,18,9.0,15.3,2,1.0,0,0.0,0,109.7
Ty Johnson,NYJ,2,2,13,0,0,-1,-0.5,14,7.0,-0.5,0,,0,0.0,0,93.7
Ryan Griffin,NYJ,2,2,31,0,2,6,3.0,25,12.5,3.0,0,,0,0.0,0,118.7
Braxton Berrios,NYJ,2,2,33,0,1,2,1.0,31,15.5,1.0,0,,0,0.0,0,118.7
Breshad Perriman,NYJ,4,1,22,0,1,13,13.0,9,9.0,14.0,0,,1,25.0,1,10.4
