Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
1,0:57,1,10,NOR 45,7,7,"Teddy Bridgewater pass complete short left to Latavius Murray for -2 yards (tackle by K.J. Wright). Penalty on Will Clapp: Offensive Holding, 10 yards (no play)",1.930,1.270
1,0:30,1,20,NOR 35,7,7,"Penalty on Andrus Peat: False Start, 5 yards (no play)",1.270,0.940
1,0:16,1,25,NOR 30,7,7,Teddy Bridgewater pass incomplete short left intended for Ted Ginn,0.940,-0.640
1,0:12,2,25,NOR 30,7,7,Teddy Bridgewater pass complete short left to Alvin Kamara for 4 yards (tackle by Bobby Wagner and Mychal Kendricks),-0.640,-0.760
Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,21,NOR 34,7,7,Teddy Bridgewater pass incomplete short middle intended for Josh Hill,-0.760,-1.110
2,14:55,4,21,NOR 34,7,7,Thomas Morstead punts 64 yards out of bounds,-1.110,0.380
2,14:46,,,,,,Timeout #1 by Seattle Seahawks,,
2,14:46,1,10,SEA 2,7,7,Chris Carson up the middle for 2 yards (tackle by Trey Hendrickson),-0.380,-0.630
2,14:11,2,8,SEA 4,7,7,Russell Wilson pass complete short left to Tyler Lockett for 7 yards (tackle by Marshon Lattimore),-0.630,-0.370
2,13:42,3,1,SEA 11,7,7,Russell Wilson left end for 2 yards (tackle by Marshon Lattimore and Trey Hendrickson),-0.370,-0.320
2,13:00,1,10,SEA 13,7,7,Russell Wilson left end for 3 yards (tackle by Marcus Davenport),-0.320,-0.440
2,12:29,2,7,SEA 16,7,7,Russell Wilson pass complete short left to C.J. Prosise for 3 yards (tackle by Demario Davis),-0.440,-0.710
2,11:56,3,4,SEA 19,7,7,Russell Wilson pass complete short right to Tyler Lockett for 2 yards (tackle by Marshon Lattimore),-0.710,-1.960
2,11:17,4,2,SEA 21,7,7,"Michael Dickson punts 59 yards, returned by Deonte Harris for no gain (tackle by Ugochukwu Amadi)",-1.960,-0.280
2,11:09,1,10,NOR 20,7,7,Alvin Kamara left tackle for 6 yards (tackle by Bobby Wagner and K.J. Wright),0.280,0.540
2,10:39,2,4,NOR 26,7,7,Teddy Bridgewater pass complete short right to Alvin Kamara for 9 yards (tackle by Bradley McDougald and Shaquill Griffin),0.540,1.270
2,9:57,1,10,NOR 35,7,7,Alvin Kamara right end for 7 yards (tackle by Bobby Wagner and K.J. Wright),1.270,1.670
2,9:09,2,3,NOR 42,7,7,Latavius Murray left tackle for no gain (tackle by Al Woods and Bobby Wagner),1.670,0.960
2,8:28,3,3,NOR 42,7,7,Alvin Kamara left tackle for 1 yard (tackle by Rasheem Green and Jadeveon Clowney),0.960,-0.520
2,7:49,4,2,NOR 43,7,7,Thomas Morstead punts 53 yards downed by Justin Hardee,-0.520,0.380
2,7:40,1,10,SEA 4,7,7,Chris Carson up the middle for 4 yards (tackle by Mario Edwards),-0.380,-0.490
2,7:05,2,6,SEA 8,13,7,"Chris Carson right tackle for 22 yards (tackle by Eli Apple and Marcus Williams). Chris Carson fumbles (forced by Eli Apple), recovered by Vonn Bell at SEA-33 and returned for 33 yards, touchdown",-0.490,-7.000
2,6:50,,,SEA 15,13,7,Wil Lutz kicks extra point no good wide left,0.000,-1.000
2,6:50,,,NOR 35,13,7,"Wil Lutz kicks off 62 yards, returned by Tyler Lockett for 29 yards (tackle by J.T. Gray)",0.000,1.070
2,6:46,1,10,SEA 32,13,7,Russell Wilson pass complete short right to C.J. Prosise for 5 yards (tackle by Vonn Bell),1.070,1.200
2,6:16,2,5,SEA 37,13,7,"Penalty on Will Dissly: False Start, 5 yards (no play)",1.200,0.530
2,5:57,2,10,SEA 32,13,7,Russell Wilson pass complete short left to C.J. Prosise for no gain (tackle by Marshon Lattimore),0.530,-0.160
2,5:26,3,10,SEA 32,13,7,Russell Wilson up the middle for 18 yards (tackle by Marcus Williams),-0.160,2.260
2,4:47,1,10,SEA 50,13,7,C.J. Prosise left guard for 1 yard (tackle by P.J. Williams and Marcus Davenport),2.260,1.850
2,4:06,2,9,NOR 49,13,7,Russell Wilson right end for 8 yards (tackle by Eli Apple),1.850,2.210
2,3:21,3,1,NOR 41,13,7,Chris Carson up the middle for no gain (tackle by David Onyemata and Vonn Bell),2.210,0.530
2,2:37,4,1,NOR 41,13,7,Chris Carson right guard for -1 yards (tackle by Demario Davis and Cameron Jordan),0.530,-1.730
2,2:33,1,10,NOR 42,13,7,Teddy Bridgewater pass complete short left to Ted Ginn for 5 yards (tackle by K.J. Wright),1.730,1.860
2,2:02,2,5,NOR 47,13,7,Teddy Bridgewater pass incomplete short right intended for Ted Ginn,1.860,1.160
2,1:59,3,5,NOR 47,13,7,Teddy Bridgewater pass complete short middle to Michael Thomas for 14 yards (tackle by Tre Flowers),1.160,2.980
2,1:36,1,10,SEA 39,13,7,Teddy Bridgewater pass complete short right to Jared Cook for 7 yards (tackle by Shaquill Griffin),2.980,3.390
2,1:06,2,3,SEA 32,13,7,Teddy Bridgewater pass complete short middle to Alvin Kamara for 3 yards (tackle by K.J. Wright),3.390,3.640
2,0:48,1,10,SEA 29,13,7,Teddy Bridgewater pass incomplete deep left intended for Michael Thomas,3.640,3.100
2,0:42,2,10,SEA 29,19,7,"Teddy Bridgewater pass complete short right to Alvin Kamara for 29 yards, touchdown",3.100,7.000
2,0:33,,,SEA 15,20,7,Wil Lutz kicks extra point good,0.000,0.000
2,0:33,,,NOR 35,20,7,"Wil Lutz kicks off 62 yards, returned by Tyler Lockett for 18 yards (tackle by Chauncey Gardner-Johnson)",0.000,0.340
2,0:29,1,10,SEA 21,20,7,Russell Wilson pass complete short middle to Nick Vannett for 9 yards (tackle by Demario Davis),0.340,1.020
2,0:10,2,1,SEA 30,20,7,Russell Wilson pass complete deep left to D.K. Metcalf for 54 yards (tackle by Marshon Lattimore),1.020,4.510
Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,20,7,"Jason Myers kicks off 68 yards, returned by Deonte Harris for 28 yards (tackle by Nick Bellore)",0.000,0.610
3,14:54,1,10,NOR 25,20,7,Alvin Kamara up the middle for 16 yards (tackle by Bradley McDougald and Mychal Kendricks),0.610,1.660
3,14:16,1,10,NOR 41,20,7,Teddy Bridgewater pass complete short right to Michael Thomas for 18 yards (tackle by Bradley McDougald and Bobby Wagner),1.660,2.850
3,13:36,1,10,SEA 41,20,7,Latavius Murray right tackle for 2 yards (tackle by Bobby Wagner),2.850,2.580
3,12:57,2,8,SEA 39,20,7,"Teddy Bridgewater right end for 17 yards (tackle by K.J. Wright). Penalty on Alvin Kamara: Chop Block, 15 yards (no play)",2.580,0.550
3,12:31,2,23,NOR 46,20,7,Teddy Bridgewater pass complete short left to Ted Ginn for 10 yards (tackle by Tre Flowers),0.550,1.220
3,11:56,3,13,SEA 44,20,7,Teddy Bridgewater pass complete short right to Alvin Kamara for 9 yards (tackle by Jamar Taylor and Bobby Wagner),1.220,0.980
3,11:14,4,4,SEA 35,20,7,"Wil Lutz yard field goal no good. Penalty on Al Woods: Illegal Formation, 5 yards (no play)",0.980,3.580
3,11:10,1,10,SEA 30,20,7,Teddy Bridgewater pass incomplete short right intended for Alvin Kamara,3.580,3.030
3,11:07,2,10,SEA 30,20,7,Alvin Kamara left tackle for 6 yards (tackle by Branden Jackson and Bobby Wagner),3.030,3.140
3,10:26,3,4,SEA 24,20,7,Teddy Bridgewater pass complete short left to Michael Thomas for 15 yards (tackle by Bradley McDougald),3.140,5.140
3,9:47,1,9,SEA 9,20,7,Teddy Bridgewater pass complete short right to Alvin Kamara for 8 yards (tackle by Bobby Wagner),5.140,5.910
3,9:06,,,,,,Timeout #1 by Seattle Seahawks,,
3,9:06,2,1,SEA 1,20,7,Zach Line up the middle for no gain (tackle by Bobby Wagner and Al Woods),5.910,5.170
3,8:28,3,1,SEA 1,20,7,Teddy Bridgewater up the middle for no gain (tackle by Poona Ford and Bobby Wagner),5.170,3.550
3,7:47,4,1,SEA 1,26,7,"Teddy Bridgewater pass complete short left to Michael Thomas for 1 yard, touchdown",3.550,7.000
3,7:44,,,SEA 15,27,7,Wil Lutz kicks extra point good,0.000,0.000
3,7:44,,,NOR 35,27,7,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,7:44,1,10,SEA 25,27,7,"Russell Wilson left end for 10 yards (tackle by A.J. Klein). Penalty on Germain Ifedi: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,7:23,1,20,SEA 15,27,7,Russell Wilson pass complete short left to Will Dissly for 10 yards (tackle by David Onyemata),-0.410,0.060
3,6:55,2,10,SEA 25,27,7,Russell Wilson pass complete short right to Will Dissly for 5 yards (tackle by Demario Davis),0.060,0.040
3,6:09,3,5,SEA 30,27,7,Russell Wilson pass incomplete deep right intended for Tyler Lockett (defended by Vonn Bell),0.040,-1.370
3,6:00,4,5,SEA 30,27,7,"Michael Dickson punts 39 yards, muffed catch by Deonte Harris, recovered by Cody Barton at NO-33 (tackle by Deonte Harris) Penalty on SEA: Unsportsmanlike Conduct, 15 yards",-1.370,2.390
3,5:51,1,10,NOR 48,27,7,Chris Carson left guard for no gain (tackle by Kiko Alonso and Marcus Davenport),2.390,1.850
3,5:10,2,10,NOR 48,27,7,Russell Wilson pass incomplete short left intended for D.K. Metcalf,1.850,1.160
3,5:06,3,10,NOR 48,27,7,"Russell Wilson pass incomplete short left intended for Nick Vannett. Penalty on P.J. Williams: Defensive Holding, 5 yards (no play)",1.160,2.720
3,4:59,1,10,NOR 43,27,7,Russell Wilson pass complete deep left to Will Dissly for 25 yards (tackle by Kiko Alonso),2.720,4.370
3,4:20,1,10,NOR 18,27,7,Chris Carson left end for 4 yards (tackle by A.J. Klein),4.370,4.430
3,3:41,2,6,NOR 14,27,7,Russell Wilson pass incomplete short right intended for David Moore,4.430,3.630
3,3:36,3,6,NOR 14,27,7,Chris Carson left guard for 1 yard (tackle by Demario Davis and David Onyemata),3.630,2.620
3,2:52,4,5,NOR 13,27,7,Russell Wilson pass incomplete short left intended for Tyler Lockett,2.620,0.320
3,2:47,1,10,NOR 13,27,7,"Alvin Kamara left tackle for 19 yards (tackle by K.J. Wright). Penalty on Josh Hill: Offensive Holding, 6 yards (no play)",-0.320,-0.610
3,2:24,1,16,NOR 7,27,7,Teddy Bridgewater pass complete short left to Alvin Kamara for 18 yards (tackle by Marquise Blair),-0.610,0.610
3,1:36,1,10,NOR 25,27,7,Teddy Bridgewater pass complete short middle to Michael Thomas for 6 yards (tackle by Bobby Wagner and Jamar Taylor),0.610,0.870
3,0:57,,,,,,Timeout #1 by New Orleans Saints,,
3,0:57,2,4,NOR 31,27,7,Teddy Bridgewater right end for 1 yard (tackle by K.J. Wright),0.870,0.300
3,0:14,3,3,NOR 32,27,7,Teddy Bridgewater pass incomplete short left intended for Jared Cook,0.300,-1.240
3,0:09,4,3,NOR 32,27,7,"Thomas Morstead punts 49 yards, returned by Tyler Lockett for 3 yards (tackle by J.T. Gray and Taysom Hill)",-1.240,-0.410
Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 22,27,7,Russell Wilson pass complete short middle to Will Dissly for 13 yards (tackle by Marshon Lattimore),0.410,1.270
4,14:40,1,10,SEA 35,27,7,Russell Wilson pass complete deep middle to Tyler Lockett for 24 yards (tackle by Vonn Bell),1.270,2.850
4,14:17,1,10,NOR 41,27,7,C.J. Prosise left guard for 2 yards (tackle by Demario Davis and Cameron Jordan),2.850,2.580
4,13:43,2,8,NOR 39,27,7,Russell Wilson pass incomplete short left,2.580,1.880
4,13:35,3,8,NOR 39,27,7,"Russell Wilson pass incomplete deep middle intended for Tyler Lockett (defended by Marcus Williams). Penalty on Trey Hendrickson: Defensive Offside, 5 yards (no play)",1.880,2.540
4,13:28,3,3,NOR 34,27,7,Russell Wilson pass incomplete short middle intended for Jaron Brown,2.540,1.090
4,13:24,4,3,NOR 34,27,7,Russell Wilson pass complete deep left to C.J. Prosise for 21 yards (tackle by Marcus Williams),1.090,4.710
4,13:04,1,10,NOR 13,27,7,Russell Wilson pass incomplete short left intended for D.K. Metcalf,4.710,4.050
4,12:59,2,10,NOR 13,27,7,Russell Wilson pass complete short middle to Tyler Lockett for 10 yards (tackle by A.J. Klein),4.050,6.510
4,12:35,1,3,NOR 3,27,7,C.J. Prosise up the middle for 1 yard (tackle by Vonn Bell and Malcom Brown),6.510,5.720
4,11:56,2,2,NOR 2,27,13,"Russell Wilson left end for 2 yards, touchdown",5.720,7.000
4,11:51,,,NOR 15,27,14,Jason Myers kicks extra point good,0.000,0.000
4,11:51,,,SEA 35,27,14,"Jason Myers kicks off 43 yards,",0.000,0.410
4,11:51,1,10,NOR 22,27,14,Teddy Bridgewater pass incomplete short right intended for Ted Ginn (defended by Shaquill Griffin),0.410,-0.130
4,11:48,2,10,NOR 22,27,14,Alvin Kamara up the middle for 6 yards (tackle by Tre Flowers),-0.130,-0.030
4,11:08,,,,,,Timeout #2 by New Orleans Saints,,
4,11:08,3,4,NOR 28,27,14,Teddy Bridgewater pass incomplete short right intended for Michael Thomas (defended by K.J. Wright),-0.030,-1.500
4,11:04,4,4,NOR 28,27,14,"Thomas Morstead punts 54 yards, returned by Tyler Lockett for 1 yard (tackle by J.T. Gray)",-1.500,-0.150
4,10:55,1,10,SEA 19,27,14,Russell Wilson pass incomplete short left intended for Tyler Lockett (defended by P.J. Williams),0.150,-0.390
4,10:52,2,10,SEA 19,27,14,Russell Wilson pass complete short left to Malik Turner for 8 yards (tackle by Marshon Lattimore),-0.390,-0.030
4,10:27,3,2,SEA 27,27,14,C.J. Prosise left guard for 1 yard (tackle by Vonn Bell),-0.030,-1.500
4,9:47,4,1,SEA 28,27,14,Russell Wilson pass incomplete deep right intended for Malik Turner,-1.500,-3.710
4,9:41,1,10,SEA 28,27,14,Taysom Hill right end for 5 yards (tackle by Poona Ford),3.710,3.840
4,8:58,2,5,SEA 23,27,14,Alvin Kamara right guard for 1 yard (tackle by Bobby Wagner and Al Woods),3.840,3.270
4,8:14,3,4,SEA 22,27,14,Teddy Bridgewater pass complete short left to Taysom Hill for 5 yards (tackle by K.J. Wright and Tre Flowers),3.270,4.440
4,7:29,1,10,SEA 17,27,14,Alvin Kamara up the middle for 7 yards (tackle by Bobby Wagner and K.J. Wright),4.440,5.100
4,6:43,2,3,SEA 10,27,14,Alvin Kamara right end for 6 yards (tackle by Bobby Wagner and Branden Jackson),5.100,6.280
4,5:56,,,,,,Timeout #3 by New Orleans Saints,,
4,5:56,1,4,SEA 4,27,14,Alvin Kamara left tackle for -1 yards (tackle by Bobby Wagner and Al Woods),6.280,5.150
4,5:12,2,5,SEA 5,27,14,Alvin Kamara right guard for 1 yard (tackle by K.J. Wright and Rasheem Green),5.150,4.490
4,4:27,3,4,SEA 4,27,14,"Teddy Bridgewater pass incomplete short left intended for Alvin Kamara. Penalty on K.J. Wright: Defensive Pass Interference, 3 yards (no play)",4.490,6.970
4,4:22,1,1,SEA 1,33,14,"Alvin Kamara left guard for 1 yard, touchdown",6.970,7.000
4,4:19,,,SEA 2,33,14,"Two Point Attempt: Teddy Bridgewater rushes, conversion fails.",1.000,-1.000
4,4:19,,,NOR 35,33,14,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
4,4:19,1,10,SEA 25,33,14,Russell Wilson pass incomplete short middle intended for Nick Vannett,0.610,0.060
4,4:15,2,10,SEA 25,33,14,Russell Wilson pass complete short left to D.K. Metcalf for 13 yards (tackle by Marshon Lattimore),0.060,1.470
4,4:09,1,10,SEA 38,33,14,Russell Wilson pass incomplete deep right intended for Jaron Brown,1.470,0.920
4,4:02,2,10,SEA 38,33,14,Russell Wilson pass complete deep middle to Tyler Lockett for 40 yards (tackle by Vonn Bell),0.920,4.110
4,3:35,1,10,NOR 22,33,14,Russell Wilson pass incomplete deep right intended for Will Dissly,4.110,3.560
4,3:28,2,10,NOR 22,33,14,Russell Wilson pass complete short middle to Jaron Brown for 8 yards (tackle by Marshon Lattimore and Marcus Davenport),3.560,4.150
4,3:03,3,2,NOR 14,33,14,Russell Wilson pass complete short left to Jaron Brown for 6 yards,4.150,5.370
4,2:58,1,8,NOR 8,33,14,Russell Wilson pass incomplete short left intended for Jaron Brown,5.370,4.570
4,2:55,2,8,NOR 8,33,20,"Russell Wilson left tackle for 8 yards, touchdown",4.570,7.000
4,2:48,,,NOR 15,33,21,Jason Myers kicks extra point good,0.000,0.000
4,2:48,,,SEA 35,33,21,"Jason Myers kicks off 42 yards, returned by Ted Ginn for no gain",0.000,0.480
4,2:47,1,10,NOR 23,33,21,Alvin Kamara left tackle for 3 yards (tackle by K.J. Wright and Quinton Jefferson),0.480,0.340
4,2:04,2,7,NOR 26,33,21,Alvin Kamara up the middle for 2 yards (tackle by K.J. Wright and Bobby Wagner),0.340,-0.100
4,2:00,3,5,NOR 28,33,21,Alvin Kamara left tackle for 4 yards (tackle by Delano Hill),-0.100,-1.240
4,1:55,,,,,,Timeout #3 by Seattle Seahawks,,
4,1:55,4,1,NOR 32,33,21,"Thomas Morstead punts 58 yards, returned by Tyler Lockett for 8 yards (tackle by Dwayne Washington)",-1.240,-0.040
4,1:42,1,10,SEA 18,33,21,Russell Wilson pass complete short left to C.J. Prosise for 9 yards (tackle by Demario Davis),0.040,0.820
4,1:24,2,1,SEA 27,33,21,Russell Wilson pass complete short right to Tyler Lockett for 8 yards (tackle by P.J. Williams),0.820,1.270
4,1:19,1,10,SEA 35,33,21,Russell Wilson pass complete short right to Tyler Lockett for 10 yards (tackle by A.J. Klein),1.270,1.930
4,1:15,1,10,SEA 45,33,21,Russell Wilson pass complete short left to Tyler Lockett for 10 yards (tackle by P.J. Williams),1.930,2.590
4,1:09,1,10,NOR 45,33,21,Russell Wilson pass complete short middle to Malik Turner for 11 yards (tackle by Vonn Bell),2.590,3.310
4,0:51,1,10,NOR 34,33,21,Russell Wilson pass incomplete deep right intended for D.K. Metcalf,3.310,2.770
4,0:45,2,10,NOR 34,33,21,Russell Wilson pass complete short left to Jaron Brown for 16 yards (tackle by Vonn Bell and Demario Davis),2.770,4.370
4,0:30,1,10,NOR 18,33,21,Russell Wilson spiked the ball,4.370,3.800
4,0:30,2,10,NOR 18,33,21,"Russell Wilson pass deep middle is intercepted by Marcus Williams at NO-0 and returned for no gain. Penalty on Cameron Jordan: Defensive Offside, 5 yards (no play)",3.800,4.610
4,0:23,2,5,NOR 13,33,21,Russell Wilson pass incomplete short left intended for D.K. Metcalf (defended by Marshon Lattimore),4.610,3.820
4,0:17,3,5,NOR 13,33,21,Russell Wilson pass incomplete short left,3.820,2.620
4,0:12,4,5,NOR 13,33,21,"Russell Wilson pass incomplete short middle intended for Will Dissly (defended by Vonn Bell). Penalty on Vonn Bell: Defensive Holding, 5 yards (no play)",2.620,5.370
4,0:05,1,8,NOR 8,33,21,"Russell Wilson pass deep left is intercepted by Marshon Lattimore at NO-0 and returned for no gain. Penalty on David Onyemata: Illegal Use of Hands, 4 yards (no play)",5.370,6.280
4,0:00,1,4,NOR 4,33,27,"Russell Wilson pass complete short right to Will Dissly for 4 yards, touchdown",6.280,7.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
