Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
2,13:38,1,10,ARI 25,3,7,David Blough pass complete short left to Marquise Brown for 2 yards (tackle by AJ Terrell and Isaiah Oliver),0.610,0.330
2,13:11,2,8,ARI 27,3,7,David Blough pass complete short left to Robbie Anderson for 13 yards (tackle by Rashaan Evans),0.330,1.600
2,12:34,1,10,ARI 40,3,7,James Conner left guard for 6 yards (tackle by DeAngelo Malone),1.600,1.860
2,12:01,2,4,ARI 46,3,7,James Conner left tackle for 6 yards (tackle by DeAngelo Malone and Jalen Dalton),1.860,2.390
2,11:30,1,10,ATL 48,3,7,David Blough pass incomplete short right,2.390,1.850
2,11:27,2,10,ATL 48,3,7,David Blough scrambles up the middle for 3 yards (tackle by Grady Jarrett),1.850,1.550
2,10:59,3,7,ATL 45,3,7,David Blough pass incomplete short right intended for Corey Clement,1.550,0.270
2,10:53,4,7,ATL 45,3,7,"Andy Lee punts 34 yards, fair catch by Avery Williams at ATL-11",0.270,0.370
2,10:46,1,10,ATL 11,3,7,"Desmond Ridder aborted snap, recovered by Leki Fotu at ATL-8",-0.370,-5.370
2,10:36,1,8,ATL 8,3,7,James Conner right guard for 4 yards (tackle by Abdullah Anderson and Adetokunbo Ogundeji),5.370,5.340
2,10:06,2,4,ATL 4,9,7,"David Blough pass complete short right to Trey McBride for 4 yards, touchdown",5.340,7.000
2,10:00,,,ATL 15,10,7,Matt Prater kicks extra point good,0.000,0.000
2,10:00,,,ARI 35,10,7,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
2,10:00,1,10,ATL 25,10,7,Cordarrelle Patterson right tackle for 3 yards (tackle by Zaven Collins),0.610,0.470
2,9:23,2,7,ATL 28,10,7,Desmond Ridder pass complete short left to Drake London for 8 yards (tackle by Isaiah Simmons),0.470,1.330
2,8:46,1,10,ATL 36,10,7,Cordarrelle Patterson left end for -1 yards (tackle by Dennis Gardeck and Isaiah Simmons),1.330,0.660
2,8:13,2,11,ATL 35,10,7,Desmond Ridder pass complete short right to Tyler Allgeier for 12 yards (tackle by Jonathan Ledbetter),0.660,2.060
2,7:31,1,10,ATL 47,10,7,"Desmond Ridder scrambles for no gain. Penalty on Drew Dalman: Offensive Holding, 10 yards (accepted) (no play)",2.060,1.400
2,7:04,1,20,ATL 37,10,7,Desmond Ridder pass complete short right to Drake London for 13 yards (tackle by Jalen Thompson),1.400,1.920
2,6:28,2,7,ARI 50,10,7,Tyler Allgeier left end for 2 yards (tackle by Jesse Luketa),1.920,1.490
2,5:49,3,5,ARI 48,10,7,Desmond Ridder pass complete short left to Cordarrelle Patterson for 6 yards,1.490,2.790
2,5:13,1,10,ARI 42,10,7,Desmond Ridder pass complete short middle to MyCole Pruitt for 25 yards (tackle by Jalen Thompson),2.790,4.440
2,4:39,1,10,ARI 17,10,7,Avery Williams right end for -2 yards (tackle by Zaven Collins and Christian Matthew),4.440,3.600
2,4:16,2,12,ARI 19,10,7,Desmond Ridder scrambles left end for 5 yards (tackle by Jace Whittaker),3.600,3.500
2,3:39,3,7,ARI 14,10,7,Desmond Ridder pass complete short left to MyCole Pruitt for 5 yards (tackle by Jace Whittaker),3.500,2.950
2,2:58,4,2,ARI 9,10,7,Desmond Ridder pass incomplete short right intended for Drake London,2.950,0.380
2,2:54,1,10,ARI 10,10,7,David Blough pass complete short right to Marquise Brown for 3 yards (tackle by Isaiah Oliver),-0.380,-0.560
2,2:21,2,7,ARI 13,10,7,David Blough pass incomplete short left intended for Trey McBride (defended by Isaiah Oliver),-0.560,-1.070
2,2:17,3,7,ARI 13,10,7,David Blough pass complete short left to Greg Dortch for 1 yard (tackle by Darren Hall),-1.070,-2.470
2,2:00,4,6,ARI 14,10,7,Andy Lee punts blocked by Richie Grant,-2.470,-6.060
2,1:51,1,5,ARI 5,10,13,"Cordarrelle Patterson right tackle for 5 yards, touchdown",6.060,7.000
2,1:47,,,ARI 15,10,14,Younghoe Koo kicks extra point good,0.000,0.000
2,1:47,,,ATL 35,10,14,"Bradley Pinion kicks off 70 yards, returned by Pharoh Cooper for 25 yards (tackle by Nick Kwiatkoski and Avery Williams)",0.000,0.280
2,1:42,1,10,ARI 20,10,14,James Conner right end for 5 yards (tackle by AJ Terrell),0.280,0.410
2,1:36,2,5,ARI 25,10,14,David Blough pass complete short left to Andre Baccellia for 7 yards (tackle by DeAundre Alford),0.410,1.070
2,1:23,,,,,,Timeout #1 by Atlanta Falcons,,
2,1:23,1,10,ARI 32,10,14,James Conner left guard for 8 yards (tackle by Grady Jarrett and DeAngelo Malone),1.070,1.610
2,1:05,2,2,ARI 40,10,14,David Blough pass complete short middle to James Conner for 6 yards (tackle by Cornell Armstrong),1.610,1.990
2,0:57,1,10,ARI 46,10,14,"David Blough pass short right is intercepted by AJ Terrell at ATL-17 and returned for no gain. Penalty on Arnold Ebiketie: Defensive Offside, 5 yards (accepted) (no play)",1.990,2.720
2,0:50,1,5,ATL 49,10,14,"Penalty on Billy Price: False Start, 5 yards (accepted) (no play)",2.720,1.990
2,0:50,1,10,ARI 46,10,14,David Blough pass complete short left to A.J. Green for 9 yards (tackle by Cornell Armstrong),1.990,2.670
2,0:28,2,1,ATL 45,10,14,Corey Clement right guard for 4 yards (tackle by Timmy Horne),2.670,2.850
2,0:28,,,,,,Timeout #1 by Arizona Cardinals,,
2,0:28,1,10,ATL 41,10,14,David Blough pass complete short middle to James Conner for 13 yards (tackle by AJ Terrell),2.850,3.710
2,0:20,1,10,ATL 28,10,14,David Blough scrambles right end for 4 yards (tackle by Isaiah Oliver),3.710,3.710
2,0:12,2,6,ATL 24,10,14,David Blough pass complete to Trey McBride for 6 yards (tackle by Mykal Walker),3.710,4.370
2,0:06,,,,,,Timeout #2 by Arizona Cardinals,,
2,0:06,1,10,ATL 18,13,14,Matt Prater 36 yard field goal good,4.370,3.000
2,0:02,,,ARI 35,13,14,"Matt Prater kicks off 35 yards, returned by Avery Williams for 23 yards (tackle by Chris Banjo)",0.000,1.270
Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,13,14,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ATL 25,13,14,Desmond Ridder pass complete short left to Cordarrelle Patterson for 15 yards (tackle by Jalen Thompson),0.610,1.600
3,14:22,1,10,ATL 40,13,14,Tyler Allgeier left end for no gain (tackle by Cameron Thomas and Leki Fotu),1.600,1.050
3,13:44,2,10,ATL 40,13,14,Desmond Ridder pass incomplete deep right,1.050,0.370
3,13:37,3,10,ATL 40,13,14,Desmond Ridder sacked by J.J. Watt for -3 yards,0.370,-0.910
3,12:58,4,13,ATL 37,13,14,Bradley Pinion punts 62 yards out of bounds,-0.910,0.380
3,12:47,1,10,ARI 1,13,14,James Conner right guard for 3 yards (tackle by Abdullah Anderson and Troy Andersen),-0.380,-0.560
3,12:18,2,7,ARI 4,13,14,David Blough pass complete deep left to Trey McBride for 26 yards (tackle by Richie Grant),-0.560,0.940
3,11:39,1,10,ARI 30,13,14,James Conner right guard for 1 yard (tackle by Jaylinn Hawkins and Timmy Horne),0.940,0.530
3,11:19,2,9,ARI 31,13,14,Pharoh Cooper left end for 6 yards (tackle by Jaylinn Hawkins and Abdullah Anderson),0.530,0.630
3,10:46,3,3,ARI 37,13,14,Corey Clement right guard for 3 yards (tackle by Lorenzo Carter),0.630,1.600
3,10:15,1,10,ARI 40,13,14,David Blough pass incomplete short right,1.600,1.050
3,10:07,2,10,ARI 40,13,14,David Blough pass incomplete deep left intended for Greg Dortch (defended by Cornell Armstrong),1.050,0.370
3,10:00,3,10,ARI 40,13,14,"David Blough pass incomplete deep right intended for Marquise Brown. Penalty on DeAundre Alford: Defensive Pass Interference, 40 yards (accepted) (no play)",0.370,4.240
3,9:53,1,10,ATL 20,13,14,Pharoh Cooper left tackle for 2 yards (tackle by Lorenzo Carter and Abdullah Anderson),4.240,3.960
3,9:16,2,8,ATL 18,13,14,David Blough pass incomplete short middle intended for Greg Dortch (defended by Isaiah Oliver),3.960,3.220
3,9:08,3,8,ATL 18,13,14,David Blough pass incomplete deep left intended for Andre Baccellia,3.220,2.250
3,9:04,,,,,,Timeout #1 by Atlanta Falcons,,
3,9:04,4,8,ATL 18,16,14,Matt Prater 36 yard field goal good,2.250,3.000
3,9:00,,,ARI 35,16,14,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
3,9:00,1,10,ATL 25,16,14,Cordarrelle Patterson left tackle for no gain (tackle by Michael Dogbe),0.610,0.060
3,8:27,2,10,ATL 25,16,14,Desmond Ridder pass complete short left to Damiere Byrd for 12 yards (tackle by Jace Whittaker),0.060,1.400
3,7:58,1,10,ATL 37,16,14,Desmond Ridder pass incomplete short right intended for Cordarrelle Patterson,1.400,0.860
3,7:53,2,10,ATL 37,16,14,Tyler Allgeier left end for 4 yards (tackle by Michael Dogbe),0.860,0.700
3,7:11,3,6,ATL 41,16,14,Desmond Ridder pass incomplete short left intended for Drake London (defended by Zaven Collins),0.700,-0.650
3,7:03,4,6,ATL 41,16,14,"Bradley Pinion punts 40 yards, returned by Pharoh Cooper for 14 yards (tackle by Troy Andersen and Keith Smith). Penalty on Mike Ford: Player Out of Bounds on Kick, 5 yards (accepted)",-0.650,-1.470
3,6:52,1,10,ARI 38,16,14,James Conner left tackle for 7 yards (tackle by Richie Grant and Troy Andersen),1.470,1.870
3,6:25,2,3,ARI 45,16,14,James Conner left guard for 16 yards (tackle by Richie Grant),1.870,2.980
3,5:50,1,10,ATL 39,16,14,James Conner right tackle for 3 yards (tackle by Isaiah Oliver and Richie Grant),2.980,2.850
3,5:17,2,7,ATL 36,16,14,David Blough pass complete short right to Marquise Brown for 11 yards,2.850,3.910
3,4:56,1,10,ATL 25,16,14,David Blough pass complete short left to Greg Dortch for no gain (tackle by Rashaan Evans and Lorenzo Carter),3.910,3.360
3,4:14,2,10,ATL 25,16,14,David Blough pass incomplete short right intended for Greg Dortch,3.360,2.680
3,4:11,3,10,ATL 25,16,14,David Blough pass incomplete short right intended for Greg Dortch,2.680,1.800
3,4:06,4,10,ATL 25,16,14,Matt Prater 43 yard field goal no good,1.800,-1.140
3,4:02,1,10,ATL 33,16,14,Tyler Allgeier right end for 1 yard (tackle by Michael Dogbe),1.140,0.730
3,3:27,2,9,ATL 34,16,14,Tyler Allgeier right end for 8 yards (tackle by Cameron Thomas and Ben Niemann),0.730,1.090
3,2:50,3,1,ATL 42,16,14,Tyler Allgeier left tackle for -3 yards (tackle by Zeke Turner and Michael Dogbe),1.090,-0.780
3,2:02,4,4,ATL 39,16,14,"Bradley Pinion punts 46 yards, fair catch by Pharoh Cooper at ARI-15",-0.780,0.220
3,1:55,1,10,ARI 15,16,14,David Blough pass incomplete short right intended for Marquise Brown,-0.220,-0.710
3,1:49,2,10,ARI 15,16,14,David Blough pass complete short right to James Conner for 12 yards (tackle by Isaiah Oliver and Jaylinn Hawkins),-0.710,0.740
3,1:06,1,10,ARI 27,16,14,James Conner right tackle for 1 yard (tackle by Darren Hall and Lorenzo Carter),0.740,0.330
3,0:27,2,9,ARI 28,16,14,David Blough pass complete deep right to Marquise Brown for 19 yards (tackle by AJ Terrell),0.330,2.130
Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ARI 48,16,14,David Blough pass incomplete deep left intended for Trey McBride,2.130,1.520
4,14:55,2,10,ARI 47,16,14,David Blough sacked by Adetokunbo Ogundeji for -2 yards,1.520,0.500
4,14:11,3,13,ARI 45,16,14,David Blough pass complete short middle to Greg Dortch for 11 yards (tackle by DeAundre Alford),0.500,0.330
4,13:29,4,2,ATL 44,16,14,Corey Clement left guard for no gain (tackle by Isaiah Oliver and Grady Jarrett),0.330,-1.930
4,13:27,1,10,ATL 45,16,14,Desmond Ridder pass incomplete deep left intended for Damiere Byrd (defended by Jace Whittaker),1.930,1.380
4,13:21,2,10,ATL 45,16,14,"Desmond Ridder pass complete short right to Drake London for 12 yards (tackle by Zeke Turner). Penalty on Zeke Turner: Illegal Use of Hands / Defense, 5 yards (declined)",1.380,2.720
4,12:50,1,10,ARI 43,16,14,"Penalty on Markus Golden: Neutral Zone Infraction, 5 yards (accepted) (no play)",2.720,3.450
4,12:34,1,5,ARI 38,16,14,Cordarrelle Patterson right end for 8 yards (tackle by Jalen Thompson and Dennis Gardeck),3.450,3.580
4,11:59,1,10,ARI 30,16,14,Cordarrelle Patterson right end for -1 yards (tackle by Jesse Luketa and Myjai Sanders),3.580,2.900
4,11:14,2,11,ARI 31,16,14,Tyler Allgeier left tackle for 17 yards (tackle by Zeke Turner),2.900,4.650
4,10:53,1,10,ARI 14,16,14,Tyler Allgeier left tackle for 3 yards (tackle by Manny Jones and Ben Niemann),4.650,4.520
4,10:24,2,7,ARI 11,16,14,Desmond Ridder pass complete short right to Avery Williams for 2 yards (tackle by Markus Golden),4.520,4.050
4,9:45,3,5,ARI 9,16,14,Desmond Ridder pass incomplete short right intended for Cordarrelle Patterson (defended by Christian Matthew),4.050,2.880
4,9:40,4,5,ARI 9,16,17,Younghoe Koo 27 yard field goal good,2.880,3.000
4,9:36,,,ATL 35,16,17,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,9:36,1,10,ARI 25,16,17,David Blough pass incomplete deep middle intended for Marquise Brown,0.610,0.060
4,9:30,2,10,ARI 25,16,17,David Blough pass complete short left to Trey McBride for 14 yards (tackle by Richie Grant),0.060,1.530
4,8:55,1,10,ARI 39,16,17,Corey Clement left tackle for 1 yard (tackle by Arnold Ebiketie),1.530,1.120
4,8:33,2,9,ARI 40,16,17,David Blough pass complete short right to A.J. Green for 8 yards (tackle by Cornell Armstrong),1.120,1.490
4,7:58,3,1,ARI 48,16,17,Corey Clement right guard for 8 yards (tackle by Cornell Armstrong and Richie Grant),1.490,2.650
4,7:33,1,10,ATL 44,16,17,David Blough pass incomplete short right intended for Trey McBride,2.650,2.110
4,7:28,2,10,ATL 44,16,17,Corey Clement right tackle for 12 yards (tackle by Isaiah Oliver),2.110,3.450
4,7:08,1,10,ATL 32,16,17,"David Blough pass incomplete short right intended for Corey Clement. Penalty on Will Hernandez: Ineligible Downfield Pass, 5 yards (accepted) (no play)",3.450,3.120
4,7:05,1,15,ATL 37,16,17,"David Blough scrambles left end for no gain (tackle by Rashaan Evans). Penalty on Josh Jones: Offensive Holding, 10 yards (accepted) (no play)",3.120,2.460
4,6:34,1,25,ATL 47,16,17,David Blough pass incomplete deep left intended for Marquise Brown,2.460,0.880
4,6:27,2,25,ATL 47,16,17,Corey Clement left tackle for 4 yards (tackle by Jalen Dalton and Jaylinn Hawkins),0.880,0.760
4,5:49,3,21,ATL 43,16,17,David Blough pass complete short left to Trey McBride for 4 yards (tackle by AJ Terrell),0.760,0.660
4,5:02,4,17,ATL 39,19,17,Matt Prater 57 yard field goal good,0.660,3.000
4,4:57,,,ARI 35,19,17,"Matt Prater kicks off 65 yards, touchback.",0.000,0.610
4,4:57,1,10,ATL 25,19,17,Desmond Ridder pass complete short right to Cordarrelle Patterson for 7 yards (tackle by Zaven Collins),0.610,1.010
4,4:21,2,3,ATL 32,19,17,Cordarrelle Patterson right tackle for 22 yards (tackle by Jalen Thompson),1.010,2.520
4,3:53,1,10,ARI 46,19,17,"Penalty on J.J. Watt: Neutral Zone Infraction, 5 yards (accepted) (no play)",2.520,3.250
4,3:53,1,5,ARI 41,19,17,Tyler Allgeier right tackle for 1 yard (tackle by Isaiah Simmons),3.250,2.790
4,3:20,2,4,ARI 40,19,17,Desmond Ridder pass complete short middle to Drake London for 10 yards (tackle by Jace Whittaker),2.790,3.580
4,2:40,1,10,ARI 30,19,17,Cordarrelle Patterson right tackle for 3 yards (tackle by Jalen Thompson),3.580,3.440
4,2:28,,,,,,Timeout #1 by Arizona Cardinals,,
4,2:28,2,7,ARI 27,19,17,Tyler Allgeier right end for no gain (tackle by Myjai Sanders),3.440,2.740
4,2:00,3,7,ARI 27,19,17,Desmond Ridder pass complete short left to MyCole Pruitt for 14 yards (tackle by Chris Banjo and Jace Whittaker),2.740,4.710
4,1:53,,,,,,Timeout #2 by Arizona Cardinals,,
4,1:53,1,10,ARI 13,19,17,Tyler Allgeier right tackle for 4 yards (tackle by Zaven Collins),4.710,4.770
4,1:49,,,,,,Timeout #3 by Arizona Cardinals,,
4,1:49,2,6,ARI 9,19,17,Tyler Allgeier right end for 4 yards (tackle by Leki Fotu),4.770,4.780
4,1:03,,,,,,Timeout #2 by Atlanta Falcons,,
4,1:03,3,2,ARI 5,19,17,Tyler Allgeier right end for 3 yards (tackle by Isaiah Simmons),4.780,6.740
4,0:20,1,2,ARI 2,19,17,Desmond Ridder kneels for -1 yards,6.740,5.530
4,0:02,,,,,,Timeout #3 by Atlanta Falcons,,
4,0:02,2,3,ARI 3,19,20,Younghoe Koo 21 yard field goal good,5.530,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
