Quarter,Time,Down,ToGo,Location,SFO,CAR,Detail,EPB,EPA
1,6:50,2,10,SFO 42,3,0,Jonathan Stewart middle for no gain (tackle by Ray-Ray Armstrong),2.240,1.550
1,6:16,3,10,SFO 42,3,0,"Cam Newton pass incomplete deep right intended for Ted Ginn. Penalty on Jimmie Ward: Illegal Contact, 5 yards (no play)",1.550,3.120
1,6:08,1,10,SFO 37,3,0,"Cam Newton pass incomplete short left intended for Greg Olsen. Penalty on Kelvin Benjamin: Offensive Pass Interference, 10 yards (no play)",3.120,2.460
1,6:01,1,20,SFO 47,3,0,Jonathan Stewart right tackle for -3 yards (tackle by Tramaine Brock),2.460,0.820
1,5:31,2,23,,3,0,Cam Newton for 1 yard (tackle by Ray-Ray Armstrong),0.820,0.300
1,4:55,3,22,SFO 49,3,0,Cam Newton pass incomplete deep right intended for Greg Olsen,0.300,0.000
1,4:48,4,22,SFO 49,3,0,"Andy Lee punts 37 yards, fair catch by Jeremy Kerley",0.000,0.350
1,4:40,1,10,SFO 12,3,0,Blaine Gabbert right end for 3 yards (tackle by Charles Johnson),-0.350,-0.500
1,4:14,2,7,SFO 15,3,6,"Carlos Hyde middle for no gain (tackle by Charles Johnson). Carlos Hyde fumbles (forced by Charles Johnson), recovered by Shaq Thompson at SFO-9 and returned for 9 yards, touchdown",-0.500,-7.000
1,4:04,,,SFO 15,3,7,Graham Gano kicks extra point good,0.000,0.000
1,4:04,,,CAR 35,3,7,"Graham Gano kicks off 62 yards, returned by Quinton Patton for 11 yards (tackle by Daryl Worley)",0.000,0.280
1,3:59,1,10,SFO 14,3,7,Blaine Gabbert pass complete short right to Jeremy Kerley for 12 yards (tackle by Luke Kuechly and Shaq Thompson),-0.280,0.670
1,3:24,1,10,SFO 26,3,7,Blaine Gabbert pass complete deep left to Torrey Smith for 20 yards (tackle by Bene Benwikere),0.670,1.990
1,2:47,1,10,SFO 46,3,7,Carlos Hyde left tackle for 4 yards (tackle by Shaq Thompson and Mario Addison),1.990,1.990
1,2:07,2,6,,3,7,Blaine Gabbert pass complete short right to Quinton Patton for 9 yards (tackle by Shaq Thompson),1.990,2.850
1,1:31,1,10,CAR 41,3,7,Blaine Gabbert pass incomplete deep right intended for Garrett Celek,2.850,2.310
1,1:25,2,10,CAR 41,3,7,Shaun Draughn right end for -3 yards (tackle by Tre Boston),2.310,1.220
1,0:39,3,13,CAR 44,3,7,Blaine Gabbert pass incomplete deep right intended for Aaron Burbridge,1.220,0.330
1,0:34,4,13,CAR 44,3,7,"Bradley Pinion punts 28 yards, fair catch by Ted Ginn",0.330,0.140
1,0:27,1,10,CAR 16,3,7,Mike Tolbert middle for 4 yards (tackle by Arik Armstead and Quinton Dial),-0.140,0.010
Quarter,Time,Down,ToGo,Location,SFO,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,CAR 20,3,7,Cam Newton pass complete short left to Kelvin Benjamin for 9 yards (tackle by Eric Reid and NaVorro Bowman),0.010,0.870
2,14:26,1,10,CAR 29,3,7,Cam Newton pass complete short right to Fozzy Whittaker for 24 yards (tackle by Ahmad Brooks),0.870,2.460
2,13:51,1,10,SFO 47,3,7,Cam Newton pass incomplete short middle intended for Fozzy Whittaker,2.460,1.910
2,13:46,2,10,SFO 47,3,7,"Fozzy Whittaker middle for 4 yards (tackle by Antoine Bethea). Fozzy Whittaker fumbles (forced by Antoine Bethea), recovered by Ray-Ray Armstrong at SFO-41 (tackle by Greg Olsen)",1.910,-1.660
2,13:40,1,10,SFO 41,3,7,Carlos Hyde right end for -1 yards (tackle by James Bradberry),1.660,0.990
2,13:11,2,11,SFO 40,3,7,Carlos Hyde left end for 8 yards (tackle by Tre Boston),0.990,1.360
2,12:25,3,3,SFO 48,3,7,"Shaun Draughn left tackle for 2 yards (tackle by Luke Kuechly). Penalty on Garrett Celek: Offensive Holding, 10 yards",1.360,0.300
2,11:55,3,11,SFO 40,3,7,Blaine Gabbert pass complete short middle to Rod Streater for 13 yards (tackle by Daryl Worley),0.300,2.460
2,11:23,1,10,CAR 47,3,7,Shaun Draughn middle for 18 yards (tackle by Tre Boston),2.460,3.640
2,10:43,1,10,CAR 29,3,7,Carlos Hyde left end for 1 yard (tackle by Daryl Worley and Mario Addison),3.640,3.240
2,10:10,2,9,CAR 28,9,7,"Blaine Gabbert pass complete deep right to Torrey Smith for 28 yards, touchdown",3.240,7.000
2,10:10,,,CAR 28,10,7,Phil Dawson kicks extra point good,0.000,0.000
2,10:10,,,SFO 35,10,7,"Phil Dawson kicks off 60 yards, returned by Ted Ginn for 17 yards (tackle by Jaquiski Tartt)",0.000,-0.410
2,9:52,1,10,CAR 22,10,13,"Cam Newton pass complete deep right to Greg Olsen for 78 yards, touchdown",0.410,7.000
2,9:52,,,SFO 22,10,14,Graham Gano kicks extra point good,0.000,0.000
2,9:52,,,CAR 35,10,14,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
2,9:40,1,10,SFO 25,10,14,Carlos Hyde right tackle for -2 yards (tackle by Robert McClain and Luke Kuechly),0.610,-0.210
2,9:05,2,12,SFO 23,10,14,Blaine Gabbert pass complete short right to Jeremy Kerley for 4 yards (tackle by Kurt Coleman),-0.210,-0.360
2,8:32,3,8,SFO 27,10,14,Blaine Gabbert pass incomplete short left intended for Jeremy Kerley,-0.360,-1.570
2,8:27,4,8,SFO 27,10,14,"Bradley Pinion punts 55 yards, fair catch by Ted Ginn",-1.570,-0.040
2,8:19,1,10,CAR 18,10,14,Fozzy Whittaker left end for 19 yards (tackle by Jimmie Ward),0.040,1.400
2,7:49,1,10,CAR 37,10,14,Cam Newton pass complete short right to Fozzy Whittaker for 5 yards (tackle by DeForest Buckner),1.400,1.530
2,7:03,2,5,CAR 42,10,14,Cam Newton right end for 4 yards (tackle by Ray-Ray Armstrong),1.530,1.360
2,6:29,3,1,CAR 46,10,14,Cam Newton middle for 2 yards (tackle by Gerald Hodges and Mike Purcell),1.360,2.130
2,5:55,1,10,CAR 48,10,14,Mike Tolbert right guard for 3 yards (tackle by Gerald Hodges and NaVorro Bowman),2.130,1.990
2,5:17,2,7,SFO 49,10,14,Cam Newton pass incomplete deep left intended for Corey Brown,1.990,1.290
2,5:06,3,7,SFO 49,10,14,Cam Newton pass incomplete short right intended for Devin Funchess,1.290,0.000
2,5:03,4,7,SFO 49,10,14,"Andy Lee punts 37 yards, fair catch by Jeremy Kerley",0.000,0.350
2,4:49,1,10,SFO 12,10,14,Blaine Gabbert pass complete short right to Garrett Celek for 12 yards (tackle by Kurt Coleman). Penalty on Shaq Thompson: Illegal Contact (Declined),-0.350,0.540
2,4:21,1,10,SFO 24,10,14,Blaine Gabbert left end for 6 yards (tackle by Thomas Davis),0.540,0.810
2,3:55,2,4,SFO 30,10,14,Carlos Hyde left guard for 2 yards (tackle by Bene Benwikere and Luke Kuechly),0.810,0.370
2,3:15,3,2,SFO 32,10,14,Blaine Gabbert pass complete short right to Jeremy Kerley for 13 yards (tackle by Luke Kuechly),0.370,1.930
2,2:41,1,10,SFO 45,10,14,Blaine Gabbert pass incomplete deep middle intended for Torrey Smith,1.930,1.380
2,2:35,2,10,SFO 45,10,14,Shaun Draughn middle for no gain (tackle by Kurt Coleman),1.380,0.700
2,2:00,3,10,SFO 45,10,14,Blaine Gabbert pass incomplete short left intended for Rod Streater. Penalty on Shaun Draughn: Offensive Holding (Declined),0.700,-0.390
2,1:56,4,10,SFO 45,10,14,"Bradley Pinion punts 36 yards, fair catch by Ted Ginn",-0.390,-0.150
2,1:48,1,10,CAR 19,10,14,Cam Newton pass incomplete short middle intended for Ted Ginn,0.150,-0.390
2,1:45,2,10,CAR 19,10,14,Fozzy Whittaker right tackle for 25 yards (tackle by Tramaine Brock),-0.390,1.860
2,1:38,1,10,CAR 44,10,14,Cam Newton pass incomplete short right intended for Mike Tolbert,1.860,1.320
2,1:34,2,10,CAR 44,10,14,"Cam Newton pass complete short middle to Mike Tolbert for 28 yards (tackle by Eric Reid). Penalty on Trai Turner: Offensive Holding, 10 yards (no play)",1.320,-0.030
2,1:21,2,20,CAR 34,10,14,Cam Newton pass complete short left to Ted Ginn for -1 yards (tackle by Jimmie Ward). Penalty on CAR: Ineligible Downfield Pass (Declined),-0.030,-0.820
2,1:21,3,21,CAR 33,10,14,Fozzy Whittaker middle for 16 yards (tackle by Jaquiski Tartt),-0.820,-0.820
2,1:13,3,21,CAR 33,10,14,Timeout #1 by San Francisco 49ers,-0.820,-0.130
2,1:13,4,5,CAR 49,10,14,Andy Lee punts 49 yards,-0.130,0.380
2,1:04,1,10,SFO 2,10,14,Shaun Draughn middle for 1 yard (tackle by Luke Kuechly and Kony Ealy),-0.380,-0.380
2,1:01,1,10,SFO 2,10,14,Timeout #1 by Carolina Panthers,-0.380,-0.710
2,1:01,2,9,SFO 3,10,14,Shaun Draughn left tackle for no gain (tackle by Luke Kuechly),-0.710,-0.710
2,0:57,2,9,SFO 3,10,14,Timeout #2 by Carolina Panthers,-0.710,-1.300
2,0:57,3,9,SFO 3,10,14,Shaun Draughn middle for 3 yards (tackle by Vernon Butler and Kony Ealy),-1.300,-1.300
2,0:53,3,9,SFO 3,10,14,Timeout #3 by Carolina Panthers,-1.300,-2.490
2,0:53,4,6,SFO 6,10,14,"Bradley Pinion punts 54 yards, returned by Ted Ginn for 6 yards (tackle by Shaun Draughn)",-2.490,-1.990
2,0:42,1,10,CAR 46,10,14,Cam Newton pass complete deep middle to Kelvin Benjamin for 17 yards (tackle by Jimmie Ward and Rashard Robinson),1.990,1.990
2,0:33,1,10,CAR 46,10,14,Timeout #2 by San Francisco 49ers,1.990,3.120
2,0:33,1,10,SFO 37,10,14,Cam Newton left guard for 16 yards (tackle by Antoine Bethea),3.120,4.170
2,0:17,1,10,SFO 21,10,14,Cam Newton spiked the ball,4.170,3.630
2,0:17,2,10,SFO 21,10,14,Cam Newton pass incomplete deep left intended for Greg Olsen (defended by Keith Reaser),3.630,2.940
2,0:11,3,10,SFO 21,10,14,Cam Newton pass incomplete short left intended for Devin Funchess,2.940,2.940
2,0:06,3,10,SFO 21,10,14,Timeout #3 by San Francisco 49ers,2.940,2.060
2,0:06,4,10,SFO 21,10,17,Graham Gano 39 yard field goal good,2.060,3.000
2,0:06,,,CAR 35,10,17,"Graham Gano kicks off 44 yards, returned by Mike Davis for 6 yards",0.000,1.270
Quarter,Time,Down,ToGo,Location,SFO,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,10,17,"Graham Gano kicks off 60 yards, returned by Chris Davis for 25 yards (tackle by David Mayo)",0.000,-0.940
3,14:54,1,10,SFO 30,10,17,Carlos Hyde middle for 2 yards (tackle by Kony Ealy and Luke Kuechly),0.940,0.660
3,14:23,2,8,SFO 32,10,17,Blaine Gabbert pass incomplete deep right intended for Torrey Smith,0.660,-0.030
3,14:16,3,8,SFO 32,10,17,Blaine Gabbert pass complete short left to Carlos Hyde for -1 yards (tackle by Bene Benwikere),-0.030,-1.310
3,13:43,4,9,SFO 31,10,17,"Bradley Pinion punts 54 yards, returned by Ted Ginn for 16 yards (tackle by Vance McDonald)",-1.310,-1.000
3,13:29,1,10,CAR 31,10,17,"Ted Ginn left end for 5 yards (tackle by Antoine Bethea). Penalty on NaVorro Bowman: Face Mask (15 Yards), 15 yards",1.000,2.320
3,13:04,1,10,SFO 49,10,17,"Fozzy Whittaker left end for 2 yards (tackle by Gerald Hodges). Penalty on Ryan Kalil: Offensive Holding, 10 yards (no play)",2.320,1.660
3,12:37,1,20,CAR 41,10,17,Cam Newton pass complete short left to Kelvin Benjamin for 13 yards (tackle by Jimmie Ward),1.660,2.190
3,12:00,2,7,SFO 46,10,17,Cam Newton pass complete short left to Fozzy Whittaker for 2 yards (tackle by Ray-Ray Armstrong),2.190,1.750
3,11:28,3,5,SFO 44,10,17,"Cam Newton pass complete short right to Ed Dickson for 1 yard (tackle by Jimmie Ward). Penalty on Keith Reaser: Illegal Contact, 5 yards (no play)",1.750,2.980
3,10:47,1,10,SFO 39,10,17,Cam Newton pass incomplete short middle intended for Ted Ginn,2.980,2.440
3,10:41,2,10,SFO 39,10,17,Cam Newton pass complete short right to Corey Brown for 3 yards,2.440,2.150
3,10:09,3,7,SFO 36,10,17,Cam Newton pass complete deep right to Kelvin Benjamin for 25 yards (tackle by Jimmie Ward),2.150,4.840
3,9:21,1,10,SFO 11,10,17,Fozzy Whittaker right tackle for 1 yard (tackle by Eli Harold),4.840,4.320
3,8:44,2,9,SFO 10,10,23,"Cam Newton pass complete short right to Kelvin Benjamin for 10 yards, touchdown",4.320,7.000
3,8:44,,,SFO 10,10,24,Graham Gano kicks extra point good,0.000,0.000
3,8:44,,,CAR 35,10,24,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
3,8:38,1,10,SFO 25,10,24,Carlos Hyde left guard for 2 yards (tackle by Kawann Short and Luke Kuechly),0.610,0.330
3,8:11,2,8,SFO 27,10,24,Blaine Gabbert pass incomplete short right intended for Torrey Smith,0.330,-0.360
3,8:07,3,8,SFO 27,10,24,Blaine Gabbert pass incomplete short left intended for Quinton Patton (defended by Daryl Worley),-0.360,-1.570
3,8:02,4,8,SFO 27,10,24,"Bradley Pinion punts 54 yards, returned by Ted Ginn for 6 yards (tackle by Nick Bellore)",-1.570,-0.610
3,7:50,1,10,CAR 25,10,24,Cam Newton pass complete deep right to Ted Ginn for 52 yards (tackle by Tramaine Brock),0.610,4.040
,,,,,,,"SFO challenged the pass completion ruling, and the play was upheld.",,
3,7:30,1,10,SFO 23,10,24,Cam Newton pass complete short right to Devin Funchess for 3 yards (tackle by Gerald Hodges and Jimmie Ward),4.040,3.900
3,6:52,2,7,SFO 20,10,24,Fozzy Whittaker left end for -1 yards (tackle by NaVorro Bowman),3.900,3.070
3,6:13,3,8,SFO 21,10,24,Cam Newton pass complete short left to Greg Olsen for 12 yards,3.070,5.140
3,5:38,1,9,SFO 9,10,24,Mike Tolbert right end for no gain (tackle by Gerald Hodges and Tank Carradine),5.140,4.380
3,5:03,2,9,SFO 9,10,30,"Cam Newton pass complete short left to Kelvin Benjamin for 9 yards, touchdown. Penalty on Devin Funchess: Unsportsmanlike Conduct, 15 yards",4.380,7.000
3,5:03,,,SFO 9,10,31,Graham Gano kicks extra point good,0.000,0.000
3,5:03,,,CAR 20,10,31,"Graham Gano kicks off 82 yards, returned by Chris Davis for 24 yards (tackle by Ryan Delaire)",0.000,-0.410
3,4:49,1,10,SFO 22,10,31,Blaine Gabbert pass complete short left to Carlos Hyde for 13 yards (tackle by Thomas Davis),0.410,1.270
3,4:23,1,10,SFO 35,10,31,Blaine Gabbert pass complete short left to Carlos Hyde for 6 yards (tackle by Daryl Worley),1.270,1.530
3,3:56,2,4,SFO 41,10,31,Blaine Gabbert pass complete short right to Torrey Smith for 7 yards (tackle by James Bradberry),1.530,2.130
3,3:35,1,10,SFO 48,10,31,Blaine Gabbert pass complete short left to Quinton Patton for 11 yards (tackle by Daryl Worley),2.130,2.850
3,3:17,1,10,CAR 41,10,31,Shaun Draughn middle for 5 yards (tackle by Luke Kuechly),2.850,2.980
3,2:41,2,5,CAR 36,10,31,Blaine Gabbert pass incomplete deep right intended for Jeremy Kerley,2.980,2.280
3,2:36,3,5,CAR 36,10,31,"Blaine Gabbert pass incomplete short left intended for Rod Streater (defended by Luke Kuechly). Penalty on Andrew Tiller: Offensive Holding, 10 yards (no play)",2.280,0.960
3,2:31,3,15,CAR 46,10,31,Blaine Gabbert pass incomplete short right intended for Torrey Smith (defended by James Bradberry),0.960,0.200
3,2:26,4,15,CAR 46,10,31,Bradley Pinion punts 37 yards,0.200,0.380
3,2:13,1,10,CAR 9,10,31,Mike Tolbert left guard for 3 yards (tackle by Mike Purcell and DeForest Buckner),-0.380,-0.560
3,1:38,2,7,CAR 12,10,31,Cam Newton pass incomplete short left intended for Greg Olsen,-0.560,-1.070
3,1:32,3,7,CAR 12,10,31,Cam Newton left guard for 14 yards (tackle by Antoine Bethea),-1.070,0.670
3,0:45,1,10,CAR 26,10,31,Fozzy Whittaker middle for 3 yards (tackle by Eric Reid and NaVorro Bowman),0.670,0.540
Quarter,Time,Down,ToGo,Location,SFO,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,CAR 29,10,31,Fozzy Whittaker middle for 5 yards (tackle by Gerald Hodges and Jimmie Ward),0.540,0.500
4,14:17,3,2,CAR 34,10,31,"Cam Newton sacked by Gerald Hodges for -1 yards. Cam Newton fumbles (forced by Gerald Hodges), recovered by Eli Harold at CAR-36 and returned for 19 yards (tackle by Andrew Norwell)",0.500,-4.440
4,14:01,1,10,CAR 17,10,31,Carlos Hyde right guard for 2 yards (tackle by Charles Johnson),4.440,4.150
4,13:29,2,8,CAR 15,10,31,Blaine Gabbert pass incomplete short left intended for Quinton Patton (defended by Bene Benwikere),4.150,3.340
4,13:24,3,8,CAR 15,10,31,Blaine Gabbert sacked by Star Lotulelei for -6 yards,3.340,2.060
4,12:43,4,14,CAR 21,13,31,Phil Dawson 39 yard field goal good,2.060,3.000
4,12:43,,,SFO 35,13,31,"Phil Dawson kicks off 62 yards, muffed catch by Ted Ginn, recovered by Shaun Draughn and returned for no gain. Penalty on Gino Gradkowski: Unsportsmanlike Conduct, 1 yards",0.000,6.970
4,12:35,1,1,CAR 1,19,31,"Blaine Gabbert middle for 1 yard, touchdown",6.970,7.000
4,12:35,,,CAR 1,20,31,Phil Dawson kicks extra point good,0.000,0.000
4,12:35,,,SFO 35,20,31,"Phil Dawson kicks off 62 yards, returned by Ted Ginn for 59 yards (tackle by Aaron Burbridge)",0.000,6.970
4,12:22,1,1,CAR 1,20,31,Timeout #1 by Carolina Panthers,6.970,-3.050
4,12:22,1,10,SFO 38,20,31,Fozzy Whittaker left guard for 8 yards (tackle by Antoine Bethea and Gerald Hodges),3.050,3.590
4,11:47,2,2,SFO 30,20,31,Cam Newton pass complete short right to Corey Brown for 4 yards (tackle by Antoine Bethea),3.590,3.840
4,11:19,1,10,SFO 26,20,31,Cam Newton pass complete short right to Greg Olsen for 9 yards (tackle by Jimmie Ward),3.840,4.640
4,10:33,2,1,SFO 17,20,31,Mike Tolbert left guard for 2 yards (tackle by Gerald Hodges and NaVorro Bowman),4.640,4.580
4,9:48,1,10,SFO 15,20,31,Mike Tolbert right guard for 2 yards (tackle by Antoine Bethea),4.580,4.280
4,9:05,2,8,SFO 13,20,31,Mike Tolbert middle for 5 yards (tackle by Eric Reid),4.280,4.280
4,8:18,2,8,SFO 13,20,31,Timeout #2 by Carolina Panthers,4.280,4.450
4,8:18,3,3,SFO 8,20,31,Cam Newton pass incomplete short right intended for Corey Brown (defended by Ahmad Brooks),4.450,2.980
4,8:14,4,3,SFO 8,20,31,"Penalty on Andy Lee: Delay of Game, 5 yards (no play)",2.980,2.570
4,8:11,4,8,SFO 13,20,34,Graham Gano 31 yard field goal good,2.570,3.000
4,8:11,,,CAR 35,20,34,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
4,8:07,1,10,SFO 25,20,34,Blaine Gabbert pass incomplete intended for Quinton Patton (defended by Lavar Edwards),0.610,0.060
4,8:03,2,10,SFO 25,26,34,"Blaine Gabbert pass complete short left to Vance McDonald for 75 yards, touchdown",0.060,7.000
4,8:03,,,CAR 25,27,34,Phil Dawson kicks extra point good,0.000,0.000
4,8:03,,,SFO 35,27,34,"Phil Dawson kicks off 60 yards, returned by Ted Ginn for 24 yards (tackle by Keith Reaser)",0.000,-0.870
4,7:45,1,10,CAR 29,27,34,Cam Newton pass incomplete short right intended for Corey Brown,0.870,0.330
4,7:42,2,10,CAR 29,27,34,Cam Newton pass incomplete short left intended for Kelvin Benjamin,0.330,-0.360
4,7:38,3,10,CAR 29,27,34,Cam Newton pass complete deep middle to Kelvin Benjamin for 25 yards (tackle by Chris Davis and Eric Reid),-0.360,2.520
4,6:52,1,10,SFO 46,27,34,Fozzy Whittaker right tackle for 1 yard (tackle by NaVorro Bowman),2.520,2.110
4,6:28,2,9,SFO 45,27,34,Cam Newton pass complete short right to Greg Olsen for 11 yards (tackle by Antoine Bethea),2.110,2.110
4,5:40,2,9,SFO 45,27,34,Timeout #3 by Carolina Panthers,2.110,3.310
4,5:40,1,10,SFO 34,27,34,Mike Tolbert middle for no gain (tackle by DeForest Buckner and Eli Harold),3.310,2.770
4,5:02,2,10,SFO 34,27,34,Fozzy Whittaker left end for 3 yards (tackle by Mike Purcell),2.770,2.480
4,4:18,3,7,SFO 31,27,34,Cam Newton pass incomplete deep right intended for Kelvin Benjamin (defended by Tramaine Brock),2.480,1.320
4,4:13,4,7,SFO 31,27,37,Graham Gano 49 yard field goal good,1.320,3.000
4,4:13,,,CAR 35,27,37,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
4,4:08,1,10,SFO 25,27,37,Blaine Gabbert pass incomplete deep middle intended for Vance McDonald,0.610,0.060
4,4:03,2,10,SFO 25,27,37,Blaine Gabbert pass incomplete short middle intended for Jeremy Kerley is intercepted by Luke Kuechly at SFO-35 and returned for 1 yard,0.060,-3.310
4,3:57,1,10,SFO 34,27,37,Cam Newton pass complete short right to Greg Olsen for 12 yards (tackle by Eric Reid),3.310,3.310
4,3:47,1,10,SFO 34,27,37,Timeout #2 by San Francisco 49ers,3.310,4.110
4,3:47,1,10,SFO 22,27,37,Mike Tolbert left tackle for 6 yards (tackle by Gerald Hodges). Penalty on Ryan Kalil: Offensive Holding (Declined),4.110,4.460
4,3:41,2,4,SFO 16,27,37,Cam Newton right tackle for no gain (tackle by Quinton Dial),4.460,4.460
4,3:36,2,4,SFO 16,27,37,Timeout #3 by San Francisco 49ers,4.460,3.740
4,3:36,3,4,SFO 16,27,43,"Cam Newton pass complete deep right to Devin Funchess for 16 yards, touchdown",3.740,7.000
4,3:36,,,SFO 16,27,43,"Graham Gano kicks extra point no good, blocked by Ahmad Brooks",0.000,-1.000
4,3:36,,,CAR 35,27,43,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
4,3:31,1,10,SFO 25,27,43,Blaine Gabbert pass incomplete short right intended for Torrey Smith,0.610,0.060
4,3:26,2,10,SFO 25,27,43,Blaine Gabbert pass incomplete short left intended for Shaun Draughn,0.060,-0.620
4,3:21,3,10,SFO 25,27,43,Blaine Gabbert pass incomplete short middle intended for Blake Bell,-0.620,-1.700
4,3:15,4,10,SFO 25,27,43,Blaine Gabbert pass incomplete deep right intended for Torrey Smith is intercepted by James Bradberry at SFO-43 and returned for 16 yards,-1.700,-3.780
4,3:02,1,10,SFO 27,27,43,Fozzy Whittaker left guard for 1 yard (tackle by Eric Reid),3.780,3.370
4,2:17,2,9,SFO 26,27,43,Fozzy Whittaker left guard for 2 yards (tackle by Gerald Hodges and NaVorro Bowman),3.370,2.940
4,2:00,3,7,SFO 24,27,43,Fozzy Whittaker left guard for 6 yards (tackle by NaVorro Bowman),2.940,2.400
4,2:00,4,1,SFO 18,27,43,"Penalty on Cam Newton: Delay of Game, 5 yards (no play)",2.400,1.950
4,1:11,4,6,SFO 23,27,46,Graham Gano 41 yard field goal good,1.950,3.000
4,1:11,,,CAR 35,27,46,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
4,1:06,1,10,SFO 25,27,46,Blaine Gabbert sacked by Mario Addison for 0 yards,0.610,0.060
4,0:45,2,10,SFO 25,27,46,Blaine Gabbert pass complete short middle to Blake Bell for 6 yards (tackle by Bene Benwikere),0.060,0.170
4,0:21,3,4,SFO 31,27,46,Blaine Gabbert pass complete short left to Quinton Patton for 5 yards (tackle by Daryl Worley),0.170,1.330
4,0:16,1,10,SFO 36,27,46,Blaine Gabbert pass complete short middle to Mike Davis for 10 yards (tackle by A.J. Klein),1.330,1.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
