Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
1,6:58,1,10,DET 40,0,7,Jay Cutler pass complete short left to Eddie Royal for 30 yards (tackle by Glover Quin),2.920,4.910
1,6:19,1,10,DET 10,0,7,Matt Forte middle for -1 yards (tackle by Josh Bynes),4.910,4.020
1,5:43,2,11,DET 11,0,7,Jay Cutler left end for 2 yards (tackle by Devin Taylor),4.020,3.360
1,4:57,3,9,DET 9,0,7,Jay Cutler pass incomplete short middle intended for Martellus Bennett (defended by Josh Bynes),3.360,2.830
1,4:52,4,9,DET 9,3,7,Robbie Gould 27 yard field goal good,2.830,3.000
1,4:52,,,CHI 35,3,7,"Robbie Gould kicks off 69 yards, returned by Ameer Abdullah for 22 yards (tackle by Sam Acho)",0.000,-0.040
1,4:42,1,10,DET 18,3,7,Zach Zenner right tackle for 4 yards (tackle by Christian Jones),0.040,0.140
1,4:04,2,6,DET 22,3,7,Ameer Abdullah for 5 yards (tackle by Lamarr Houston),0.140,-0.020
1,3:28,3,1,DET 27,3,7,Matthew Stafford sacked by Eddie Goldman and Jarvis Jenkins for -7 yards,-0.020,-2.030
1,2:53,4,8,DET 20,3,7,"Sam Martin punts 51 yards, returned by Marc Mariani for 4 yards (tackle by Zach Zenner)",-2.030,-1.140
1,2:39,1,10,CHI 33,3,7,Jay Cutler pass complete short left to Alshon Jeffery for 7 yards (tackle by Isa Abdul-Quddus),1.140,1.540
1,2:12,2,3,CHI 40,3,7,Matt Forte middle for 1 yard (tackle by Stephen Tulloch),1.540,0.960
1,1:32,3,2,CHI 41,3,7,Jay Cutler pass complete short middle to Alshon Jeffery for 4 yards (tackle by Stephen Tulloch),0.960,1.930
1,0:57,1,10,CHI 45,3,7,Jay Cutler pass complete deep middle to Alshon Jeffery for 22 yards (tackle by Darius Slay),1.930,3.380
1,0:15,1,10,DET 33,3,7,Jay Cutler pass incomplete deep left intended for Marquess Wilson (defended by Glover Quin),3.380,2.840
1,0:09,2,10,DET 33,3,7,Matt Forte left tackle for 9 yards (tackle by Isa Abdul-Quddus and Stephen Tulloch),2.840,3.340
Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,DET 24,3,7,"Matt Forte middle for 5 yards (tackle by Travis Lewis). Penalty on Josh Bynes: Defensive Offside, 5 yards (no play)",3.340,4.310
2,14:47,1,10,DET 19,3,7,"Jay Cutler pass complete short right to Matt Forte for 8 yards (tackle by Ezekiel Ansah). Matt Forte fumbles (forced by Ezekiel Ansah), recovered by Matt Forte at DET-11",4.310,5.140
2,14:13,2,2,DET 11,3,7,Matt Forte right tackle for 5 yards (tackle by Darius Slay),5.140,5.140
2,13:32,2,2,DET 11,3,7,Timeout #1 by Detroit Lions,5.140,5.830
2,13:32,1,6,DET 6,3,7,Matt Forte middle for 5 yards (tackle by Josh Bynes),5.830,5.910
2,12:57,2,1,DET 1,9,7,"Jeremy Langford left tackle for 1 yard, touchdown",5.910,7.000
2,12:57,,,DET 1,10,7,Robbie Gould kicks extra point good,0.000,0.000
2,12:57,,,CHI 35,10,7,"Robbie Gould kicks off 70 yards, returned by T.J. Jones for 26 yards (tackle by Sherrick McManis)",0.000,-0.340
2,12:42,1,10,DET 21,10,7,Matthew Stafford pass complete short left to Ameer Abdullah for 2 yards (tackle by Kyle Fuller),0.340,0.070
2,12:03,2,8,DET 23,10,7,Zach Zenner right end for 7 yards (tackle by Adrian Amos),0.070,0.300
2,11:34,3,1,DET 30,10,7,Ameer Abdullah right tackle for 3 yards (tackle by Jay Ratliff),0.300,1.140
2,10:59,1,10,DET 33,10,7,"Matthew Stafford sacked by Jonathan Anderson for -13 yards. Penalty on Will Sutton: Defensive Offside, 5 yards (no play)",1.140,1.870
2,10:32,1,5,DET 38,10,7,Matthew Stafford pass complete short middle to Calvin Johnson for 43 yards (tackle by Kyle Fuller),1.870,4.310
2,9:48,1,10,CHI 19,10,7,"Ameer Abdullah left end for 3 yards (tackle by Eddie Goldman). Penalty on Sam Acho: Face Mask (15 Yards), 8 yards",4.310,5.370
2,9:23,1,8,CHI 8,10,13,"Matthew Stafford pass complete short left to Tim Wright for 8 yards, touchdown",5.370,7.000
2,9:23,,,CHI 8,10,14,Matt Prater kicks extra point good,0.000,0.000
2,9:23,,,DET 35,10,14,"Sam Martin kicks off 70 yards, returned by Marc Mariani for 56 yards (tackle by Tahir Whitehead). Penalty on Josh Bellamy: Offensive Holding, 10 yards",0.000,-0.480
2,9:07,1,10,CHI 23,10,14,"Jeremy Langford middle for 3 yards (tackle by Travis Lewis). Penalty on Kyle Long: Offensive Holding, 10 yards (no play)",0.480,-0.590
2,8:43,1,20,CHI 13,10,14,Jeremy Langford middle for 4 yards (tackle by Jermelle Cudjo),-0.590,-1.010
2,8:04,2,16,CHI 17,10,14,Jay Cutler pass complete short right to Jeremy Langford for 17 yards (tackle by Glover Quin),-1.010,1.200
2,7:33,1,10,CHI 34,10,14,"Jay Cutler pass complete short left to Martellus Bennett for 3 yards (tackle by Rashean Mathis). Penalty on Glover Quin: Unnecessary Roughness, 15 yards",1.200,2.390
2,7:06,1,10,DET 48,10,14,Jay Cutler pass incomplete short right intended for Martellus Bennett,2.390,1.850
2,7:01,2,10,DET 48,10,14,Jeremy Langford middle for -2 yards (tackle by Andre Fluellen),1.850,0.890
2,6:38,3,12,,10,14,Jay Cutler pass complete deep left to Alshon Jeffery for 45 yards (tackle by Darius Slay),0.890,6.060
2,5:47,1,5,DET 5,10,14,Jay Cutler pass complete short right to Eddie Royal for no gain,6.060,5.150
2,5:03,2,5,DET 5,10,14,Jay Cutler pass incomplete short middle intended for Eddie Royal (defended by Josh Wilson),5.150,4.260
2,4:59,3,5,DET 5,10,14,Jay Cutler pass incomplete short middle intended for Martellus Bennett (defended by Tahir Whitehead),4.260,3.010
2,4:54,4,5,DET 5,13,14,Robbie Gould 23 yard field goal good,3.010,3.000
2,4:54,,,CHI 35,13,14,"Robbie Gould kicks off 71 yards, returned by T.J. Jones for 21 yards (tackle by Sam Acho)",0.000,0.220
2,4:43,1,10,DET 15,13,14,Ameer Abdullah right tackle for 12 yards (tackle by Sherrick McManis),-0.220,0.740
2,4:11,1,10,DET 27,13,14,Ameer Abdullah left end for no gain (tackle by Adrian Amos),0.740,0.200
2,3:30,2,10,DET 27,13,14,Matthew Stafford pass complete short left to Lance Moore for 14 yards (tackle by Kyle Fuller),0.200,1.660
2,2:51,1,10,DET 41,13,14,Matthew Stafford pass incomplete short middle intended for Golden Tate,1.660,1.120
2,2:45,2,10,DET 41,13,14,Ameer Abdullah middle for 2 yards (tackle by Christian Jones),1.120,1.120
2,2:34,2,10,DET 41,13,14,Timeout #1 by Chicago Bears,1.120,0.700
2,2:34,3,8,DET 43,13,14,Matthew Stafford left tackle for 10 yards (tackle by Alan Ball),0.700,2.460
2,2:00,1,10,CHI 47,13,14,Ameer Abdullah right end for 5 yards (tackle by Pernell McPhee and Christian Jones),2.460,2.590
2,1:22,2,5,CHI 42,13,14,Matthew Stafford pass incomplete short right intended for Ameer Abdullah (defended by Christian Jones),2.590,1.880
2,1:18,3,5,CHI 42,13,14,Matthew Stafford pass complete deep right to Calvin Johnson for 39 yards (tackle by Harold Jones-Quartey),1.880,6.510
2,1:11,1,3,CHI 3,13,14,Matthew Stafford pass incomplete short right intended for Calvin Johnson,6.510,5.530
2,1:07,2,3,CHI 3,13,14,Ameer Abdullah left tackle for 1 yard (tackle by Christian Jones),5.530,5.530
2,0:58,2,3,CHI 3,13,14,Timeout #2 by Chicago Bears,5.530,4.950
2,0:58,3,2,CHI 2,13,20,"Matthew Stafford pass complete short middle to Golden Tate for 2 yards, touchdown",4.950,7.000
2,0:58,,,CHI 2,13,21,Matt Prater kicks extra point good,0.000,0.000
2,0:58,,,DET 35,13,21,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
2,0:53,1,10,CHI 20,13,21,Jay Cutler pass complete short left to Cameron Meredith for 7 yards (tackle by Josh Wilson),0.280,0.280
2,0:40,1,10,CHI 20,13,21,Timeout #2 by Detroit Lions,0.280,0.680
2,0:40,2,3,CHI 27,13,21,Jay Cutler sacked by Brandon Copeland and Josh Wilson for 0 yards,0.680,-0.030
Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,13,21,"Sam Martin kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CHI 20,13,21,Matt Forte middle for 2 yards,0.280,0.000
3,14:27,2,8,CHI 22,13,21,Matt Forte left end for -1 yards (tackle by Josh Bynes),0.000,-0.820
3,13:49,3,9,CHI 21,13,21,Jay Cutler pass complete short left to Martellus Bennett for 19 yards (tackle by Isa Abdul-Quddus),-0.820,1.600
3,13:21,1,10,CHI 40,13,21,Jay Cutler pass complete short right to Marquess Wilson for 8 yards (tackle by Darryl Tapp),1.600,2.130
3,12:37,2,2,CHI 48,13,21,Jay Cutler pass incomplete deep right intended for Alshon Jeffery (defended by Darius Slay),2.130,1.420
3,12:31,3,2,CHI 48,13,21,Jay Cutler pass complete deep left to Marquess Wilson for 46 yards (tackle by Glover Quin),1.420,5.830
3,11:47,1,6,DET 6,13,21,Matt Forte middle for no gain (tackle by Stephen Tulloch),5.830,4.950
3,11:08,2,6,DET 6,13,21,Jay Cutler pass incomplete short left intended for Alshon Jeffery is intercepted by Rashean Mathis at DET-0,4.950,-0.280
3,11:03,1,10,DET 20,13,21,Ameer Abdullah right end for 9 yards (tackle by Harold Jones-Quartey),0.280,0.950
3,10:27,2,1,DET 29,13,21,"Ameer Abdullah left end for -8 yards (tackle by Sam Acho). Ameer Abdullah fumbles (forced by Sam Acho), recovered by Ameer Abdullah at DET-21",0.950,-0.820
3,9:48,3,9,DET 21,13,21,Matthew Stafford pass incomplete short middle intended for Theo Riddick,-0.820,-1.960
3,9:43,4,9,DET 21,13,21,"Sam Martin punts 55 yards, returned by Marc Mariani for 8 yards (tackle by Travis Lewis)",-1.960,-1.070
3,9:32,1,10,CHI 32,13,21,Matt Forte right end for 2 yards (tackle by Josh Bynes),1.070,0.800
3,9:06,2,8,CHI 34,13,21,Jay Cutler pass incomplete deep right intended for Marquess Wilson (defended by Darius Slay),0.800,0.100
3,8:57,3,8,CHI 34,13,21,Jay Cutler for 10 yards (tackle by Darius Slay),0.100,1.860
3,8:36,1,10,CHI 44,13,21,Matt Forte middle for 3 yards (tackle by Darryl Tapp),1.860,1.720
3,8:02,2,7,CHI 47,13,21,Jay Cutler pass complete short middle to Matt Forte for 5 yards (tackle by Stephen Tulloch),1.720,1.690
3,7:28,3,2,DET 48,13,21,"Jay Cutler pass complete short right to Eddie Royal for 1 yard (tackle by Isa Abdul-Quddus). Penalty on Alshon Jeffery: Offensive Holding, 10 yards",1.690,0.500
3,6:59,3,11,CHI 43,13,21,Jay Cutler pass incomplete deep right intended for Matt Forte,0.500,-0.520
3,6:53,4,11,CHI 43,13,21,"Pat O'Donnell punts 39 yards, muffed catch by T.J. Jones, recovered by Josh Bellamy and returned for no gain",-0.520,4.310
3,6:42,1,10,DET 19,13,21,"Matt Forte right end for 9 yards (tackle by Josh Bynes). Penalty on Kyle Long: Offensive Holding, 10 yards (no play)",4.310,3.640
3,6:15,1,20,DET 29,13,21,Jay Cutler pass incomplete deep right intended for Jeremy Langford (defended by Darius Slay),3.640,2.410
3,6:07,2,20,DET 29,13,21,Jay Cutler pass complete short middle to Martellus Bennett for 9 yards (tackle by Devin Taylor),2.410,2.940
3,5:23,3,11,DET 20,13,21,Jay Cutler pass incomplete deep left intended for Martellus Bennett,2.940,2.120
3,5:17,4,11,DET 20,16,21,Robbie Gould 38 yard field goal good,2.120,3.000
3,5:17,,,CHI 35,16,21,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
3,5:12,1,10,DET 20,16,21,Theo Riddick right tackle for 9 yards (tackle by Christian Jones),0.280,0.950
3,4:29,2,1,DET 29,16,21,Matthew Stafford pass complete deep right to Lance Moore for 42 yards (tackle by Sherrick McManis),0.950,3.640
3,3:58,1,10,CHI 29,16,21,"Theo Riddick left end for -2 yards (tackle by LaRoy Reynolds). Penalty on Laken Tomlinson: Offensive Holding, 10 yards (no play)",3.640,2.980
3,3:34,1,20,CHI 39,16,21,Matthew Stafford pass complete short middle to Theo Riddick for 16 yards (tackle by Tracy Porter and Harold Jones-Quartey),2.980,3.910
3,2:46,2,4,CHI 23,16,21,Theo Riddick left tackle for 1 yard (tackle by Christian Jones),3.910,3.340
3,2:01,3,3,CHI 22,16,21,"Matthew Stafford pass complete short left to Golden Tate for 22 yards. Penalty on Calvin Johnson: Offensive Pass Interference, 10 yards (no play)",3.340,2.020
3,1:54,3,13,CHI 32,16,21,Matthew Stafford middle for 11 yards (tackle by Jonathan Anderson),2.020,2.180
3,1:10,4,2,CHI 21,16,24,Matt Prater 39 yard field goal good,2.180,3.000
3,1:10,,,DET 35,16,24,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
3,1:05,1,10,CHI 20,16,24,"Penalty on Ezekiel Ansah: Neutral Zone Infraction, 5 yards (no play)",0.280,1.010
3,1:05,1,5,CHI 25,16,24,Jay Cutler pass complete short left to Martellus Bennett for 7 yards (tackle by Stephen Tulloch and Josh Bynes),1.010,1.070
3,0:36,1,10,CHI 32,16,24,Jeremy Langford middle for 1 yard (tackle by Andre Fluellen),1.070,0.660
Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,CHI 33,16,24,Jeremy Langford middle for 6 yards (tackle by Stephen Tulloch),0.660,0.760
4,14:17,3,3,CHI 39,16,24,Jay Cutler pass incomplete short left intended for Martellus Bennett,0.760,-0.780
4,14:12,4,3,CHI 39,16,24,"Pat O'Donnell punts 40 yards, muffed catch by Corey Fuller, recovered by Chris Prosinski and returned for no gain",-0.780,4.170
4,13:58,1,10,DET 21,16,24,Matt Forte left tackle for 11 yards (tackle by Isa Abdul-Quddus and Josh Bynes),4.170,4.910
4,13:21,1,10,DET 10,16,24,Jay Cutler pass complete short right to Eddie Royal for 9 yards (tackle by Tahir Whitehead),4.910,5.910
4,12:37,2,1,DET 1,16,24,"Jay Cutler pass incomplete short left intended for Zach Miller (defended by Devin Taylor). Penalty on Alshon Jeffery: Offensive Pass Interference, 10 yards (no play)",5.910,4.020
4,12:33,2,11,DET 11,22,24,"Jay Cutler pass complete short middle to Alshon Jeffery for 11 yards, touchdown",4.020,7.000
4,12:33,,,DET 11,23,24,Robbie Gould kicks extra point good,0.000,0.000
4,12:33,,,CHI 35,23,24,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
4,12:27,1,10,DET 20,23,24,Matthew Stafford right end for 1 yard (tackle by Eddie Goldman),0.280,-0.130
4,11:52,2,9,DET 21,23,24,Matthew Stafford pass complete short right to Golden Tate for -3 yards (tackle by Sam Acho),-0.130,-1.330
4,11:08,3,12,DET 18,23,24,Matthew Stafford pass incomplete short middle intended for Theo Riddick is intercepted by Jonathan Anderson at DET-24,-1.330,-3.970
4,10:59,1,10,DET 24,23,24,Jay Cutler pass complete short right to Alshon Jeffery for 9 yards (tackle by Stephen Tulloch and Isa Abdul-Quddus),3.970,4.850
4,10:34,2,1,DET 15,23,24,Matt Forte middle for 6 yards (tackle by Isa Abdul-Quddus),4.850,5.140
4,10:09,1,9,DET 9,23,24,Jay Cutler pass incomplete short right intended for Matt Forte,5.140,4.380
4,10:05,2,9,DET 9,23,24,Matt Forte middle for 1 yard (tackle by Stephen Tulloch),4.380,3.580
4,9:23,3,8,DET 8,23,24,"Jay Cutler pass incomplete short right intended for Alshon Jeffery. Penalty on Josh Bynes: Defensive Holding, 4 yards (no play)",3.580,6.280
4,9:18,1,4,DET 4,23,24,Matt Forte middle for no gain (tackle by Caraun Reid),6.280,5.340
4,8:36,2,4,DET 4,23,24,Matt Forte right end for 2 yards (tackle by Stephen Tulloch and Darryl Tapp),5.340,4.950
4,7:54,3,2,DET 2,29,24,"Matt Forte middle for 2 yards, touchdown",4.950,7.000
4,7:54,3,,DET 2,31,24,"Two Point Attempt: Jay Cutler pass complete to Matt Forte, conversion succeeds",4.950,1.000
4,7:54,,,CHI 35,31,24,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
4,7:50,1,10,DET 20,31,24,T.J. Jones left end for -3 yards (tackle by Pernell McPhee and Christian Jones),0.280,-0.790
4,7:04,2,13,DET 17,31,24,Matthew Stafford pass incomplete short right intended for Tim Wright,-0.790,-1.510
4,7:00,3,13,DET 17,31,24,Matthew Stafford pass complete short right to Golden Tate for 13 yards (tackle by Tracy Porter),-1.510,0.940
4,6:53,1,10,DET 30,31,24,Matthew Stafford pass complete short right to Tim Wright for 8 yards (tackle by Kyle Fuller),0.940,1.470
4,6:11,2,2,DET 38,31,24,Theo Riddick right tackle for no gain (tackle by Sherrick McManis),1.470,0.760
4,5:26,3,2,DET 38,31,24,Matthew Stafford pass incomplete,0.760,-0.850
4,5:18,4,2,DET 38,31,24,Isa Abdul-Quddus left end for 30 yards (tackle by Marc Mariani),-0.850,3.450
4,4:41,1,10,CHI 32,31,24,Matthew Stafford pass incomplete short right intended for Theo Riddick,3.450,2.900
4,4:34,2,10,CHI 32,31,24,Matthew Stafford pass complete short right to Golden Tate for 6 yards (tackle by Sam Acho),2.900,3.010
4,3:48,3,4,CHI 26,31,24,"Matthew Stafford pass incomplete short right intended for Golden Tate. Penalty on Kyle Fuller: Defensive Pass Interference, 7 yards (no play)",3.010,4.310
4,3:44,1,10,CHI 19,31,24,Theo Riddick right end for 6 yards (tackle by Christian Jones and Eddie Goldman),4.310,4.720
4,3:01,2,4,CHI 13,31,24,Matthew Stafford pass incomplete short middle intended for Golden Tate,4.720,3.960
4,2:57,3,4,CHI 13,31,24,Matthew Stafford pass incomplete short left intended for Tim Wright,3.960,2.640
4,2:50,4,4,CHI 13,31,27,Matt Prater 32 yard field goal good,2.640,3.000
4,,,,DET 35,31,27,"Sam Martin kicks off 58 yards, returned by Marc Mariani for 12 yards (tackle by Nevin Lawson)",,
4,2:42,1,10,CHI 19,31,27,Matt Forte middle for 5 yards (tackle by Stephen Tulloch),0.150,0.150
4,2:38,1,10,CHI 19,31,27,Timeout #1 by Detroit Lions,0.150,0.340
4,2:38,2,5,CHI 24,31,27,Matt Forte middle for 1 yard (tackle by Josh Bynes),0.340,0.340
4,2:35,2,5,CHI 24,31,27,Timeout #2 by Detroit Lions,0.340,-0.290
4,2:35,3,4,CHI 25,31,27,Matt Forte left tackle for 1 yard (tackle by Caraun Reid),-0.290,-0.290
4,2:31,3,4,CHI 25,31,27,Timeout #3 by Detroit Lions,-0.290,-1.630
4,2:31,4,3,CHI 26,31,27,"Pat O'Donnell punts 40 yards, fair catch by Golden Tate",-1.630,-1.200
4,2:23,1,10,DET 34,31,27,Matthew Stafford pass complete short middle to Theo Riddick for 34 yards (tackle by Kyle Fuller and Adrian Amos),1.200,3.450
4,2:00,1,10,CHI 32,31,27,Matthew Stafford pass complete deep left to Lance Moore for 26 yards (tackle by Sherrick McManis),3.450,5.830
4,1:17,1,6,CHI 6,31,27,Theo Riddick middle for 4 yards (tackle by Jay Ratliff),5.830,5.830
4,0:49,1,6,CHI 6,31,27,Timeout #1 by Chicago Bears,5.830,5.720
4,0:49,2,2,CHI 2,31,27,"Matthew Stafford pass incomplete. Penalty on Matthew Stafford: Intentional Grounding, 10 yards",5.720,3.100
4,0:34,3,12,CHI 12,31,27,"Matthew Stafford pass incomplete short left intended for Lance Moore. Penalty on Pernell McPhee: Roughing the Passer, 6 yards (no play)",3.100,5.830
4,0:25,1,6,CHI 6,31,33,"Matthew Stafford pass complete short left to Calvin Johnson for 6 yards, touchdown",5.830,7.000
4,0:25,,,CHI 6,31,34,Matt Prater kicks extra point good,0.000,0.000
4,0:25,,,DET 35,31,34,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
4,0:21,1,10,CHI 20,31,34,Jay Cutler pass complete deep right to Alshon Jeffery for 25 yards (tackle by Josh Wilson),0.280,1.930
4,0:15,1,10,CHI 45,31,34,Jay Cutler pass complete deep right to Alshon Jeffery for 24 yards (tackle by Josh Wilson). Penalty on Josh Wilson: Defensive Pass Interference (Declined),1.930,3.510
4,0:09,1,10,DET 31,31,34,"Jay Cutler pass incomplete deep right intended for Marquess Wilson. Penalty on Darius Slay: Defensive Pass Interference, 20 yards (no play)",3.510,4.840
4,0:04,1,10,DET 11,34,34,Robbie Gould 29 yard field goal good,4.840,3.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,CHI,DET,Detail,EPB,EPA
,,,,,,,"Lions won the coin toss, Lions to receive the overtime kickoff.",,
OT,15:00,,,CHI 35,34,34,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
OT,15:00,1,10,DET 20,34,34,Theo Riddick left end for 6 yards (tackle by LaRoy Reynolds),0.280,0.540
OT,14:24,2,4,DET 26,34,34,Matthew Stafford pass incomplete short right intended for Lance Moore,0.540,-0.160
OT,14:20,3,4,DET 26,34,34,Matthew Stafford pass complete short right to Corey Fuller for 5 yards (tackle by Tracy Porter),-0.160,1.000
OT,13:37,1,10,DET 31,34,34,Matthew Stafford pass complete short middle to Calvin Johnson for 13 yards (tackle by Jonathan Anderson and Sherrick McManis),1.000,1.860
OT,12:52,1,10,DET 44,34,34,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,1.860,1.320
OT,12:45,2,10,DET 44,34,34,Theo Riddick right end for 2 yards (tackle by LaRoy Reynolds),1.320,0.890
OT,12:05,3,8,DET 46,34,34,Matthew Stafford sacked by Pernell McPhee for -7 yards,0.890,-0.780
OT,11:29,4,15,DET 39,34,34,"Sam Martin punts 55 yards, returned by Marc Mariani for 15 yards (tackle by Josh Bynes)",-0.780,-0.340
OT,11:18,1,10,CHI 21,34,34,Matt Forte middle for no gain (tackle by Darryl Tapp),0.340,-0.200
OT,10:44,2,10,CHI 21,34,34,Jay Cutler pass incomplete short left intended for Eddie Royal,-0.200,-0.890
OT,10:39,3,10,CHI 21,34,34,Jay Cutler pass complete short middle to Martellus Bennett for 9 yards (tackle by Josh Bynes),-0.890,-1.370
OT,10:09,4,1,CHI 30,34,34,"Pat O'Donnell punts 52 yards, fair catch by Golden Tate",-1.370,-0.040
OT,10:02,1,10,DET 18,34,34,"Ameer Abdullah right tackle for 6 yards (tackle by Kyle Fuller and Sam Acho). Penalty on Cornelius Lucas: Offensive Holding, 9 yards (no play)",0.040,-0.720
OT,9:37,1,19,DET 9,34,34,Matthew Stafford pass complete short left to Tim Wright for 1 yard (tackle by Sherrick McManis),-0.720,-1.360
OT,8:57,2,18,DET 10,34,34,Matthew Stafford pass incomplete deep middle intended for Tim Wright,-1.360,-2.360
OT,8:51,3,18,DET 10,34,34,Matthew Stafford middle for 8 yards (tackle by Sherrick McManis),-2.360,-2.240
OT,8:13,4,10,DET 18,34,34,"Sam Martin punts 60 yards, returned by Marc Mariani for no gain",-2.240,-0.410
OT,8:01,1,10,CHI 22,34,34,Matt Forte middle for 2 yards (tackle by Stephen Tulloch),0.410,0.140
OT,7:26,2,8,CHI 24,34,34,Matt Forte middle for 1 yard (tackle by Darius Slay),0.140,-0.430
OT,6:42,3,7,CHI 25,34,34,Jay Cutler pass incomplete short right intended for Alshon Jeffery (defended by Darius Slay),-0.430,-1.700
OT,6:37,4,7,CHI 25,34,34,"Pat O'Donnell punts 51 yards, returned by Golden Tate for 24 yards (tackle by Chris Prosinski). Penalty on Devin Taylor: Illegal Block Above the Waist, 10 yards",-1.700,0.280
OT,6:23,1,10,DET 14,34,34,Matthew Stafford pass complete short left to Ameer Abdullah for 13 yards (tackle by Christian Jones),-0.280,0.740
OT,5:53,1,10,DET 27,34,34,Matthew Stafford pass complete short right to Golden Tate for no gain,0.740,0.200
OT,5:12,2,10,DET 27,34,34,Matthew Stafford pass complete short middle to Ameer Abdullah for 6 yards (tackle by LaRoy Reynolds),0.200,0.300
OT,4:31,3,4,DET 33,34,34,Matthew Stafford pass complete short middle to Lance Moore for 4 yards (tackle by Kyle Fuller),0.300,1.400
OT,4:01,1,10,DET 37,34,34,Ameer Abdullah left end for no gain (tackle by LaRoy Reynolds),1.400,0.860
OT,3:55,2,10,DET 37,34,34,Matthew Stafford pass complete deep right to Calvin Johnson for 57 yards (tackle by Harold Jones-Quartey),0.860,0.860
OT,3:10,2,10,DET 37,34,34,Timeout #1 by Detroit Lions,0.860,5.830
OT,3:10,1,6,CHI 6,34,34,no good,5.830,5.830
OT,2:34,1,6,CHI 6,34,34,Timeout #1 by Chicago Bears,5.830,4.380
OT,2:33,2,9,CHI 9,34,37,Matt Prater 27 yard field goal good,4.380,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
