Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Raheem Mostert,MIA,20,94,2,4,66,3.3,28,1.4,1,20.0
Jeff Wilson,MIA,11,56,0,1,27,2.5,29,2.6,0,
Darrynton Evans,MIA,2,16,0,1,12,6.0,4,2.0,0,
Tua Tagovailoa,MIA,2,1,0,0,1,0.5,0,0.0,0,
Tyreek Hill,MIA,1,2,0,0,2,2.0,0,0.0,0,
Mike White,MIA,1,-2,0,,-2,-2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Breece Hall,NYJ,7,25,0,1,4,0.6,21,3.0,1,7.0
Tim Boyle,NYJ,2,2,0,1,1,0.5,1,0.5,0,
Dalvin Cook,NYJ,1,2,0,0,1,1.0,1,1.0,0,
