Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
1,4:32,1,15,NYG 47,0,7,Robert Griffin pass complete short right to Pierre Garcon for 6 yards (tackle by Jayron Hosley and Keith Rivers),2.460,2.380
1,3:47,2,9,NYG 41,0,7,Alfred Morris right guard for 1 yard (tackle by Jon Beason and Antrel Rolle),2.380,1.820
1,3:08,3,8,NYG 40,0,7,Robert Griffin pass complete short right to Roy Helu for 2 yards (tackle by Jon Beason and Jacquian Williams),1.820,0.720
1,2:35,4,6,NYG 38,0,7,Saverio Rocca punts 37 yards,0.720,0.380
1,2:24,1,10,NYG 1,0,7,Andre Brown up the middle for 3 yards (tackle by London Fletcher and Brian Orakpo),-0.380,-0.560
1,1:45,2,7,NYG 4,0,7,Andre Brown right tackle for 1 yard (tackle by Brian Orakpo),-0.560,-0.950
1,1:03,3,6,NYG 5,0,7,Eli Manning pass incomplete short middle intended for Brandon Myers,-0.950,-2.490
1,0:58,4,6,NYG 5,0,7,"Steve Weatherford punts 62 yards, returned by Santana Moss for 8 yards (tackle by Charles James)",-2.490,-1.660
1,0:47,1,10,WAS 41,0,7,Alfred Morris right end for -2 yards (tackle by Jon Beason and Cullen Jenkins),1.660,0.850
1,0:02,2,12,WAS 39,0,7,Robert Griffin pass complete short middle to Alfred Morris for 5 yards (tackle by Jon Beason and Keith Rivers),0.850,0.830
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,WAS 44,0,7,Robert Griffin pass complete short left to Santana Moss for 15 yards (tackle by Terrell Thomas),0.830,2.850
2,14:19,1,10,NYG 41,0,7,Robert Griffin pass complete short right to Pierre Garcon for 6 yards (tackle by Jon Beason and Spencer Paysinger),2.850,3.120
2,13:52,2,4,NYG 35,0,7,Robert Griffin left end for 15 yards (tackle by Keith Rivers),3.120,4.240
2,13:26,1,10,NYG 20,0,7,Alfred Morris up the middle for 5 yards (tackle by Keith Rivers and Jon Beason),4.240,4.450
2,13:04,2,5,NYG 15,0,7,Robert Griffin pass complete short left to Fred Davis for 1 yard (tackle by Antrel Rolle),4.450,3.890
2,12:18,3,4,NYG 14,0,7,"Penalty on Robert Griffin: Delay of Game, 5 yards (no play)",3.890,3.100
2,11:51,3,9,NYG 19,0,13,"Robert Griffin pass complete short middle to Logan Paulsen for 19 yards, touchdown",3.100,7.000
2,11:51,,,NYG 2,0,14,Kai Forbath kicks extra point good,0.000,0.000
2,11:51,,,WAS 35,0,14,"Kai Forbath kicks off 60 yards, returned by Michael Cox for 21 yards (tackle by Bacarri Rambo)",0.000,-0.670
2,11:41,1,10,NYG 26,0,14,Eli Manning pass incomplete short middle intended for Andre Brown,0.670,0.130
2,11:36,2,10,NYG 26,0,14,Eli Manning pass complete short middle to Brandon Myers for 9 yards (tackle by London Fletcher),0.130,0.630
2,10:54,3,1,NYG 35,0,14,Peyton Hillis right guard for 8 yards (tackle by Brandon Meriweather),0.630,1.800
2,10:11,1,10,NYG 43,0,14,Peyton Hillis right end for 27 yards (tackle by Reed Doughty and DeAngelo Hall),1.800,3.580
2,9:26,1,10,WAS 30,0,14,Eli Manning pass complete short left to Andre Brown for 7 yards (tackle by Reed Doughty),3.580,3.980
2,8:53,2,3,WAS 23,6,14,"Andre Brown right end for 23 yards, touchdown",3.980,7.000
2,8:53,,,WAS 2,7,14,Josh Brown kicks extra point good,0.000,0.000
2,8:53,,,NYG 35,7,14,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
2,8:46,1,10,WAS 20,7,14,Alfred Morris left end for -2 yards (tackle by Antrel Rolle),0.280,-0.630
2,8:19,2,12,WAS 18,7,14,Robert Griffin left end for 1 yard (tackle by Jon Beason),-0.630,-1.140
2,7:39,3,11,WAS 19,7,14,Robert Griffin left end for 9 yards (tackle by Jon Beason),-1.140,-1.500
2,7:10,4,2,WAS 28,7,14,"Saverio Rocca punts 44 yards, out of bounds",-1.500,-0.810
2,7:02,1,10,NYG 28,7,14,Andre Brown left end for no gain (tackle by Barry Cofield and DeAngelo Hall),0.810,0.260
2,6:25,2,10,NYG 28,7,14,Eli Manning pass complete short right to Bear Pascoe for 3 yards (tackle by DeAngelo Hall),0.260,-0.030
2,5:46,3,7,NYG 31,7,14,Eli Manning up the middle for 2 yards (tackle by E.J. Biggers). Penalty on Will Beatty: Offensive Holding (Declined),-0.030,-1.180
2,5:23,4,5,NYG 33,7,14,"Steve Weatherford punts 45 yards, returned by Santana Moss for 6 yards (tackle by Ryan Mundy)",-1.180,-0.810
2,5:12,1,10,WAS 28,7,14,Robert Griffin pass incomplete deep middle intended for Aldrick Robinson (defended by Prince Amukamara),0.810,0.260
2,5:04,2,10,WAS 28,7,14,Robert Griffin pass complete short middle to Alfred Morris for 9 yards (tackle by Spencer Paysinger),0.260,0.760
2,4:26,3,1,WAS 37,7,14,Evan Royster right tackle for no gain (tackle by Spencer Paysinger and Linval Joseph),0.760,-0.910
2,3:45,4,1,WAS 37,7,14,"Saverio Rocca punts 53 yards, returned by Rueben Randle for 9 yards (tackle by Roy Helu)",-0.910,-0.150
2,3:34,1,10,NYG 19,7,14,Eli Manning pass complete short right to Victor Cruz for 11 yards (tackle by DeAngelo Hall),0.150,0.940
2,2:53,1,10,NYG 30,7,14,Andre Brown left end for -1 yards (tackle by Barry Cofield),0.940,0.260
2,2:10,2,11,NYG 29,7,14,Eli Manning pass complete short middle to Victor Cruz for 7 yards (tackle by Josh Wilson and Perry Riley),0.260,0.500
2,2:00,3,4,NYG 36,7,14,Eli Manning pass complete short left to Hakeem Nicks for 15 yards (tackle by DeAngelo Hall),0.500,2.320
2,1:34,1,10,WAS 49,7,14,Eli Manning pass complete short middle to Andre Brown for 9 yards (tackle by Perry Riley and Brandon Meriweather),2.320,2.320
2,1:09,1,10,WAS 49,7,14,Timeout #1 by Washington Redskins,2.320,3.000
2,1:09,2,1,WAS 40,7,14,Peyton Hillis right guard for 6 yards (tackle by Ryan Kerrigan),3.000,3.000
2,1:04,2,1,WAS 40,7,14,Timeout #1 by New York Giants,3.000,3.310
2,1:04,1,10,WAS 34,7,14,Eli Manning pass complete short right to Brandon Myers for 10 yards (tackle by Perry Riley),3.310,3.970
2,0:46,1,10,WAS 24,7,14,Peyton Hillis left guard for 2 yards (tackle by Barry Cofield and Josh Wilson),3.970,3.970
2,0:41,1,10,WAS 24,7,14,Timeout #2 by New York Giants,3.970,3.700
2,0:41,2,8,WAS 22,13,14,"Eli Manning pass complete deep middle to Brandon Myers for 22 yards, touchdown",3.700,7.000
2,0:41,,,WAS 2,14,14,Josh Brown kicks extra point good,0.000,0.000
2,0:41,,,NYG 35,14,14,"Josh Brown kicks off 43 yards, returned by Adam Gettis for 5 yards (tackle by Will Hill)",0.000,-0.740
2,0:30,1,10,WAS 27,14,14,Robert Griffin pass complete short middle to Pierre Garcon for 4 yards (tackle by Terrell Thomas),0.740,0.740
2,0:23,2,6,WAS 31,14,14,Robert Griffin right end for 5 yards (tackle by Jayron Hosley),0.740,0.700
2,0:17,3,1,WAS 36,14,14,Robert Griffin pass complete short right to Roy Helu for 5 yards (tackle by Will Hill),0.700,0.700
2,0:10,3,1,WAS 36,14,14,Timeout #2 by Washington Redskins,0.700,1.660
2,0:10,1,10,WAS 41,14,14,Robert Griffin pass complete deep right to Roy Helu for 20 yards (tackle by Jon Beason),1.660,1.660
2,0:01,1,10,WAS 41,14,14,Timeout #3 by Washington Redskins,1.660,2.980
2,0:01,1,10,NYG 39,14,14,Robert Griffin for 20 yards (tackle by Terrell Thomas),2.980,1.660
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,14,14,"Kai Forbath kicks off 60 yards, returned by Michael Cox for 20 yards (tackle by Rob Jackson)",0.000,-0.610
3,14:55,1,10,NYG 25,14,14,Andre Brown left end for no gain (tackle by Bacarri Rambo),0.610,0.060
3,14:10,2,10,NYG 25,14,14,Eli Manning pass complete short middle to Hakeem Nicks for 19 yards (tackle by Brandon Meriweather and Bacarri Rambo),0.060,1.860
3,13:32,1,10,NYG 44,14,14,Eli Manning pass complete short right to Peyton Hillis for 6 yards (tackle by Ryan Kerrigan),1.860,2.130
3,12:49,2,4,,14,14,Peyton Hillis right tackle for 2 yards (tackle by Perry Riley and London Fletcher),2.130,1.690
3,12:04,3,2,WAS 48,14,14,Eli Manning pass incomplete deep middle intended for Victor Cruz,1.690,0.070
3,11:58,4,2,WAS 48,14,14,"Steve Weatherford punts 38 yards, fair catch by Santana Moss",0.070,0.380
3,11:50,1,10,WAS 10,14,14,Robert Griffin left end for 10 yards (tackle by Prince Amukamara),-0.380,0.280
3,11:20,1,10,WAS 20,14,14,Robert Griffin sacked by Cullen Jenkins for -2 yards,0.280,-0.630
3,10:52,2,12,WAS 18,14,14,Alfred Morris left end for 11 yards (tackle by Antrel Rolle),-0.630,0.230
3,10:16,3,1,WAS 29,14,14,Robert Griffin left end for 5 yards (tackle by Jon Beason),0.230,1.200
3,9:38,1,10,WAS 34,14,14,Robert Griffin left end for 14 yards (tackle by Keith Rivers),1.200,2.130
3,9:04,1,10,WAS 48,14,14,Alfred Morris left end for 4 yards (tackle by Prince Amukamara and Linval Joseph),2.130,2.120
3,8:36,2,6,NYG 48,14,14,"Alfred Morris right end for 6 yards (tackle by Jayron Hosley). Penalty on Will Montgomery: Offensive Holding, 10 yards (no play)",2.120,0.770
3,8:04,2,16,WAS 42,14,14,"Robert Griffin pass complete short left to Logan Paulsen for 13 yards (tackle by Jon Beason). Penalty on Santana Moss: Unsportsmanlike Conduct, 15 yards, Penalty on Santana Moss: Offensive Holding (Declined)",0.770,-0.160
3,7:36,3,18,WAS 40,14,14,Robert Griffin pass complete short right to Pierre Garcon for 3 yards (tackle by Jon Beason),-0.160,-0.520
3,7:36,4,15,WAS 43,14,14,"Penalty on Nick Barnett: False Start, 5 yards (no play)",-0.520,-0.850
3,6:51,4,20,WAS 38,14,14,"Saverio Rocca punts 47 yards, returned by Rueben Randle for no gain",-0.850,0.220
3,6:41,1,10,NYG 15,14,14,Andre Brown right end for no gain (tackle by Perry Riley and Bacarri Rambo),-0.220,-0.710
3,6:03,2,10,NYG 15,14,14,Eli Manning pass complete short middle to Bear Pascoe for 8 yards (tackle by Ryan Kerrigan and London Fletcher),-0.710,-0.390
3,5:15,3,2,NYG 23,14,14,Eli Manning pass incomplete deep middle intended for Rueben Randle is intercepted by Brandon Meriweather at NYG-44 and returned for 32 yards (tackle by Will Beatty),-0.390,-4.780
3,5:03,1,10,NYG 12,14,14,Robert Griffin left end for 2 yards (tackle by Will Hill),4.780,4.450
3,4:40,2,8,NYG 10,14,14,Robert Griffin pass incomplete short middle intended for Fred Davis,4.450,3.480
3,4:35,3,8,NYG 10,14,14,"Robert Griffin pass incomplete short middle intended for Pierre Garcon. Penalty on Pierre Garcon: Delay of Game, 5 yards",3.480,2.440
3,4:30,4,13,NYG 15,14,17,Kai Forbath 33 yard field goal good,2.440,3.000
3,4:30,,,WAS 35,14,17,"Kai Forbath kicks off 62 yards, muffed catch by Michael Cox, recovered by Michael Cox at NYG-2, and returned for 8 yards",0.000,0.380
3,4:17,1,10,NYG 10,14,17,Eli Manning pass incomplete short left intended for Bear Pascoe,-0.380,-0.780
3,4:12,2,10,NYG 10,14,17,Andre Brown left guard for 2 yards (tackle by Barry Cofield),-0.780,-1.190
3,3:27,3,8,NYG 12,14,17,Eli Manning sacked by Brian Orakpo for -8 yards,-1.190,-2.490
3,2:53,4,16,NYG 4,14,17,"Steve Weatherford punts 58 yards, returned by Santana Moss for 7 yards (tackle by Will Hill)",-2.490,-1.930
3,2:39,1,10,WAS 45,14,17,Roy Helu left end for 2 yards (tackle by Mathias Kiwanuka and Jon Beason),1.930,1.650
3,2:14,2,8,WAS 47,14,17,Roy Helu right end for -1 yards (tackle by Linval Joseph and Jayron Hosley),1.650,0.830
3,1:35,3,9,WAS 46,14,17,Robert Griffin sacked by Justin Tuck for -8 yards,0.830,-0.850
3,1:05,4,17,WAS 38,14,17,". Kyle Nelson fumbles, recovered by Kyle Nelson at WAS-WAS. Penalty on Kyle Nelson: Offensive Holding, 10 yards",-0.850,-2.520
3,0:54,1,10,WAS 46,14,17,Eli Manning pass complete short middle to Victor Cruz for 8 yards (tackle by Josh Wilson and Perry Riley),2.520,3.060
3,0:17,2,2,WAS 38,14,17,Eli Manning pass complete short middle to Brandon Myers for 18 yards (tackle by London Fletcher),3.060,4.240
Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 20,14,17,Eli Manning pass complete short left to Victor Cruz for 19 yards (tackle by DeAngelo Hall and London Fletcher). Penalty on DeAngelo Hall: Unsportsmanlike Conduct,4.240,6.970
4,14:31,1,1,WAS 1,20,17,"Andre Brown right tackle for 1 yard, touchdown",6.970,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,14:31,,,WAS 2,21,17,Josh Brown kicks extra point good,0.000,0.000
4,14:31,,,NYG 35,21,17,"Josh Brown kicks off 68 yards, returned by Josh Morgan for 25 yards (tackle by Mark Herzlich)",0.000,-0.410
4,14:20,1,10,WAS 22,21,17,Robert Griffin sacked by Justin Tuck for -3 yards,0.410,-0.600
4,13:39,2,13,WAS 19,21,17,Santana Moss right end for 10 yards (tackle by Linval Joseph),-0.600,0.100
4,12:57,3,3,WAS 29,21,17,Robert Griffin sacked by Justin Tuck for -7 yards,0.100,-1.900
4,12:29,4,10,WAS 22,21,17,"Saverio Rocca punts 48 yards, returned by Rueben Randle for 13 yards (tackle by Evan Royster)",-1.900,-1.800
4,12:16,1,10,NYG 43,21,17,Eli Manning pass incomplete deep left intended for Andre Brown (defended by Perry Riley),1.800,1.250
4,12:08,2,10,NYG 43,21,17,Andre Brown left end for no gain (tackle by David Amerson and Perry Riley),1.250,0.560
4,11:24,3,10,NYG 43,21,17,Eli Manning pass complete short middle to Victor Cruz for 13 yards (tackle by David Amerson),0.560,2.650
4,10:44,1,10,WAS 44,21,17,Andre Brown right guard for no gain (tackle by London Fletcher and Perry Riley),2.650,2.110
4,10:02,2,10,WAS 44,21,17,Eli Manning sacked by Josh Wilson and Rob Jackson for -12 yards,2.110,-0.160
4,9:25,3,22,NYG 44,21,17,Eli Manning pass complete short left to Andre Brown for 7 yards (tackle by Rob Jackson),-0.160,0.000
4,8:43,4,15,WAS 49,21,17,"Steve Weatherford punts 38 yards, fair catch by Santana Moss",0.000,0.370
4,8:34,1,10,WAS 11,21,17,Robert Griffin left tackle for 4 yards (tackle by Johnathan Hankins),-0.370,-0.430
4,8:01,2,6,WAS 15,21,17,Robert Griffin pass complete short left to Pierre Garcon for 11 yards (tackle by Prince Amukamara),-0.430,0.670
4,7:27,1,10,WAS 26,21,17,Robert Griffin sacked by Justin Tuck for -3 yards,0.670,-0.280
4,6:47,2,13,WAS 23,21,17,Robert Griffin pass incomplete short middle intended for Pierre Garcon,-0.280,-0.960
4,6:43,3,13,WAS 23,21,17,Robert Griffin pass incomplete deep left intended for Aldrick Robinson,-0.960,-1.830
4,6:36,4,13,WAS 23,21,17,"Saverio Rocca punts 38 yards, fair catch by Rueben Randle",-1.830,-1.530
4,6:29,1,10,NYG 39,21,17,Peyton Hillis right tackle for no gain (tackle by Perry Riley and Brian Orakpo),1.530,0.990
4,5:51,2,10,NYG 39,21,17,"Eli Manning pass complete short middle to Rueben Randle for 9 yards (tackle by David Amerson). Rueben Randle fumbles (forced by David Amerson), recovered by Rueben Randle at NYG-48",0.990,1.490
4,5:07,3,1,NYG 48,21,17,Eli Manning pass complete short left to Brandon Myers for 2 yards (tackle by Bacarri Rambo),1.490,2.260
,,,,,,,"WAS challenged the first down ruling, and the play was upheld.",,
4,4:25,1,10,,21,17,Eli Manning pass complete short left to Victor Cruz for 22 yards (tackle by DeAngelo Hall),2.260,3.710
4,3:37,1,10,WAS 28,21,17,Andre Brown left end for no gain (tackle by Brandon Meriweather),3.710,3.710
4,3:32,1,10,WAS 28,21,17,Timeout #2 by Washington Redskins,3.710,3.170
4,3:32,2,10,WAS 28,21,17,Andre Brown left end for 4 yards (tackle by Jarvis Jenkins and Barry Cofield),3.170,3.170
4,3:23,2,10,WAS 28,21,17,Timeout #3 by Washington Redskins,3.170,3.010
4,3:23,3,6,WAS 24,21,17,Eli Manning pass complete short right to Rueben Randle for 3 yards (tackle by London Fletcher),3.010,2.160
4,2:38,4,3,WAS 21,24,17,Josh Brown 39 yard field goal good,2.160,3.000
4,2:38,,,NYG 35,24,17,"Josh Brown kicks off 65 yards, touchback",0.000,-0.280
4,2:32,1,10,WAS 20,24,17,Robert Griffin pass incomplete short left intended for Logan Paulsen,0.280,-0.270
4,2:27,2,10,WAS 20,24,17,Robert Griffin pass complete short right to Roy Helu for 7 yards (tackle by Will Hill),-0.270,-0.030
4,2:20,3,3,WAS 27,24,17,Robert Griffin pass incomplete short right intended for Pierre Garcon (defended by Jayron Hosley),-0.030,-1.570
4,2:15,4,3,WAS 27,24,17,Robert Griffin pass complete short right to Logan Paulsen for 9 yards (tackle by Jayron Hosley),-1.570,1.330
4,2:10,1,10,WAS 36,24,17,Robert Griffin pass complete short left to Pierre Garcon for 5 yards (tackle by Mathias Kiwanuka),1.330,1.470
4,2:00,2,5,WAS 41,24,17,Robert Griffin pass complete short middle to Pierre Garcon for 4 yards (tackle by Jacquian Williams),1.470,1.290
4,1:37,3,1,WAS 45,24,17,Robert Griffin pass incomplete deep middle intended for Fred Davis (defended by Antrel Rolle),1.290,-0.390
4,1:29,4,1,WAS 45,24,17,"Robert Griffin pass complete short right to Pierre Garcon for 6 yards (tackle by Will Hill). Pierre Garcon fumbles (forced by Will Hill), recovered by Will Hill at NYG-49 and returned for 8 yards (tackle by Pierre Garcon)",-0.390,-2.720
4,1:18,1,10,WAS 43,24,17,Eli Manning kneels for -1 yards,2.720,2.040
4,0:39,2,11,WAS 44,24,17,Eli Manning kneels for -1 yards,2.040,1.220
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
