#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:51,WAS 39,6,3:06,61,Touchdown
2,1,7:31,WAS 40,6,2:43,60,Touchdown
3,1,1:09,WAS 25,6,2:43,36,Punt
4,2,11:30,WAS 26,11,5:51,74,Touchdown
5,2,3:38,WAS 33,4,1:45,67,Touchdown
6,2,1:02,SFO 19,1,0:05,19,Touchdown
7,3,15:00,WAS 25,3,1:38,0,Punt
8,3,11:27,SFO 3,1,0:23,3,Touchdown
9,3,8:55,WAS 41,9,5:28,50,Field Goal
10,3,1:09,WAS 38,3,1:38,9,Punt
11,4,13:02,WAS 49,6,3:36,51,Touchdown
12,4,4:35,WAS 29,3,2:22,7,Punt
13,4,2:00,WAS 34,3,2:00,-3,End of Game
