Quarter,Time,Down,ToGo,Location,SFO,WAS,Detail,EPB,EPA
1,,,,SFO 2,0,14,Nick Novak kicks extra point good,0.000,0.000
1,,,,WAS 30,0,14,"Nick Novak kicks off 67 yards, returned by Rasheed Marshall for 20 yards (tackle by Mike Sellers)",0.000,0.480
1,4:43,1,10,SFO 23,0,14,Alex Smith up the middle for 3 yards (tackle by Lemar Marshall),0.480,0.340
1,4:01,2,7,SFO 26,0,14,Alex Smith right end for 1 yard (tackle by LaVar Arrington),0.340,-0.230
1,3:18,3,6,SFO 27,0,14,Alex Smith pass complete to Brandon Lloyd for 43 yards (tackle by Walt Harris),-0.230,3.580
1,2:34,1,10,WAS 30,0,14,Kevan Barlow right guard for 6 yards (tackle by Demetric Evans and Marcus Washington),3.580,3.840
1,2:00,2,4,WAS 24,0,14,"Alex Smith pass incomplete. Penalty on Ryan Boschetti: Illegal Use of Hands, 5 yards (no play)",3.840,4.310
1,1:50,1,10,WAS 19,0,14,Kevan Barlow right end for 2 yards (tackle by Renaldo Wynn),4.310,4.030
1,1:20,2,8,WAS 17,6,14,"Kevan Barlow right guard for 17 yards, touchdown",4.030,7.000
1,,,,,6,14,"Penalty on Cornelius Griffin: Neutral Zone Infraction, 5 yards",0.000,0.000
1,,,,WAS 2,7,14,Joe Nedney kicks extra point good,0.000,0.000
1,,,,SFO 35,7,14,"Joe Nedney kicks off 58 yards, returned by Rock Cartwright for 18 yards (tackle by Maurice Hicks)",0.000,0.610
1,1:03,1,10,WAS 25,7,14,Mark Brunell pass complete to Santana Moss for 1 yard (tackle by Mike Adams),0.610,0.200
1,0:36,2,9,WAS 26,7,14,Clinton Portis left guard for 3 yards (tackle by Ben Emanuel),0.200,-0.100
Quarter,Time,Down,ToGo,Location,SFO,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,WAS 29,7,14,Mark Brunell pass complete to David Patten for 32 yards (tackle by Shawntae Spencer),-0.100,2.980
2,14:30,1,10,SFO 39,7,14,Ladell Betts left end for no gain (tackle by Travis Hall and Julian Peterson),2.980,2.440
2,13:50,2,10,SFO 39,7,14,Mark Brunell pass incomplete intended for David Patten,2.440,1.750
2,13:44,3,10,SFO 39,7,14,Mark Brunell pass incomplete intended for James Thrash,1.750,0.660
2,13:37,4,10,SFO 39,7,14,Derrick Frost punts 24 yards,0.660,0.220
2,13:26,1,10,SFO 15,7,14,Kevan Barlow right end for no gain (tackle by Warrick Holdman),-0.220,-0.710
2,12:50,2,10,SFO 15,7,14,Alex Smith pass complete to Trent Smith for 6 yards (tackle by Marcus Washington and Warrick Holdman),-0.710,-0.630
2,12:11,3,4,SFO 21,7,14,Alex Smith pass complete to Rasheed Marshall for -1 yards (tackle by Shawn Springs),-0.630,-2.030
2,11:38,4,5,SFO 20,7,14,"Andy Lee punts 54 yards, fair catch by James Thrash",-2.030,-0.670
2,11:30,1,10,WAS 26,7,14,Clinton Portis right end for 9 yards (tackle by Mike Adams and Brandon Moore),0.670,1.350
2,10:50,2,1,WAS 35,7,14,Clinton Portis right end for 1 yard (tackle by Derek Smith),1.350,1.330
2,10:13,1,10,WAS 36,7,14,Clinton Portis right end for 4 yards (tackle by Julian Peterson),1.330,1.330
2,9:34,2,6,WAS 40,7,14,Mark Brunell pass complete to Ladell Betts for 3 yards (tackle by Derek Smith),1.330,1.030
2,8:58,3,3,WAS 43,7,14,Mark Brunell pass complete to Chris Cooley for 16 yards (tackle by Ben Emanuel),1.030,2.850
2,8:14,1,10,SFO 41,7,14,Ladell Betts left end for 6 yards (tackle by Shawntae Spencer),2.850,3.120
2,7:33,2,4,SFO 35,7,14,Mark Brunell pass complete to Santana Moss for 21 yards (tackle by Tony Parrish),3.120,4.650
2,7:04,1,10,SFO 14,7,14,Clinton Portis up the middle for 1 yard (tackle by Bryant Young),4.650,4.160
2,6:25,2,9,SFO 13,7,14,Mark Brunell pass incomplete intended for Chris Cooley (defended by Julian Peterson),4.160,3.260
2,6:20,,,,7,14,Timeout #1 by Washington Redskins,0.000,3.260
2,6:20,3,9,SFO 13,7,14,Mark Brunell pass complete to Clinton Portis for 12 yards (tackle by Mike Adams),3.260,6.970
2,5:42,1,1,SFO 1,7,20,"Clinton Portis left end for 1 yard, touchdown",6.970,7.000
2,,,,SFO 2,7,21,Nick Novak kicks extra point good,0.000,0.000
2,,,,WAS 30,7,21,"Nick Novak kicks off 53 yards, returned by Maurice Hicks for 10 yards (tackle by Rock Cartwright)",0.000,0.740
2,5:35,1,10,SFO 27,7,21,Alex Smith sacked by Cornelius Griffin for -4 yards,0.740,-0.340
2,5:00,2,14,SFO 23,7,21,Alex Smith pass complete to Johnnie Morton for 7 yards (tackle by Shawn Springs),-0.340,-0.100
2,4:17,3,7,SFO 30,7,21,Frank Gore up the middle for 2 yards (tackle by Marcus Washington),-0.100,-1.240
2,3:50,4,5,SFO 32,7,21,"Andy Lee punts 45 yards, returned by James Thrash for 10 yards (tackle by Chris Hetherington)",-1.240,-1.140
2,3:38,1,10,WAS 33,7,21,Clinton Portis left end for 12 yards (tackle by Shawntae Spencer),1.140,1.930
2,3:02,1,10,WAS 45,7,21,Clinton Portis right end for 5 yards (tackle by Derek Smith),1.930,2.060
2,2:24,2,5,WAS 50,7,21,Ladell Betts right tackle for 18 yards (tackle by Mike Adams),2.060,3.450
2,2:00,1,10,SFO 32,7,27,"Mark Brunell pass complete to Santana Moss for 32 yards, touchdown",3.450,7.000
2,,,,SFO 2,7,28,Nick Novak kicks extra point good,0.000,0.000
2,,,,WAS 30,7,28,"Nick Novak kicks off 58 yards, returned by Maurice Hicks for 13 yards (tackle by Omar Stoutmire). Penalty on David Baas: Unnecessary Roughness, 12 yards",0.000,-0.320
2,1:48,1,10,SFO 13,7,28,Alex Smith pass complete to Trent Smith for 1 yard (tackle by Ade Jimoh),-0.320,-0.680
2,1:41,,,,7,28,Timeout #2 by Washington Redskins,0.000,-0.680
2,1:41,2,9,SFO 14,7,28,Alex Smith pass incomplete intended for Brandon Lloyd,-0.680,-1.300
2,1:36,3,9,SFO 14,7,28,Alex Smith pass complete to Johnnie Morton for 12 yards (tackle by Ade Jimoh),-1.300,0.670
2,1:10,1,10,SFO 26,7,28,"Alex Smith sacked by Marcus Washington for -8 yards. Alex Smith fumbles (forced by Marcus Washington), recovered by Phillip Daniels at SFO-19 (tackle by Kwame Harris)",0.670,-4.310
2,1:02,1,10,SFO 19,7,34,"Mark Brunell pass complete to Mike Sellers for 19 yards, touchdown",4.310,7.000
2,,,,SFO 2,7,35,Nick Novak kicks extra point good,0.000,0.000
2,,,,WAS 30,7,35,"Nick Novak kicks off 51 yards, returned by Maurice Hicks for 15 yards (tackle by Pierson Prioleau)",0.000,1.200
2,0:53,1,10,SFO 34,7,35,Kevan Barlow up the middle for 1 yard (tackle by Matt Bowen),1.200,0.790
2,0:14,2,9,SFO 35,7,35,Kevan Barlow left end for -4 yards (tackle by LaVar Arrington),0.790,-0.430
Quarter,Time,Down,ToGo,Location,SFO,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,7,35,"Joe Nedney kicks off 67 yards, returned by Rock Cartwright for 22 yards (tackle by Jeremy Thornburg)",0.000,0.610
3,14:54,1,10,WAS 25,7,35,"Clinton Portis right tackle for 6 yards (tackle by Marques Douglas). Penalty on Derrick Dockery: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,14:25,1,20,WAS 15,7,35,Clinton Portis right end for 10 yards (tackle by Anthony Adams),-0.410,0.060
3,13:47,2,10,WAS 25,7,35,Mark Brunell pass incomplete intended for Chris Cooley,0.060,-0.620
3,13:40,3,10,WAS 25,7,35,Mark Brunell pass incomplete intended for David Patten,-0.620,-1.700
3,13:35,4,10,WAS 25,7,35,Derrick Frost punts 51 yards,-1.700,-0.540
3,13:22,1,10,SFO 24,7,35,"Penalty on Anthony Clement: False Start, 5 yards (no play)",0.540,0.130
3,13:22,1,15,SFO 19,7,35,Kevan Barlow right end for 5 yards (tackle by Joe Salave'a),0.130,0.000
3,12:41,2,10,SFO 24,7,35,Kevan Barlow right tackle for 5 yards (tackle by Marcus Washington),0.000,-0.030
3,12:01,3,5,SFO 29,7,35,"Alex Smith pass complete to Brandon Lloyd for 6 yards (tackle by Shawn Springs and Sean Taylor). Penalty on Billy Bajema: Illegal Shift, 5 yards (no play)",-0.030,-0.690
3,11:36,3,10,SFO 24,7,35,Alex Smith pass incomplete intended for Brandon Lloyd is intercepted by Sean Taylor at SFO-35 and returned for 32 yards,-0.690,-6.510
3,11:27,1,3,SFO 3,7,35,"Clinton Portis left guard for 1 yard (tackle by Marques Douglas). Penalty on Anthony Adams: Defensive Holding, 2 yards (no play)",6.510,6.970
3,11:08,1,1,SFO 1,7,41,"Clinton Portis left end for 1 yard, touchdown",6.970,7.000
3,,,,SFO 2,7,42,Nick Novak kicks extra point good,0.000,0.000
3,,,,WAS 30,7,42,"Nick Novak kicks off 49 yards, muffed catch by Maurice Hicks, recovered by Maurice Hicks at SF-22, and returned for 6 yards",0.000,0.810
3,10:56,1,10,SFO 28,7,42,Rasheed Marshall left end for -7 yards (tackle by LaVar Arrington),0.810,-0.680
3,10:09,2,17,SFO 21,7,42,"Penalty on Alex Smith: Delay of Game, 5 yards (no play)",-0.680,-1.510
3,9:52,2,22,SFO 16,7,42,Kevan Barlow right tackle for 9 yards (tackle by Lemar Marshall and LaVar Arrington),-1.510,-0.820
3,9:15,3,13,SFO 25,7,42,Alex Smith pass incomplete intended for Brandon Lloyd,-0.820,-1.700
3,9:07,4,13,SFO 25,7,42,"Andy Lee punts 52 yards, returned by James Thrash for 18 yards (tackle by Jim Maxwell)",-1.700,-1.660
3,8:55,1,10,WAS 41,7,42,Clinton Portis left end for 4 yards (tackle by Derek Smith),1.660,1.660
3,8:15,2,6,WAS 45,7,42,Clinton Portis right end for 8 yards (tackle by Marques Douglas),1.660,2.460
3,7:30,1,10,SFO 47,7,42,Clinton Portis right end for 15 yards (tackle by Mike Adams),2.460,3.450
3,6:45,1,10,SFO 32,7,42,Ladell Betts left end for 2 yards (tackle by Julian Peterson),3.450,3.170
3,6:00,2,8,SFO 30,7,42,Ladell Betts left end for 14 yards (tackle by Shawntae Spencer),3.170,4.510
3,5:20,1,10,SFO 16,7,42,Ladell Betts left guard for 2 yards (tackle by Travis Hall),4.510,4.210
3,4:39,2,8,SFO 14,7,42,"Ladell Betts right tackle for -1 yards (tackle by Isaac Sopoaga). Penalty on Casey Rabach: Offensive Holding, 10 yards (no play)",4.210,2.880
3,4:19,2,18,SFO 24,7,42,Mark Brunell pass complete to Santana Moss for 15 yards (tackle by Mike Adams),2.880,4.390
3,3:34,3,3,SFO 9,7,42,Mark Brunell pass incomplete intended for Santana Moss,4.390,2.930
3,3:30,4,3,SFO 9,7,45,Nick Novak 27 yard field goal good,2.930,3.000
3,,,,WAS 30,7,45,"Nick Novak kicks off 59 yards, returned by Maurice Hicks for 24 yards (tackle by Shawn Springs)",0.000,1.270
3,3:20,1,10,SFO 35,7,45,Kevan Barlow left end for 1 yard (tackle by LaVar Arrington),1.270,0.860
3,2:40,2,9,SFO 36,7,45,Kevan Barlow up the middle for 1 yard (tackle by Renaldo Wynn),0.860,0.300
3,1:54,3,8,SFO 37,7,45,Alex Smith sacked by Lemar Marshall for -11 yards,0.300,-1.630
3,1:31,4,19,SFO 26,7,45,"Penalty on Mike Sellers: Neutral Zone Infraction, 5 yards (no play)",-1.630,-1.310
3,1:21,4,14,SFO 31,7,45,"Andy Lee punts 43 yards, returned by James Thrash for 12 yards (tackle by Jeremy Thornburg)",-1.310,-1.470
3,1:09,1,10,WAS 38,7,45,Ladell Betts right tackle for 2 yards (tackle by Brandon Moore),1.470,1.190
3,0:28,2,8,WAS 40,7,45,Ladell Betts right guard for 7 yards (tackle by Brandon Moore),1.190,1.420
Quarter,Time,Down,ToGo,Location,SFO,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,WAS 47,7,45,Ladell Betts right tackle for no gain (tackle by Travis Hall),1.420,-0.260
4,14:39,4,1,WAS 47,7,45,"Derrick Frost punts 35 yards, returned by Rasheed Marshall for no gain",-0.260,-0.040
4,14:31,1,10,SFO 18,7,45,Kevan Barlow left end for 7 yards (tackle by Matt Bowen),0.040,0.550
4,13:52,2,3,SFO 25,7,45,Alex Smith pass incomplete intended for Brandon Lloyd,0.550,-0.270
4,13:46,3,3,SFO 25,7,45,Frank Gore up the middle for -2 yards (tackle by Omar Stoutmire),-0.270,-1.830
4,13:12,4,5,SFO 23,7,45,Andy Lee punts 28 yards,-1.830,-2.190
4,13:02,1,10,WAS 49,7,45,Ladell Betts right end for 10 yards (tackle by Mike Adams),2.190,2.850
4,12:25,1,10,SFO 41,7,45,Ladell Betts right end for 9 yards (tackle by Brandon Moore),2.850,3.520
4,11:39,2,1,SFO 32,7,45,Rock Cartwright left guard for 1 yard (tackle by Marques Douglas),3.520,3.510
4,10:57,1,10,SFO 31,7,45,Rock Cartwright up the middle for 5 yards (tackle by Marques Douglas),3.510,3.640
4,10:17,2,5,SFO 26,7,45,Ladell Betts left end for 22 yards (tackle by Shawntae Spencer and Mike Adams),3.640,6.280
4,9:30,1,4,SFO 4,7,51,"Rock Cartwright right tackle for 4 yards, touchdown",6.280,7.000
4,,,,SFO 2,7,52,Nick Novak kicks extra point good,0.000,0.000
4,,,,WAS 30,7,52,"Nick Novak kicks off 65 yards, returned by Maurice Hicks for 20 yards (tackle by Ade Jimoh)",0.000,0.610
4,9:18,1,10,SFO 25,7,52,Frank Gore right end for 4 yards (tackle by Matt Bowen),0.610,0.600
4,8:38,2,6,SFO 29,7,52,Frank Gore right tackle for 1 yard (tackle by LaVar Arrington),0.600,0.040
4,7:55,3,5,SFO 30,7,52,"Alex Smith pass complete to Billy Bajema for 24 yards (tackle by Pierson Prioleau). Penalty on Pierson Prioleau: Face Mask (15 Yards), 15 yards",0.040,3.510
4,7:33,1,10,WAS 31,7,52,Frank Gore right tackle for 5 yards (tackle by LaVar Arrington),3.510,3.640
4,6:55,2,5,WAS 26,7,52,Frank Gore left guard for 5 yards (tackle by LaVar Arrington),3.640,4.170
4,6:08,1,10,WAS 21,7,52,Alex Smith pass incomplete intended for Rasheed Marshall,4.170,3.630
4,6:01,2,10,WAS 21,7,52,Frank Gore right end for 3 yards (tackle by Khary Campbell),3.630,3.310
4,5:18,3,7,WAS 18,7,52,"Alex Smith sacked for -8 yards. Alex Smith fumbles, recovered by Alex Smith at WAS-29",3.310,1.500
4,4:42,4,18,WAS 29,10,52,Joe Nedney 47 yard field goal good,1.500,3.000
4,,,,SFO 30,10,52,"Joe Nedney kicks off 66 yards, returned by Rock Cartwright for 25 yards (tackle by Jeremy Thornburg)",0.000,0.870
4,4:35,1,10,WAS 29,10,52,"Penalty on WAS: Illegal Substitution, 5 yards (no play)",0.870,0.540
4,4:29,1,15,WAS 24,10,52,Rock Cartwright left guard for 4 yards (tackle by Andre Carter),0.540,0.190
4,3:49,2,11,WAS 28,10,52,Patrick Ramsey pass complete to Brian Kozlowski for 8 yards (tackle by Shawntae Spencer and Jim Maxwell),0.190,0.560
4,3:11,3,3,WAS 36,10,52,Rock Cartwright up the middle for no gain (tackle by Isaac Sopoaga),0.560,-0.980
4,2:24,,,,10,52,Timeout #1 by Washington Redskins,0.000,-0.980
4,2:24,4,3,WAS 36,10,52,"Derrick Frost punts 48 yards, returned by Rasheed Marshall for 12 yards (tackle by Omar Stoutmire)",-0.980,-0.810
4,2:13,1,10,SFO 28,16,52,"Frank Gore left end for 72 yards, touchdown",0.810,7.000
4,,,,WAS 2,17,52,Joe Nedney kicks extra point good,0.000,0.000
4,,,,SFO 30,17,52,"Joe Nedney kicks off 53 yards, returned by Rock Cartwright for 17 yards (tackle by Keith Lewis)",0.000,1.200
4,1:54,1,10,WAS 34,17,52,Patrick Ramsey kneels for -1 yards,1.200,0.520
4,1:12,2,11,WAS 33,17,52,Patrick Ramsey kneels for -1 yards,0.520,-0.300
4,0:32,3,12,WAS 32,17,52,Patrick Ramsey kneels for -1 yards,-0.300,-1.310
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
