Quarter,Time,Down,ToGo,Location,MIA,KAN,Detail,EPB,EPA
2,1:43,1,10,KAN 39,7,13,"Patrick Mahomes pass incomplete short left intended for Travis Kelce. Penalty on David Long: Defensive Holding, 5 yards (accepted) (no play)",1.530,1.860
2,1:38,1,10,KAN 44,7,13,Patrick Mahomes pass complete short left to Rashee Rice for 5 yards (tackle by Kader Kohou),1.860,1.990
2,1:18,2,5,KAN 49,7,13,Patrick Mahomes pass incomplete short right,1.990,1.290
2,1:14,3,5,KAN 49,7,13,"Penalty on Jawaan Taylor: False Start, 5 yards (accepted) (no play)",1.290,0.630
2,1:14,3,10,KAN 44,7,13,Patrick Mahomes pass complete short middle to Rashee Rice for 39 yards (tackle by Kader Kohou),0.630,4.440
2,1:06,1,10,MIA 17,7,13,Isiah Pacheco up the middle for 4 yards (tackle by David Long and DeShon Elliott),4.440,4.500
2,0:35,2,6,MIA 13,7,13,Patrick Mahomes pass complete short left to Isiah Pacheco for -1 yards (tackle by Jalen Ramsey),4.500,3.500
2,0:26,,,,,,Timeout #3 by Kansas City Chiefs,,
2,0:26,3,7,MIA 14,7,13,Patrick Mahomes pass incomplete short middle,3.500,2.510
2,0:22,4,7,MIA 14,7,16,Harrison Butker 32 yard field goal good,2.510,3.000
2,0:18,,,KAN 35,7,16,"Harrison Butker kicks off 57 yards, returned by Braxton Berrios for 23 yards (tackle by Cam Jones)",0.000,1.000
2,0:14,1,10,MIA 31,7,16,Tua Tagovailoa pass complete deep right to Jaylen Waddle for 17 yards (tackle by L'Jarius Sneed),1.000,2.130
2,0:06,1,10,MIA 48,7,16,"Tua Tagovailoa pass incomplete short left. Penalty on Robert Jones: Illegal Use of Hands / Offense, 10 yards (accepted) (no play)",2.130,1.470
2,0:02,1,20,MIA 38,7,16,Tua Tagovailoa pass incomplete deep right intended for Cedrick Wilson,1.470,0.230
Quarter,Time,Down,ToGo,Location,MIA,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,7,16,"Harrison Butker kicks off 60 yards, returned by Braxton Berrios for 16 yards (tackle by Nic Jones)",0.000,0.340
3,14:56,1,10,MIA 21,7,16,Tua Tagovailoa pass incomplete short left intended for Durham Smythe,0.340,-0.200
3,14:52,2,10,MIA 21,7,16,Raheem Mostert right end for 5 yards (tackle by Trent McDuffie and Nick Bolton),-0.200,-0.230
3,14:10,3,5,MIA 26,7,16,Tua Tagovailoa scrambles right end for 1 yard (tackle by Nick Bolton),-0.230,-1.570
3,13:30,4,4,MIA 27,7,16,"Jake Bailey punts 46 yards, returned by Richie James for 1 yard (tackle by Alec Ingold)",-1.570,-0.810
3,13:21,1,10,KAN 28,7,16,Patrick Mahomes pass incomplete short right intended for Rashee Rice (defended by Emmanuel Ogbah),0.810,0.260
3,13:18,2,10,KAN 28,7,16,Patrick Mahomes pass complete deep left to Noah Gray for 20 yards (tackle by Kader Kohou),0.260,2.130
3,12:41,1,10,KAN 48,7,16,Isiah Pacheco left end for -2 yards (tackle by David Long and Melvin Ingram),2.130,1.310
3,12:03,2,12,KAN 46,7,16,Patrick Mahomes pass complete short left to Travis Kelce for 13 yards (tackle by DeShon Elliott),1.310,2.850
3,11:16,1,10,MIA 41,7,16,Patrick Mahomes pass incomplete short left,2.850,2.310
3,11:09,2,10,MIA 41,7,16,Patrick Mahomes pass complete short left to Rashee Rice for 10 yards (tackle by David Long),2.310,3.510
3,10:54,1,10,MIA 31,7,16,Clyde Edwards-Helaire left guard for 12 yards (tackle by DeShon Elliott and Malik Reed),3.510,4.310
3,10:01,,,,,,Timeout #1 by Kansas City Chiefs,,
3,10:01,1,10,MIA 19,7,16,Patrick Mahomes pass complete short right to Travis Kelce for 3 yards (tackle by Jalen Ramsey and Duke Riley),4.310,4.180
3,9:25,2,7,MIA 16,7,16,Patrick Mahomes scrambles right end for 13 yards (tackle by Kader Kohou and DeShon Elliott),4.180,6.510
3,8:41,1,3,MIA 3,7,16,Isiah Pacheco up the middle for no gain (tackle by Duke Riley and Zach Sieler),6.510,5.530
3,8:02,2,3,MIA 3,7,16,Patrick Mahomes pass incomplete short right,5.530,4.720
3,7:56,3,3,MIA 3,7,16,Patrick Mahomes pass incomplete short middle,4.720,3.040
3,7:52,4,3,MIA 3,7,19,Harrison Butker 21 yard field goal good,3.040,3.000
3,7:49,,,KAN 35,7,19,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,7:49,1,10,MIA 25,7,19,De'Von Achane left end for 3 yards (tackle by Mike Pennel),0.610,0.470
3,7:12,2,7,MIA 28,7,19,Tua Tagovailoa pass complete short left to Durham Smythe for 5 yards (tackle by Drue Tranquill),0.470,0.430
3,6:34,3,2,MIA 33,7,19,De'Von Achane up the middle for 1 yard (tackle by Malik Herring),0.430,-1.110
3,5:59,4,1,MIA 34,7,19,De'Von Achane right guard for 3 yards (tackle by Charles Omenihu and Mike Pennel),-1.110,1.400
3,5:20,1,10,MIA 37,7,19,De'Von Achane left end for no gain (tackle by Tershawn Wharton and Nick Bolton),1.400,0.860
3,4:33,2,10,MIA 37,7,19,Tua Tagovailoa sacked by and Chris Jones for -4 yards and George Karlaftis for -4 yards,0.860,-0.360
3,3:51,3,14,MIA 33,7,19,Tua Tagovailoa pass complete short left to De'Von Achane for 1 yard (tackle by Nick Bolton),-0.360,-1.110
3,3:17,4,13,MIA 34,7,19,Jake Bailey punts 38 yards downed by Alec Ingold,-1.110,-0.810
3,3:07,1,10,KAN 28,7,19,Isiah Pacheco right end for -3 yards (tackle by Malik Reed),0.810,-0.140
3,2:24,2,13,KAN 25,7,19,"Patrick Mahomes pass incomplete deep middle intended for Mecole Hardman. Penalty on Brandon Jones: Roughing the Passer, 15 yards (accepted) (no play)",-0.140,1.600
3,2:19,1,10,KAN 40,7,19,Patrick Mahomes pass complete short right to Justin Watson for 10 yards (tackle by Eli Apple),1.600,2.260
3,1:45,1,10,MIA 50,7,19,Isiah Pacheco left end for 5 yards (tackle by Kader Kohou and Zach Sieler),2.260,2.390
3,1:04,2,5,MIA 45,7,19,Patrick Mahomes pass incomplete short left intended for Richie James (defended by Jalen Ramsey),2.390,1.690
3,1:00,3,5,MIA 45,7,19,Patrick Mahomes pass complete short right to Richie James for 6 yards (tackle by Kader Kohou),1.690,2.980
3,0:26,1,10,MIA 39,7,19,Isiah Pacheco right guard for 1 yard (tackle by Malik Reed and Zach Sieler),2.980,2.580
Quarter,Time,Down,ToGo,Location,MIA,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,MIA 38,7,19,"Isiah Pacheco right end for 3 yards (tackle by Jalen Ramsey). Penalty on Trey Smith: Offensive Holding, 10 yards (accepted)",2.580,1.630
4,14:43,2,16,MIA 45,7,19,Patrick Mahomes pass complete deep right to Rashee Rice for 28 yards (tackle by Brandon Jones),1.630,4.440
4,14:02,1,10,MIA 17,7,19,Clyde Edwards-Helaire right end for no gain (tackle by Brandon Jones and Malik Reed),4.440,3.850
4,13:19,2,10,MIA 17,7,19,"Patrick Mahomes pass incomplete short right. Penalty on Patrick Mahomes: Intentional Grounding, 10 yards (accepted)",3.850,1.880
4,13:19,3,20,MIA 27,7,19,"Patrick Mahomes pass incomplete short right. Penalty on Christian Wilkins: Roughing the Passer, 13 yards (accepted) (no play)",1.880,4.650
4,13:13,1,10,MIA 14,7,19,Isiah Pacheco right end for 4 yards (tackle by Emmanuel Ogbah),4.650,4.710
4,12:32,2,6,MIA 10,7,19,Isiah Pacheco up the middle for 2 yards (tackle by David Long),4.710,4.280
4,11:54,3,4,MIA 8,7,19,Patrick Mahomes pass complete short left to Clyde Edwards-Helaire for 5 yards (tackle by Eli Apple),4.280,6.510
4,11:12,1,3,MIA 3,7,25,"Isiah Pacheco left end for 3 yards, touchdown",6.510,7.000
4,11:06,,,MIA 15,7,26,Harrison Butker kicks extra point good,0.000,0.000
4,11:06,,,KAN 35,7,26,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,11:06,1,10,MIA 25,7,26,Tua Tagovailoa pass incomplete deep left intended for Jaylen Waddle,0.610,0.060
4,11:00,2,10,MIA 25,7,26,Tua Tagovailoa pass complete short right to Tyreek Hill for 6 yards (tackle by Nick Bolton),0.060,0.170
4,10:15,3,4,MIA 31,7,26,"Penalty on MIA: Delay of Game, 5 yards (accepted) (no play)",0.170,-0.490
4,10:15,3,9,MIA 26,7,26,Tua Tagovailoa pass complete deep left to Cedrick Wilson for 19 yards (tackle by Chamarri Conner),-0.490,1.930
4,9:36,1,10,MIA 45,7,26,Tua Tagovailoa pass complete short middle to River Cracraft for 19 yards (tackle by Mike Edwards),1.930,3.180
4,8:52,1,10,KAN 36,7,26,Tua Tagovailoa pass complete short left to Raheem Mostert for -3 yards (tackle by Nick Bolton),3.180,2.230
4,8:06,2,13,KAN 39,7,26,Tua Tagovailoa scrambles left end for 14 yards (tackle by L'Jarius Sneed),2.230,3.910
4,7:26,1,10,KAN 25,7,26,Tua Tagovailoa pass incomplete deep right intended for Tyreek Hill (defended by L'Jarius Sneed),3.910,3.360
4,7:21,2,10,KAN 25,7,26,"Tua Tagovailoa for no gain. Tua Tagovailoa fumbles out of bounds MIA challenged the fumble ruling, and the original play was overturned. Tua Tagovailoa pass incomplete short right intended for De'Von Achane",3.360,2.680
4,7:19,3,10,KAN 25,7,26,Tua Tagovailoa pass complete short right to Tyreek Hill for -6 yards (tackle by Trent McDuffie),2.680,1.320
4,6:27,4,16,KAN 31,7,26,Tua Tagovailoa pass complete short left to Cedrick Wilson for 9 yards (tackle by Trent McDuffie),1.320,-0.410
4,6:22,1,10,KAN 22,7,26,Isiah Pacheco right end for 2 yards (tackle by Emmanuel Ogbah),0.410,0.140
4,5:39,2,8,KAN 24,7,26,Isiah Pacheco left end for 3 yards (tackle by Duke Riley and Christian Wilkins),0.140,-0.160
4,5:34,,,,,,Timeout #1 by Miami Dolphins,,
4,5:34,3,5,KAN 27,7,26,Patrick Mahomes pass incomplete deep middle intended for Marquez Valdes-Scantling,-0.160,-1.570
4,5:28,4,5,KAN 27,7,26,"Tommy Townsend punts 44 yards, fair catch by Braxton Berrios at MIA-29",-1.570,-0.870
4,5:20,1,10,MIA 29,7,26,Tua Tagovailoa pass incomplete short left intended for River Cracraft,0.870,0.330
4,5:16,2,10,MIA 29,7,26,Tua Tagovailoa pass incomplete short left intended for Jaylen Waddle,0.330,-0.360
4,5:12,3,10,MIA 29,7,26,Tua Tagovailoa pass complete short right to Durham Smythe for 4 yards (tackle by George Karlaftis),-0.360,-1.180
4,4:27,4,6,MIA 33,7,26,Tua Tagovailoa pass complete short left to Cedrick Wilson for 9 yards,-1.180,1.730
4,4:21,1,10,MIA 42,7,26,Tua Tagovailoa pass incomplete short right intended for Jeff Wilson,1.730,1.190
4,4:17,2,10,MIA 42,7,26,Tua Tagovailoa pass incomplete short right intended for Cedrick Wilson (defended by L'Jarius Sneed),1.190,0.500
4,4:14,3,10,MIA 42,7,26,Tua Tagovailoa pass incomplete short right intended for Braxton Berrios (defended by Willie Gay),0.500,-0.590
4,4:09,4,10,MIA 42,7,26,Tua Tagovailoa pass complete short right to Jaylen Waddle for 14 yards,-0.590,2.650
4,4:03,1,10,KAN 44,7,26,Tua Tagovailoa pass incomplete short left intended for Cedrick Wilson (defended by Trent McDuffie),2.650,2.110
4,4:00,2,10,KAN 44,7,26,Tua Tagovailoa pass incomplete short left intended for Cedrick Wilson,2.110,1.420
4,3:56,3,10,KAN 44,7,26,Tua Tagovailoa pass incomplete short right,1.420,0.330
4,3:49,4,10,KAN 44,7,26,Tua Tagovailoa pass incomplete deep left intended for Tyreek Hill,0.330,-1.860
4,3:44,1,10,KAN 44,7,26,"Isiah Pacheco up the middle for 6 yards. Isiah Pacheco fumbles (forced by Brandon Jones) (tackle by Eli Apple), recovered by Isiah Pacheco at 50",1.860,2.130
4,3:33,,,,,,Timeout #2 by Miami Dolphins,,
4,3:33,2,4,KAN 50,7,26,Clyde Edwards-Helaire left guard for 6 yards (tackle by Duke Riley and Brandon Jones),2.130,2.650
4,2:46,1,10,MIA 44,7,26,Clyde Edwards-Helaire right guard for no gain (tackle by Justin Houston and Duke Riley),2.650,2.110
4,2:00,2,10,MIA 44,7,26,Clyde Edwards-Helaire right end for 3 yards (tackle by Raekwon Davis),2.110,1.820
4,1:15,3,7,MIA 41,7,26,"Clyde Edwards-Helaire left end for -1 yards. Clyde Edwards-Helaire fumbles (forced by Ethan Bonner), recovered by Da'Shawn Hand at MIA-42 and returned for 1 yard",1.820,-1.800
4,1:08,1,10,MIA 43,7,26,Tua Tagovailoa pass complete short left to De'Von Achane for 11 yards (tackle by Nick Bolton),1.800,2.520
4,0:43,1,10,KAN 46,7,26,Tua Tagovailoa pass incomplete short left intended for De'Von Achane,2.520,1.980
4,0:39,2,10,KAN 46,7,26,Tua Tagovailoa pass complete short middle to River Cracraft for 14 yards (tackle by Trent McDuffie),1.980,3.450
4,0:17,1,10,KAN 32,7,26,Tua Tagovailoa pass complete short right to Durham Smythe for 3 yards (tackle by L'Jarius Sneed),3.450,3.310
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
