#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:13,PHI 16,6,2:23,22,Punt
2,1,8:26,PHI 47,3,1:24,6,Punt
3,1,4:51,PHI 27,13,5:29,43,Missed FG
4,2,8:37,PHI 22,3,1:16,7,Punt
5,2,4:12,NOR 44,6,2:24,44,Touchdown
6,3,15:00,PHI 25,3,1:18,-15,Punt
7,3,10:08,PHI 24,3,1:22,6,Punt
8,3,3:54,PHI 35,7,3:22,65,Touchdown
9,4,14:13,NOR 40,7,2:59,28,Field Goal
10,4,8:04,PHI 23,8,3:10,77,Touchdown
