Quarter,Time,Down,ToGo,Location,PIT,SEA,Detail,EPB,EPA
1,6:23,4,1,SEA 45,0,0,Mason Rudolph left guard for 1 yard (tackle by Bobby Wagner and Darrell Taylor),0.270,2.650
1,5:32,1,10,SEA 44,0,0,Najee Harris right tackle for 8 yards (tackle by Devin Bush),2.650,3.190
1,4:48,2,2,SEA 36,0,0,Najee Harris left guard for 5 yards (tackle by Devin Bush and Julian Love),3.190,3.510
1,4:11,1,10,SEA 31,0,0,"Mason Rudolph pass complete short right to Diontae Johnson for no gain (tackle by Devin Bush). Penalty on Pat Freiermuth: Illegal Motion, 5 yards (accepted) (no play)",3.510,3.180
1,3:45,1,15,SEA 36,0,0,Najee Harris right guard for 6 yards (tackle by Julian Love and Dre'Mont Jones),3.180,3.100
1,3:05,2,9,SEA 30,0,0,Mason Rudolph pass complete short right to George Pickens for 10 yards (tackle by Michael Jackson),3.100,4.240
1,2:29,1,10,SEA 20,0,0,Jaylen Warren right tackle for 2 yards (tackle by Leonard Williams),4.240,3.960
1,1:53,2,8,SEA 18,6,0,"Jaylen Warren left guard for 18 yards, touchdown",3.960,7.000
1,1:47,,,SEA 15,7,0,Chris Boswell kicks extra point good,0.000,0.000
1,1:47,,,PIT 35,7,0,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
1,1:47,1,10,SEA 25,7,0,Geno Smith pass incomplete deep left intended for Tyler Lockett,0.610,0.060
1,1:41,2,10,SEA 25,7,0,Geno Smith pass complete short left to Kenneth Walker for 7 yards (tackle by Myles Jack),0.060,0.300
1,0:59,3,3,SEA 32,7,0,Geno Smith pass complete short right to Noah Fant for 7 yards (tackle by Eric Rowe),0.300,1.530
1,0:25,1,10,SEA 39,7,0,Zach Charbonnet right guard for 4 yards (tackle by Larry Ogunjobi),1.530,1.530
Quarter,Time,Down,ToGo,Location,PIT,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,SEA 43,7,0,Geno Smith pass complete deep right to D.K. Metcalf for 33 yards (tackle by Patrick Peterson),1.530,3.970
2,14:25,1,10,PIT 24,7,0,Kenneth Walker left end for 11 yards (tackle by Eric Rowe),3.970,4.710
2,13:54,1,10,PIT 13,7,6,"Kenneth Walker left tackle for 13 yards, touchdown",4.710,7.000
2,13:50,,,PIT 15,7,7,Jason Myers kicks extra point good,0.000,0.000
2,13:50,,,SEA 35,7,7,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,13:50,1,10,PIT 25,7,7,Jaylen Warren left end for 23 yards (tackle by Dre'Mont Jones),0.610,2.130
2,13:01,1,10,PIT 48,7,7,"Mason Rudolph pass complete deep left to George Pickens for 37 yards. George Pickens fumbles, ball out of bounds at SEA-15 (forced by Julian Love). George Pickens fumbles out of bounds",2.130,4.580
2,12:19,1,10,SEA 15,7,7,Najee Harris left guard for -1 yards (tackle by Derick Hall),4.580,3.810
2,11:43,2,11,SEA 16,7,7,Jaylen Warren left end for 3 yards (tackle by Devin Bush and Quandre Diggs),3.810,3.400
2,11:09,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,11:09,3,8,SEA 13,7,7,Mason Rudolph sacked by Leonard Williams for -8 yards,3.400,2.060
2,10:30,4,16,SEA 21,10,7,Chris Boswell 39 yard field goal good,2.060,3.000
2,10:27,,,PIT 35,10,7,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,10:27,1,10,SEA 25,10,7,Geno Smith pass complete short left to Kenneth Walker for 11 yards (tackle by Isaiahh Loudermilk),0.610,1.330
2,9:44,1,10,SEA 36,10,7,Geno Smith pass complete deep middle to Noah Fant for 21 yards (tackle by Elijah Riley),1.330,2.720
2,9:11,1,10,PIT 43,10,7,Kenneth Walker left guard for 7 yards (tackle by Joey Porter),2.720,3.120
2,8:26,2,3,PIT 36,10,7,"Penalty on Colby Parkinson: False Start, 5 yards (accepted) (no play)",3.120,2.450
2,8:04,2,8,PIT 41,10,7,Kenneth Walker right guard for 9 yards (tackle by Eric Rowe),2.450,3.450
2,7:24,1,10,PIT 32,10,7,Geno Smith pass complete short left to D.K. Metcalf for 21 yards (tackle by Mark Robinson),3.450,4.840
2,6:40,1,10,PIT 11,10,7,Geno Smith pass incomplete short right intended for Noah Fant,4.840,4.140
2,6:36,2,10,PIT 11,10,7,Kenneth Walker left guard for 4 yards (tackle by Armon Watts),4.140,3.980
2,5:52,3,6,PIT 7,10,7,"Penalty on Charles Cross: False Start, 5 yards (accepted) (no play)",3.980,3.110
2,5:36,3,11,PIT 12,10,13,"Geno Smith pass complete short middle to Jaxon Smith-Njigba for 12 yards, touchdown",3.110,7.000
2,5:30,,,PIT 15,10,14,Jason Myers kicks extra point good,0.000,0.000
2,5:30,,,SEA 35,10,14,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,5:30,1,10,PIT 25,10,14,Najee Harris left guard for 4 yards (tackle by Devin Bush and Bobby Wagner),0.610,0.600
2,4:56,2,6,PIT 29,10,14,Mason Rudolph scrambles right end for 2 yards (tackle by Bobby Wagner),0.600,0.170
2,4:12,3,4,PIT 31,10,14,Mason Rudolph pass complete short right to Pat Freiermuth for 25 yards (tackle by Julian Love),0.170,2.650
2,3:25,1,10,SEA 44,10,14,Najee Harris left end for 23 yards (tackle by Quandre Diggs and Derick Hall),2.650,4.170
2,2:41,1,10,SEA 21,10,14,Najee Harris right guard for 5 yards (tackle by Bobby Wagner and Austin Faoliu),4.170,4.370
2,2:00,2,5,SEA 16,10,14,Najee Harris left guard for 1 yard (tackle by Julian Love and Devin Bush),4.370,3.810
2,1:50,,,,,,Timeout #1 by Seattle Seahawks,,
2,1:50,3,4,SEA 15,10,14,Mason Rudolph pass complete short left to Diontae Johnson for 5 yards (tackle by Julian Love),3.810,4.910
2,1:46,1,10,SEA 10,10,14,Jaylen Warren left guard for 1 yard (tackle by Julian Love and Devin Bush),4.910,4.380
2,1:41,,,,,,Timeout #2 by Seattle Seahawks,,
2,1:41,2,9,SEA 9,16,14,"Najee Harris right guard for 9 yards, touchdown Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",4.380,7.000
2,1:36,,,SEA 15,17,14,Chris Boswell kicks extra point good,0.000,0.000
2,1:36,,,PIT 35,17,14,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,1:36,1,10,SEA 25,17,14,Geno Smith pass incomplete short right intended for Tyler Lockett (defended by Chandon Sullivan),0.610,0.060
2,1:30,2,10,SEA 25,17,14,Geno Smith pass complete short middle to Zach Charbonnet for 4 yards (tackle by Eric Rowe),0.060,-0.100
2,0:53,3,6,SEA 29,17,14,Geno Smith scrambles left end for 5 yards (tackle by T.J. Watt),-0.100,-1.110
2,0:45,,,,,,Timeout #3 by Pittsburgh Steelers,,
2,0:45,4,1,SEA 34,17,14,"Michael Dickson punts 66 yards, touchback.",-1.110,-0.280
2,0:36,1,10,PIT 20,17,14,Mason Rudolph pass complete short right to Pat Freiermuth for 5 yards (tackle by Michael Jackson),0.280,0.410
2,0:16,2,5,PIT 25,17,14,Mason Rudolph pass complete short right to Jaylen Warren for 4 yards (tackle by Devin Bush),0.410,0.230
Quarter,Time,Down,ToGo,Location,PIT,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,17,14,"Chris Boswell kicks off 54 yards, returned by DeeJay Dallas for 24 yards (tackle by Rodney Williams)",0.000,1.270
3,14:56,1,10,SEA 35,17,14,Geno Smith pass complete short left to Jake Bobo for 4 yards (tackle by Eric Rowe),1.270,1.260
3,14:20,2,6,SEA 39,17,14,Geno Smith pass complete deep left to Colby Parkinson for 20 yards (tackle by Eric Rowe),1.260,2.850
3,13:43,1,10,PIT 41,17,14,Kenneth Walker right tackle for 1 yard (tackle by T.J. Watt and Larry Ogunjobi),2.850,2.440
3,13:14,2,9,PIT 40,17,14,Geno Smith pass complete short left to Noah Fant for 10 yards (tackle by Mark Robinson and Eric Rowe),2.440,3.580
3,12:35,1,10,PIT 30,17,14,"Kenneth Walker left guard for 7 yards (tackle by Myles Jack). Penalty on D.K. Metcalf: Offensive Holding, 10 yards (accepted)",3.580,3.380
3,12:15,1,13,PIT 33,17,14,Geno Smith pass complete short right to Kenneth Walker for 4 yards (tackle by Myles Jack),3.380,3.170
3,11:40,2,9,PIT 29,17,14,Geno Smith pass complete short right to D.K. Metcalf for 5 yards (tackle by Chandon Sullivan and Elijah Riley),3.170,3.140
3,10:55,3,4,PIT 24,17,14,Geno Smith pass incomplete short left intended for Tyler Lockett,3.140,1.940
3,10:51,4,4,PIT 24,17,17,Jason Myers 43 yard field goal good,1.940,3.000
3,10:47,,,SEA 35,17,17,"Jason Myers kicks off 67 yards, returned by Godwin Igwebuike for 31 yards (tackle by Artie Burns and Patrick O'Connell)",0.000,0.870
3,10:41,1,10,PIT 29,17,17,"Penalty on Connor Heyward: False Start, 5 yards (accepted) (no play)",0.870,0.540
3,10:41,1,15,PIT 24,17,17,Mason Rudolph pass complete short right to Pat Freiermuth for 14 yards (tackle by Devin Bush and Julian Love),0.540,1.540
3,10:04,2,1,PIT 38,17,17,Najee Harris left guard for 5 yards (tackle by Dre'Mont Jones and Jarran Reed),1.540,1.800
3,9:24,1,10,PIT 43,17,17,Najee Harris left end for 7 yards (tackle by Devin Bush and Dre'Mont Jones),1.800,2.200
3,8:42,2,3,PIT 50,17,17,Jaylen Warren right tackle for 4 yards (tackle by Boye Mafe),2.200,2.520
3,7:55,1,10,SEA 46,17,17,Mason Rudolph pass complete short right to Diontae Johnson for 42 yards (tackle by Julian Love),2.520,6.280
3,7:05,1,4,SEA 4,23,17,"Najee Harris left guard for 4 yards, touchdown",6.280,7.000
3,6:57,,,SEA 15,24,17,Chris Boswell kicks extra point good,0.000,0.000
3,6:57,,,PIT 35,24,17,"Chris Boswell kicks off 61 yards, returned by DeeJay Dallas for 32 yards (tackle by Miles Killebrew)",0.000,1.330
3,6:51,1,10,SEA 36,24,17,Kenneth Walker left tackle for no gain (tackle by Cameron Heyward and Larry Ogunjobi),1.330,0.790
3,6:09,2,10,SEA 36,24,17,"Kenneth Walker aborted snap, recovered by Kenneth Walker at SEA-29 and returned for -7 yards (tackle by Markus Golden)",0.790,-0.820
3,5:28,3,17,SEA 29,24,17,Geno Smith pass complete short middle to Noah Fant for 13 yards (tackle by Myles Jack),-0.820,-0.590
3,4:46,4,4,SEA 42,24,17,"Michael Dickson punts 43 yards, returned by Calvin Austin for 6 yards (tackle by Julian Love and Derick Hall)",-0.590,-0.340
3,4:35,1,10,PIT 21,24,17,Jaylen Warren left guard for 2 yards (tackle by Devin Bush),0.340,0.070
3,3:59,2,8,PIT 23,24,17,Mason Rudolph pass complete short middle to Jaylen Warren for 10 yards (tackle by Leonard Williams),0.070,1.140
3,3:19,1,10,PIT 33,24,17,Jaylen Warren right tackle for 1 yard (tackle by Michael Jackson and Devin Bush),1.140,0.730
3,2:36,2,9,PIT 34,24,17,Jaylen Warren right end for -5 yards (tackle by Devon Witherspoon),0.730,-0.620
3,1:53,3,14,PIT 29,24,17,Mason Rudolph pass complete short right to George Pickens for 11 yards (tackle by Tre Brown),-0.620,-0.720
3,1:16,4,3,PIT 40,24,17,"Pressley Harvin punts 46 yards, fair catch by DeeJay Dallas at SEA-14",-0.720,0.280
3,1:10,1,10,SEA 14,24,17,Geno Smith pass incomplete short middle intended for Jaxon Smith-Njigba,-0.280,-0.750
3,1:09,2,10,SEA 14,24,17,Geno Smith pass complete short left to D.K. Metcalf for 32 yards (tackle by Mykal Walker),-0.750,1.990
3,0:30,1,10,SEA 46,24,17,Geno Smith scrambles right end for 25 yards (tackle by Patrick Peterson),1.990,3.640
Quarter,Time,Down,ToGo,Location,PIT,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 29,24,17,Geno Smith pass incomplete short right intended for Colby Parkinson,3.640,3.100
4,14:54,2,10,PIT 29,24,17,Zach Charbonnet right guard for -2 yards (tackle by Eric Rowe),3.100,2.150
4,14:14,3,12,PIT 31,24,17,Geno Smith pass complete short middle to Zach Charbonnet for 7 yards (tackle by Chandon Sullivan),2.150,1.920
4,13:34,4,5,PIT 24,24,20,Jason Myers 42 yard field goal good,1.920,3.000
4,13:30,,,SEA 35,24,20,"Jason Myers kicks off 63 yards, returned by Godwin Igwebuike for 25 yards (tackle by Jon Rhattigan)",0.000,0.740
4,13:25,1,10,PIT 27,24,20,Najee Harris right guard for 5 yards (tackle by Dre'Mont Jones and Quandre Diggs),0.740,0.870
4,12:50,2,5,PIT 32,24,20,Najee Harris left tackle for 8 yards (tackle by Derick Hall),0.870,1.600
4,12:14,1,10,PIT 40,24,20,Najee Harris left guard for 4 yards (tackle by Devin Bush and Leonard Williams),1.600,1.590
4,11:38,2,6,PIT 44,24,20,Mason Rudolph pass incomplete short right intended for Pat Freiermuth (defended by Boye Mafe),1.590,0.890
4,11:35,3,6,PIT 44,24,20,Mason Rudolph pass complete deep right to George Pickens for 34 yards (tackle by Michael Jackson),0.890,4.110
4,11:08,1,10,SEA 22,24,20,Jaylen Warren left end for 7 yards (tackle by Devon Witherspoon),4.110,4.650
4,10:29,2,3,SEA 15,24,20,Najee Harris right end for -2 yards (tackle by Michael Jackson and Devin Bush),4.650,3.560
4,10:16,3,5,SEA 17,24,20,Mason Rudolph pass complete short middle to Jaylen Warren for 4 yards (tackle by Quandre Diggs and Bobby Wagner),3.560,2.720
4,9:50,4,1,SEA 13,24,20,Mason Rudolph left guard for 2 yards (tackle by Boye Mafe and Devin Bush),2.720,4.840
4,9:07,1,10,SEA 11,24,20,Najee Harris right guard for -1 yards (tackle by Darrell Taylor),4.840,3.980
4,8:30,2,11,SEA 12,24,20,Najee Harris left guard for -1 yards (tackle by Devin Bush and Bobby Wagner),3.980,3.080
4,7:48,3,12,SEA 13,24,20,Mason Rudolph pass complete short middle to Jaylen Warren for 5 yards (tackle by Julian Love),3.080,2.960
4,7:10,4,7,SEA 8,27,20,Chris Boswell 26 yard field goal good,2.960,3.000
4,7:07,,,PIT 35,27,20,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
4,7:07,1,10,SEA 25,27,20,"Geno Smith sacked by Nick Herbig for -9 yards. Geno Smith fumbles (forced by Nick Herbig), recovered by Nick Herbig at SEA-16",0.610,-4.510
4,7:00,1,10,SEA 16,27,20,Najee Harris left guard for 1 yard (tackle by Julian Love and Jarran Reed),4.510,4.050
4,6:17,2,9,SEA 15,27,20,"Mason Rudolph pass complete short middle to George Pickens for 10 yards (tackle by Devin Bush) SEA challenged the runner was in bounds ruling, and the play was upheld.",4.050,6.060
4,5:49,1,5,SEA 5,27,20,Najee Harris left guard for 3 yards (tackle by Devin Bush and Derick Hall),6.060,5.720
4,5:12,2,2,SEA 2,27,20,Jaylen Warren left end for -1 yards (tackle by Bobby Wagner),5.720,4.720
4,4:39,3,3,SEA 3,27,20,Mason Rudolph pass incomplete short middle,4.720,3.040
4,4:33,4,3,SEA 3,30,20,Chris Boswell 21 yard field goal good,3.040,3.000
4,4:31,,,PIT 35,30,20,"Chris Boswell kicks off 65 yards, returned by DeeJay Dallas for 26 yards (tackle by Godwin Igwebuike and Miles Killebrew)",0.000,0.670
4,4:23,1,10,SEA 26,30,20,Geno Smith pass complete short right to D.K. Metcalf for 15 yards (tackle by Eric Rowe),0.670,1.660
4,4:03,1,10,SEA 41,30,20,Geno Smith pass complete short middle to Zach Charbonnet for 5 yards (tackle by Eric Rowe),1.660,1.800
4,3:43,2,5,SEA 46,30,20,Geno Smith pass complete short middle to Zach Charbonnet for 15 yards (tackle by Myles Jack),1.800,2.980
4,3:25,1,10,PIT 39,30,20,Geno Smith scrambles right end for 3 yards (tackle by Miles Killebrew),2.980,2.850
4,3:18,2,7,PIT 36,30,20,"Penalty on Olusegun Oluwatimi: False Start, 5 yards (accepted) (no play)",2.850,2.170
4,3:18,2,12,PIT 41,30,20,Geno Smith pass complete short right to Tyler Lockett for 10 yards (tackle by Miles Killebrew),2.170,2.810
4,2:59,3,2,PIT 31,30,20,Geno Smith pass complete short middle to Zach Charbonnet for 8 yards (tackle by Myles Jack),2.810,4.040
4,2:40,1,10,PIT 23,30,20,Geno Smith pass complete deep right to Colby Parkinson for 18 yards (tackle by Levi Wallace),4.040,6.060
4,2:21,1,5,PIT 5,30,20,Geno Smith pass incomplete short left intended for D.K. Metcalf (defended by Joey Porter),6.060,5.150
4,2:13,2,5,PIT 5,30,20,Geno Smith pass incomplete short left intended for Tyler Lockett,5.150,4.260
4,2:09,3,5,PIT 5,30,20,Geno Smith pass incomplete short left intended for D.K. Metcalf,4.260,3.010
4,2:05,4,5,PIT 5,30,23,Jason Myers 24 yard field goal good,3.010,3.000
4,2:01,,,SEA 35,30,23,"Jason Myers kicks onside 9 yards, recovered by Diontae Johnson",0.000,2.650
4,2:00,1,10,SEA 44,30,23,Mason Rudolph pass complete short right to George Pickens for 24 yards (tackle by Julian Love),2.650,4.240
4,1:52,,,,,,Timeout #2 by Seattle Seahawks,,
4,1:52,1,10,SEA 20,30,23,Najee Harris left tackle for 2 yards (tackle by Bobby Wagner and Jarran Reed),4.240,3.960
4,1:47,,,,,,Timeout #3 by Seattle Seahawks,,
4,1:47,2,8,SEA 18,30,23,Najee Harris right guard for 1 yard (tackle by Jarran Reed and Bobby Wagner),3.960,3.360
4,1:01,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,1:01,3,7,SEA 17,30,23,Najee Harris left guard for 12 yards,3.360,6.060
4,0:23,1,5,SEA 5,30,23,Mason Rudolph kneels for -1 yards,6.060,4.950
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
