Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA
1,0:23,1,10,HOU 15,0,7,Chris Ivory right end for 5 yards (tackle by Jadeveon Clowney),4.580,4.840
Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,HOU 10,0,7,Blake Bortles pass incomplete,4.840,4.000
2,14:55,3,5,HOU 10,0,7,"Blake Bortles pass incomplete short middle intended for Dede Westbrook. Penalty on Marcus Gilchrist: Defensive Holding, 5 yards (no play)",4.000,6.060
2,14:51,1,5,HOU 5,0,13,"Blake Bortles pass complete short left to Jaydon Mickens for 5 yards, touchdown",6.060,7.000
2,14:45,,,HOU 15,0,14,"Josh Lambo kicks extra point good. Penalty on Carlos Watkins: Leverage, 15 yards",0.000,0.000
2,14:45,,,,0,14,"Josh Lambo kicks off 43 yards, returned by Chris Thompson for 3 yards (tackle by Donald Payne)",0.000,0.380
2,14:41,1,10,HOU 10,0,14,Alfred Blue middle for 6 yards (tackle by Telvin Smith),-0.380,-0.230
2,14:04,2,4,HOU 16,0,14,Alfred Blue middle for 2 yards (tackle by Marcell Dareus),-0.230,-0.480
2,13:21,3,2,HOU 18,0,14,T.J. Yates pass incomplete short middle intended for Stephen Anderson,-0.480,-2.240
2,13:18,4,2,HOU 18,0,14,"Shane Lechler punts 45 yards, out of bounds",-2.240,-1.400
2,13:11,1,10,JAX 37,0,14,Blake Bortles pass complete short middle to Keelan Cole for 10 yards (tackle by Zach Cunningham),1.400,2.060
2,12:37,1,10,JAX 47,0,14,Chris Ivory right guard for 2 yards (tackle by D.J. Reader),2.060,1.790
2,11:58,2,8,JAX 49,0,14,"Blake Bortles pass complete short middle to Keelan Cole for 18 yards (tackle by Johnathan Joseph). Penalty on Johnathan Joseph: Horse Collar Tackle, 15 yards",1.790,4.370
2,11:35,1,10,HOU 18,0,14,T.J. Yeldon middle for 4 yards (tackle by Joel Heath),4.370,4.430
2,10:56,2,6,HOU 14,0,14,Blake Bortles sacked by Brian Cushing for 0 yards,4.430,3.630
2,10:18,3,6,HOU 14,0,20,"Blake Bortles pass complete short middle to Jaydon Mickens for 14 yards, touchdown",3.630,7.000
2,10:12,,,HOU 15,0,21,Josh Lambo kicks extra point good,0.000,0.000
2,10:12,,,JAX 35,0,21,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
2,10:12,1,10,HOU 25,0,21,T.J. Yates pass complete short left to DeAndre Hopkins for 10 yards (tackle by Jalen Ramsey),0.610,1.270
2,9:34,1,10,HOU 35,0,21,Lamar Miller middle for 4 yards (tackle by Barry Church),1.270,1.260
2,9:34,2,6,HOU 39,0,21,Alfred Blue right end for 7 yards (tackle by Barry Church),1.260,1.990
2,8:30,1,10,HOU 46,0,21,T.J. Yates pass complete short right to Will Fuller for 15 yards (tackle by A.J. Bouye),1.990,2.980
2,7:52,1,10,JAX 39,0,21,Lamar Miller middle for 2 yards (tackle by Telvin Smith and Barry Church),2.980,2.710
2,7:18,2,8,JAX 37,0,21,T.J. Yates pass complete short right to Will Fuller for 3 yards (tackle by A.J. Bouye),2.710,2.410
2,6:33,3,5,JAX 34,0,21,"Penalty on Jeff Allen: False Start, 5 yards (no play)",2.410,1.750
2,6:13,3,10,JAX 39,0,21,T.J. Yates pass incomplete short middle intended for Lamar Miller (defended by Calais Campbell),1.750,0.660
2,6:02,4,10,JAX 39,0,21,"Shane Lechler punts 31 yards, fair catch by Jaydon Mickens",0.660,0.380
2,6:02,1,10,JAX 8,0,21,Chris Ivory middle for 2 yards (tackle by Benardrick McKinney),-0.380,-0.630
2,5:26,2,8,JAX 10,0,21,Blake Bortles pass complete deep right to Keelan Cole for 31 yards (tackle by Kareem Jackson),-0.630,1.660
2,4:48,1,10,JAX 41,0,21,"Penalty on Brandon Linder: False Start, 5 yards (no play)",1.660,1.330
2,4:35,1,15,JAX 36,0,21,Chris Ivory right guard for 7 yards (tackle by Andre Hal),1.330,1.390
2,4:12,2,8,JAX 43,0,21,Blake Bortles pass complete short right to Keelan Cole for 3 yards (tackle by Zach Cunningham),1.390,1.090
2,3:30,3,5,JAX 46,0,21,Blake Bortles pass complete short left to Ben Koyack for no gain,1.090,-0.320
2,3:02,4,5,JAX 46,0,21,"Brad Nortman punts 34 yards, fair catch by Will Fuller",-0.320,-0.280
2,2:56,1,10,HOU 20,0,21,T.J. Yates pass incomplete short right intended for DeAndre Hopkins,0.280,-0.270
2,2:53,2,10,HOU 20,0,21,Lamar Miller middle for 2 yards (tackle by Tashaun Gipson),-0.270,-0.690
2,2:07,3,8,HOU 22,0,21,T.J. Yates pass complete short right to Lamar Miller for no gain. Penalty on Jeff Allen: Illegal Use of Hands (Declined),-0.690,-1.900
2,1:57,4,8,HOU 22,0,21,"Shane Lechler punts 45 yards, returned by Jaydon Mickens for 7 yards (tackle by Jordan Todman). Penalty on Shane Lechler: Unsportsmanlike Conduct, 15 yards",-1.900,-2.590
2,1:49,1,10,HOU 45,0,21,Blake Bortles pass incomplete deep middle intended for Keelan Cole,2.590,2.040
2,1:46,2,10,HOU 45,0,21,Blake Bortles pass complete short middle to Dede Westbrook for 14 yards (tackle by Johnathan Joseph),2.040,0.000
2,1:39,,,,,,Timeout #1 by Jacksonville Jaguars,0.000,-3.510
2,1:39,1,10,HOU 31,0,21,Blake Bortles pass incomplete short right intended for James O'Shaughnessy,3.510,2.970
2,1:35,2,10,HOU 31,0,21,Blake Bortles pass complete short middle to T.J. Yeldon for 11 yards (tackle by Kareem Jackson),2.970,4.240
2,1:09,1,10,HOU 20,0,21,Blake Bortles pass incomplete short middle intended for Jaydon Mickens,4.240,3.690
2,1:05,2,10,HOU 20,0,21,Blake Bortles pass incomplete short middle intended for T.J. Yeldon,3.690,3.010
2,1:03,3,10,HOU 20,0,21,Blake Bortles pass incomplete,3.010,2.120
2,0:56,4,10,HOU 20,0,24,Josh Lambo 38 yard field goal good,2.120,3.000
2,0:53,,,JAX 35,0,24,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
2,0:53,1,10,HOU 25,0,24,T.J. Yates pass incomplete short right intended for Stephen Anderson,0.610,0.060
2,0:48,2,10,HOU 25,0,24,T.J. Yates pass incomplete short left intended for Lamar Miller,0.060,-0.620
2,0:42,3,10,HOU 25,0,24,T.J. Yates pass incomplete deep left intended for DeAndre Hopkins is intercepted by Barry Church at HOU-45,-0.620,-2.590
2,0:37,1,10,HOU 45,0,24,Blake Bortles pass complete deep left to Jaydon Mickens for 41 yards (tackle by Marcus Gilchrist),2.590,6.280
2,0:30,1,4,HOU 4,0,24,"Penalty on Blake Bortles: Delay of Game, 5 yards (no play)",6.280,5.140
2,0:29,1,9,HOU 9,0,30,"Blake Bortles pass complete short left to Keelan Cole for 9 yards, touchdown. Penalty on Jadeveon Clowney: Roughing the Passer, 15 yards",5.140,7.000
2,0:26,,,HOU 15,0,31,"Josh Lambo kicks extra point good. Penalty on Brandon Linder: False Start, 5 yards (no play)",0.000,-1.000
2,0:26,,,,0,31,"Josh Lambo kicks off 50 yards, touchback",0.000,-0.610
2,0:26,1,10,HOU 25,0,31,Lamar Miller middle for 5 yards (tackle by Calais Campbell and Myles Jack),0.610,0.000
2,0:26,,,HOU 20,0,31,Josh Lambo kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,0,31,"Ka'imi Fairbairn kicks off 59 yards, returned by Corey Grant for 22 yards (tackle by Eddie Pleasant)",0.000,-0.810
3,14:56,1,10,JAX 28,0,31,Chris Ivory middle for no gain (tackle by Jadeveon Clowney and Carlos Watkins),0.810,0.260
3,14:19,2,10,JAX 28,0,31,Chris Ivory left end for 3 yards (tackle by Marcus Gilchrist),0.260,-0.030
3,13:34,3,7,JAX 31,0,31,Blake Bortles pass complete short right to Jaydon Mickens for 1 yard (tackle by Carlos Watkins),-0.030,-1.240
3,12:55,4,6,JAX 32,0,31,Brad Nortman punts 65 yards (tackle by Lerentee McCray),-1.240,-0.150
3,12:42,1,10,HOU 19,0,31,Lamar Miller middle for 1 yard (tackle by Tashaun Gipson),0.150,-0.200
3,12:09,2,9,HOU 20,0,31,T.J. Yates pass complete short right to Will Fuller for 11 yards (tackle by A.J. Bouye),-0.200,1.000
3,11:30,1,10,HOU 31,0,31,Alfred Blue middle for 3 yards (tackle by Myles Jack),1.000,0.870
3,10:49,2,7,HOU 34,0,31,"Penalty on Jeff Allen: False Start, 5 yards (no play)",0.870,0.000
3,10:34,,,,,,Timeout #1 by Houston Texans,0.000,-0.190
3,10:33,2,12,HOU 29,0,31,T.J. Yates pass complete short left to Lamar Miller for 1 yard (tackle by Calais Campbell),0.190,-0.360
3,9:50,3,11,HOU 30,0,31,T.J. Yates pass complete deep left to DeAndre Hopkins for 40 yards (tackle by Jalen Ramsey),-0.360,3.580
3,9:04,1,10,JAX 30,0,31,T.J. Yates pass complete short left to DeAndre Hopkins for 5 yards (tackle by Jalen Ramsey),3.580,3.710
3,8:21,2,5,JAX 25,0,31,T.J. Yates pass incomplete deep right intended for DeAndre Hopkins,3.710,3.010
3,8:17,3,5,JAX 25,6,31,"T.J. Yates pass complete deep left to DeAndre Hopkins for 25 yards, touchdown",3.010,7.000
3,8:12,,,JAX 15,7,31,Ka'imi Fairbairn kicks extra point good,0.000,0.000
3,8:12,,,HOU 35,7,31,"Ka'imi Fairbairn kicks off 61 yards, returned by Corey Grant for 22 yards (tackle by Dylan Cole)",0.000,-0.670
3,8:07,1,10,JAX 26,7,31,Blake Bortles pass complete deep middle to Keelan Cole for 73 yards (tackle by Benardrick McKinney),0.670,6.970
3,7:38,1,1,HOU 1,7,31,Chris Ivory middle for no gain (tackle by Dylan Cole and Brian Cushing),6.970,5.910
3,7:16,2,1,HOU 1,7,37,"Tommy Bohanon middle for 1 yard, touchdown",5.910,7.000
3,7:13,,,HOU 15,7,38,Josh Lambo kicks extra point good,0.000,0.000
3,7:13,,,JAX 35,7,38,"Josh Lambo kicks off 69 yards, returned by Chris Thompson for 22 yards (tackle by Peyton Thompson). Penalty on Brian Peters: Offensive Holding, 9 yards",0.000,0.380
3,7:10,1,10,HOU 9,7,38,T.J. Yates pass incomplete,-0.380,-0.780
3,7:03,2,10,HOU 9,7,38,T.J. Yates pass complete short left to Will Fuller for 6 yards (tackle by Aaron Colvin and Myles Jack),-0.780,0.000
3,6:33,,,,,,Timeout #2 by Houston Texans,0.000,0.720
3,6:33,3,4,HOU 15,7,38,T.J. Yates pass complete short middle to Will Fuller for 9 yards (tackle by Telvin Smith),-0.720,0.540
3,5:59,1,10,HOU 24,7,38,"T.J. Yates pass complete short left to DeAndre Hopkins for 13 yards (tackle by Jalen Ramsey). Penalty on Jeff Allen: Offensive Holding, 10 yards (no play)",0.540,-0.500
3,5:17,1,20,HOU 14,7,38,"T.J. Yates pass incomplete. T.J. Yates fumbles, recovered by T.J. Yates at HOU--2",-0.500,-1.470
3,5:11,2,20,HOU 14,7,38,T.J. Yates pass incomplete deep left intended for DeAndre Hopkins,-1.470,-2.450
3,5:05,3,20,HOU 14,7,38,T.J. Yates sacked by Calais Campbell for -3 yards,-2.450,-2.490
3,4:29,4,23,HOU 11,7,38,"Shane Lechler punts 51 yards, returned by Dede Westbrook for 19 yards (tackle by Kurtis Drummond)",-2.490,-2.720
3,4:17,1,10,HOU 43,7,38,T.J. Yeldon right guard for no gain (tackle by LaTroy Lewis),2.720,2.180
3,3:40,2,10,HOU 43,7,38,T.J. Yeldon middle for 3 yards (tackle by Benardrick McKinney),2.180,1.880
3,2:59,3,7,HOU 40,7,38,Blake Bortles pass complete short right to T.J. Yeldon for 3 yards (tackle by Carlos Watkins and Benardrick McKinney),1.880,0.790
3,2:26,4,4,HOU 37,7,38,Brad Nortman punts 35 yards,0.790,0.380
3,2:19,1,10,HOU 2,7,38,Lamar Miller middle for 3 yards (tackle by Aaron Colvin),-0.380,-0.560
3,2:02,2,7,HOU 5,7,38,Alfred Blue left end for 3 yards (tackle by Marcell Dareus),-0.560,-0.720
3,1:21,3,4,HOU 8,7,38,T.J. Yates pass incomplete deep left intended for DeAndre Hopkins,-0.720,-2.490
3,1:15,4,4,HOU 8,7,38,"Shane Lechler punts 45 yards, returned by Jaydon Mickens for 27 yards (tackle by Alfred Blue). Penalty on Donald Payne: Offensive Holding, 10 yards",-2.490,-1.400
3,1:03,1,10,JAX 37,7,38,"Chris Ivory middle for 1 yard (tackle by Zach Cunningham). Penalty on Dede Westbrook: Illegal Block Above the Waist, 10 yards",1.400,0.810
3,0:34,1,19,JAX 28,7,38,T.J. Yeldon right guard for 9 yards (tackle by Brian Cushing),0.810,0.860
Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,JAX 37,7,38,T.J. Yeldon middle for 2 yards (tackle by Brian Cushing),0.860,0.430
4,14:15,3,8,JAX 39,7,38,Blake Bortles pass complete short right to T.J. Yeldon for 3 yards (tackle by Andre Hal),0.430,-0.590
4,13:37,4,5,JAX 42,7,38,"Brad Nortman punts 48 yards, out of bounds",-0.590,0.380
4,13:29,1,10,HOU 10,7,38,Alfred Blue middle for 5 yards (tackle by A.J. Bouye),-0.380,-0.350
4,12:48,2,5,HOU 15,7,38,T.J. Yates pass incomplete deep middle intended for DeAndre Hopkins,-0.350,-0.840
4,12:45,3,5,HOU 15,7,38,T.J. Yates pass incomplete short right intended for DeAndre Hopkins,-0.840,-2.440
4,12:38,4,5,HOU 15,7,38,"Shane Lechler punts 30 yards, out of bounds",-2.440,-2.590
4,12:33,1,10,HOU 45,7,38,Corey Grant middle for 4 yards (tackle by Jadeveon Clowney),2.590,2.580
4,11:53,2,6,HOU 41,7,38,Corey Grant middle for 13 yards (tackle by Corey Moore),2.580,3.710
4,11:10,1,10,HOU 28,7,38,Corey Grant left end for 20 yards (tackle by Corey Moore),3.710,0.000
4,10:30,,,,,,Timeout #1 by Jacksonville Jaguars,0.000,-5.370
4,10:30,1,8,HOU 8,7,44,"Corey Grant middle for 8 yards, touchdown",5.370,7.000
4,10:26,,,HOU 15,7,45,Josh Lambo kicks extra point good,0.000,0.000
4,10:26,,,JAX 35,7,45,--,0.000,-0.940
4,10:26,1,10,HOU 30,7,45,Alfred Blue middle for 5 yards (tackle by Abry Jones),0.940,1.070
4,9:52,2,5,HOU 35,7,45,Alfred Blue middle for 4 yards (tackle by Tashaun Gipson),1.070,0.890
4,9:15,3,1,HOU 39,7,45,Alfred Blue middle for 5 yards (tackle by Jarrod Wilson),0.890,1.860
4,8:38,1,10,HOU 44,7,45,T.J. Yates pass incomplete short right intended for DeAndrew White,1.860,1.320
4,8:33,2,10,HOU 44,7,45,"Penalty on Julie'n Davenport: False Start, 5 yards (no play)",1.320,0.640
4,8:33,2,15,HOU 39,7,45,T.J. Yates pass incomplete short left intended for Alfred Blue,0.640,-0.030
4,8:27,3,15,HOU 39,7,45,T.J. Yates sacked by Dante Fowler for -6 yards,-0.030,-1.180
4,7:49,4,21,HOU 33,7,45,"Penalty on JAX: Defensive 12 On-field, 5 yards (no play)",-1.180,-0.850
4,7:40,4,16,HOU 38,7,45,"Shane Lechler punts 39 yards, fair catch by Jaydon Mickens",-0.850,-0.480
4,7:36,1,10,JAX 23,7,45,Corey Grant middle for 8 yards (tackle by LaTroy Lewis),0.480,1.010
4,6:51,2,2,JAX 31,7,45,Corey Grant middle for 1 yard (tackle by Joel Heath),1.010,0.430
4,6:09,3,1,JAX 32,7,45,Corey Grant middle for no gain (tackle by D.J. Reader),0.430,-1.240
4,5:25,4,1,JAX 32,7,45,"Brad Nortman punts 43 yards, fair catch by DeAndrew White",-1.240,-0.610
4,5:19,1,10,HOU 25,7,45,Alfred Blue middle for 4 yards (tackle by Blair Brown),0.610,0.600
4,4:35,2,6,HOU 29,7,45,"Penalty on Kyle Fuller: False Start, 5 yards (no play)",0.600,-0.070
4,4:35,2,11,HOU 24,7,45,Alfred Blue middle for 7 yards (tackle by Blair Brown and Donald Payne),-0.070,0.170
4,3:53,3,4,HOU 31,7,45,T.J. Yates pass incomplete short right intended for Cobi Hamilton (defended by Jalen Myrick),0.170,-1.310
4,3:47,4,4,HOU 31,7,45,"Shane Lechler punts 58 yards, fair catch by Jaydon Mickens",-1.310,0.370
4,3:40,1,10,JAX 11,7,45,Corey Grant middle for 1 yard (tackle by Brandon Dunn),-0.370,-0.710
4,2:57,2,9,JAX 12,7,45,Corey Grant right end for 11 yards (tackle by Corey Moore),-0.710,0.480
4,2:50,1,10,JAX 23,7,45,T.J. Yeldon middle for 7 yards (tackle by Brian Cushing),0.480,0.880
4,2:06,2,3,JAX 30,7,45,T.J. Yeldon middle for 2 yards (tackle by Joel Heath),0.880,0.430
4,2:00,3,1,JAX 32,7,45,Corey Grant middle for 3 yards (tackle by Joel Heath),0.430,1.270
4,1:15,1,10,JAX 35,7,45,Chad Henne kneels for -1 yards,1.270,0.590
4,0:39,2,11,JAX 34,7,45,Chad Henne kneels for -1 yards,0.590,-0.230
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
