Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss, Titans to receive the opening kickoff.",,
1,15:00,,,IND 30,0,0,"Adam Vinatieri kicks off 68 yards, returned by Chris Carr for 42 yards (tackle by Philip Wheeler)",0.000,1.860
1,14:54,1,10,TEN 44,0,0,Chris Johnson up the middle for 5 yards (tackle by Raheem Brock and Clint Session),1.860,1.990
1,14:23,2,5,TEN 49,0,0,Kerry Collins pass incomplete short right intended for Bo Scaife,1.990,1.290
1,14:16,3,5,TEN 49,0,0,Kerry Collins pass complete short left to Brandon Jones for 7 yards (tackle by Marlin Jackson),1.290,2.650
1,13:35,1,10,IND 44,0,0,Chris Johnson left guard for 6 yards (tackle by Marlin Jackson),2.650,2.920
1,12:54,2,4,IND 38,0,0,Kerry Collins pass complete short left to Justin Gage for 6 yards (tackle by Marlin Jackson),2.920,3.450
1,12:20,1,10,IND 32,0,0,Kerry Collins pass complete short middle to Bo Scaife for 6 yards (tackle by Clint Session),3.450,3.710
1,11:42,2,4,IND 26,0,0,Chris Johnson left tackle for 5 yards (tackle by Josh Thomas and Freddie Keiaho),3.710,4.170
1,11:00,1,10,IND 21,0,0,Kerry Collins pass incomplete short right intended for Justin Gage,4.170,3.630
1,10:55,2,10,IND 21,0,0,Kerry Collins pass complete short left to Chris Johnson for 2 yards (tackle by Gary Brackett),3.630,3.180
1,10:11,3,8,IND 19,0,0,Kerry Collins pass complete short right to Bo Scaife for 3 yards (tackle by Melvin Bullitt),3.180,2.430
1,9:47,4,5,IND 16,0,3,Rob Bironas 34 yard field goal good,2.430,3.000
1,,,,TEN 30,0,3,"Rob Bironas kicks off 58 yards, returned by Pierre Garcon for 19 yards (tackle by Craig Stevens)",0.000,1.000
1,9:38,1,10,IND 31,0,3,Dominic Rhodes up the middle for 1 yard (tackle by Jevon Kearse and Albert Haynesworth),1.000,0.600
1,9:00,2,9,IND 32,0,3,Peyton Manning pass complete short middle to Marvin Harrison for 12 yards (tackle by Chris Hope),0.600,1.860
1,8:22,1,10,IND 44,0,3,Dominic Rhodes left end for 2 yards (tackle by Michael Griffin),1.860,1.590
1,7:50,2,8,IND 46,0,3,Peyton Manning pass complete short middle to Reggie Wayne for 4 yards (tackle by David Thornton),1.590,1.420
1,7:05,3,4,,0,3,Peyton Manning pass incomplete deep right intended for Reggie Wayne (defended by Vincent Fuller),1.420,-0.060
1,6:59,4,4,,0,3,"Hunter Smith punts 41 yards, fair catch by Chris Carr",-0.060,0.380
1,6:52,1,10,TEN 9,0,3,Chris Johnson right guard for -2 yards (tackle by Clint Session),-0.380,-0.930
1,6:08,2,12,TEN 7,0,3,Chris Johnson right tackle for 3 yards (tackle by Clint Session and Keyunta Dawson). Penalty on Kevin Mawae: Offensive Holding (Declined),-0.930,-1.300
1,5:41,3,9,TEN 10,0,3,Chris Johnson left end for -1 yards (tackle by Gary Brackett),-1.300,-2.490
1,4:57,4,10,TEN 9,0,3,"Craig Hentrich punts 33 yards, returned by Pierre Garcon for 5 yards (tackle by Eric King)",-2.490,-3.120
1,4:48,1,10,TEN 37,0,3,Peyton Manning pass complete deep middle to Dallas Clark for 26 yards (tackle by Keith Bulluck),3.120,4.840
1,4:15,1,10,TEN 11,0,3,Dominic Rhodes left guard for 1 yard (tackle by Stephen Tulloch),4.840,4.320
1,3:37,2,9,TEN 10,0,3,Peyton Manning pass incomplete short middle intended for Gijon Robinson,4.320,3.300
1,3:33,3,9,TEN 10,6,3,"Peyton Manning pass complete short right to Dallas Clark for 10 yards, touchdown",3.300,7.000
1,,,,TEN 2,7,3,Adam Vinatieri kicks extra point good,0.000,0.000
1,,,,IND 30,7,3,"Adam Vinatieri kicks off 71 yards, returned by Chris Carr for 35 yards (tackle by Curtis Johnson)",0.000,1.200
1,3:18,1,10,TEN 34,7,3,"Kerry Collins pass incomplete deep middle intended for Bo Scaife. Penalty on Tyjuan Hagler: Illegal Contact, 5 yards (no play)",1.200,1.530
1,3:11,1,10,TEN 39,7,3,Kerry Collins pass incomplete short middle intended for LenDale White,1.530,0.990
1,3:03,2,10,TEN 39,7,3,LenDale White left tackle for -1 yards (tackle by Clint Session and Freddie Keiaho),0.990,0.170
1,2:22,3,11,TEN 38,7,3,Kerry Collins pass complete short right to Brandon Jones for 13 yards (tackle by Tim Jennings),0.170,2.320
1,1:43,1,10,IND 49,7,3,Kerry Collins pass complete short left to Alge Crumpler for 7 yards,2.320,2.730
1,1:20,2,3,IND 42,7,3,Kerry Collins pass complete short left to Bo Scaife for 12 yards (tackle by Clint Session),2.730,3.580
1,0:42,1,10,IND 30,7,3,LenDale White left guard for -2 yards (tackle by Darrell Reid),3.580,2.760
Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,12,IND 32,7,3,Chris Johnson up the middle for 6 yards (tackle by Robert Mathis),2.760,2.870
2,14:24,3,6,IND 26,7,3,Kerry Collins pass incomplete short middle intended for Brandon Jones,2.870,1.760
2,14:19,4,6,IND 26,7,6,Rob Bironas 44 yard field goal good,1.760,3.000
2,,,,TEN 30,7,6,"Rob Bironas kicks off 69 yards, returned by Pierre Garcon for 20 yards (tackle by Stanford Keglar)",0.000,0.340
2,14:09,1,10,IND 21,7,6,Peyton Manning pass incomplete short right intended for Marvin Harrison,0.340,-0.200
2,14:03,2,10,IND 21,7,6,Dominic Rhodes left tackle for 3 yards (tackle by Michael Griffin and Stephen Tulloch),-0.200,-0.490
2,13:24,3,7,IND 24,7,6,"Peyton Manning pass incomplete short left intended for Reggie Wayne is intercepted by Chris Hope at IND-33 and returned for 1 yard (tackle by Dallas Clark). Penalty on Cortland Finnegan: Unnecessary Roughness, 15 yards",-0.490,-2.460
2,13:10,1,10,IND 47,7,6,Kerry Collins pass complete short left to Chris Johnson for 9 yards (tackle by Keyunta Dawson),2.460,3.130
2,12:51,2,1,IND 38,7,6,Chris Johnson up the middle for 6 yards (tackle by Josh Thomas and Keyunta Dawson),3.130,3.450
2,12:15,1,10,IND 32,7,6,Kerry Collins pass incomplete short right intended for Bo Scaife (defended by Gary Brackett),3.450,2.900
2,12:05,2,10,IND 32,7,6,Kerry Collins pass complete short right to Bo Scaife for 7 yards (tackle by Raheem Brock),2.900,3.140
2,11:28,3,3,IND 25,7,6,Kerry Collins pass incomplete short right intended for Bo Scaife (defended by Robert Mathis),3.140,1.900
2,11:23,4,3,IND 25,7,6,Rob Bironas 43 yard field goal no good,1.900,-1.140
2,11:19,1,10,IND 33,7,6,Dominic Rhodes right guard for 5 yards (tackle by William Hayes and Tony Brown),1.140,1.270
2,10:44,2,5,IND 38,7,6,Peyton Manning pass complete short middle to Dallas Clark for 13 yards (tackle by Michael Griffin),1.270,2.320
2,9:55,1,10,TEN 49,7,6,Dominic Rhodes left guard for -5 yards (tackle by Tony Brown),2.320,1.110
2,9:20,2,15,IND 46,7,6,Peyton Manning pass complete short right to Dominic Rhodes for -2 yards (tackle by Tony Brown),1.110,0.170
2,8:39,3,17,IND 44,7,6,Peyton Manning pass complete short right to Dominic Rhodes for 12 yards (tackle by Nick Harper),0.170,0.330
2,8:09,4,5,TEN 44,7,6,"Hunter Smith punts 30 yards, returned by Chris Carr for no gain",0.330,0.280
2,7:59,1,10,TEN 14,7,6,Chris Johnson right tackle for 6 yards (tackle by Tyjuan Hagler),-0.280,0.150
2,7:19,2,4,TEN 20,7,6,Chris Johnson left end for -1 yards (tackle by Melvin Bullitt),0.150,-0.800
2,6:40,3,5,TEN 19,7,6,Kerry Collins pass complete short left to Chris Johnson for 1 yard (tackle by Antoine Bethea),-0.800,-2.030
2,5:54,4,4,TEN 20,7,6,Craig Hentrich punts 75 yards,-2.030,0.380
2,5:40,1,10,IND 6,7,6,Dominic Rhodes right guard for 8 yards (tackle by Jason Jones and Chris Hope),-0.380,-0.170
2,5:11,2,2,IND 14,7,6,Dominic Rhodes up the middle for 7 yards (tackle by Albert Haynesworth),-0.170,0.340
2,4:42,1,10,IND 21,7,6,Peyton Manning pass complete short left to Dallas Clark for 9 yards (tackle by Stephen Tulloch),0.340,1.020
2,4:05,2,1,IND 30,7,6,Dominic Rhodes right tackle for 10 yards (tackle by Keith Bulluck and Michael Griffin),1.020,1.600
2,3:35,1,10,IND 40,7,6,Peyton Manning pass complete short right to Dominic Rhodes for 3 yards (tackle by Tony Brown),1.600,1.460
2,3:03,2,7,IND 43,7,6,Peyton Manning pass incomplete short middle intended for Dallas Clark (defended by Stephen Tulloch),1.460,0.760
2,2:57,3,7,IND 43,7,6,Peyton Manning pass complete short middle to Reggie Wayne for 11 yards (tackle by David Thornton),0.760,2.520
2,2:22,1,10,TEN 46,7,6,Peyton Manning pass incomplete short left intended for Reggie Wayne,2.520,1.980
2,2:16,2,10,TEN 46,7,6,Dominic Rhodes up the middle for -5 yards (tackle by Jacob Ford),1.980,0.630
2,1:59,3,15,IND 49,7,6,Peyton Manning pass complete short middle to Dominic Rhodes for 6 yards (tackle by Cortland Finnegan),0.630,0.270
2,1:32,,,,7,6,Timeout #1 by Tennessee Titans,0.000,0.270
