Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
1,2:38,,,NYG 35,7,14,"Lawrence Tynes kicks off 67 yards, returned by Randall Cobb for 30 yards (tackle by Antrel Rolle)",0.000,0.810
1,2:29,1,10,GNB 28,7,14,Aaron Rodgers pass incomplete short right intended for Randall Cobb is intercepted by Corey Webster at GNB-33,0.810,-3.380
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned.",,
1,2:26,1,10,GNB 33,7,14,Eli Manning pass complete short middle to Hakeem Nicks for no gain,3.380,2.840
1,1:55,2,10,GNB 33,7,14,Ahmad Bradshaw left guard for 9 yards (tackle by M.D. Jennings and Morgan Burnett),2.840,3.340
1,1:13,3,1,GNB 24,7,14,Ahmad Bradshaw up the middle for -1 yards (tackle by Brad Jones and Morgan Burnett),3.340,1.930
1,0:29,4,2,GNB 25,7,17,Lawrence Tynes 43 yard field goal good,1.930,3.000
1,0:23,,,NYG 35,7,17,"Lawrence Tynes kicks off 65 yards, returned by Randall Cobb for 21 yards (tackle by Keith Rivers)",0.000,0.340
1,0:16,1,10,GNB 21,7,17,Aaron Rodgers sacked by Chase Blackburn for -8 yards,0.340,-1.350
Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,18,GNB 13,7,17,Aaron Rodgers up the middle for 5 yards (tackle by Antrel Rolle),-1.350,-1.410
2,14:25,3,13,GNB 18,7,17,Aaron Rodgers pass complete short right to Randall Cobb for 6 yards (tackle by Antrel Rolle),-1.410,-1.770
2,13:51,4,7,GNB 24,7,17,Tim Masthay punts 37 yards,-1.770,-1.530
2,13:35,1,10,NYG 39,7,17,Eli Manning pass incomplete deep middle intended for Hakeem Nicks (defended by Davon House),1.530,0.990
2,13:29,2,10,NYG 39,7,17,Andre Brown left tackle for 1 yard (tackle by Jerel Worthy and Dezman Moses),0.990,0.430
2,12:48,3,9,NYG 40,7,17,Eli Manning pass complete deep right to Hakeem Nicks for 25 yards (tackle by Morgan Burnett),0.430,3.250
2,12:03,1,10,GNB 35,7,17,Eli Manning pass complete short left to Martellus Bennett for 12 yards (tackle by A.J. Hawk),3.250,4.040
2,11:18,1,10,GNB 23,7,17,Ahmad Bradshaw left end for 10 yards (tackle by Morgan Burnett and M.D. Jennings),4.040,4.710
2,10:34,1,10,GNB 13,7,17,Andre Brown right guard for 4 yards (tackle by Erik Walden),4.710,4.770
2,9:50,2,6,GNB 9,7,17,Eli Manning pass incomplete short left intended for Hakeem Nicks,4.770,3.880
2,9:43,3,6,GNB 9,7,23,"Eli Manning pass complete short middle to Victor Cruz for 9 yards, touchdown",3.880,7.000
2,9:43,,,GNB 2,7,24,Lawrence Tynes kicks extra point good,0.000,0.000
2,9:37,,,NYG 35,7,24,"Lawrence Tynes kicks off 66 yards, returned by Randall Cobb for 28 yards (tackle by Justin Tryon)",0.000,0.740
2,9:29,1,10,GNB 27,7,24,Alex Green right tackle for no gain (tackle by Justin Tuck and Linval Joseph),0.740,0.200
2,8:54,2,10,GNB 27,7,24,Alex Green right end for 1 yard (tackle by Chase Blackburn),0.200,-0.360
2,8:11,3,9,GNB 28,7,24,"Penalty on Jason Pierre-Paul: Neutral Zone Infraction, 4 yards (no play)",-0.360,0.170
2,7:52,3,5,GNB 32,7,24,Aaron Rodgers pass complete short middle to John Kuhn for 32 yards (tackle by Kenny Phillips),0.170,3.180
2,7:23,1,10,NYG 36,7,24,"Alex Green left guard for 7 yards (tackle by Michael Boley and Mathias Kiwanuka). Penalty on Evan Dietrich-Smith: Offensive Holding, 10 yards (no play)",3.180,2.520
2,7:01,1,20,NYG 46,7,24,James Starks up the middle for 3 yards (tackle by Mathias Kiwanuka and Michael Boley),2.520,1.690
2,6:20,2,17,NYG 43,7,24,Aaron Rodgers right end for 6 yards (tackle by Kenny Phillips),1.690,1.820
2,5:35,3,11,NYG 37,7,24,"Aaron Rodgers pass incomplete deep right intended for Jordy Nelson. Penalty on Corey Webster: Defensive Holding, 5 yards (no play)",1.820,3.450
2,5:26,1,10,NYG 32,7,24,Aaron Rodgers pass complete short right to Randall Cobb for 12 yards (tackle by Corey Webster),3.450,4.240
2,4:56,1,10,NYG 20,7,24,Aaron Rodgers pass incomplete short left intended for Jermichael Finley,4.240,0.000
2,4:49,,,,7,24,Timeout #1 by Green Bay Packers,0.000,3.690
2,4:49,2,10,NYG 20,7,24,Aaron Rodgers pass complete short left to Jermichael Finley for 9 yards (tackle by Prince Amukamara and Stevie Brown),3.690,4.590
2,4:07,3,1,NYG 11,7,24,Alex Green left tackle for no gain (tackle by Kenny Phillips),4.590,2.850
2,3:44,4,1,NYG 11,10,24,Mason Crosby 28 yard field goal good,2.850,3.000
2,3:37,,,GNB 35,10,24,"Mason Crosby kicks off 61 yards, returned by David Wilson for 23 yards (tackle by M.D. Jennings)",0.000,0.740
2,3:30,1,10,NYG 27,10,24,Eli Manning sacked by Dezman Moses for -6 yards. Penalty on William Beatty: Offensive Holding (Declined),0.740,-0.610
2,3:08,2,16,NYG 21,10,24,Andre Brown up the middle for 11 yards (tackle by A.J. Hawk),-0.610,0.170
2,2:22,3,5,NYG 32,10,24,Eli Manning pass complete short right to Ahmad Bradshaw for 2 yards (tackle by Davon House),0.170,-1.110
2,2:00,4,3,NYG 34,10,24,"Steve Weatherford punts 47 yards, returned by Randall Cobb for 5 yards (tackle by Justin Tryon)",-1.110,-0.540
2,1:50,1,10,GNB 24,10,24,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,0.540,0.000
2,1:45,2,10,GNB 24,10,24,Aaron Rodgers pass complete short left to Randall Cobb for 15 yards (tackle by Kenny Phillips),0.000,1.530
2,1:12,1,10,GNB 39,10,24,"Aaron Rodgers sacked by Osi Umenyiora for -7 yards. Aaron Rodgers fumbles (forced by Osi Umenyiora), recovered by Jason Pierre-Paul at GNB-33 and returned for 10 yards (tackle by Evan Dietrich-Smith)",1.530,-4.040
2,1:03,1,10,GNB 23,10,24,Eli Manning pass complete short left to Rueben Randle for 10 yards (tackle by M.D. Jennings and Morgan Burnett),4.040,0.000
2,0:50,,,,10,24,Timeout #1 by New York Giants,0.000,4.710
2,0:50,1,10,GNB 13,10,30,"Ahmad Bradshaw right guard for 13 yards, touchdown",4.710,7.000
2,0:50,,,GNB 2,10,31,Lawrence Tynes kicks extra point good,0.000,0.000
2,0:44,,,NYG 35,10,31,"Lawrence Tynes kicks off 48 yards, returned by D.J. Williams for 12 yards (tackle by Jayron Hosley)",0.000,0.870
2,0:40,1,10,GNB 29,10,31,Aaron Rodgers pass complete short middle to Randall Cobb for 6 yards (tackle by Antrel Rolle),0.870,1.140
2,0:20,2,4,GNB 35,10,31,Aaron Rodgers pass incomplete,1.140,0.430
2,0:12,3,4,GNB 35,10,31,John Kuhn up the middle for 7 yards (tackle by Mathias Kiwanuka and Chase Blackburn),0.430,0.000
2,0:05,,,,10,31,Timeout #2 by New York Giants,0.000,1.730
2,0:05,1,10,GNB 42,10,31,Aaron Rodgers pass incomplete,1.730,1.190
Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,,,"Lawrence Tynes kicks off 63 yards, returned by Randall Cobb for 26 yards (tackle by Keith Rivers). Penalty on Jamari Lattimore: Offensive Holding, 10 yards",,
3,14:54,1,10,GNB 15,10,31,Aaron Rodgers pass complete deep left to Jermichael Finley for 16 yards (tackle by Stevie Brown),-0.220,1.000
3,14:16,1,10,GNB 31,10,31,"Penalty on T.J. Lang: False Start, 5 yards (no play)",1.000,0.670
3,13:58,1,15,GNB 26,10,31,John Kuhn right guard for 4 yards (tackle by Michael Boley),0.670,0.320
3,13:17,2,11,GNB 30,10,31,Aaron Rodgers pass incomplete short middle intended for Randall Cobb,0.320,-0.360
3,13:10,3,11,GNB 30,10,31,Aaron Rodgers sacked by Mathias Kiwanuka for -9 yards,-0.360,-1.960
3,12:48,4,20,GNB 21,10,31,"Tim Masthay punts 49 yards, muffed catch by Rueben Randle, recovered by Rueben Randle and returned for no gain",-1.960,-1.000
3,12:40,1,10,NYG 31,10,31,Andre Brown left tackle for 1 yard (tackle by B.J. Raji and Brad Jones),1.000,0.600
3,12:00,2,9,NYG 32,10,31,Eli Manning pass complete short middle to Victor Cruz for 10 yards (tackle by Brad Jones),0.600,1.730
3,11:16,1,10,NYG 42,10,31,Eli Manning pass incomplete deep right intended for Hakeem Nicks,1.730,1.190
3,11:08,2,10,NYG 42,10,31,Andre Brown left guard for 9 yards (tackle by Dezman Moses and Morgan Burnett),1.190,1.690
3,10:28,3,1,GNB 49,10,31,Andre Brown right end for no gain (tackle by A.J. Hawk and Dezman Moses),1.690,0.000
3,9:48,4,1,GNB 49,10,31,"Steve Weatherford punts 40 yards, fair catch by Randall Cobb",0.000,0.380
3,9:41,1,10,GNB 9,10,31,Alex Green left tackle for 5 yards (tackle by Jason Pierre-Paul),-0.380,-0.390
3,9:02,2,5,GNB 14,10,31,Alex Green right end for no gain (tackle by Corey Webster),-0.390,-0.840
3,8:23,3,5,GNB 14,10,31,Aaron Rodgers left end for 11 yards (tackle by Michael Boley),-0.840,0.610
3,7:43,1,10,GNB 25,10,31,Aaron Rodgers pass incomplete short middle intended for James Starks,0.610,0.060
3,7:36,2,10,GNB 25,10,31,"Alex Green right end for 12 yards (tackle by Antrel Rolle). Penalty on Tom Crabtree: Offensive Holding, 10 yards (no play)",0.060,-1.430
3,7:11,2,20,GNB 15,10,31,Alex Green right tackle for 3 yards (tackle by Chase Blackburn and Jason Pierre-Paul),-1.430,-1.720
3,6:25,3,17,GNB 18,10,31,Aaron Rodgers pass incomplete short left intended for Randall Cobb (defended by Prince Amukamara),-1.720,-2.240
3,6:21,4,17,GNB 18,10,31,"Tim Masthay punts 35 yards, muffed catch by Rueben Randle, recovered by Justin Tryon and returned for no gain. Penalty on Jarrett Bush: Interference with Opportunity to Catch (Declined)",-2.240,-2.060
3,6:03,1,10,NYG 47,10,31,Eli Manning pass complete short left to Martellus Bennett for 15 yards (tackle by Tramon Williams),2.060,3.050
3,5:31,1,10,GNB 38,10,31,Eli Manning pass complete short middle to Hakeem Nicks for 30 yards (tackle by Davon House and A.J. Hawk). Penalty on Davon House: Illegal Contact (Declined),3.050,5.370
3,4:50,1,8,GNB 8,10,31,"Ahmad Bradshaw up the middle for 2 yards (tackle by B.J. Raji and Morgan Burnett). Penalty on Mike Daniels: Illegal Use of Hands, 3 yards",5.370,6.510
3,4:22,1,3,GNB 3,10,31,Eli Manning pass incomplete short left intended for Hakeem Nicks,6.510,5.530
3,4:17,2,3,GNB 3,10,31,"Ahmad Bradshaw left guard for 3 yards. Penalty on William Beatty: Offensive Holding, 10 yards (no play)",5.530,3.720
3,3:46,2,13,GNB 13,10,31,Eli Manning pass incomplete short left intended for Ahmad Bradshaw,3.720,3.060
3,3:41,3,13,GNB 13,10,37,"Eli Manning pass complete short middle to Hakeem Nicks for 13 yards, touchdown",3.060,7.000
,,,,,,,"NYG challenged the runner broke the plane ruling, and the original play was overturned.",,
3,3:41,,,GNB 2,10,38,Lawrence Tynes kicks extra point good,0.000,0.000
3,3:36,,,NYG 35,10,38,"Lawrence Tynes kicks off 68 yards, returned by Randall Cobb for 29 yards (tackle by Mark Herzlich)",0.000,0.670
3,3:29,1,10,GNB 26,10,38,Alex Green right end for no gain (tackle by Michael Boley and Rocky Bernard),0.670,0.130
3,3:01,2,10,GNB 26,10,38,Aaron Rodgers pass complete short left to Alex Green for 15 yards (tackle by Antrel Rolle and Chase Blackburn),0.130,1.660
3,2:40,1,10,GNB 41,10,38,Aaron Rodgers pass incomplete short middle intended for Alex Green,1.660,1.120
3,2:34,2,10,GNB 41,10,38,Aaron Rodgers sacked by Mathias Kiwanuka for -4 yards,1.120,-0.100
3,2:07,3,14,GNB 37,10,38,Aaron Rodgers pass complete deep middle to Jermichael Finley for 26 yards (tackle by Stevie Brown),-0.100,3.120
3,1:39,1,10,NYG 37,10,38,Alex Green right guard for 8 yards (tackle by Chris L. Canty and Michael Boley),3.120,3.650
3,1:08,2,2,NYG 29,10,38,Aaron Rodgers pass complete short right to Jordy Nelson for 10 yards (tackle by Corey Webster),3.650,4.310
3,0:35,1,10,NYG 19,10,38,Aaron Rodgers pass incomplete short middle intended for Jordy Nelson,4.310,3.750
3,0:29,2,10,NYG 19,10,38,Aaron Rodgers pass complete short left to Alex Green for 1 yard (tackle by Antrel Rolle),3.750,3.140
Quarter,Time,Down,ToGo,Location,GNB,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,NYG 18,10,38,Aaron Rodgers pass complete short left to Alex Green for 4 yards (tackle by Osi Umenyiora and Tyler Sash),3.140,2.560
4,14:23,4,5,NYG 14,10,38,Aaron Rodgers pass incomplete short middle intended for Jermichael Finley (defended by Chase Blackburn),2.560,0.280
4,14:16,1,10,NYG 14,10,38,Andre Brown right end for 9 yards (tackle by Brad Jones),-0.280,0.550
4,13:46,2,1,NYG 23,10,38,Andre Brown right tackle for 3 yards (tackle by A.J. Hawk),0.550,0.670
4,13:02,1,10,NYG 26,10,38,Andre Brown left guard for -1 yards (tackle by Mike Daniels and Brad Jones),0.670,-0.010
4,12:26,2,11,NYG 25,10,38,Eli Manning pass incomplete short right intended for Victor Cruz,-0.010,-0.690
4,12:16,3,11,NYG 25,10,38,Eli Manning pass complete short middle to Victor Cruz for 17 yards (tackle by Morgan Burnett),-0.690,1.730
4,11:41,1,10,NYG 42,10,38,Eli Manning pass incomplete short right intended for Hakeem Nicks,1.730,1.190
4,11:28,2,10,NYG 42,10,38,Andre Brown left tackle for 16 yards (tackle by M.D. Jennings and Tramon Williams),1.190,2.790
4,10:55,1,10,GNB 42,10,38,David Wilson left tackle for 3 yards (tackle by Mike Daniels and Dezman Moses),2.790,2.650
4,10:12,2,7,GNB 39,10,38,Eli Manning pass complete short right to David Wilson for 5 yards (tackle by Frank Zombo),2.650,2.610
4,9:26,3,2,GNB 34,10,38,David Wilson left tackle for no gain (tackle by Ryan Pickett),2.610,1.100
4,8:44,4,2,GNB 34,10,38,Eli Manning pass complete short right to Martellus Bennett for 17 yards (tackle by Jerron McMillian),1.100,4.440
4,8:12,1,10,GNB 17,10,38,David Wilson up the middle for 2 yards (tackle by A.J. Hawk),4.440,4.150
4,7:28,2,8,GNB 15,10,38,David Wilson left tackle for 3 yards (tackle by Brad Jones and Dezman Moses),4.150,0.000
4,6:39,,,,10,38,Timeout #1 by New York Giants,0.000,3.880
4,6:39,3,5,GNB 12,10,38,"Eli Manning pass incomplete short middle intended for Martellus Bennett (defended by Casey Hayward). Penalty on Jerron McMillian: Unnecessary Roughness, 6 yards (no play)",3.880,5.830
4,6:34,1,6,GNB 6,10,38,Eli Manning pass incomplete short left intended for Hakeem Nicks,5.830,4.950
4,6:29,2,6,GNB 6,10,38,David Wilson left tackle for 1 yard (tackle by Dezman Moses),4.950,4.260
4,5:46,3,5,GNB 5,10,38,David Wilson right guard for 4 yards (tackle by A.J. Hawk),4.260,3.550
4,5:03,4,1,GNB 1,10,38,Eli Manning pass incomplete short left intended for Hakeem Nicks (defended by Dezman Moses),3.550,0.380
4,4:53,1,10,GNB 2,10,38,John Kuhn left guard for 4 yards (tackle by Jayron Hosley and Jason Pierre-Paul),-0.380,-0.490
4,4:21,2,6,GNB 6,10,38,James Starks right guard for 5 yards (tackle by Prince Amukamara),-0.490,-0.370
4,3:40,3,1,GNB 11,10,38,James Starks left guard for 5 yards (tackle by Mathias Kiwanuka and Will Hill),-0.370,-0.140
4,3:00,1,10,GNB 16,10,38,Alex Green right tackle for 6 yards (tackle by Jayron Hosley and Mathias Kiwanuka),-0.140,0.280
4,2:21,2,4,GNB 22,10,38,James Starks right tackle for 8 yards (tackle by Will Hill),0.280,0.940
4,2:00,1,10,GNB 30,10,38,Graham Harrell pass complete short right to John Kuhn for 11 yards (tackle by Spencer Paysinger),0.940,1.660
4,1:51,1,10,GNB 41,10,38,James Starks left guard for 4 yards (tackle by Adrian Tracy),1.660,1.660
4,1:14,2,6,GNB 45,10,38,James Starks left guard for 2 yards (tackle by Linval Joseph and Spencer Paysinger),1.660,1.220
4,0:24,3,4,GNB 47,10,38,Graham Harrell pass incomplete short right intended for D.J. Williams (defended by Jayron Hosley),1.220,-0.260
4,0:21,4,4,GNB 47,10,38,"Tim Masthay punts 33 yards, out of bounds",-0.260,-0.280
4,0:13,1,10,NYG 20,10,38,Eli Manning kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
