Quarter,Time,Down,ToGo,Location,KAN,TAM,Detail,EPB,EPA
1,3:43,4,6,TAM 36,0,0,"Michael Koenen punts 52 yards, returned by Javier Arenas for 1 yard (tackle by Arrelious Benn). Penalty on Edgar Jones: Offensive Holding, 7 yards",-0.980,0.380
1,3:32,1,10,KAN 6,0,0,Shaun Draughn up the middle for 3 yards (tackle by Lavonte David),-0.380,-0.560
1,2:57,2,7,KAN 9,0,0,"Shaun Draughn right tackle for 11 yards (tackle by Mark Barron). Penalty on Eric Winston: Offensive Holding, 4 yards (no play)",-0.560,-0.850
1,2:40,2,11,KAN 5,0,0,Jamaal Charles right tackle for no gain (tackle by Michael Bennett),-0.850,-1.540
1,1:55,3,11,KAN 5,0,0,Shaun Draughn right tackle for 3 yards (tackle by Daniel Te'o-Nesheim),-1.540,-2.490
1,1:12,4,8,KAN 8,0,0,"Penalty on Jalil Brown: False Start, 4 yards (no play)",-2.490,-2.490
1,0:55,4,12,KAN 4,0,0,"Penalty on Quincy Black: Neutral Zone Infraction, 5 yards (no play)",-2.490,-2.490
1,0:42,4,7,KAN 9,0,0,"Dustin Colquitt punts 62 yards, returned by Roscoe Parrish for 9 yards (tackle by Andy Studebaker)",-2.490,-1.470
1,0:30,1,10,TAM 38,0,6,"Josh Freeman pass complete deep left to Mike Williams for 62 yards, touchdown",1.470,7.000
1,0:30,,,KAN 2,0,7,Connor Barth kicks extra point good,0.000,0.000
1,0:18,,,TAM 35,0,7,"Michael Koenen kicks off 73 yards, touchback",0.000,0.280
1,0:18,1,10,KAN 20,0,7,Brady Quinn up the middle for 9 yards (tackle by Quincy Black),0.280,0.950
Quarter,Time,Down,ToGo,Location,KAN,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,KAN 29,0,7,Jamaal Charles left guard for 2 yards (tackle by Michael Bennett),0.950,1.000
2,14:20,1,10,KAN 31,0,7,Brady Quinn pass incomplete short right intended for Dwayne Bowe (defended by Eric Wright),1.000,0.460
2,14:14,2,10,KAN 31,0,7,Brady Quinn pass complete short middle to Nate Eachus for 19 yards (tackle by Mark Barron),0.460,2.260
2,13:34,1,10,,0,7,Jamaal Charles right guard for 4 yards (tackle by Ronde Barber and George Johnson),2.260,2.250
2,12:53,2,6,TAM 46,0,7,Brady Quinn pass complete short right to Steve Maneri for 4 yards (tackle by Mark Barron),2.250,2.080
2,12:04,3,2,TAM 42,0,7,Brady Quinn pass complete short right to Dwayne Bowe for 6 yards,2.080,3.180
2,11:27,1,10,TAM 36,0,7,Nate Eachus up the middle for 7 yards (tackle by Mark Barron and Corvey Irvin),3.180,3.580
2,10:46,2,3,TAM 29,0,7,Nate Eachus right guard for 2 yards (tackle by Corvey Irvin),3.580,3.140
2,10:06,3,1,TAM 27,0,7,Nate Eachus up the middle for no gain (tackle by Roy Miller),3.140,1.820
2,9:54,4,1,TAM 27,0,7,Shaun Draughn right guard for 2 yards (tackle by Lavonte David and Daniel Te'o-Nesheim),1.820,3.910
2,9:14,1,10,TAM 25,0,7,Brady Quinn pass complete short middle to Dexter McCluster for 9 yards (tackle by Quincy Black),3.910,4.750
2,8:38,2,1,TAM 16,0,7,Shaun Draughn up the middle for -5 yards (tackle by Gary Gibson and George Johnson),4.750,3.200
2,7:55,3,6,TAM 21,0,7,Brady Quinn pass incomplete short left intended for Jonathan Baldwin,3.200,2.080
2,7:50,4,6,TAM 21,3,7,Ryan Succop 38 yard field goal good,2.080,3.000
2,7:45,,,KAN 35,3,7,"Ryan Succop kicks off 66 yards, returned by Arrelious Benn for 18 yards (tackle by Nate Eachus). Penalty on TAM: Illegal Wedge, 6 yards",0.000,-0.380
2,7:40,1,10,TAM 6,3,7,Josh Freeman pass complete short right to Mike Williams for 5 yards (tackle by Derrick O. Johnson),-0.380,-0.420
2,7:01,2,5,TAM 11,3,7,"LeGarrette Blount left guard for 3 yards (tackle by Derrick O. Johnson and Anthony Toribio). Penalty on Jeremy Zuttah: Offensive Holding, 6 yards (no play)",-0.420,-0.850
2,6:47,2,11,TAM 5,3,7,Josh Freeman pass complete deep right to Mike Williams for 36 yards (tackle by Brandon Flowers),-0.850,1.660
2,5:59,1,10,TAM 41,3,7,Josh Freeman pass incomplete short right intended for Doug Martin,1.660,1.120
2,5:53,2,10,TAM 41,3,7,"Josh Freeman pass incomplete short right intended for Mike Williams. Penalty on Brandon Flowers: Defensive Holding, 5 yards (no play)",1.120,1.990
2,5:46,1,10,TAM 46,3,7,Josh Freeman left tackle for 7 yards (tackle by Derrick O. Johnson),1.990,2.400
2,4:59,2,3,KAN 47,3,7,Josh Freeman pass incomplete deep left intended for Vincent Jackson,2.400,1.690
2,4:52,3,3,KAN 47,3,7,DJ Ware up the middle for 6 yards (tackle by Travis Daniels),1.690,2.850
2,4:11,1,10,KAN 41,3,7,Josh Freeman pass incomplete deep left intended for Vincent Jackson,2.850,2.310
2,4:04,2,10,KAN 41,3,7,Doug Martin up the middle for 4 yards (tackle by Derrick O. Johnson),2.310,2.150
2,3:19,3,6,KAN 37,3,7,Josh Freeman pass incomplete deep middle intended for Tiquan Underwood,2.150,0.790
2,3:12,4,6,KAN 37,3,7,Connor Barth 55 yard field goal no good,0.790,-1.930
2,3:07,1,10,KAN 45,3,7,Brady Quinn pass complete short left to Jonathan Baldwin for 9 yards (tackle by Quincy Black),1.930,2.600
2,2:35,2,1,TAM 46,3,7,"Penalty on Michael Bennett: Neutral Zone Infraction, 5 yards (no play)",2.600,2.850
2,2:15,1,10,TAM 41,3,7,Jamaal Charles left guard for -5 yards (tackle by Lavonte David),2.850,1.630
2,2:00,2,15,TAM 46,3,7,Brady Quinn pass incomplete short middle intended for Dexter McCluster,1.630,0.000
2,1:55,,,,3,7,Timeout #1 by Kansas City Chiefs,0.000,0.960
2,1:55,3,15,TAM 46,3,7,Brady Quinn pass complete short middle to Shaun Draughn for 7 yards (tackle by Ronde Barber),0.960,0.660
2,1:55,4,8,TAM 39,3,7,Penalty on KAN: Delay of Game (Declined),0.660,0.660
2,1:05,4,8,TAM 39,3,7,"Dustin Colquitt punts 38 yards, touchback",0.660,0.380
,,,,,,,"Replay Assistant challenged the touchback ruling, and the play was upheld.",,
2,0:52,1,10,TAM 1,3,7,Josh Freeman left guard for 3 yards (tackle by Dontari Poe),-0.380,0.000
2,0:46,,,,3,7,Timeout #2 by Kansas City Chiefs,0.000,-0.560
2,0:46,2,7,TAM 4,3,7,Doug Martin left end for 10 yards (tackle by Eric Berry),-0.560,0.000
2,0:31,,,,3,7,Timeout #1 by Tampa Bay Buccaneers,0.000,-0.280
2,0:30,1,10,TAM 14,3,7,Doug Martin up the middle for 5 yards (tackle by Justin Houston and Derrick O. Johnson),-0.280,-0.040
Quarter,Time,Down,ToGo,Location,KAN,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,3,7,"Ryan Succop kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,TAM 20,3,7,Doug Martin left end for 4 yards (tackle by Justin Houston),0.280,0.270
3,14:17,2,6,TAM 24,3,7,Josh Freeman pass complete short middle to Vincent Jackson for 15 yards (tackle by Stanford Routt),0.270,1.530
3,13:34,1,10,TAM 39,3,7,Josh Freeman pass complete short left to Doug Martin for 42 yards (tackle by Kendrick Lewis),1.530,4.310
3,12:54,1,10,KAN 19,3,13,"Josh Freeman pass complete deep middle to Vincent Jackson for 19 yards, touchdown",4.310,7.000
3,12:54,,,KAN 2,3,14,Connor Barth kicks extra point good,0.000,0.000
3,12:46,,,TAM 35,3,14,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
3,12:46,1,10,KAN 20,3,14,Jamaal Charles left end for 8 yards (tackle by Eric Wright),0.280,0.810
3,12:20,2,2,KAN 28,3,14,Brady Quinn pass complete deep middle to Tony Moeaki for 18 yards (tackle by Ronde Barber),0.810,1.990
3,11:54,1,10,KAN 46,3,14,Jamaal Charles left end for 2 yards (tackle by Eric Wright and Mason Foster),1.990,1.720
3,11:16,2,8,KAN 48,3,14,Brady Quinn pass incomplete short middle intended for Jamaal Charles (defended by Roy Miller),1.720,1.030
3,11:10,3,8,KAN 48,3,14,Brady Quinn pass complete short middle to Steve Maneri for 19 yards (tackle by Mark Barron),1.030,3.380
3,10:48,1,10,TAM 33,3,14,Jamaal Charles right end for 2 yards (tackle by Gary Gibson),3.380,3.110
3,10:18,2,8,TAM 31,3,14,Brady Quinn pass complete short right to Dexter McCluster for 3 yards (tackle by E.J. Biggers),3.110,2.810
3,9:51,3,5,TAM 28,3,20,"Brady Quinn pass incomplete short left intended for Dexter McCluster is intercepted by Ronde Barber at TAM-22 and returned for 78 yards, touchdown",2.810,-7.000
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
3,,,,KAN 2,3,21,Connor Barth kicks extra point good,0.000,0.000
3,9:36,,,TAM 35,3,21,"Michael Koenen kicks off 74 yards, touchback",0.000,0.280
3,9:36,1,10,KAN 20,3,21,Jamaal Charles right tackle for 22 yards (tackle by Lavonte David),0.280,1.730
3,9:16,1,10,KAN 42,3,21,Shaun Draughn left tackle for -1 yards (tackle by Mark Barron),1.730,1.050
3,8:44,2,11,KAN 41,3,21,Brady Quinn pass complete short middle to Dexter McCluster for 9 yards (tackle by Lavonte David),1.050,1.550
3,8:16,3,2,,3,21,Shaun Draughn up the middle for -2 yards (tackle by Gary Gibson),1.550,0.000
3,7:35,,,,3,21,Timeout #1 by Tampa Bay Buccaneers,0.000,-0.190
3,7:35,4,4,KAN 48,3,21,Dustin Colquitt punts 50 yards,-0.190,0.380
3,7:23,1,10,TAM 2,3,21,"Penalty on Josh Freeman: False Start, 1 yards (no play)",-0.380,-0.420
3,7:23,1,11,TAM 1,3,21,Doug Martin up the middle for 1 yard (tackle by Derrick O. Johnson),-0.420,-0.780
3,6:42,2,10,TAM 2,3,21,Josh Freeman pass complete short left to Erik Lorig for 16 yards (tackle by Jovan Belcher),-0.780,0.040
3,6:09,1,10,TAM 18,3,21,Doug Martin up the middle for 6 yards (tackle by Eric Berry),0.040,0.410
3,5:22,2,4,TAM 24,3,21,"Josh Freeman sacked by Tamba Hali for -8 yards. Josh Freeman fumbles (forced by Tamba Hali), recovered by Demar Dotson at TAM-14",0.410,0.000
3,4:33,,,,3,21,Timeout #2 by Tampa Bay Buccaneers,0.000,-1.820
3,4:33,3,14,TAM 14,3,21,Josh Freeman pass complete short right to Mike Williams for 10 yards (tackle by Javier Arenas and Brandon Flowers),-1.820,-1.770
3,3:53,4,4,TAM 24,3,21,"Michael Koenen punts 54 yards, returned by Javier Arenas for 10 yards (tackle by Quincy Black)",-1.770,-1.070
3,3:41,1,10,KAN 32,3,21,Brady Quinn pass complete short middle to Steve Maneri for 8 yards (tackle by Mason Foster),1.070,1.610
3,3:08,2,2,KAN 40,3,21,Jamaal Charles left tackle for -2 yards (tackle by Mark Barron),1.610,0.630
3,2:38,3,4,KAN 38,3,21,Brady Quinn pass complete short left to Dexter McCluster for 6 yards (tackle by Ronde Barber),0.630,1.860
3,2:03,1,10,KAN 44,3,21,Brady Quinn up the middle for 2 yards (tackle by Mason Foster),1.860,1.590
3,1:28,2,8,KAN 46,3,21,Shaun Draughn up the middle for 3 yards (tackle by Mark Barron),1.590,1.290
3,0:51,3,5,KAN 49,3,21,Brady Quinn pass incomplete short right intended for Dwayne Bowe (defended by Eric Wright),1.290,-0.130
3,0:46,4,5,KAN 49,3,21,"Dustin Colquitt punts 45 yards, returned by Roscoe Parrish for 8 yards (tackle by Jovan Belcher)",-0.130,0.280
3,0:39,1,10,TAM 14,3,21,LeGarrette Blount left guard for 1 yard (tackle by Dontari Poe),-0.280,-0.640
Quarter,Time,Down,ToGo,Location,KAN,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,TAM 15,3,21,Josh Freeman pass incomplete short right intended for Mike Williams,-0.640,-1.280
4,14:55,3,9,TAM 15,3,21,Josh Freeman pass complete short middle to DJ Ware for 3 yards (tackle by Derrick O. Johnson),-1.280,-2.240
4,14:15,4,6,TAM 18,9,21,"Michael Koenen punts, blocked by Shaun Draughn, recovered by Michael Koenen and returned 1 yard. Josh Freeman fumbles, recovered by Edgar Jones at TAM-11 and returned for 11 yards, touchdown",-2.240,-7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned.",,
4,,,,TAM 2,10,21,Ryan Succop kicks extra point good,0.000,0.000
4,14:01,,,KAN 35,10,21,"Ryan Succop kicks off 66 yards, returned by Arrelious Benn for 23 yards (tackle by Edgar Jones)",0.000,0.410
4,13:55,1,10,TAM 22,10,21,Doug Martin up the middle for -1 yards (tackle by Eric Berry and Derrick O. Johnson),0.410,-0.270
4,13:12,2,11,TAM 21,10,21,Josh Freeman pass incomplete short right intended for Mike Williams,-0.270,-0.960
4,13:04,3,11,TAM 21,10,21,Josh Freeman pass complete deep left to Tiquan Underwood for 62 yards (tackle by Kendrick Lewis),-0.960,4.440
4,12:11,1,10,KAN 17,10,21,Doug Martin up the middle for 1 yard (tackle by Tyson Jackson),4.440,4.000
4,11:26,2,9,KAN 16,10,21,Josh Freeman pass incomplete short middle intended for Erik Lorig (defended by Tyson Jackson),4.000,3.190
4,11:22,3,9,KAN 16,10,21,Josh Freeman pass complete short left to DJ Ware for 7 yards (tackle by Derrick O. Johnson),3.190,2.950
4,10:39,4,2,KAN 9,10,24,Connor Barth 27 yard field goal good,2.950,3.000
4,10:34,,,TAM 35,10,24,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
4,10:34,1,10,KAN 20,10,24,Brady Quinn pass incomplete short left intended for Jonathan Baldwin (defended by Ronde Barber),0.280,-0.270
4,10:31,2,10,KAN 20,10,24,Shaun Draughn up the middle for -1 yards (tackle by Daniel Te'o-Nesheim),-0.270,-1.140
4,9:49,3,11,KAN 19,10,24,Brady Quinn pass incomplete short middle intended for Shaun Draughn,-1.140,-2.140
4,9:43,4,11,KAN 19,10,24,"Dustin Colquitt punts 60 yards, returned by Roscoe Parrish for 11 yards (tackle by Cyrus Gray). Penalty on Erik Lorig: Illegal Block Above the Waist, 10 yards",-2.140,0.220
4,9:29,1,10,TAM 15,10,24,Doug Martin left tackle for 23 yards (tackle by Eric Berry),-0.220,1.470
4,8:45,1,10,TAM 38,10,24,Doug Martin left guard for 2 yards (tackle by Derrick O. Johnson),1.470,1.190
4,8:02,2,8,TAM 40,10,24,Josh Freeman pass complete short left to Vincent Jackson for 15 yards (tackle by Stanford Routt),1.190,2.590
4,7:18,1,10,KAN 45,10,24,"Doug Martin left tackle for 13 yards (tackle by Stanford Routt). Penalty on Jovan Belcher: Unnecessary Roughness, 15 yards",2.590,4.440
4,6:51,1,10,KAN 17,10,30,"Josh Freeman pass complete short middle to Vincent Jackson for 17 yards, touchdown",4.440,7.000
4,6:51,,,KAN 2,10,31,Connor Barth kicks extra point good,0.000,0.000
4,6:43,,,TAM 35,10,31,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
4,6:43,1,10,KAN 20,10,31,Brady Quinn pass complete short right to Dwayne Bowe for 7 yards (tackle by Eric Wright),0.280,0.680
4,6:18,2,3,KAN 27,10,31,Brady Quinn pass incomplete deep right intended for Dwayne Bowe,0.680,-0.030
4,6:11,3,3,KAN 27,10,31,Brady Quinn pass complete short right to Dwayne Bowe for 8 yards (tackle by Eric Wright),-0.030,1.270
4,5:40,1,10,KAN 35,10,31,Brady Quinn pass complete short middle to Steve Maneri for 14 yards (tackle by Lavonte David),1.270,2.190
4,5:22,1,10,KAN 49,10,31,Nate Eachus right guard for 4 yards (tackle by Gerald McCoy),2.190,2.190
4,4:45,2,6,TAM 47,10,31,Brady Quinn pass incomplete short middle intended for Nate Eachus,2.190,1.490
4,4:45,3,6,TAM 47,10,31,Brady Quinn pass incomplete short right intended for Dwayne Bowe,1.490,0.130
4,4:40,4,6,TAM 47,10,31,Brady Quinn pass incomplete deep middle intended for Tony Moeaki,0.130,-2.060
4,4:34,1,10,TAM 47,10,31,LeGarrette Blount left end for 2 yards (tackle by Derrick O. Johnson),2.060,1.790
4,3:47,2,8,TAM 49,10,31,LeGarrette Blount left guard for 35 yards (tackle by Kendrick Lewis),1.790,4.510
4,2:55,1,10,KAN 16,10,31,LeGarrette Blount up the middle for 4 yards (tackle by Tamba Hali),4.510,4.570
4,2:12,2,6,KAN 12,10,31,LeGarrette Blount up the middle for no gain (tackle by Justin Houston),4.570,3.730
4,2:00,3,6,KAN 12,10,37,"LeGarrette Blount right guard for 12 yards, touchdown",3.730,7.000
4,2:00,,,KAN 2,10,38,Connor Barth kicks extra point good,0.000,0.000
4,1:53,,,TAM 35,10,38,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
4,1:53,1,10,KAN 20,10,38,Shaun Draughn right guard for 3 yards (tackle by Quincy Black),0.280,0.140
4,1:28,2,7,KAN 23,10,38,Brady Quinn pass complete short middle to Shaun Draughn for no gain,0.140,-0.560
4,0:59,3,7,KAN 23,10,38,Brady Quinn pass complete short left to Shaun Draughn for 5 yards (tackle by Brandon McDonald),-0.560,-1.500
4,0:36,4,2,KAN 28,10,38,Brady Quinn pass incomplete deep right intended for Dwayne Bowe (defended by Leonard Johnson),-1.500,-3.710
4,0:28,1,10,KAN 28,10,38,Josh Freeman kneels for -5 yards,3.710,2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
