Quarter,Time,Down,ToGo,Location,NYJ,BUF,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bills won the coin toss and deferred, Jets to receive the opening kickoff.",,
1,15:00,,,BUF 35,0,0,"Dan Carpenter kicks off 69 yards, returned by Josh Cribbs for 19 yards (tackle by Chris Hogan)",0.000,0.220
1,14:56,1,10,NYJ 15,0,0,Geno Smith pass complete short right to Tommy Bohanon for 4 yards (tackle by Arthur Moats),-0.220,-0.110
1,14:17,2,6,NYJ 19,0,0,Bilal Powell left tackle for 10 yards (tackle by Manny Lawson and Aaron Williams),-0.110,0.870
1,13:36,1,10,NYJ 29,0,0,Chris Ivory up the middle for 2 yards (tackle by Kyle Williams and Aaron Williams),0.870,0.600
1,12:57,2,8,NYJ 31,0,0,Geno Smith pass complete short middle to Greg Salas for 7 yards (tackle by Kiko Alonso and Nickell Robey),0.600,0.830
1,12:29,3,1,NYJ 38,0,0,Chris Ivory right guard for 10 yards (tackle by Jairus Byrd),0.830,2.130
1,11:46,1,10,NYJ 48,0,0,"Geno Smith for no gain. Geno Smith fumbles, recovered by Geno Smith at NYJ-46",2.130,1.310
1,11:12,2,12,NYJ 46,0,0,Chris Ivory left guard for -5 yards (tackle by Mario Williams and Manny Lawson),1.310,-0.030
1,10:28,3,17,NYJ 41,0,0,Geno Smith pass incomplete short middle intended for Santonio Holmes (defended by Mario Williams),-0.030,-0.650
1,10:22,4,17,NYJ 41,0,0,"Ryan Quigley punts 34 yards, returned by Leodis McKelvin for 6 yards (tackle by Demario Davis). Penalty on Ron Brooks: Illegal Block Above the Waist, 10 yards",-0.650,0.060
1,10:13,1,10,BUF 17,0,0,Fred Jackson up the middle for 3 yards (tackle by Sheldon Richardson and Ed Reed),-0.060,-0.060
1,9:41,2,7,BUF 20,0,0,Fred Jackson up the middle for 4 yards (tackle by Quinton Coples and Demario Davis),-0.060,-0.060
1,9:11,2,7,BUF 20,0,0,Timeout #1 by New York Jets,-0.060,-0.370
1,9:11,3,3,BUF 24,0,0,EJ Manuel up the middle for 2 yards (tackle by Muhammad Wilkerson and Calvin Pace),-0.370,-1.630
1,8:31,4,1,BUF 26,0,0,"Brian Moorman punts 39 yards, out of bounds",-1.630,-1.270
1,8:23,1,10,NYJ 35,0,0,Geno Smith pass complete deep left to Santonio Holmes for 33 yards (tackle by Stephon Gilmore),1.270,3.450
1,7:57,1,10,BUF 32,0,0,Josh Cribbs for 2 yards (tackle by Leodis McKelvin),3.450,3.170
1,7:16,2,8,BUF 30,0,0,Chris Ivory up the middle for 3 yards (tackle by Manny Lawson and Kiko Alonso),3.170,2.870
1,6:33,3,5,BUF 27,0,0,Geno Smith sacked by Kyle Williams and Nickell Robey for -3 yards,2.870,1.410
1,5:56,4,8,BUF 30,0,0,Nick Folk 48 yard field goal no good,1.410,-1.470
1,5:52,1,10,BUF 38,0,0,C.J. Spiller right guard for 2 yards (tackle by Muhammad Wilkerson and Damon Harrison),1.470,1.190
1,5:27,2,8,BUF 40,0,0,EJ Manuel pass complete short right to Marquise Goodwin for 10 yards (tackle by Dee Milliner and Demario Davis),1.190,2.260
1,4:58,1,10,,0,0,C.J. Spiller up the middle for 1 yard (tackle by Dawan Landry and Muhammad Wilkerson),2.260,1.850
1,4:34,2,9,NYJ 49,0,0,EJ Manuel pass complete short right to C.J. Spiller for 8 yards (tackle by Dawan Landry),1.850,2.210
1,4:00,3,1,NYJ 41,0,0,"Penalty on Lee Smith: False Start, 4 yards (no play)",2.210,1.690
1,3:44,3,5,NYJ 45,0,0,EJ Manuel pass incomplete short left intended for T.J. Graham (defended by Muhammad Wilkerson),1.690,0.270
1,3:41,4,5,NYJ 45,0,0,"Brian Moorman punts 39 yards, out of bounds",0.270,0.380
1,3:34,1,10,NYJ 6,0,0,Chris Ivory up the middle for 5 yards (tackle by Mario Williams and Kiko Alonso),-0.380,-0.420
1,2:53,2,5,NYJ 11,0,0,Bilal Powell right guard for 1 yard (tackle by Aaron Williams and Corbin Bryant),-0.420,-0.720
1,2:09,3,4,NYJ 12,0,0,Chris Ivory left tackle for 1 yard (tackle by Kiko Alonso and Aaron Williams),-0.720,-2.490
1,1:33,4,3,NYJ 13,0,0,"Ryan Quigley punts 38 yards, returned by Leodis McKelvin for 3 yards (tackle by Jaiquawn Jarrett). Penalty on Frank Summers: Illegal Block Above the Waist, 10 yards",-2.490,-1.730
1,1:20,1,10,BUF 42,0,0,"Penalty on T.J. Graham: False Start, 5 yards (no play)",1.730,1.400
1,1:20,1,15,BUF 37,0,0,Fred Jackson left tackle for 1 yard (tackle by Quinton Coples and David Harris),1.400,0.650
