#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,CHI 33,3,1:53,-4,Punt
2,1,10:43,CHI 16,7,3:06,28,Punt
3,1,6:02,,1,0:03,0,Fumble
4,1,4:35,CHI 20,6,3:50,14,Punt
5,2,12:53,CHI 42,4,1:55,13,Punt
6,2,9:27,CHI 24,3,1:37,9,Punt
7,2,4:11,CHI 18,3,0:49,3,Punt
8,2,1:41,CHI 31,8,1:41,4,Punt
9,3,13:04,CHI 27,3,1:51,9,Punt
10,3,6:35,CHI 41,5,1:37,29,Missed FG
11,3,2:57,CHI 20,3,2:12,2,Punt
12,4,11:07,CHI 40,1,0:20,0,Interception
13,4,7:00,CHI 21,3,1:58,-3,Punt
14,4,3:11,CHI 30,8,1:31,21,Interception
