#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:07,DAL 38,5,2:24,62,Touchdown
2,1,7:37,DAL 21,3,1:35,3,Punt
3,1,5:59,CHI 50,3,1:24,-2,Punt
4,1,0:45,DAL 44,7,2:52,22,Missed FG
5,2,10:58,DAL 14,3,1:31,1,Punt
6,2,7:50,DAL 25,5,1:53,21,Interception
7,2,5:57,DAL 30,3,1:46,9,Punt
8,2,3:22,DAL 45,3,1:41,-2,Punt
9,3,15:00,DAL 40,3,1:56,7,Punt
10,3,11:13,DAL 19,6,2:42,21,Interception
11,3,8:31,DAL 24,3,1:56,-5,Punt
12,3,4:58,DAL 38,4,2:01,12,Punt
13,3,0:45,DAL 39,8,4:38,61,Touchdown
14,4,10:47,CHI 42,7,3:47,42,Touchdown
15,4,5:02,DAL 46,3,1:51,-2,Punt
16,4,1:40,DAL 29,3,1:40,-3,End of Game
