Quarter,Time,Down,ToGo,Location,IND,MIN,Detail,EPB,EPA
1,8:12,,,MIN 15,10,0,Chase McLaughlin kicks extra point good,0.000,0.000
1,8:12,,,IND 35,10,0,"Chase McLaughlin kicks off 65 yards, touchback.",0.000,0.610
1,8:12,1,10,MIN 25,10,0,Dalvin Cook left end for 40 yards (tackle by Rodney McLeod),0.610,3.250
1,7:33,1,10,IND 35,10,0,"Dalvin Cook up the middle for 4 yards. Dalvin Cook fumbles (forced by Zaire Franklin), recovered by Isaiah Rodgers at IND-30 and returned for 4 yards (tackle by Adam Thielen)",3.250,-1.200
1,7:20,1,10,IND 34,10,0,Deon Jackson left tackle for 3 yards (tackle by James Lynch and Khyiris Tonga),1.200,1.060
1,6:48,2,7,IND 37,10,0,Deon Jackson right tackle for 6 yards (tackle by Chandon Sullivan),1.060,1.160
1,6:28,3,1,IND 43,10,0,Deon Jackson left guard for 2 yards (tackle by Harrison Phillips),1.160,1.930
1,5:55,1,10,IND 45,10,0,Matt Ryan pass complete short right to Jelani Woods for 36 yards (tackle by Camryn Bynum and Eric Kendricks),1.930,4.310
1,5:15,1,10,MIN 19,10,0,Zack Moss right guard for 5 yards (tackle by Khyiris Tonga),4.310,4.530
1,4:35,2,5,MIN 14,10,0,Matt Ryan pass complete short middle to Ashton Dulin for 13 yards (tackle by Camryn Bynum),4.530,6.970
1,3:55,1,1,MIN 1,16,0,"Matt Ryan pass complete short right to Deon Jackson for 1 yard, touchdown",6.970,7.000
1,3:51,,,MIN 15,17,0,Chase McLaughlin kicks extra point good,0.000,0.000
1,3:51,,,IND 35,17,0,"Chase McLaughlin kicks off 67 yards, returned by Kene Nwangwu for 24 yards (tackle by JoJo Domann)",0.000,0.410
1,3:41,1,10,MIN 22,17,0,"Dalvin Cook left end for 3 yards (tackle by Ifeadi Odenigbo). Penalty on Ifeadi Odenigbo: Defensive Offside, 5 yards (accepted) (no play)",0.410,1.140
1,3:18,1,5,MIN 27,17,0,Kirk Cousins sacked by Grover Stewart for -2 yards,1.140,0.270
1,2:38,2,7,MIN 25,17,0,Kirk Cousins pass complete short left to K.J. Osborn for 6 yards (tackle by Julian Blackmon),0.270,0.370
1,1:59,3,1,MIN 31,17,0,C.J. Ham left end for no gain (tackle by E.J. Speed),0.370,-1.310
1,1:15,4,1,MIN 31,17,0,Dalvin Cook up the middle for no gain (tackle by Zaire Franklin and Dayo Odeyingbo),-1.310,-3.510
1,1:10,1,10,MIN 31,17,0,Matt Ryan scrambles up the middle for 1 yard (tackle by Za'Darius Smith),3.510,3.100
1,0:34,2,9,MIN 30,17,0,Matt Ryan pass complete short middle to Michael Pittman for 14 yards (tackle by Camryn Bynum),3.100,4.510
Quarter,Time,Down,ToGo,Location,IND,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 16,17,0,Deon Jackson right tackle for 5 yards (tackle by Brian Asamoah),4.510,4.760
2,14:29,2,5,MIN 11,17,0,Deon Jackson up the middle for 3 yards (tackle by Za'Darius Smith),4.760,4.620
2,13:53,3,2,MIN 8,17,0,Zack Moss left end for -2 yards (tackle by Eric Kendricks and Dalvin Tomlinson),4.620,2.840
2,13:11,4,4,MIN 10,20,0,Chase McLaughlin 28 yard field goal good,2.840,3.000
2,13:07,,,IND 35,20,0,"Chase McLaughlin kicks off 67 yards, returned by Kene Nwangwu for 24 yards (tackle by Rodney McLeod)",0.000,0.410
2,13:02,1,10,MIN 22,20,0,Dalvin Cook up the middle for 7 yards (tackle by Dallis Flowers and Zaire Franklin),0.410,0.810
2,12:35,2,3,MIN 29,20,0,Kirk Cousins sacked by Dayo Odeyingbo for -8 yards,0.810,-0.960
2,11:50,3,11,MIN 21,20,0,Kirk Cousins pass complete short right to T.J. Hockenson for 10 yards (tackle by Zaire Franklin),-0.960,-1.310
2,11:06,4,1,MIN 31,20,0,Ryan Wright pass incomplete short left intended for Jalen Nailor,-1.310,-3.510
2,11:01,1,10,MIN 31,20,0,Matt Ryan pass incomplete short right intended for Mo Alie-Cox,3.510,2.970
2,10:55,2,10,MIN 31,20,0,Matt Ryan pass incomplete short right intended for Alec Pierce,2.970,2.280
2,10:52,3,10,MIN 31,20,0,Matt Ryan pass incomplete deep right intended for Alec Pierce,2.280,1.320
2,10:46,4,10,MIN 31,23,0,Chase McLaughlin 49 yard field goal good,1.320,3.000
2,10:41,,,IND 35,23,0,"Chase McLaughlin kicks off 68 yards, returned by Kene Nwangwu for 26 yards (tackle by Grant Stuard and E.J. Speed)",0.000,0.480
2,10:37,1,10,MIN 23,23,0,Dalvin Cook for 4 yards (tackle by Yannick Ngakoue and Rodney McLeod),0.480,0.470
2,10:07,2,6,MIN 27,23,0,Kirk Cousins pass complete short right to Justin Jefferson for 4 yards (tackle by Stephon Gilmore),0.470,0.300
2,9:42,3,2,MIN 31,23,0,Kirk Cousins sacked by DeForest Buckner for -6 yards,0.300,-1.700
2,9:05,4,8,MIN 25,23,0,"Ryan Wright punts 48 yards, fair catch by Dallis Flowers at IND-27",-1.700,-0.740
2,8:58,1,10,IND 27,23,0,Deon Jackson left tackle for 3 yards (tackle by Harrison Phillips),0.740,0.600
2,8:27,2,7,IND 30,23,0,Deon Jackson up the middle for 1 yard (tackle by Jordan Hicks),0.600,0.040
2,7:48,3,6,IND 31,23,0,Matt Ryan pass complete short left to Parris Campbell for 7 yards (tackle by Camryn Bynum and Jordan Hicks),0.040,1.470
2,7:13,1,10,IND 38,23,0,Matt Ryan pass incomplete short right intended for Michael Pittman,1.470,0.920
2,7:07,2,10,IND 38,23,0,Matt Ryan pass incomplete short right intended for Alec Pierce (defended by Duke Shelley),0.920,0.230
2,7:03,3,10,IND 38,23,0,Matt Ryan pass complete short right to Michael Pittman for 2 yards (tackle by Chandon Sullivan and Brian Asamoah),0.230,-0.720
2,6:49,4,8,IND 40,23,0,"Penalty on Luke Rhodes: False Start, 5 yards (accepted) (no play)",-0.720,-1.040
2,6:39,4,13,IND 35,23,0,"Matt Haack punts 55 yards, returned by Jalen Reagor for no gain (tackle by Grant Stuard). Penalty on Kris Boyd: Offensive Holding, 5 yards (accepted)",-1.040,0.380
2,6:29,1,10,MIN 5,23,0,"Penalty on K.J. Osborn: False Start, 2 yards (accepted) (no play)",-0.380,-0.460
2,6:29,1,12,MIN 3,23,0,Kirk Cousins pass complete short left to Justin Jefferson for 9 yards (tackle by Bobby Okereke),-0.460,-0.270
2,6:01,2,3,MIN 12,23,0,Kirk Cousins pass incomplete short middle intended for Justin Jefferson (defended by Bobby Okereke),-0.270,-0.600
2,5:57,3,3,MIN 12,29,0,"Kirk Cousins pass short middle intended for Jalen Reagor is intercepted by Julian Blackmon at MIN-17 and returned for 17 yards, touchdown",-0.600,-7.000
2,5:50,,,MIN 15,30,0,Chase McLaughlin kicks extra point good,0.000,0.000
2,5:50,,,IND 35,30,0,"Chase McLaughlin kicks off 65 yards, touchback.",0.000,0.610
2,5:50,1,10,MIN 25,30,0,Alexander Mattison right end for 1 yard (tackle by Bobby Okereke and Isaiah Rodgers),0.610,0.200
2,5:18,2,9,MIN 26,30,0,Kirk Cousins pass complete short left to K.J. Osborn for 10 yards (tackle by Isaiah Rodgers),0.200,1.330
2,4:54,1,10,MIN 36,30,0,"Kirk Cousins pass complete deep left to K.J. Osborn for 40 yards (tackle by Isaiah Rodgers) IND challenged the pass completion ruling, and the original play was overturned. Kirk Cousins pass incomplete deep left intended for K.J. Osborn",1.330,0.790
2,4:48,2,10,MIN 36,30,0,Alexander Mattison left guard for no gain (tackle by DeForest Buckner and Byron Cowart),0.790,0.100
2,4:11,3,10,MIN 36,30,0,Kirk Cousins pass incomplete short right intended for K.J. Osborn (defended by Stephon Gilmore),0.100,-0.980
2,4:06,4,10,MIN 36,30,0,"Ryan Wright punts 43 yards, fair catch by Isaiah Rodgers at IND-21. Penalty on Kris Boyd: Player Out of Bounds on Kick, 5 yards (accepted)",-0.980,-0.670
2,4:00,1,10,IND 26,30,0,Deon Jackson right end for 16 yards (tackle by Danielle Hunter and Brian Asamoah),0.670,1.730
2,3:20,1,10,IND 42,30,0,Zack Moss left guard for 9 yards (tackle by Eric Kendricks),1.730,2.400
2,2:43,2,1,MIN 49,30,0,Matt Ryan pass complete deep right to Kylen Granson for 21 yards (tackle by Camryn Bynum),2.400,3.710
2,2:00,1,10,MIN 28,30,0,Zack Moss up the middle for 5 yards (tackle by Brian Asamoah and Harrison Phillips),3.710,3.840
2,1:55,,,,,,Timeout #1 by Minnesota Vikings,,
2,1:55,2,5,MIN 23,30,0,Zack Moss up the middle for 7 yards (tackle by Patrick Peterson and Brian Asamoah),3.840,4.510
2,1:48,,,,,,Timeout #2 by Minnesota Vikings,,
2,1:48,1,10,MIN 16,30,0,Zack Moss right guard for 2 yards (tackle by Brian Asamoah),4.510,4.210
2,1:43,,,,,,Timeout #3 by Minnesota Vikings,,
2,1:43,2,8,MIN 14,30,0,Zack Moss left end for 3 yards (tackle by Danielle Hunter and Chandon Sullivan),4.210,3.940
2,0:58,,,,,,Timeout #2 by Indianapolis Colts,,
2,0:58,3,5,MIN 11,30,0,Deon Jackson left end for 2 yards (tackle by Danielle Hunter),3.940,2.930
2,0:12,,,,,,Timeout #3 by Indianapolis Colts,,
2,0:12,4,3,MIN 9,33,0,Chase McLaughlin 27 yard field goal good,2.930,3.000
2,0:08,,,IND 35,33,0,"Chase McLaughlin kicks off 74 yards, returned by Kene Nwangwu for 36 yards (tackle by Nick Cross)",0.000,0.740
2,0:03,1,10,MIN 27,33,0,Kirk Cousins kneels for -1 yards,0.740,0.060
Quarter,Time,Down,ToGo,Location,IND,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,33,0,"Chase McLaughlin kicks off 70 yards, returned by Kene Nwangwu for 28 yards (tackle by Forrest Rhyne)",0.000,0.480
3,14:57,1,10,MIN 23,33,0,Dalvin Cook left end for -1 yards (tackle by Kwity Paye),0.480,-0.200
3,14:38,2,11,MIN 22,33,0,Kirk Cousins sacked by Yannick Ngakoue for -7 yards,-0.200,-2.150
3,14:13,3,18,MIN 15,33,0,Kirk Cousins pass incomplete short left,-2.150,-2.440
3,14:05,4,18,MIN 15,33,0,"Ryan Wright punts 51 yards, recovered by Dallis Flowers at IND-34 (tackle by Kris Boyd)",-2.440,-1.200
3,13:57,1,10,IND 34,33,0,Deon Jackson left guard for 6 yards (tackle by Camryn Bynum and Eric Kendricks),1.200,1.470
3,13:17,2,4,IND 40,33,0,"Penalty on Za'Darius Smith: Neutral Zone Infraction, 5 yards (accepted) (no play)",1.470,1.930
3,12:56,1,10,IND 45,33,0,Deon Jackson left guard for 2 yards (tackle by Harrison Phillips),1.930,1.650
3,12:21,2,8,IND 47,33,0,Matt Ryan pass incomplete short left intended for Parris Campbell (defended by Patrick Peterson),1.650,0.960
3,12:17,3,8,IND 47,33,0,Matt Ryan pass complete short right to Michael Pittman for 6 yards (tackle by D.J. Wonnum),0.960,0.130
3,11:32,4,2,MIN 47,33,0,"Penalty on IND: Delay of Game, 5 yards (accepted) (no play)",0.130,-0.190
3,11:22,4,7,IND 48,33,0,"Matt Haack punts 40 yards, fair catch by Jalen Reagor at MIN-12",-0.190,0.350
3,11:16,1,10,MIN 12,33,0,Kirk Cousins pass complete short left to Justin Jefferson for 13 yards (tackle by Rodney McLeod),-0.350,0.610
3,10:41,1,10,MIN 25,33,0,Jalen Reagor right end for -5 yards (tackle by Dayo Odeyingbo),0.610,-0.610
3,10:28,2,15,MIN 20,33,0,"Penalty on Dayo Odeyingbo: Taunting / Defense, 15 yards (accepted) (no play)",-0.610,1.270
3,10:10,1,10,MIN 35,33,0,Dalvin Cook up the middle for -2 yards (tackle by DeForest Buckner),1.270,0.450
3,9:41,2,12,MIN 33,33,0,Kirk Cousins pass complete deep middle to K.J. Osborn for 63 yards (tackle by Rodney Thomas),0.450,6.280
3,9:09,1,4,IND 4,33,0,Dalvin Cook right guard for 2 yards (tackle by Kwity Paye),6.280,5.720
3,8:34,2,2,IND 2,33,0,Kirk Cousins pass incomplete short left intended for Justin Jefferson,5.720,4.950
3,8:26,3,2,IND 2,33,6,"Kirk Cousins pass complete short left to K.J. Osborn for 2 yards, touchdown",4.950,7.000
3,8:22,,,IND 15,33,7,Greg Joseph kicks extra point good,0.000,0.000
3,8:22,,,MIN 35,33,7,"Greg Joseph kicks off 73 yards, returned by Dallis Flowers for 48 yards (tackle by C.J. Ham)",0.000,1.600
3,8:14,1,10,IND 40,33,7,Zack Moss right tackle for 11 yards (tackle by Duke Shelley and Brian Asamoah),1.600,2.320
3,7:36,1,10,MIN 49,33,7,Matt Ryan pass complete short right to Ashton Dulin for 12 yards (tackle by Chandon Sullivan),2.320,3.120
3,7:00,1,10,MIN 37,33,7,Zack Moss up the middle for 1 yard (tackle by Brian Asamoah and Jordan Hicks),3.120,2.710
3,6:18,2,9,MIN 36,33,7,Zack Moss right tackle for 2 yards (tackle by Khyiris Tonga and Dalvin Tomlinson),2.710,2.280
3,5:39,3,7,MIN 34,33,7,Matt Ryan pass complete short right to Michael Pittman for no gain (tackle by Camryn Bynum),2.280,1.060
3,4:59,4,7,MIN 34,36,7,Chase McLaughlin 52 yard field goal good,1.060,3.000
3,4:53,,,IND 35,36,7,"Chase McLaughlin kicks off 65 yards, touchback.",0.000,0.610
3,4:53,1,10,MIN 25,36,7,Dalvin Cook up the middle for 19 yards (tackle by Rodney McLeod and Stephon Gilmore),0.610,1.860
3,4:18,1,10,MIN 44,36,7,Kirk Cousins pass complete short left to Dalvin Cook for 12 yards (tackle by Dallis Flowers),1.860,2.650
3,3:51,1,10,IND 44,36,7,Kirk Cousins pass complete short left to Justin Jefferson for 18 yards (tackle by Stephon Gilmore),2.650,3.840
3,3:19,1,10,IND 26,36,7,Kirk Cousins pass incomplete deep middle intended for T.J. Hockenson,3.840,3.300
3,3:13,2,10,IND 26,36,7,Kirk Cousins pass complete short right to K.J. Osborn for 15 yards (tackle by Zaire Franklin and Rodney Thomas),3.300,4.840
3,2:36,1,10,IND 11,36,7,Dalvin Cook right end for 6 yards (tackle by Bobby Okereke),4.840,5.280
3,2:04,2,4,IND 5,36,7,Kirk Cousins pass complete short middle to C.J. Ham for 4 yards (tackle by Bobby Okereke),5.280,6.970
3,1:19,1,1,IND 1,36,13,"C.J. Ham up the middle for 1 yard, touchdown",6.970,7.000
3,1:13,,,IND 15,36,14,Greg Joseph kicks extra point good,0.000,0.000
3,1:13,,,MIN 35,36,14,"Penalty on Brian O'Neill: Unnecessary Roughness / Offense, 15 yards (accepted) (no play)",0.000,0.000
3,1:13,,,MIN 20,36,14,"Greg Joseph kicks off 73 yards, returned by Dallis Flowers for 26 yards (tackle by Kris Boyd and Troy Dye)",0.000,1.140
3,1:08,1,10,IND 33,36,14,Zack Moss up the middle for 3 yards (tackle by Khyiris Tonga),1.140,1.000
3,0:24,2,7,IND 36,36,14,Matt Ryan pass incomplete short middle,1.000,0.300
3,0:20,3,7,IND 36,36,14,Matt Ryan pass incomplete deep left intended for Alec Pierce,0.300,-0.980
3,0:15,4,7,IND 36,36,14,"Matt Haack punts 38 yards, returned by Jalen Reagor for 13 yards (tackle by Grant Stuard)",-0.980,-1.530
3,0:07,1,10,MIN 39,36,14,Kirk Cousins sacked by Ifeadi Odenigbo for -7 yards,1.530,0.040
Quarter,Time,Down,ToGo,Location,IND,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,17,MIN 32,36,14,"Kirk Cousins pass complete short left to Justin Jefferson for 20 yards (tackle by Rodney Thomas and Julian Blackmon). Penalty on Rodney Thomas: Unnecessary Roughness / Defense, 15 yards (accepted)",0.040,3.380
4,14:34,1,10,IND 33,36,14,Kirk Cousins pass complete short left to Justin Jefferson for 17 yards (tackle by Bobby Okereke),3.380,4.510
4,14:01,1,10,IND 16,36,14,Kirk Cousins pass complete short left to K.J. Osborn for 7 yards (tackle by Zaire Franklin),4.510,5.160
4,13:29,2,3,IND 9,36,14,Dalvin Cook left end for 1 yard (tackle by Bobby Okereke),5.160,4.620
4,12:59,3,2,IND 8,36,20,"Kirk Cousins pass complete short left to Justin Jefferson for 8 yards, touchdown",4.620,7.000
4,12:53,,,IND 15,36,21,Greg Joseph kicks extra point good,0.000,0.000
4,12:53,,,MIN 35,36,21,"Greg Joseph kicks off 69 yards, returned by Dallis Flowers for 21 yards (tackle by Troy Dye)",0.000,-0.060
4,12:49,1,10,IND 17,36,21,Michael Pittman right end for 11 yards (tackle by Harrison Smith),-0.060,0.810
4,12:04,1,10,IND 28,36,21,Deon Jackson left end for 5 yards (tackle by D.J. Wonnum and Harrison Phillips),0.810,0.940
4,11:23,2,5,IND 33,36,21,Matt Ryan pass incomplete short left intended for Michael Pittman,0.940,0.230
4,11:18,3,5,IND 33,36,21,Matt Ryan pass complete short right to Michael Pittman for -1 yards (tackle by Eric Kendricks and Esezi Otomewo),0.230,-1.240
4,10:42,4,6,IND 32,36,21,"Matt Haack punts 43 yards, returned by Jalen Reagor for no gain (tackle by Matt Haack). Penalty on Kris Boyd: Personal Foul / Offense, 12 yards (accepted)",-1.240,0.320
4,10:26,1,10,MIN 13,36,21,Kirk Cousins pass incomplete short right intended for K.J. Osborn,-0.320,-0.770
4,10:21,2,10,MIN 13,36,21,Kirk Cousins pass complete short middle to Dalvin Cook for 13 yards (tackle by Julian Blackmon and Bobby Okereke),-0.770,0.670
4,9:55,1,10,MIN 26,36,21,Kirk Cousins pass incomplete short right intended for T.J. Hockenson (defended by Grover Stewart),0.670,0.130
4,9:49,2,10,MIN 26,36,21,Dalvin Cook right end for 1 yard (tackle by Zaire Franklin),0.130,-0.430
4,9:09,3,9,MIN 27,36,21,Kirk Cousins pass complete short middle to K.J. Osborn for 11 yards (tackle by Isaiah Rodgers),-0.430,1.470
4,8:41,1,10,MIN 38,36,21,Dalvin Cook right tackle for 3 yards (tackle by Kwity Paye),1.470,1.330
4,8:15,2,7,MIN 41,36,21,"Kirk Cousins pass complete short left to Justin Jefferson for 3 yards (tackle by Stephon Gilmore). Penalty on Stephon Gilmore: Unnecessary Roughness / Defense, 15 yards (accepted)",1.330,2.850
4,8:09,1,10,IND 41,36,21,Kirk Cousins pass deep left intended for Jalen Reagor is intercepted by Rodney Thomas at IND-2 and returned for no gain,2.850,0.380
4,8:02,1,10,IND 2,36,21,Matt Ryan pass incomplete deep left intended for Michael Pittman,-0.380,-0.780
4,7:57,2,10,IND 2,36,21,Zack Moss left guard for 2 yards (tackle by Harrison Phillips and Khyiris Tonga),-0.780,-1.190
4,7:16,3,8,IND 4,36,21,Matt Ryan pass incomplete short middle intended for Zack Moss,-1.190,-2.490
4,7:13,4,8,IND 4,36,21,"Matt Haack punts 46 yards, fair catch by Jalen Reagor at 50",-2.490,-2.260
4,7:06,1,10,MIN 50,36,21,Kirk Cousins pass complete deep middle to Adam Thielen for 19 yards (tackle by Rodney McLeod),2.260,3.510
4,6:42,1,10,IND 31,36,21,Kirk Cousins pass complete short left to K.J. Osborn for 17 yards (tackle by Zaire Franklin),3.510,4.650
4,6:14,1,10,IND 14,36,21,"Kirk Cousins pass incomplete short middle intended for K.J. Osborn. Penalty on Zaire Franklin: Defensive Pass Interference, 13 yards (accepted) (no play)",4.650,6.970
4,6:08,1,1,IND 1,36,21,Dalvin Cook up the middle for no gain (tackle by Nick Cross and Kwity Paye),6.970,5.910
4,5:40,2,1,IND 1,36,21,Kirk Cousins pass incomplete short middle intended for K.J. Osborn (defended by Isaiah Rodgers),5.910,5.170
4,5:34,3,1,IND 1,36,27,"Kirk Cousins pass complete short middle to Adam Thielen for 1 yard, touchdown",5.170,7.000
4,5:30,,,IND 15,36,28,Greg Joseph kicks extra point good,0.000,0.000
4,5:30,,,MIN 35,36,28,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
4,5:30,1,10,IND 25,36,28,Zack Moss up the middle for 5 yards (tackle by Za'Darius Smith),0.610,0.740
4,4:47,2,5,IND 30,36,28,Zack Moss right guard for 2 yards (tackle by Dalvin Tomlinson and Harrison Phillips),0.740,0.300
4,4:12,3,3,IND 32,36,28,Matt Ryan pass complete short right to Parris Campbell for 6 yards (tackle by Patrick Peterson),0.300,1.470
4,3:27,1,10,IND 38,36,28,"Deon Jackson right guard for 4 yards (tackle by Za'Darius Smith) MIN challenged the fumble ruling, and the original play was overturned. Deon Jackson right guard for 1 yard. Deon Jackson fumbles (forced by Harrison Phillips) (tackle by Za'Darius Smith), recovered by Chandon Sullivan at IND-39. Penalty on Chandon Sullivan: Unsportsmanlike Conduct / Defense, 15 yards (accepted)",1.470,-1.990
4,3:25,1,10,MIN 46,36,28,Kirk Cousins pass complete short right to Justin Jefferson for 7 yards (tackle by Stephon Gilmore),1.990,2.400
4,3:21,2,3,IND 47,36,28,Kirk Cousins pass incomplete deep right intended for T.J. Hockenson (defended by Rodney McLeod),2.400,1.690
4,3:17,3,3,IND 47,36,28,Kirk Cousins pass complete short right to Justin Jefferson for 7 yards (tackle by Stephon Gilmore),1.690,2.920
4,3:12,1,10,IND 40,36,28,Kirk Cousins pass incomplete deep left intended for T.J. Hockenson,2.920,2.370
4,3:07,2,10,IND 40,36,28,Kirk Cousins pass incomplete short right intended for Adam Thielen,2.370,1.680
4,3:03,3,10,IND 40,36,28,Kirk Cousins pass incomplete short left intended for Justin Jefferson (defended by Stephon Gilmore),1.680,0.590
4,2:57,4,10,IND 40,36,28,"Penalty on Christian Darrisaw: False Start, 5 yards (accepted) (no play)",0.590,0.270
4,2:57,4,15,IND 45,36,28,Kirk Cousins scrambles left tackle for 1 yard (tackle by Dayo Odeyingbo),0.270,-1.860
4,2:52,1,10,IND 44,36,28,Zack Moss left end for 11 yards (tackle by Chandon Sullivan),1.860,2.590
4,2:45,1,10,MIN 45,36,28,Zack Moss left tackle for 1 yard (tackle by Khyiris Tonga),2.590,2.180
4,2:40,,,,,,Timeout #1 by Minnesota Vikings,,
4,2:40,2,9,MIN 44,36,28,Zack Moss left tackle for 2 yards (tackle by Eric Kendricks),2.180,1.750
4,2:37,,,,,,Timeout #2 by Minnesota Vikings,,
4,2:37,3,7,MIN 42,36,28,Zack Moss left end for 6 yards (tackle by Harrison Smith and D.J. Wonnum),1.750,0.890
4,2:31,,,,,,Timeout #3 by Minnesota Vikings,,
4,2:31,,,,,,Timeout #1 by Indianapolis Colts,,
4,2:31,4,1,MIN 36,36,28,"Matt Ryan up the middle for no gain (tackle by Jordan Hicks and Eric Kendricks) IND challenged the first down ruling, and the play was upheld.",0.890,-1.330
4,2:28,1,10,MIN 36,36,34,"Kirk Cousins pass complete short left to Dalvin Cook for 64 yards, touchdown",1.330,7.000
4,2:15,,,IND 2,36,36,Two Point Attempt: Kirk Cousins pass complete to to T.J. Hockenson for no gain,1.000,1.000
4,2:15,,,MIN 35,36,36,"Greg Joseph kicks off 71 yards, returned by Dallis Flowers for 31 yards (tackle by Luiji Vilain)",0.000,0.610
4,2:11,1,10,IND 25,36,36,Matt Ryan sacked by Eric Kendricks for -8 yards,0.610,-1.150
4,2:00,2,18,IND 17,36,36,Matt Ryan pass complete short right to Kylen Granson for 13 yards (tackle by Harrison Smith),-1.150,0.040
4,1:55,3,5,IND 30,36,36,Matt Ryan pass complete short middle to Michael Pittman for 4 yards (tackle by Duke Shelley),0.040,-1.110
4,1:20,4,1,IND 34,36,36,"Penalty on Bernhard Raimann: False Start, 5 yards (accepted) (no play)",-1.110,-1.440
4,1:22,4,6,IND 29,36,36,Matt Haack punts 45 yards downed by JoJo Domann,-1.440,-0.670
4,1:10,1,10,MIN 26,36,36,Kirk Cousins pass incomplete deep left intended for T.J. Hockenson,0.670,0.130
4,1:05,2,10,MIN 26,36,36,Kirk Cousins pass complete short middle to T.J. Hockenson for 9 yards (tackle by Bobby Okereke and Zaire Franklin),0.130,0.630
4,0:42,3,1,MIN 35,36,36,Kirk Cousins sacked by Dayo Odeyingbo for no gain,0.630,-1.040
4,0:22,,,,,,Timeout #3 by Indianapolis Colts,,
4,0:22,4,1,MIN 35,36,36,Ryan Wright punts 63 yards downed by Jalen Nailor,-1.040,0.380
4,0:13,1,10,IND 2,36,36,Matt Ryan kneels for -1 yards,-0.380,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,IND,MIN,Detail,EPB,EPA
,,,,,,,"Vikings won the coin toss, Vikings to receive the overtime kickoff.",,
OT,10:00,,,IND 35,36,36,"Chase McLaughlin kicks off 69 yards, returned by Kene Nwangwu for 21 yards (tackle by E.J. Speed)",0.000,-0.060
OT,9:56,1,10,MIN 17,36,36,Dalvin Cook right tackle for 1 yard (tackle by Grover Stewart and Bobby Okereke),-0.060,-0.420
