Quarter,Time,Down,ToGo,Location,NOR,MIN,Detail,EPB,EPA
1,6:18,3,5,NOR 49,7,0,Kirk Cousins pass complete short right to Adam Thielen for 14 yards (tackle by P.J. Williams),1.420,3.250
1,5:34,1,10,NOR 35,7,0,"Pat Elflein aborted snap, recovered by Kirk Cousins at NO-41 (tackle by Demario Davis)",3.250,3.110
1,4:56,2,7,NOR 32,7,0,Kirk Cousins pass complete deep right to Stefon Diggs for 31 yards (tackle by P.J. Williams),3.110,6.970
1,4:09,1,1,NOR 1,7,0,C.J. Ham up the middle for no gain (tackle by David Onyemata),6.970,5.910
1,3:31,2,1,NOR 1,7,0,Kirk Cousins pass incomplete short right intended for Kyle Rudolph,5.910,5.170
1,3:25,3,1,NOR 1,7,0,Kirk Cousins pass incomplete short left intended for Kyle Rudolph,5.170,3.550
1,3:21,4,1,NOR 1,7,6,"Kirk Cousins pass complete short left to Stefon Diggs for 1 yard, touchdown",3.550,7.000
1,3:16,,,NOR 15,7,7,Dan Bailey kicks extra point good,0.000,0.000
1,3:16,,,MIN 35,7,7,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
1,3:16,1,10,NOR 25,7,7,Drew Brees pass complete short left to Alvin Kamara for -5 yards (tackle by Linval Joseph),0.610,-0.610
1,2:34,2,15,NOR 20,7,7,Drew Brees pass complete short left to Mark Ingram for 1 yard (tackle by Jayron Kearse),-0.610,-1.150
1,1:51,3,14,NOR 21,7,7,Drew Brees pass complete short left to Alvin Kamara for 7 yards (tackle by Holton Hill and Ben Gedeon),-1.150,-1.500
1,1:12,4,7,NOR 28,7,7,"Thomas Morstead punts 56 yards, returned by Marcus Sherels for 4 yards (tackle by Justin Hardee)",-1.500,-0.280
1,1:02,1,10,MIN 20,7,7,Adam Thielen right end for 15 yards (tackle by Marcus Williams),0.280,1.270
1,0:23,1,10,MIN 35,7,7,Kirk Cousins pass complete short right to Kyle Rudolph for 1 yard (tackle by Vonn Bell),1.270,0.860
Quarter,Time,Down,ToGo,Location,NOR,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,MIN 36,7,7,Kirk Cousins pass complete short left to Stefon Diggs for 19 yards (tackle by Marcus Williams),0.860,2.590
2,14:19,1,10,NOR 45,7,7,Kirk Cousins pass complete deep right to Adam Thielen for 28 yards (tackle by Eli Apple),2.590,4.440
2,13:29,1,10,NOR 17,7,7,Latavius Murray left tackle for no gain (tackle by Cameron Jordan),4.440,3.850
2,12:50,2,10,NOR 17,7,7,Kirk Cousins pass complete short middle to Stefon Diggs for 3 yards (tackle by Eli Apple),3.850,3.500
2,12:06,3,7,NOR 14,7,7,"Kirk Cousins pass incomplete short left intended for Aldrick Robinson. Penalty on P.J. Williams: Defensive Pass Interference, 13 yards (no play)",3.500,6.970
2,12:01,1,1,NOR 1,7,13,"Latavius Murray up the middle for 1 yard, touchdown",6.970,7.000
2,11:57,,,NOR 15,7,13,Dan Bailey kicks extra point no good wide left,0.000,-1.000
2,11:57,,,MIN 35,7,13,"Dan Bailey kicks off 58 yards, returned by Taysom Hill for no gain (tackle by Devante Downs)",0.000,1.140
2,11:53,1,10,NOR 33,7,13,Drew Brees pass complete short left to Michael Thomas for 4 yards (tackle by Holton Hill),1.140,1.130
2,11:19,2,6,NOR 37,7,13,Drew Brees pass complete short right to Michael Thomas for 8 yards (tackle by Anthony Harris),1.130,1.930
2,10:37,1,10,NOR 45,7,13,Mark Ingram right tackle for 5 yards (tackle by Tom Johnson),1.930,2.060
2,10:00,2,5,NOR 50,7,13,Drew Brees pass complete short left to Alvin Kamara for 4 yards (tackle by Eric Kendricks),2.060,1.880
2,9:18,3,1,MIN 46,7,13,"Penalty on Everson Griffen: Encroachment, 5 yards (no play)",1.880,2.850
2,8:58,1,10,MIN 41,7,13,Alvin Kamara left guard for 2 yards (tackle by Stephen Weatherly),2.850,2.580
2,8:17,2,8,MIN 39,7,13,Mark Ingram left guard for 5 yards (tackle by Ben Gedeon),2.580,2.540
2,7:35,3,3,MIN 34,7,13,Drew Brees pass incomplete short right intended for Alvin Kamara,2.540,1.090
2,7:32,4,3,MIN 34,10,13,Wil Lutz 52 yard field goal good,1.090,3.000
2,7:27,,,NOR 35,10,13,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,7:27,1,10,MIN 25,10,13,Kirk Cousins pass complete short left to Adam Thielen for 15 yards (tackle by Eli Apple),0.610,1.600
2,7:06,1,10,MIN 40,10,13,"Latavius Murray right tackle for no gain (tackle by Marcus Williams). Penalty on Pat Elflein: Offensive Holding, 10 yards (no play)",1.600,0.940
2,6:37,1,20,MIN 30,10,13,Kirk Cousins sacked by Sheldon Rankins for -5 yards,0.940,-0.970
2,5:56,2,25,MIN 25,10,13,C.J. Ham left guard for 1 yard (tackle by P.J. Williams),-0.970,-1.480
2,5:16,3,24,MIN 26,10,13,Kirk Cousins pass complete short middle to Roc Thomas for 15 yards (tackle by Alex Anzalone),-1.480,-0.650
2,4:33,4,9,MIN 41,10,13,"Matt Wile punts 41 yards, returned by Alvin Kamara for 15 yards (tackle by Kentrell Brothers and Ben Gedeon)",-0.650,-1.140
2,4:21,1,10,NOR 33,10,13,Alvin Kamara right end for 5 yards (tackle by Jayron Kearse),1.140,1.270
2,3:52,2,5,NOR 38,10,13,Alvin Kamara up the middle for 17 yards (tackle by Harrison Smith),1.270,2.590
2,3:12,1,10,MIN 45,10,13,Drew Brees pass incomplete short left intended for Tre'Quan Smith (defended by Holton Hill),2.590,2.040
2,3:07,2,10,MIN 45,10,13,Drew Brees pass short middle intended for Michael Thomas is intercepted by Harrison Smith at MIN-33 and returned for no gain,2.040,-1.140
2,3:03,1,10,MIN 33,10,13,Mike Boone right tackle for 2 yards (tackle by A.J. Klein and Tyeler Davison),1.140,0.860
2,2:26,2,8,MIN 35,10,13,Mike Boone left end for 2 yards (tackle by A.J. Klein and Tyeler Davison),0.860,0.430
2,2:00,3,6,MIN 37,10,13,Kirk Cousins pass complete short middle to Kyle Rudolph for 7 yards (tackle by Alex Anzalone),0.430,1.860
2,1:35,1,10,MIN 44,10,13,Kirk Cousins pass incomplete short right intended for Latavius Murray,1.860,1.320
2,1:32,2,10,MIN 44,10,13,Kirk Cousins pass incomplete deep left intended for Laquon Treadwell (defended by Marshon Lattimore),1.320,0.630
2,1:26,3,10,MIN 44,10,13,Kirk Cousins pass complete deep right to Aldrick Robinson for 19 yards (tackle by Eli Apple),0.630,3.120
2,1:21,1,10,NOR 37,10,13,"Kirk Cousins pass incomplete short right intended for Laquon Treadwell (defended by Eli Apple). Penalty on Eli Apple: Defensive Pass Interference, 7 yards (no play)",3.120,3.580
2,1:17,1,10,NOR 30,10,13,Kirk Cousins pass complete short right to Latavius Murray for 12 yards (tackle by Eli Apple),3.580,4.370
2,1:11,1,10,NOR 18,10,13,"Kirk Cousins pass complete short left to Adam Thielen for 4 yards (tackle by Alex Anzalone). Adam Thielen fumbles (forced by Alex Anzalone), recovered by Marshon Lattimore at NO-13 and returned for 54 yards (tackle by Laquon Treadwell). Penalty on Laquon Treadwell: Unsportsmanlike Conduct, 15 yards",4.370,-4.370
2,0:57,1,10,MIN 18,10,13,Drew Brees pass complete short left to Alvin Kamara for 17 yards (tackle by Holton Hill and Eric Kendricks),4.370,6.970
2,0:33,1,1,MIN 1,16,13,"Alvin Kamara up the middle for 1 yard, touchdown",6.970,7.000
2,0:30,,,MIN 15,16,13,"Penalty on Zach Wood: False Start, 5 yards (no play)",0.000,0.000
2,0:30,,,MIN 20,17,13,Wil Lutz kicks extra point good,0.000,0.000
2,0:30,,,NOR 35,17,13,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,0:30,1,10,MIN 25,17,13,Mike Boone left guard for 7 yards (tackle by Vonn Bell),0.610,1.010
Quarter,Time,Down,ToGo,Location,NOR,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,17,13,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIN 25,17,13,Latavius Murray left tackle for 3 yards (tackle by Vonn Bell and Alex Okafor),0.610,0.470
3,14:20,2,7,MIN 28,17,13,Kirk Cousins pass complete short right to Laquon Treadwell for 8 yards (tackle by Eli Apple),0.470,1.330
3,13:42,1,10,MIN 36,17,13,Latavius Murray up the middle for 4 yards (tackle by Demario Davis and A.J. Klein),1.330,1.330
3,13:18,2,6,MIN 40,17,13,Kirk Cousins pass incomplete short right intended for David Morgan (defended by Manti Te'o),1.330,0.630
3,13:15,3,6,MIN 40,17,13,Kirk Cousins pass complete short left to Stefon Diggs for 5 yards (tackle by Demario Davis),0.630,-0.390
3,12:33,4,1,MIN 45,17,13,Kirk Cousins pass incomplete short middle intended for Laquon Treadwell (defended by Marshon Lattimore),-0.390,-2.590
3,12:28,1,10,MIN 45,17,13,Mark Ingram left tackle for 3 yards (tackle by Stephen Weatherly),2.590,2.450
3,11:51,2,7,MIN 42,17,13,Alvin Kamara left tackle for 4 yards (tackle by Sheldon Richardson),2.450,2.280
3,11:09,3,3,MIN 38,17,13,Drew Brees pass complete short left to Alvin Kamara for 8 yards (tackle by Tom Johnson),2.280,3.580
3,10:34,1,10,MIN 30,17,13,Taysom Hill right end for 2 yards (tackle by Eric Kendricks),3.580,3.300
3,9:55,2,8,MIN 28,17,13,Drew Brees pass complete short right to Mark Ingram for 19 yards (tackle by Harrison Smith),3.300,5.140
3,9:13,1,9,MIN 9,17,13,Drew Brees pass incomplete short left intended for Austin Carr,5.140,4.380
3,9:10,2,9,MIN 9,17,13,Alvin Kamara up the middle for -1 yards (tackle by Eric Kendricks and Tom Johnson),4.380,3.130
3,8:29,3,10,MIN 10,17,13,"Drew Brees pass incomplete short right. Penalty on Drew Brees: Intentional Grounding, 14 yards",3.130,1.870
3,8:22,4,24,MIN 24,20,13,Wil Lutz 42 yard field goal good,1.870,3.000
3,8:19,,,NOR 35,20,13,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,8:19,1,10,MIN 25,20,13,Kirk Cousins sacked by Marcus Davenport for -2 yards,0.610,-0.210
3,8:04,2,12,MIN 23,20,13,Latavius Murray up the middle for 6 yards (tackle by Alex Okafor),-0.210,-0.100
3,7:25,3,6,MIN 29,20,13,Kirk Cousins pass complete short middle to Stefon Diggs for 13 yards (tackle by Marshon Lattimore),-0.100,1.730
3,6:46,1,10,MIN 42,20,13,Latavius Murray up the middle for 2 yards (tackle by Cameron Jordan),1.730,1.460
3,6:08,2,8,MIN 44,26,13,"Kirk Cousins pass short middle intended for Stefon Diggs is intercepted by P.J. Williams at MIN-45 and returned for 45 yards, touchdown",1.460,-7.000
3,5:58,,,NOR 35,27,13,"Wil Lutz kicks off 62 yards, returned by Marcus Sherels for no gain (tackle by Justin Hardee)",0.000,0.280
3,5:53,1,10,MIN 20,27,13,Latavius Murray left guard for 3 yards (tackle by Manti Te'o),0.280,0.140
3,5:19,2,7,MIN 23,27,13,Kirk Cousins pass complete short left to Stefon Diggs for 22 yards (tackle by Alex Anzalone),0.140,1.930
3,4:54,1,10,MIN 45,27,13,Latavius Murray right guard for 6 yards (tackle by Vonn Bell),1.930,2.190
3,4:19,2,4,NOR 49,27,13,Latavius Murray left guard for no gain (tackle by A.J. Klein),2.190,1.490
3,3:37,3,4,NOR 49,27,13,Kirk Cousins sacked by Sheldon Rankins for -7 yards,1.490,-0.460
3,2:57,4,11,MIN 44,27,13,"Matt Wile punts 40 yards, fair catch by Alvin Kamara at NO-16",-0.460,0.140
3,2:50,1,10,NOR 16,27,13,Alvin Kamara right guard for 3 yards (tackle by Ben Gedeon),-0.140,-0.180
3,2:07,2,7,NOR 19,27,13,Mark Ingram left guard for 8 yards (tackle by Eric Kendricks and Ben Gedeon),-0.180,0.740
3,1:27,1,10,NOR 27,27,13,Drew Brees pass complete short right to Taysom Hill for 5 yards (tackle by Jayron Kearse),0.740,0.870
3,0:50,2,5,NOR 32,27,13,Drew Brees pass complete short left to Tre'Quan Smith for 6 yards (tackle by Holton Hill),0.870,1.470
3,0:10,1,10,NOR 38,27,13,Mark Ingram left tackle for 4 yards (tackle by Everson Griffen),1.470,1.460
Quarter,Time,Down,ToGo,Location,NOR,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,NOR 42,27,13,Drew Brees pass complete short right to Tre'Quan Smith for 7 yards (tackle by Trae Waynes),1.460,2.190
4,14:30,1,10,NOR 49,27,13,Alvin Kamara right guard for 4 yards (tackle by Tom Johnson and Linval Joseph),2.190,2.190
4,13:58,2,6,MIN 47,27,13,"Mark Ingram right end for 5 yards (tackle by Harrison Smith). Penalty on Everson Griffen: Illegal Use of Hands, 5 yards",2.190,3.120
4,13:26,,,,,,Timeout #1 by New Orleans Saints,,
4,13:26,1,10,MIN 37,27,13,Drew Brees pass complete short right to Mark Ingram for 9 yards (tackle by Jayron Kearse),3.120,3.790
4,12:59,2,1,MIN 28,27,13,Alvin Kamara right tackle for 3 yards (tackle by Trae Waynes and Danielle Hunter),3.790,3.910
4,12:21,1,10,MIN 25,27,13,"Alvin Kamara right tackle for 1 yard (tackle by Trae Waynes). Penalty on Andrus Peat: Offensive Holding, 10 yards",3.910,3.310
4,11:50,1,19,MIN 34,27,13,Mark Ingram left end for 4 yards (tackle by Linval Joseph),3.310,2.690
4,11:10,2,15,MIN 30,27,13,Drew Brees pass complete short left to Alvin Kamara for -3 yards (tackle by Eric Wilson and Sheldon Richardson),2.690,1.620
4,10:24,3,18,MIN 33,27,13,Mark Ingram up the middle for 9 yards (tackle by Ben Gedeon),1.620,1.870
4,9:39,4,9,MIN 24,30,13,Wil Lutz 42 yard field goal good,1.870,3.000
4,9:35,,,NOR 35,30,13,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
4,9:35,1,10,MIN 25,30,13,Kirk Cousins pass complete short left to Laquon Treadwell for 12 yards (tackle by Vonn Bell and Marshon Lattimore),0.610,1.400
4,9:19,1,10,MIN 37,30,13,Kirk Cousins pass complete short right to Stefon Diggs for 8 yards (tackle by Marcus Williams),1.400,1.940
4,8:53,2,2,MIN 45,30,13,Latavius Murray left guard for 3 yards (tackle by Sheldon Rankins),1.940,2.130
4,8:20,1,10,MIN 48,30,13,Kirk Cousins pass complete short middle to Latavius Murray for 4 yards (tackle by A.J. Klein and Kurt Coleman),2.130,2.120
4,7:56,2,6,NOR 48,30,13,Kirk Cousins pass complete short right to Stefon Diggs for 9 yards (tackle by Kurt Coleman and P.J. Williams),2.120,2.980
4,7:22,1,10,NOR 39,30,13,Kirk Cousins pass incomplete short right intended for Aldrick Robinson (defended by Cameron Jordan),2.980,2.440
4,7:18,2,10,NOR 39,30,13,Kirk Cousins sacked by Marcus Davenport for -7 yards,2.440,0.830
4,6:46,3,17,NOR 46,30,13,Kirk Cousins pass complete short middle to Adam Thielen for 27 yards (tackle by P.J. Williams),0.830,4.310
4,6:15,1,10,NOR 19,30,13,Kirk Cousins pass complete short right to Latavius Murray for 3 yards (tackle by Eli Apple),4.310,4.180
4,5:46,2,7,NOR 16,30,13,"Kirk Cousins pass incomplete deep right intended for Stefon Diggs. Penalty on Eli Apple: Defensive Pass Interference, 10 yards (no play)",4.180,5.830
4,5:42,1,6,NOR 6,30,13,Kirk Cousins pass incomplete short middle intended for Kyle Rudolph (defended by Marcus Williams),5.830,4.950
4,5:38,2,6,NOR 6,30,13,Kirk Cousins pass complete short left to Laquon Treadwell for 5 yards (tackle by Marshon Lattimore),4.950,5.170
4,5:02,3,1,NOR 1,30,13,Kirk Cousins up the middle for no gain (tackle by A.J. Klein and P.J. Williams),5.170,3.550
4,4:30,4,1,NOR 1,30,19,"Kirk Cousins pass complete short middle to Adam Thielen for 1 yard, touchdown",3.550,7.000
4,4:26,,,NOR 15,30,20,Dan Bailey kicks extra point good,0.000,0.000
4,4:26,,,MIN 35,30,20,"Dan Bailey kicks onside 22 yards,",0.000,-1.800
4,4:26,1,10,NOR 43,30,20,Mark Ingram left end for 11 yards (tackle by Holton Hill),1.800,2.520
4,3:41,1,10,MIN 46,30,20,Mark Ingram up the middle for 4 yards (tackle by Jaleel Johnson and Sheldon Richardson),2.520,2.520
4,3:33,,,,,,Timeout #1 by Minnesota Vikings,,
4,3:33,2,6,MIN 42,30,20,Drew Brees pass complete short right to Michael Thomas for 5 yards (tackle by Trae Waynes and Anthony Harris),2.520,2.480
4,2:50,3,1,MIN 37,30,20,Mark Ingram right guard for 2 yards (tackle by Trae Waynes),2.480,3.250
4,2:40,,,,,,Timeout #2 by Minnesota Vikings,,
4,2:40,1,10,MIN 35,30,20,Mark Ingram right tackle for 2 yards (tackle by Linval Joseph),3.250,2.970
4,2:35,,,,,,Timeout #3 by Minnesota Vikings,,
4,2:35,2,8,MIN 33,30,20,Alvin Kamara right end for -2 yards (tackle by Linval Joseph and Eric Kendricks),2.970,2.010
4,2:00,3,10,MIN 35,30,20,Taysom Hill up the middle for -4 yards (tackle by Danielle Hunter),2.010,0.660
4,1:15,,,,,,Timeout #2 by New Orleans Saints,,
4,1:15,4,14,MIN 39,30,20,"Thomas Morstead punts 30 yards, fair catch by Marcus Sherels at MIN-9",0.660,0.380
4,1:09,1,10,MIN 9,30,20,Kirk Cousins pass complete short right to Latavius Murray for 7 yards (tackle by Demario Davis),-0.380,-0.160
4,0:47,2,3,MIN 16,30,20,Kirk Cousins pass complete deep middle to Kyle Rudolph for 25 yards (tackle by Vonn Bell and Alex Anzalone),-0.160,1.660
4,0:24,1,10,MIN 41,30,20,Kirk Cousins pass complete short right to Latavius Murray for 13 yards (tackle by Demario Davis),1.660,2.520
4,0:07,1,10,NOR 46,30,20,Kirk Cousins spiked the ball,2.520,1.980
4,0:06,2,10,NOR 46,30,20,Kirk Cousins pass complete short right to Stefon Diggs for 8 yards (tackle by Eli Apple),1.980,2.350
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
