Quarter,Time,Tm,Detail,NOR,MIN
1.0,10:33,Saints,Alvin Kamara 3 yard pass from Drew Brees (Wil Lutz kick),7,0
,3:16,Vikings,Stefon Diggs 1 yard pass from Kirk Cousins (Dan Bailey kick),7,7
2.0,11:57,Vikings,Latavius Murray 1 yard rush (Dan Bailey kick failed),7,13
,7:27,Saints,Wil Lutz 52 yard field goal,10,13
,0:30,Saints,Alvin Kamara 1 yard rush (Wil Lutz kick),17,13
3.0,8:19,Saints,Wil Lutz 42 yard field goal,20,13
,5:58,Saints,P.J. Williams 45 yard interception return (Wil Lutz kick),27,13
4.0,9:35,Saints,Wil Lutz 42 yard field goal,30,13
,4:26,Vikings,Adam Thielen 1 yard pass from Kirk Cousins (Dan Bailey kick),30,20
