Quarter,Time,Down,ToGo,Location,BUF,DAL,Detail,EPB,EPA
1,9:20,4,4,BUF 9,0,0,"Brian Moorman punts 52 yards, returned by Joey Galloway for no gain",-2.490,-1.530
1,9:10,1,10,DAL 39,0,0,Troy Hambrick right tackle for 4 yards (tackle by London Fletcher),1.530,1.530
1,8:33,2,6,DAL 43,0,0,Troy Hambrick up the middle for no gain (tackle by Pat Williams),1.530,0.830
1,7:53,3,6,DAL 43,0,0,Quincy Carter pass complete to Antonio Bryant for 6 yards (tackle by Kevin Thomas),0.830,2.190
1,7:09,1,10,DAL 49,0,0,Troy Hambrick left guard for 3 yards (tackle by London Fletcher),2.190,2.050
1,6:30,2,7,BUF 48,0,0,Quincy Carter pass complete to Antonio Bryant for 8 yards (tackle by Nate Clements),2.050,2.920
1,5:50,1,10,BUF 40,0,0,Troy Hambrick left tackle for 1 yard (tackle by London Fletcher),2.920,2.510
1,5:09,2,9,BUF 39,0,0,Quincy Carter pass incomplete intended for Troy Hambrick,2.510,1.820
1,5:00,3,9,BUF 39,0,0,Quincy Carter pass incomplete intended for Richie Anderson,1.820,0.660
1,4:56,4,9,BUF 39,0,0,"Toby Gowin punts 25 yards, fair catch by Antonio Brown",0.660,0.280
1,4:49,1,10,BUF 14,0,0,Travis Henry up the middle for 11 yards (tackle by Darren Woodson),-0.280,0.610
1,4:11,1,10,BUF 25,0,0,Drew Bledsoe pass complete to Eric Moulds for 4 yards (tackle by Mario Edwards),0.610,0.600
1,3:35,2,6,BUF 29,0,0,Travis Henry left end for 1 yard (tackle by Dexter Coakley),0.600,0.040
1,2:51,3,5,BUF 30,0,0,"Drew Bledsoe sacked by Eric Ogbogu for -6 yards. Drew Bledsoe fumbles (forced by Eric Ogbogu), recovered by La'Roi Glover at BUF-24 (tackle by Mike Pucillo)",0.040,-3.970
1,2:41,1,10,BUF 24,0,0,Troy Hambrick right end for 3 yards (tackle by Lawyer Milloy),3.970,3.840
1,2:20,2,7,BUF 21,0,0,Troy Hambrick right guard for 10 yards (tackle by Antoine Winfield),3.840,4.840
1,1:38,1,10,BUF 11,0,0,Troy Hambrick up the middle for 6 yards (tackle by Lawyer Milloy),4.840,5.280
1,1:04,2,4,BUF 5,0,0,Troy Hambrick right guard for 3 yards (tackle by Izell Reese and Aaron Schobel),5.280,5.120
1,0:24,,,,0,0,Timeout #1 by Dallas Cowboys,0.000,5.120
1,0:24,3,1,BUF 2,0,6,"Quincy Carter pass complete to Daniel Campbell for 2 yards, touchdown",5.120,7.000
1,,,,BUF 2,0,7,Billy Cundiff kicks extra point good,0.000,0.000
1,,,,DAL 30,0,7,"Toby Gowin kicks off 59 yards, returned by Antonio Brown for 20 yards (tackle by Derek Ross)",0.000,1.000
1,0:11,1,10,BUF 31,0,7,Travis Henry left guard for 2 yards (tackle by Dat Nguyen),1.000,0.730
Quarter,Time,Down,ToGo,Location,BUF,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,BUF 33,0,7,Drew Bledsoe pass complete to Dave Moore for 7 yards (tackle by Terence Newman),0.730,0.960
2,14:30,3,1,BUF 40,0,7,Drew Bledsoe pass complete to Dave Moore for 6 yards (tackle by Randal Williams),0.960,1.990
2,13:51,1,10,BUF 46,0,7,Travis Henry up the middle for 4 yards (tackle by Alshermond Singleton),1.990,1.990
2,13:07,2,6,DAL 50,0,7,Drew Bledsoe pass complete to Eric Moulds for 5 yards (tackle by Dexter Coakley),1.990,1.950
2,12:21,3,1,DAL 45,0,7,Travis Henry left end for 5 yards (tackle by Alshermond Singleton),1.950,2.920
2,11:44,1,10,DAL 40,0,7,"Drew Bledsoe pass incomplete intended for Josh Reed. Penalty on Terence Newman: Defensive Pass Interference, 16 yards (no play)",2.920,3.970
2,11:40,1,10,DAL 24,0,7,Travis Henry left guard for 1 yard (tackle by Alshermond Singleton),3.970,3.570
2,10:59,2,9,DAL 23,0,7,Drew Bledsoe pass incomplete intended for Eric Moulds,3.570,2.870
2,10:54,3,9,DAL 23,0,7,Drew Bledsoe pass incomplete intended for Sammy Morris,2.870,1.930
2,10:51,4,9,DAL 23,3,7,Rian Lindell 41 yard field goal good,1.930,3.000
2,,,,BUF 30,3,7,"Rian Lindell kicks off 63 yards, returned by Derek Ross for 14 yards (tackle by Coy Wire)",0.000,0.340
2,10:41,1,10,DAL 21,3,7,Quincy Carter pass complete to Daniel Campbell for 6 yards (tackle by Antoine Winfield),0.340,0.610
2,10:19,2,4,DAL 27,3,7,Adrian Murrell left tackle for 3 yards (tackle by Ryan Denney),0.610,0.300
2,9:33,3,1,DAL 30,3,7,Quincy Carter pass incomplete intended for Daniel Campbell,0.300,-1.370
2,9:29,4,1,DAL 30,3,7,Toby Gowin punts 33 yards,-1.370,-1.400
2,9:17,1,10,BUF 37,3,7,Drew Bledsoe sacked by Alshermond Singleton for -8 yards,1.400,-0.220
2,8:47,2,18,BUF 29,3,7,Josh Reed left end for 8 yards (tackle by Dexter Coakley),-0.220,0.170
2,7:59,3,10,BUF 37,3,7,Drew Bledsoe pass complete to Josh Reed for 10 yards (tackle by Terence Newman),0.170,2.060
2,7:25,1,10,BUF 47,3,7,Travis Henry left tackle for 2 yards (tackle by Willie Blade),2.060,1.790
2,6:43,2,8,BUF 49,3,7,Drew Bledsoe pass incomplete intended for Eric Moulds,1.790,1.090
2,6:40,3,8,BUF 49,3,7,Drew Bledsoe pass incomplete intended for Eric Moulds,1.090,-0.130
2,6:36,4,8,BUF 49,3,7,Brian Moorman punts 28 yards,-0.130,-0.480
2,6:28,1,10,DAL 23,3,7,Quincy Carter pass complete to Jason Witten for 3 yards (tackle by Takeo Spikes),0.480,0.340
2,5:47,,,,3,7,Timeout #2 by Dallas Cowboys,0.000,0.340
2,5:46,2,7,DAL 26,3,7,Adrian Murrell right end for 2 yards (tackle by London Fletcher),0.340,-0.100
2,5:04,3,5,DAL 28,3,7,Quincy Carter pass complete to Antonio Bryant for 7 yards,-0.100,1.270
2,4:37,1,10,DAL 35,3,7,Adrian Murrell left tackle for 13 yards (tackle by Nate Clements),1.270,2.130
2,4:13,1,10,DAL 48,3,7,Richie Anderson up the middle for 2 yards (tackle by Takeo Spikes and Pat Williams),2.130,1.850
2,3:36,2,8,BUF 50,3,7,Adrian Murrell right tackle for 6 yards (tackle by Jeff Posey),1.850,1.950
2,2:53,3,2,BUF 44,3,7,Quincy Carter pass complete to Richie Anderson for no gain,1.950,0.330
2,2:06,4,2,BUF 44,3,7,"Toby Gowin punts 44 yards, touchback",0.330,-0.280
2,1:57,1,10,BUF 20,3,7,Drew Bledsoe pass complete to Mark Campbell for 9 yards (tackle by Dexter Coakley),0.280,0.950
2,1:36,2,1,BUF 29,3,7,Drew Bledsoe pass complete to Eric Moulds for 5 yards (tackle by Terence Newman),0.950,1.200
2,1:11,1,10,BUF 34,3,7,Drew Bledsoe pass complete to Josh Reed for 11 yards (tackle by Mario Edwards),1.200,1.930
2,1:11,1,10,BUF 45,3,7,"Drew Bledsoe pass incomplete intended for Eric Moulds. Penalty on Darren Woodson: Defensive Pass Interference, 12 yards (no play)",1.930,2.720
2,1:07,1,10,DAL 43,3,7,Sammy Morris right end for 12 yards (tackle by Terence Newman),2.720,3.510
2,1:00,1,10,DAL 31,3,7,Drew Bledsoe pass complete to Sammy Morris for 18 yards (tackle by Mario Edwards),3.510,4.710
2,0:50,,,,3,7,Timeout #1 by Buffalo Bills,0.000,4.710
2,0:50,1,10,DAL 13,3,7,Sammy Morris left end for 2 yards (tackle by Eric Ogbogu),4.710,4.390
2,0:43,,,,3,7,Timeout #2 by Buffalo Bills,0.000,4.390
2,0:43,2,8,DAL 11,3,7,Drew Bledsoe pass incomplete intended for Eric Moulds,4.390,3.450
2,0:38,3,8,DAL 11,3,7,Drew Bledsoe pass incomplete intended for Josh Reed,3.450,2.700
2,0:33,4,8,DAL 11,6,7,Rian Lindell 29 yard field goal good,2.700,3.000
2,,,,BUF 30,6,7,"Rian Lindell kicks off 66 yards, returned by Derek Ross for 19 yards (tackle by Dominique Stevenson)",0.000,0.480
2,0:22,1,10,DAL 23,6,7,Quincy Carter for -1 yards,0.480,-0.200
Quarter,Time,Down,ToGo,Location,BUF,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 30,6,7,"Rian Lindell kicks off 59 yards, returned by Derek Ross for 33 yards (tackle by Terrence McGee)",0.000,1.860
3,14:54,1,10,DAL 44,6,7,Quincy Carter pass complete to Terry Glenn for 19 yards (tackle by Nate Clements),1.860,3.120
3,14:28,1,10,BUF 37,6,7,Troy Hambrick left tackle for 1 yard (tackle by Pat Williams),3.120,2.710
3,13:54,2,9,BUF 36,6,7,Quincy Carter pass incomplete (defended by London Fletcher),2.710,2.010
3,13:50,3,9,BUF 36,6,7,Quincy Carter up the middle for 3 yards (tackle by Aaron Schobel),2.010,1.160
3,13:10,4,6,BUF 33,6,10,Billy Cundiff 51 yard field goal good,1.160,3.000
3,,,,DAL 30,6,10,"Toby Gowin kicks off 47 yards, returned by Joe Burns for 17 yards (tackle by Pete Hunter)",0.000,1.600
3,13:00,1,10,BUF 40,6,10,Travis Henry right guard for no gain (tackle by Ebenezer Ekuban),1.600,1.050
3,12:23,2,10,BUF 40,6,10,Drew Bledsoe pass complete to Eric Moulds for 11 yards (tackle by Randal Williams),1.050,2.320
3,11:46,1,10,DAL 49,6,10,Travis Henry right guard for 4 yards (tackle by Dat Nguyen),2.320,2.320
3,11:10,2,6,DAL 45,6,10,Drew Bledsoe pass incomplete intended for Eric Moulds,2.320,1.620
3,11:05,3,6,DAL 45,6,10,Drew Bledsoe pass complete to Josh Reed for 2 yards (tackle by La'Roi Glover),1.620,0.400
3,10:27,4,4,DAL 43,6,10,Brian Moorman punts 14 yards,0.400,-0.870
3,10:18,1,10,DAL 29,6,10,Quincy Carter pass complete to Richie Anderson for 8 yards (tackle by Jeff Posey),0.870,1.410
3,9:55,2,2,DAL 37,6,10,Troy Hambrick left tackle for 9 yards (tackle by Lawyer Milloy and Takeo Spikes),1.410,1.990
3,9:19,1,10,DAL 46,6,10,Troy Hambrick right end for -5 yards (tackle by Pat Williams),1.990,0.780
3,8:38,2,15,DAL 41,6,10,Quincy Carter pass complete to Joey Galloway for 22 yards (tackle by Nate Clements),0.780,3.120
3,7:54,1,10,BUF 37,6,10,Quincy Carter pass incomplete intended for Terry Glenn,3.120,2.570
3,7:50,2,10,BUF 37,6,10,Quincy Carter pass complete to Joey Galloway for 8 yards (tackle by Terrence McGee),2.570,2.940
3,7:07,3,2,BUF 29,6,10,Troy Hambrick left tackle for no gain (tackle by Nate Clements),2.940,1.600
3,6:29,,,,6,10,Timeout #1 by Dallas Cowboys,0.000,1.600
3,6:29,4,2,BUF 29,6,10,Quincy Carter pass incomplete intended for Joey Galloway (defended by Antoine Winfield),1.600,-0.870
3,6:21,1,10,BUF 29,6,10,Drew Bledsoe pass incomplete (defended by Dat Nguyen),0.870,0.330
3,6:19,,,,6,10,Timeout #1 by Buffalo Bills,0.000,0.330
3,6:18,2,10,BUF 29,6,10,Travis Henry left guard for 11 yards (tackle by Randal Williams),0.330,1.600
3,5:43,1,10,BUF 40,6,10,Drew Bledsoe pass incomplete intended for Eric Moulds,1.600,1.050
3,5:37,2,10,BUF 40,6,10,"Travis Henry left end for 12 yards (tackle by Mario Edwards). Penalty on Mario Edwards: Face Mask (15 Yards), 15 yards",1.050,3.380
3,5:06,1,10,DAL 33,6,10,Drew Bledsoe pass complete to Eric Moulds for 7 yards (tackle by Randal Williams),3.380,3.780
3,4:32,2,3,DAL 26,6,10,Travis Henry left tackle for 1 yard (tackle by Alshermond Singleton and Leonardo Carson),3.780,3.200
3,3:46,3,2,DAL 25,6,10,"Drew Bledsoe sacked by Greg Ellis and Eric Ogbogu for -4 yards. Drew Bledsoe fumbles (forced by Greg Ellis), recovered by Dat Nguyen at DAL-30 (tackle by Trey Teague)",3.200,-0.940
3,3:38,1,10,DAL 30,6,10,Adrian Murrell left tackle for 6 yards (tackle by Aaron Schobel),0.940,1.200
3,2:59,2,4,DAL 36,6,10,Quincy Carter pass incomplete intended for Joey Galloway,1.200,0.500
3,2:54,3,4,DAL 36,6,10,Quincy Carter up the middle for 3 yards (tackle by Pat Williams),0.500,-0.780
3,2:12,4,1,DAL 39,6,10,"Toby Gowin punts 46 yards, returned by Antonio Brown for 7 yards (tackle by Tony Dixon)",-0.780,-0.410
3,1:59,1,10,BUF 22,6,10,Drew Bledsoe pass incomplete intended for Eric Moulds,0.410,-0.130
3,1:57,2,10,BUF 22,6,10,Travis Henry up the middle for 10 yards (tackle by Darren Woodson),-0.130,1.070
3,1:27,1,10,BUF 32,6,10,Travis Henry right tackle for 3 yards (tackle by Daleroy Stewart),1.070,0.930
3,0:50,2,7,BUF 35,6,10,Travis Henry right end for 4 yards (tackle by Dat Nguyen),0.930,0.760
3,0:21,3,3,BUF 39,6,10,Drew Bledsoe pass complete to Sammy Morris for -4 yards (tackle by Greg Ellis),0.760,-1.040
Quarter,Time,Down,ToGo,Location,BUF,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,7,BUF 35,6,10,Brian Moorman punts 41 yards (tackle by Kevin Thomas),-1.040,-1.530
4,14:51,1,10,DAL 39,6,10,Quincy Carter pass incomplete intended for Jason Witten,1.530,0.990
4,14:45,2,10,DAL 39,6,10,Quincy Carter pass incomplete intended for Antonio Bryant,0.990,0.300
4,14:40,3,10,DAL 39,6,10,Quincy Carter pass incomplete intended for Joey Galloway (defended by Takeo Spikes),0.300,-0.780
4,14:35,4,10,DAL 39,6,10,"Toby Gowin punts 44 yards, fair catch by Antonio Brown",-0.780,0.060
4,14:26,1,10,BUF 17,6,10,Travis Henry right end for no gain (tackle by Kenyon Coleman),-0.060,-0.580
4,13:47,2,10,BUF 17,6,10,Drew Bledsoe pass incomplete intended for Eric Moulds,-0.580,-1.250
4,13:42,3,10,BUF 17,6,10,Drew Bledsoe pass complete to Sam Aiken for -2 yards (tackle by Terence Newman),-1.250,-2.440
4,13:06,4,12,BUF 15,6,10,"Brian Moorman punts 49 yards, returned by Joey Galloway for 7 yards (tackle by Terrence McGee)",-2.440,-1.800
4,12:54,1,10,DAL 43,6,10,Adrian Murrell left tackle for 6 yards (tackle by London Fletcher),1.800,2.060
4,12:17,2,4,DAL 49,6,10,Adrian Murrell up the middle for 1 yard (tackle by Lawyer Milloy),2.060,1.490
4,11:41,3,3,BUF 50,6,10,Quincy Carter pass incomplete intended for Terry Glenn,1.490,-0.060
4,11:35,4,3,BUF 50,6,10,Toby Gowin punts 33 yards,-0.060,0.060
4,11:25,1,10,BUF 17,6,10,Drew Bledsoe pass incomplete intended for Eric Moulds,-0.060,-0.580
4,11:21,2,10,BUF 17,6,10,Travis Henry up the middle for no gain (tackle by La'Roi Glover),-0.580,-1.250
4,10:38,3,10,BUF 17,6,10,Drew Bledsoe pass incomplete intended for Bobby Shaw,-1.250,-2.320
4,10:34,4,10,BUF 17,6,10,"Brian Moorman punts 42 yards, returned by Joey Galloway for 9 yards (tackle by Terrence McGee)",-2.320,-2.260
4,10:23,1,10,BUF 50,6,10,Adrian Murrell right tackle for -1 yards (tackle by Takeo Spikes),2.260,1.580
4,9:41,2,11,DAL 49,6,10,Quincy Carter pass incomplete intended for Richie Anderson (defended by Antoine Winfield),1.580,0.890
4,9:37,3,11,DAL 49,6,10,Quincy Carter sacked by Aaron Schobel for -2 yards,0.890,-0.260
4,9:04,4,13,DAL 47,6,10,"Toby Gowin punts 42 yards, fair catch by Antonio Brown",-0.260,0.370
4,8:58,1,10,BUF 11,6,10,Drew Bledsoe pass incomplete intended for Josh Reed (defended by Terence Newman),-0.370,-0.780
4,8:55,2,10,BUF 11,6,10,Travis Henry left end for 1 yard (tackle by Derek Ross),-0.780,-1.300
4,8:27,3,9,BUF 12,6,10,Drew Bledsoe pass incomplete intended for Eric Moulds,-1.300,-2.490
4,8:24,4,9,BUF 12,6,10,Brian Moorman punts 42 yards,-2.490,-1.990
4,8:12,1,10,DAL 46,6,10,Terry Glenn pass incomplete (defended by Aaron Schobel),1.990,1.450
4,8:06,2,10,DAL 46,6,10,Adrian Murrell left tackle for 4 yards (tackle by Lawyer Milloy),1.450,1.290
4,7:28,3,6,BUF 50,6,10,Quincy Carter pass complete to Jason Witten for 8 yards (tackle by Pierson Prioleau),1.290,2.790
4,6:54,1,10,BUF 42,6,10,Richie Anderson left tackle for 7 yards (tackle by Nate Clements),2.790,3.190
4,6:15,2,3,BUF 35,6,10,Adrian Murrell left tackle for 3 yards (tackle by Chris Kelsay),3.190,3.450
4,5:35,1,10,BUF 32,6,10,Quincy Carter pass complete to Daniel Campbell for -1 yards (tackle by Lawyer Milloy),3.450,2.770
4,4:53,2,11,BUF 33,6,10,Adrian Murrell right tackle for 6 yards (tackle by Lawyer Milloy),2.770,2.870
4,4:06,,,,6,10,Timeout #2 by Dallas Cowboys,0.000,2.870
4,4:06,3,5,BUF 27,6,10,"Penalty on Andre Gurode: False Start, 5 yards (no play)",2.870,2.210
4,4:06,3,10,BUF 32,6,10,Quincy Carter pass incomplete intended for Antonio Bryant. Penalty on Antonio Bryant: Illegal Touch Pass (Declined),2.210,1.240
4,3:58,4,10,BUF 32,6,10,"Billy Cundiff punts 32 yards, touchback",1.240,-0.280
4,3:54,1,10,BUF 20,6,10,Drew Bledsoe pass incomplete intended for Josh Reed,0.280,-0.270
4,3:51,2,10,BUF 20,6,10,"Travis Henry right end for no gain (tackle by La'Roi Glover). Travis Henry fumbles (forced by La'Roi Glover), recovered by Mark Campbell at BUF-20",-0.270,-0.960
4,3:02,3,10,BUF 20,6,10,Drew Bledsoe pass complete to Bobby Shaw for 3 yards (tackle by Darren Woodson),-0.960,-1.830
4,3:02,4,7,BUF 23,6,10,"Brian Moorman punts 54 yards, returned by Joey Galloway for 5 yards (tackle by Terrence McGee)",-1.830,-0.810
4,2:50,1,10,DAL 28,6,10,Adrian Murrell left tackle for 1 yard (tackle by Sam Adams),0.810,0.400
4,2:22,2,9,DAL 29,6,10,Quincy Carter pass complete to Richie Anderson for 7 yards (tackle by Antoine Winfield),0.400,0.630
4,2:13,,,,6,10,Timeout #2 by Buffalo Bills,0.000,0.630
4,2:13,3,2,DAL 36,6,10,Adrian Murrell up the middle for 2 yards (tackle by London Fletcher),0.630,1.470
4,2:00,1,10,DAL 38,6,10,"Penalty on Jason Witten: False Start, 5 yards (no play)",1.470,1.140
4,2:00,1,15,DAL 33,6,10,Adrian Murrell up the middle for 5 yards (tackle by Pat Williams),1.140,0.920
4,1:51,,,,6,10,Timeout #3 by Buffalo Bills,0.000,0.920
4,1:51,2,10,DAL 38,6,10,Adrian Murrell up the middle for 2 yards (tackle by London Fletcher),0.920,0.500
4,1:09,3,8,DAL 40,6,10,Adrian Murrell left tackle for 17 yards (tackle by Izell Reese),0.500,2.720
4,0:43,1,10,BUF 43,6,10,Quincy Carter for -1 yards,2.720,2.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
