Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Mark Ingram,NOR,13,104,0,4,44,3.4,60,4.6,1,13.0
Alvin Kamara,NOR,12,56,2,5,44,3.7,12,1.0,0,
Dwayne Washington,NOR,11,47,0,3,27,2.5,20,1.8,0,
Taysom Hill,NOR,4,24,0,2,18,4.5,6,1.5,0,
Teddy Bridgewater,NOR,3,-3,0,,-3,-1.0,0,0.0,0,
Drew Brees,NOR,2,3,1,2,3,1.5,0,0.0,0,
Zach Line,NOR,2,13,0,2,7,3.5,6,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Joe Mixon,CIN,11,61,0,3,38,3.5,23,2.1,0,
Giovani Bernard,CIN,2,6,0,0,2,1.0,4,2.0,0,
Jeff Driskel,CIN,2,35,1,1,34,17.0,1,0.5,0,
Andy Dalton,CIN,1,8,0,0,5,5.0,3,3.0,0,
