Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Ryan Ramczyk,T,75,100%,0,0%,9,32%
Max Unger,C,75,100%,0,0%,9,32%
Larry Warford,G,75,100%,0,0%,9,32%
Drew Brees,QB,63,84%,0,0%,0,0%
Andrus Peat,T,56,75%,0,0%,7,25%
Jermon Bushrod,G,51,68%,0,0%,9,32%
Tre'Quan Smith,WR,50,67%,0,0%,0,0%
Michael Thomas,WR,46,61%,0,0%,0,0%
Josh Hill,TE,43,57%,0,0%,9,32%
Keith Kirkwood,WR,34,45%,0,0%,13,46%
Alvin Kamara,RB,34,45%,0,0%,3,11%
Mark Ingram,RB,31,41%,0,0%,0,0%
Ben Watson,TE,29,39%,0,0%,2,7%
Dan Arnold,TE,28,37%,0,0%,0,0%
Terron Armstead,T,24,32%,0,0%,0,0%
Taysom Hill,QB,23,31%,0,0%,19,68%
Cameron Tom,C,22,29%,0,0%,9,32%
Austin Carr,WR,22,29%,0,0%,1,4%
Zach Line,FB,17,23%,0,0%,3,11%
Dwayne Washington,RB,16,21%,0,0%,17,61%
Teddy Bridgewater,QB,11,15%,0,0%,0,0%
Alex Okafor,DE,0,0%,38,88%,6,21%
Eli Apple,CB,0,0%,37,86%,0,0%
Marcus Williams,FS,0,0%,32,74%,12,43%
Marshon Lattimore,CB,0,0%,32,74%,2,7%
Alex Anzalone,LB,0,0%,30,70%,3,11%
David Onyemata,DT,0,0%,29,67%,6,21%
Demario Davis,LB,0,0%,29,67%,0,0%
P.J. Williams,CB,0,0%,26,60%,0,0%
Trey Hendrickson,DE,0,0%,25,58%,3,11%
Sheldon Rankins,DT,0,0%,25,58%,0,0%
Vonn Bell,SS,0,0%,23,53%,3,11%
Cameron Jordan,DE,0,0%,23,53%,2,7%
A.J. Klein,LB,0,0%,22,51%,5,18%
Kurt Coleman,SS,0,0%,20,47%,10,36%
Taylor Stallworth,NT,0,0%,18,42%,2,7%
Tyeler Davison,NT,0,0%,14,33%,9,32%
Josh Robinson,FS,0,0%,11,26%,19,68%
Craig Robertson,LB,0,0%,11,26%,19,68%
Chris Banjo,FS,0,0%,11,26%,17,61%
Ken Crawley,CB,0,0%,11,26%,0,0%
Justin Hardee,CB,0,0%,6,14%,17,61%
Wil Lutz,K,0,0%,0,0%,19,68%
Vince Biegel,LB,0,0%,0,0%,17,61%
Thomas Morstead,P,0,0%,0,0%,9,32%
Zach Wood,LS,0,0%,0,0%,9,32%
