Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Colts won the coin toss, Colts to receive the opening kickoff.",,
1,15:00,,,NWE 35,0,0,"Stephen Gostkowski kicks off 71 yards, touchback",0.000,0.280
1,15:00,1,10,IND 20,0,0,"Joseph Addai up the middle for 6 yards (tackle by Jerod Mayo and Niko Koutouvides). Penalty on Jeff Saturday: Offensive Holding, 10 yards (no play)",0.280,-0.760
1,14:34,1,20,IND 10,0,0,Dan Orlovsky pass complete short right to Pierre Garcon for 13 yards (tackle by Devin McCourty),-0.760,0.140
1,13:56,2,7,IND 23,0,0,Joseph Addai up the middle for 3 yards (tackle by Tony Carter and Kyle Love),0.140,-0.160
1,13:12,3,4,IND 26,0,0,Dan Orlovsky sacked by Vince Wilfork for -7 yards,-0.160,-2.140
1,12:52,4,11,IND 19,0,0,"Pat McAfee punts 47 yards, returned by Julian Edelman for 11 yards (tackle by Terrence Johnson)",-2.140,-1.930
1,12:43,1,10,NWE 45,0,0,Tom Brady pass complete short right to Aaron Hernandez for 7 yards (tackle by Jacob Lacey),1.930,2.330
1,12:12,2,3,IND 48,0,0,Kevin Faulk up the middle for 2 yards (tackle by Mario Addison and Antoine Bethea),2.330,1.880
1,11:35,3,1,IND 46,0,0,Tom Brady up the middle for 2 yards (tackle by Fili Moala),1.880,2.650
1,11:00,1,10,IND 44,0,0,Tom Brady pass complete short right to Wes Welker for 15 yards,2.650,3.640
1,10:39,1,10,IND 29,0,0,"BenJarvus Green-Ellis right tackle for 3 yards (tackle by Pat Angerer). Penalty on IND: Defensive 12 On-field, 5 yards (no play)",3.640,4.370
1,10:22,1,5,IND 24,0,0,Tom Brady pass incomplete short middle intended for BenJarvus Green-Ellis,4.370,3.780
1,10:16,2,5,IND 24,0,0,Kevin Faulk up the middle for 3 yards (tackle by Antoine Bethea and Ricardo Mathews),3.780,3.470
,,,,,,,"NWE challenged the runner was down by contact ruling, and the original play was overturned.",,
1,9:54,3,2,IND 21,0,0,Tom Brady sacked by Fili Moala for 0 yards,3.470,2.180
1,9:33,4,2,IND 21,0,3,Stephen Gostkowski 39 yard field goal good,2.180,3.000
1,,,,NWE 35,0,3,"Stephen Gostkowski kicks off 73 yards, touchback",0.000,0.280
1,9:30,1,10,IND 20,0,3,Dan Orlovsky pass complete short left to Reggie Wayne for 10 yards (tackle by Kyle Arrington),0.280,0.940
1,9:09,1,10,IND 30,0,3,Joseph Addai right tackle for -1 yards (tackle by Tony Carter),0.940,0.260
1,8:33,2,11,IND 29,0,3,Joseph Addai left end for 2 yards (tackle by James Ihedigbo and Niko Koutouvides),0.260,-0.160
1,7:48,3,9,IND 31,0,3,Dan Orlovsky pass complete short left to Reggie Wayne for 12 yards (tackle by Kyle Arrington),-0.160,1.800
1,7:04,1,10,IND 43,0,3,Joseph Addai right tackle for 2 yards (tackle by Niko Koutouvides and Jerod Mayo),1.800,1.520
1,6:19,2,8,IND 45,0,3,Dan Orlovsky pass complete short left to Joseph Addai for 2 yards (tackle by Nate Jones),1.520,1.090
1,5:35,3,6,IND 47,0,3,Dan Orlovsky pass complete short right to Jacob Tamme for 20 yards (tackle by Matt Slater),1.090,3.380
1,5:04,1,10,NWE 33,0,3,Dan Orlovsky pass complete short left to Jerome Felton for 7 yards (tackle by Kyle Arrington),3.380,3.780
1,4:25,2,3,NWE 26,0,3,Donald Brown up the middle for 4 yards (tackle by Vince Wilfork),3.780,4.110
1,3:49,1,10,NWE 22,0,3,Donald Brown up the middle for 3 yards (tackle by Gerard Warren and Nate Jones),4.110,3.970
1,3:05,2,7,NWE 19,0,3,Donald Brown right tackle for -1 yards (tackle by Rob Ninkovich and Vince Wilfork),3.970,3.140
1,2:20,3,8,NWE 20,0,3,Dan Orlovsky pass complete short middle to Austin Collie for 9 yards (tackle by James Ihedigbo),3.140,4.840
1,1:34,1,10,NWE 11,0,3,Dan Orlovsky pass incomplete short right intended for Pierre Garcon,4.840,4.140
1,1:30,2,10,NWE 11,0,3,Joseph Addai left guard for 5 yards (tackle by Kyle Arrington and Vince Wilfork),4.140,4.210
1,0:46,3,5,NWE 6,0,3,Joseph Addai up the middle for 5 yards (tackle by Matt Slater and Niko Koutouvides),4.210,6.970
Quarter,Time,Down,ToGo,Location,IND,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,1,NWE 1,0,3,Joseph Addai right guard for no gain (tackle by Vince Wilfork and Tracy White),6.970,5.910
2,14:40,2,1,NWE 1,0,3,Dan Orlovsky pass incomplete short right intended for Jacob Tamme (defended by Jerod Mayo),5.910,5.170
2,14:35,,,,0,3,Timeout #1 by Indianapolis Colts,0.000,5.170
2,14:35,3,1,NWE 1,0,3,"Penalty on Quinn Ojinnaka: False Start, 4 yards (no play)",5.170,4.260
2,14:35,3,5,NWE 5,0,3,Dan Orlovsky sacked by Rob Ninkovich for -8 yards,4.260,2.570
2,14:15,4,13,NWE 13,3,3,Adam Vinatieri 31 yard field goal good,2.570,3.000
2,,,,IND 35,3,3,"Pat McAfee kicks off 74 yards, touchback",0.000,0.280
2,14:11,1,10,NWE 20,3,3,Tom Brady pass complete short right to Aaron Hernandez for 2 yards (tackle by Philip Wheeler),0.280,0.000
2,13:33,2,8,NWE 22,3,3,BenJarvus Green-Ellis up the middle for 4 yards (tackle by Jerraud Powers),0.000,-0.160
