Quarter,Time,Down,ToGo,Location,KAN,NYJ,Detail,EPB,EPA
1,10:42,1,10,NYJ 36,13,0,"Alex Smith pass complete deep left to Travis Kelce for 36 yards, touchdown",3.180,7.000
1,10:36,,,NYJ 15,14,0,Harrison Butker kicks extra point good,0.000,0.000
1,10:36,,,KAN 35,14,0,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
1,10:36,1,10,NYJ 25,14,0,Bilal Powell middle for 5 yards (tackle by Darrelle Revis and Derrick Johnson),0.610,0.740
1,10:00,2,5,NYJ 30,14,0,Josh McCown pass complete short middle to Jermaine Kearse for 12 yards (tackle by Ron Parker),0.740,1.730
1,9:27,1,10,NYJ 42,14,0,Elijah McGuire left end for 19 yards (tackle by Darrelle Revis),1.730,2.980
1,8:52,1,10,KAN 39,14,0,Bilal Powell right tackle for no gain (tackle by Rakeem Nunez-Roches),2.980,2.440
1,8:22,2,10,KAN 39,14,0,Josh McCown pass complete short right to Robby Anderson for 8 yards (tackle by Marcus Peters),2.440,2.810
1,7:46,3,2,KAN 31,14,0,Josh McCown pass complete short middle to Matt Forte for 21 yards (tackle by Steven Nelson and Daniel Sorensen),2.810,4.910
1,7:03,1,10,KAN 10,14,0,Bilal Powell left tackle for 1 yard (tackle by Derrick Johnson),4.910,4.380
1,6:27,2,9,KAN 9,14,0,Elijah McGuire for 8 yards,4.380,5.170
1,6:16,3,1,KAN 1,14,6,"Bilal Powell left end for 1 yard, touchdown",5.170,7.000
1,6:10,,,KAN 15,14,7,Chandler Catanzaro kicks extra point good,0.000,0.000
1,6:10,,,NYJ 35,14,7,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
1,6:10,1,10,KAN 25,14,7,Alex Smith pass incomplete,0.610,0.060
1,6:03,2,10,KAN 25,14,7,"Penalty on Alex Smith: Delay of Game, 5 yards (no play)",0.060,-0.610
1,6:03,2,15,KAN 20,14,7,Alex Smith pass incomplete deep left intended for Travis Kelce,-0.610,-1.290
1,5:59,3,15,KAN 20,14,7,Alex Smith pass incomplete short left intended for Kareem Hunt,-1.290,-2.030
1,5:55,4,15,KAN 20,14,7,"Dustin Colquitt punts 48 yards, fair catch by Jojo Natson",-2.030,-1.070
1,5:48,1,10,NYJ 32,14,7,Matt Forte left tackle for 5 yards (tackle by Chris Jones),1.070,1.200
1,5:11,2,5,NYJ 37,14,7,Josh McCown pass complete deep right to Jermaine Kearse for 44 yards (tackle by Steven Nelson),1.200,4.310
1,4:22,1,10,KAN 19,14,7,Josh McCown pass complete short left to Jermaine Kearse for -1 yards (tackle by Marcus Peters),4.310,3.630
1,3:47,2,11,KAN 20,14,7,Matt Forte middle for 9 yards (tackle by Kevin Pierre-Louis),3.630,4.430
1,3:06,3,2,KAN 11,14,7,Bilal Powell left tackle for 1 yard (tackle by Ron Parker),4.430,2.910
1,2:21,4,1,KAN 10,14,7,Josh McCown middle for 2 yards (tackle by Bennie Logan and Kevin Pierre-Louis),2.910,5.370
1,1:44,1,8,KAN 8,14,7,Robby Anderson left end for 7 yards (tackle by Tanoh Kpassagnon),5.370,5.910
1,1:03,2,1,KAN 1,14,7,Josh McCown middle for no gain. Penalty on Justin Houston: Defensive Offside (no play),5.910,5.910
,,,,,,,"NYJ challenged the short of the line to gain ruling, and the play was upheld.",,
1,0:56,2,1,KAN 1,14,13,"Josh McCown middle for 1 yard, touchdown",5.910,7.000
1,0:46,,,KAN 15,14,14,Chandler Catanzaro kicks extra point good,0.000,0.000
1,0:46,,,NYJ 35,14,14,"Chandler Catanzaro kicks off 70 yards, returned by Akeem Hunt for 28 yards (tackle by Josh Martin)",0.000,-0.480
1,0:39,1,10,KAN 23,14,14,Alex Smith pass complete short left to Albert Wilson for 11 yards (tackle by Muhammad Wilkerson),0.480,1.200
Quarter,Time,Down,ToGo,Location,KAN,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 34,14,14,Kareem Hunt right tackle for 5 yards (tackle by Muhammad Wilkerson),1.200,1.330
2,14:24,2,5,KAN 39,14,14,Alex Smith pass complete short right to Kareem Hunt for 12 yards (tackle by Demario Davis),1.330,2.320
2,13:50,1,10,NYJ 49,14,14,Alex Smith pass complete short right to Kareem Hunt for 4 yards (tackle by Demario Davis),2.320,2.320
2,13:18,2,6,NYJ 45,14,14,Kareem Hunt right tackle for 2 yards (tackle by Julian Stanford),2.320,1.880
2,12:37,3,4,NYJ 43,14,14,Kareem Hunt right end for 5 yards (tackle by Demario Davis),1.880,3.050
2,12:29,1,10,NYJ 38,14,14,Alex Smith pass complete short left to Tyreek Hill for 8 yards (tackle by Rashard Robinson),3.050,3.590
2,11:54,2,2,NYJ 30,14,14,Alex Smith pass complete short left to Demarcus Robinson for 7 yards (tackle by Buster Skrine),3.590,4.040
2,11:16,1,10,NYJ 23,14,14,Alex Smith pass incomplete deep left intended for Travis Kelce,4.040,3.500
2,11:10,2,10,NYJ 23,14,14,Kareem Hunt middle for 3 yards (tackle by Demario Davis and Muhammad Wilkerson),3.500,3.200
2,10:31,3,7,NYJ 20,14,14,Alex Smith pass incomplete short right intended for Albert Wilson,3.200,2.120
2,10:23,4,7,NYJ 20,14,14,Harrison Butker 38 yard field goal no good,2.120,-0.810
2,10:23,1,10,NYJ 28,14,14,Bilal Powell left tackle for 4 yards (tackle by Kevin Pierre-Louis),0.810,0.800
2,9:44,2,6,NYJ 32,14,14,Josh McCown pass complete short middle to Jermaine Kearse for 10 yards (tackle by Darrelle Revis),0.800,1.730
2,9:09,1,10,NYJ 42,14,14,"Elijah McGuire right end for 2 yards (tackle by Reggie Ragland). Penalty on Wesley Johnson: Offensive Holding, 10 yards (no play)",1.730,1.070
2,8:59,1,20,NYJ 32,14,14,Matt Forte left tackle for 2 yards (tackle by Reggie Ragland),1.070,0.110
2,8:23,2,18,NYJ 34,14,14,Josh McCown pass complete short middle to Jermaine Kearse for 14 yards (tackle by Steven Nelson),0.110,1.290
2,7:44,3,4,NYJ 48,14,14,Josh McCown middle for 5 yards (tackle by Frank Zombo and Daniel Sorensen),1.290,2.460
2,7:05,1,10,KAN 47,14,14,Bilal Powell right tackle for -3 yards (tackle by Rakeem Nunez-Roches and Kevin Pierre-Louis),2.460,0.000
2,6:27,,,,,,Timeout #2 by New York Jets,0.000,-1.510
2,6:27,2,13,,14,14,Josh McCown pass incomplete short right intended for Jermaine Kearse,1.510,0.830
2,6:21,3,13,,14,14,"Penalty on Kelvin Beachum: False Start, 5 yards (no play)",0.830,0.170
2,6:21,3,18,NYJ 45,14,14,Bilal Powell right guard for 8 yards (tackle by Daniel Sorensen),0.170,0.130
2,5:34,4,10,KAN 47,14,14,"Lac Edwards punts 33 yards, out of bounds",0.130,0.280
2,5:34,1,10,KAN 14,14,14,Alex Smith pass incomplete deep left intended for Tyreek Hill (defended by Buster Skrine),-0.280,-0.750
2,5:28,2,10,KAN 14,14,14,Alex Smith right tackle for 70 yards (tackle by Demario Davis),-0.750,4.510
2,5:00,1,10,NYJ 16,14,14,Kareem Hunt middle for 2 yards (tackle by Leonard Williams and Muhammad Wilkerson),4.510,4.210
2,4:20,2,8,NYJ 14,14,14,Alex Smith sacked by Muhammad Wilkerson and Leonard Williams for -3 yards,4.210,0.000
2,3:35,,,,,,Timeout #1 by Kansas City Chiefs,0.000,-3.020
2,3:35,3,11,NYJ 17,14,14,Alex Smith sacked by Jordan Jenkins for -1 yards,3.020,2.250
2,2:53,4,12,NYJ 18,17,14,Harrison Butker 36 yard field goal good,2.250,3.000
2,2:49,,,KAN 35,17,14,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
2,2:49,1,10,NYJ 25,17,14,Bilal Powell left end for 13 yards (tackle by Darrelle Revis),0.610,1.470
2,2:21,1,10,NYJ 38,17,14,Josh McCown pass complete short left to Robby Anderson for 8 yards (tackle by Darrelle Revis),1.470,2.000
2,2:00,2,2,NYJ 46,17,14,Bilal Powell left end for 6 yards (tackle by Frank Zombo),2.000,2.390
2,1:53,1,10,KAN 48,17,14,Josh McCown pass complete short middle to Robby Anderson for 14 yards (tackle by Steven Nelson),2.390,3.310
2,1:33,1,10,KAN 34,17,14,Josh McCown pass complete short left to Robby Anderson for 11 yards,3.310,4.040
2,1:29,1,10,KAN 23,17,14,Josh McCown pass complete short right to Austin Seferian-Jenkins for 4 yards (tackle by Daniel Sorensen),4.040,4.050
2,1:04,2,6,KAN 19,17,14,Josh McCown pass complete short right to Robby Anderson for 10 yards (tackle by Marcus Peters),4.050,5.140
2,0:43,1,9,KAN 9,17,14,Josh McCown pass incomplete short right intended for Austin Seferian-Jenkins,5.140,4.380
2,0:35,2,9,KAN 9,17,14,Josh McCown pass complete short middle to Bilal Powell for -2 yards (tackle by Frank Zombo),4.380,0.000
2,0:29,,,,,,Timeout #3 by New York Jets,0.000,-3.120
2,0:29,3,11,KAN 11,17,20,"Josh McCown pass complete short middle to Matt Forte for 11 yards, touchdown",3.120,7.000
2,0:23,,,KAN 15,17,21,Chandler Catanzaro kicks extra point good,0.000,0.000
2,0:23,,,NYJ 35,17,21,"Chandler Catanzaro kicks off 50 yards, returned by Akeem Hunt for 10 yards (tackle by Jordan Jenkins)",0.000,-0.610
2,0:18,1,10,KAN 25,17,21,Alex Smith pass complete short middle to Albert Wilson for 11 yards (tackle by Buster Skrine),0.610,0.000
2,0:12,,,,,,Timeout #2 by Kansas City Chiefs,0.000,-1.330
2,0:12,1,10,KAN 36,17,21,Alex Smith pass incomplete deep left intended for Tyreek Hill,1.330,0.790
2,0:06,2,10,KAN 36,17,21,Kareem Hunt middle for 14 yards (tackle by Marcus Maye and Julian Stanford),0.790,2.260
Quarter,Time,Down,ToGo,Location,KAN,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,17,21,"Harrison Butker kicks off 65 yards, returned by Jojo Natson for 19 yards (tackle by Tanoh Kpassagnon)",0.000,-0.150
3,14:55,1,10,NYJ 19,17,21,Josh McCown pass incomplete short left intended for Robby Anderson (defended by Terrance Mitchell),0.150,-0.390
3,14:50,2,10,NYJ 19,17,21,Bilal Powell middle for 8 yards (tackle by Daniel Sorensen and Steven Nelson),-0.390,-0.030
3,14:13,3,2,NYJ 27,17,21,Josh McCown pass complete short right to Jermaine Kearse for 7 yards (tackle by Steven Nelson),-0.030,1.200
3,13:39,1,10,NYJ 34,17,21,Elijah McGuire left tackle for -1 yards (tackle by Bennie Logan),1.200,0.520
3,13:03,2,11,NYJ 33,17,21,Matt Forte left tackle for 1 yard (tackle by Frank Zombo and Steven Terrell),0.520,-0.030
3,12:19,3,10,NYJ 34,17,21,Josh McCown right tackle for 12 yards (tackle by Derrick Johnson),-0.030,1.990
3,11:38,1,10,NYJ 46,17,21,Matt Forte middle for 3 yards (tackle by Derrick Johnson),1.990,1.860
3,11:04,2,7,NYJ 49,17,21,Josh McCown pass complete short left to Austin Seferian-Jenkins for 3 yards (tackle by Daniel Sorensen),1.860,1.550
3,10:26,3,4,KAN 48,17,21,"Josh McCown pass incomplete deep left intended for Elijah McGuire. Penalty on Terrance Mitchell: Defensive Holding, 5 yards (no play)",1.550,2.720
3,10:21,1,10,KAN 43,17,21,ArDarius Stewart left end for 4 yards (tackle by Steven Nelson),2.720,2.720
3,9:44,2,6,KAN 39,17,21,Elijah McGuire left end for -3 yards (tackle by Bennie Logan),2.720,1.620
3,9:00,3,9,KAN 42,17,21,Josh McCown pass complete short right to Chad Hansen for 13 yards (tackle by Terrance Mitchell),1.620,3.640
3,8:17,1,10,KAN 29,17,21,Bilal Powell right tackle for -2 yards (tackle by Daniel Sorensen and Derrick Johnson),3.640,2.830
3,7:42,2,12,KAN 31,17,21,Matt Forte middle for 1 yard (tackle by Bennie Logan and Derrick Johnson),2.830,2.280
3,7:04,3,11,KAN 30,17,21,Josh McCown pass complete short right to Robby Anderson for 14 yards (tackle by Marcus Peters),2.280,4.510
3,6:23,1,10,KAN 16,17,21,Josh McCown pass complete short left to Jermaine Kearse for 7 yards (tackle by Terrance Mitchell),4.510,5.160
3,5:44,2,3,KAN 9,17,21,Josh McCown pass incomplete,5.160,4.390
3,5:37,3,3,KAN 9,17,21,Josh McCown pass incomplete short right intended for Robby Anderson,4.390,2.930
3,5:32,4,3,KAN 9,17,24,Chandler Catanzaro 27 yard field goal good,2.930,3.000
3,5:29,,,NYJ 35,17,24,"Chandler Catanzaro kicks off 66 yards, returned by De'Anthony Thomas for 22 yards (tackle by Josh Martin)",0.000,-0.340
3,5:23,1,10,KAN 21,23,24,"Alex Smith pass complete deep left to Tyreek Hill for 79 yards, touchdown",0.340,7.000
3,5:13,,,NYJ 15,24,24,Harrison Butker kicks extra point good,0.000,0.000
3,5:13,,,KAN 35,24,24,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
3,5:13,1,10,NYJ 25,24,24,"Josh McCown pass complete deep left to Robby Anderson for 26 yards (tackle by Terrance Mitchell). Penalty on Daniel Sorensen: Roughing the Passer, 15 yards",0.610,3.310
3,4:55,1,10,KAN 34,24,24,Bilal Powell left tackle for 6 yards (tackle by Kevin Pierre-Louis),3.310,3.580
3,4:20,2,4,KAN 28,24,24,ArDarius Stewart left end for -1 yards (tackle by Steven Nelson),3.580,2.740
3,3:35,3,5,KAN 29,24,24,Josh McCown pass incomplete deep right intended for Robby Anderson,2.740,1.540
3,3:30,4,5,KAN 29,24,27,Chandler Catanzaro 47 yard field goal good,1.540,3.000
3,3:27,,,NYJ 35,24,27,"Chandler Catanzaro kicks off 71 yards, returned by De'Anthony Thomas for 25 yards (tackle by Lawrence Thomas)",0.000,-0.150
3,3:22,1,10,KAN 19,24,27,Kareem Hunt right end for 5 yards (tackle by Marcus Maye),0.150,0.340
3,2:42,2,5,KAN 24,24,27,Kareem Hunt left tackle for 4 yards (tackle by Muhammad Wilkerson),0.340,0.100
3,2:03,3,1,KAN 28,24,27,Alex Smith pass incomplete short left intended for Cameron Erving (defended by Josh Martin),0.100,-1.500
3,1:56,4,1,KAN 28,24,27,"Dustin Colquitt punts 50 yards, fair catch by Jojo Natson",-1.500,-0.410
3,1:49,1,10,NYJ 22,24,27,Matt Forte right end for 14 yards (tackle by Ron Parker),0.410,1.330
3,1:11,1,10,NYJ 36,24,27,Matt Forte right tackle for 4 yards (tackle by Kevin Pierre-Louis and Reggie Ragland),1.330,1.330
3,0:35,2,6,NYJ 40,24,27,ArDarius Stewart left end for 2 yards (tackle by Steven Nelson),1.330,0.890
Quarter,Time,Down,ToGo,Location,KAN,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,NYJ 42,24,27,Josh McCown pass complete short right to Robby Anderson for 16 yards (tackle by Daniel Sorensen),0.890,2.790
4,14:23,1,10,KAN 42,24,27,Matt Forte right tackle for 5 yards (tackle by Reggie Ragland),2.790,2.920
4,13:46,2,5,KAN 37,24,27,Matt Forte right guard for 1 yard (tackle by Bennie Logan),2.920,2.340
4,13:08,3,4,KAN 36,24,27,Josh McCown pass complete short left to Jermaine Kearse for 13 yards,2.340,4.040
4,13:02,1,10,KAN 23,24,27,Josh McCown pass complete short middle to Matt Forte for 1 yard (tackle by Kevin Pierre-Louis),4.040,3.630
4,12:16,2,9,KAN 22,24,27,Bilal Powell left tackle for 2 yards (tackle by Terrance Mitchell),3.630,0.000
4,11:32,,,,,,Timeout #1 by Kansas City Chiefs,0.000,-3.200
4,11:32,3,7,KAN 20,24,27,Josh McCown pass incomplete deep left intended for Bilal Powell,3.200,2.120
4,11:28,4,7,KAN 20,24,30,Chandler Catanzaro 38 yard field goal good,2.120,3.000
4,11:23,,,NYJ 35,24,30,"Chandler Catanzaro kicks off 65 yards, returned by De'Anthony Thomas for 16 yards (tackle by Josh Martin). Penalty on ArDarius Stewart: Unnecessary Roughness, 15 yards",0.000,-1.000
4,11:18,1,10,KAN 31,24,30,Alex Smith pass complete short right to Kareem Hunt for 7 yards (tackle by Julian Stanford),1.000,1.410
4,10:41,2,3,KAN 38,24,30,Alex Smith pass incomplete short right intended for Tyreek Hill,1.410,0.700
4,10:34,3,3,KAN 38,24,30,Alex Smith pass complete short left to Akeem Hunt for 20 yards (tackle by Darryl Roberts),0.700,2.790
4,9:58,1,10,NYJ 42,24,30,Akeem Hunt right tackle for 2 yards (tackle by Marcus Maye),2.790,2.510
4,9:19,2,8,NYJ 40,30,30,"Alex Smith pass complete deep right to Tyreek Hill for 40 yards, touchdown",2.510,7.000
4,9:13,,,NYJ 15,31,30,Harrison Butker kicks extra point good,0.000,0.000
4,9:13,,,KAN 35,31,30,"Harrison Butker kicks off 65 yards, touchback",0.000,-0.610
4,9:13,1,10,NYJ 25,31,30,Josh McCown pass incomplete deep right intended for Robby Anderson,0.610,0.060
4,9:09,2,10,NYJ 25,31,30,Matt Forte left tackle for 4 yards (tackle by Frank Zombo and Derrick Johnson),0.060,-0.100
4,8:25,3,6,NYJ 29,31,30,Josh McCown pass complete short right to Chad Hansen for 12 yards (tackle by Marcus Peters),-0.100,1.660
4,7:46,1,10,NYJ 41,31,30,Josh McCown pass incomplete,1.660,1.120
4,7:42,2,10,NYJ 41,31,30,Matt Forte middle for 3 yards (tackle by Frank Zombo and Daniel Sorensen),1.120,0.830
4,6:57,3,7,NYJ 44,31,30,Josh McCown pass complete short left to Jermaine Kearse for 51 yards (tackle by Steven Terrell),0.830,6.060
4,6:03,1,5,KAN 5,31,30,"Penalty on Josh McCown: Delay of Game, 5 yards (no play)",6.060,4.910
4,5:48,1,10,KAN 10,31,30,Matt Forte left tackle for no gain (tackle by Bennie Logan),4.910,4.190
4,5:15,2,10,KAN 10,31,30,Matt Forte left end for 3 yards (tackle by Daniel Sorensen),4.190,3.810
4,4:37,3,7,KAN 7,31,30,Josh McCown pass complete short middle to Bilal Powell for 4 yards (tackle by Derrick Johnson),3.810,3.040
4,3:58,4,3,KAN 3,31,30,"Chandler Catanzaro 21 yard field goal good. Penalty on Bennie Logan: Unnecessary Roughness, 2 yards (no play)",3.040,6.970
4,3:55,1,1,KAN 1,31,30,Bilal Powell left tackle for -3 yards (tackle by Rakeem Nunez-Roches and Chris Jones),6.970,5.340
4,3:24,2,4,KAN 4,31,30,Bilal Powell left tackle for no gain (tackle by Derrick Johnson),5.340,0.000
4,2:39,,,,,,Timeout #1 by New York Jets,0.000,-4.490
4,2:39,3,4,KAN 4,31,30,"Josh McCown pass incomplete short middle intended for Robby Anderson. Penalty on Steven Nelson: Defensive Holding, 2 yards (no play)",4.490,6.740
4,2:33,1,2,KAN 2,31,30,Bilal Powell right tackle for 1 yard (tackle by Allen Bailey and Reggie Ragland),6.740,0.000
4,2:26,,,,,,Timeout #2 by Kansas City Chiefs,0.000,-5.910
4,2:26,2,1,KAN 1,31,30,Bilal Powell right tackle for no gain (tackle by Allen Bailey and Reggie Ragland),5.910,0.000
4,2:20,,,,,,Timeout #3 by Kansas City Chiefs,0.000,-5.170
4,2:20,3,1,KAN 1,31,36,"Josh McCown middle for 1 yard, touchdown",5.170,7.000
4,2:15,,,KAN 2,31,38,"Two Point Attempt: Josh McCown pass complete, conversion fails. Penalty on Steven Nelson: Defensive Holding, 1 yards, Penalty on Marcus Peters: Unsportsmanlike Conduct (no play)",0.000,-1.000
4,2:15,,,KAN 1,31,38,"Two Point Attempt: Elijah McGuire left end, conversion succeeds",0.000,1.000
4,2:15,,,NYJ 35,31,38,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
4,2:15,1,10,KAN 25,31,38,Alex Smith pass complete short left to Tyreek Hill for 7 yards (tackle by Darryl Roberts),0.610,1.010
4,2:11,2,3,KAN 32,31,38,Alex Smith pass complete short right to Albert Wilson for 5 yards (tackle by Buster Skrine),1.010,1.400
4,2:00,1,10,KAN 37,31,38,Alex Smith pass incomplete deep right intended for Travis Kelce,1.400,0.860
4,1:52,2,10,KAN 37,31,38,Alex Smith pass incomplete short right intended for Albert Wilson,0.860,0.170
4,1:48,3,10,KAN 37,31,38,Alex Smith pass complete deep left to Tyreek Hill for 40 yards (tackle by Marcus Maye),0.170,4.040
4,1:19,1,10,NYJ 23,31,38,Alex Smith pass complete short right to Travis Kelce for 4 yards (tackle by Jamal Adams),4.040,4.050
4,0:58,2,6,NYJ 19,31,38,Alex Smith pass incomplete short left intended for Kareem Hunt,4.050,3.340
4,0:54,3,6,NYJ 19,31,38,Alex Smith pass incomplete short middle intended for Demarcus Robinson (defended by Jamal Adams),3.340,2.210
4,0:49,4,6,NYJ 19,31,38,Alex Smith pass incomplete short middle intended for Travis Kelce,2.210,-0.150
4,0:45,1,10,NYJ 19,31,38,Josh McCown kneels for -1 yards,0.150,-0.560
4,0:24,2,11,NYJ 18,31,38,Josh McCown kneels for -1 yards,-0.560,-1.420
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
