Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Odell Beckham Jr.,CLE,13,8,66,0,4,56,7.0,10,1.3,10.2,0,,1,7.7,1,42.5
Kareem Hunt,CLE,9,8,62,0,4,2,0.3,60,7.5,0.9,1,8.0,0,0.0,0,95.4
Jarvis Landry,CLE,8,5,23,0,1,22,4.4,1,0.2,8.4,0,,0,0.0,0,66.7
Ricky Seals-Jones,CLE,4,3,29,2,2,24,8.0,5,1.7,6.3,0,,0,0.0,0,134.4
Nick Chubb,CLE,3,3,21,0,1,-10,-3.3,31,10.3,-3.3,0,,0,0.0,0,95.8
Damion Ratley,CLE,2,2,33,0,2,17,8.5,16,8.0,8.5,0,,0,0.0,0,118.7
Demetrius Harris,CLE,2,1,13,0,1,8,8.0,5,5.0,6.5,2,0.5,1,50.0,0,70.8
KhaDarel Hodge,CLE,1,0,0,0,,0,,0,,1.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Damiere Byrd,ARI,6,6,86,0,3,39,6.5,47,7.8,6.5,2,3.0,0,0.0,0,118.7
Christian Kirk,ARI,5,4,33,0,2,14,3.5,19,4.8,6.2,0,,0,0.0,0,94.2
Larry Fitzgerald,ARI,5,3,42,0,3,22,7.3,20,6.7,11.8,0,,0,0.0,0,87.1
Dan Arnold,ARI,1,1,6,1,1,6,6.0,0,0.0,6.0,0,,0,0.0,0,131.2
Kenyan Drake,ARI,1,1,9,0,0,-7,-7.0,16,16.0,-7.0,0,,0,0.0,0,104.2
Andy Isabella,ARI,1,1,4,0,,-5,-5.0,9,9.0,-5.0,0,,0,0.0,0,83.3
Pharoh Cooper,ARI,1,1,17,0,1,16,16.0,1,1.0,16.0,0,,0,0.0,0,118.7
Charles Clay,ARI,2,1,18,0,1,1,1.0,17,17.0,5.0,0,,0,0.0,1,41.7
Maxx Williams,ARI,1,1,4,0,,0,0.0,4,4.0,0.0,1,1.0,0,0.0,0,83.3
