Quarter,Time,Tm,Detail,PHI,NYG
1.0,3:39,Eagles,Jake Elliott 31 yard field goal,3,0
2.0,5:16,Giants,Aldrick Rosas 37 yard field goal,3,3
,1:52,Eagles,Joshua Perkins 24 yard pass from Carson Wentz (Jake Elliott kick),10,3
3.0,9:41,Giants,Golden Tate 20 yard pass from Daniel Jones (Aldrick Rosas kick),10,10
,2:21,Eagles,Boston Scott 7 yard rush (Jake Elliott kick),17,10
,2:05,Giants,Saquon Barkley 68 yard rush (Aldrick Rosas kick),17,17
4.0,13:58,Eagles,Jake Elliott 50 yard field goal,20,17
,13:00,Eagles,Boston Scott 2 yard rush (Jake Elliott kick),27,17
,6:14,Eagles,Boston Scott 2 yard rush (Jake Elliott kick),34,17
