Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Greg Ward,PHI,7,6,43,0,5,38,6.3,5,0.8,7.3,0,,0,0.0,0,92.3
Dallas Goedert,PHI,10,4,65,0,3,55,13.8,10,2.5,7.3,0,,0,0.0,0,62.5
Joshua Perkins,PHI,6,4,50,1,2,34,8.5,16,4.0,12.0,0,,0,0.0,0,131.9
Boston Scott,PHI,6,4,84,0,3,-10,-2.5,94,23.5,2.2,0,,1,16.7,0,109.7
Miles Sanders,PHI,5,3,-1,0,0,-5,-1.7,4,1.3,-2.0,0,,1,20.0,0,64.6
Deontay Burnett,PHI,4,2,48,0,1,42,21.0,6,3.0,22.0,0,,0,0.0,0,93.7
Robert Davis,PHI,2,0,0,0,,0,,0,,7.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Kaden Smith,NYG,11,8,98,0,5,82,10.3,16,2.0,10.0,0,,0,0.0,0,99.8
Sterling Shepard,NYG,10,5,39,0,2,35,7.0,4,0.8,13.2,0,,0,0.0,0,60.0
Golden Tate,NYG,8,5,68,1,3,70,14.0,-2,-0.4,10.6,0,,1,12.5,0,129.2
Darius Slayton,NYG,9,4,50,0,1,42,10.5,8,2.0,18.3,0,,0,0.0,1,22.7
Saquon Barkley,NYG,4,3,25,0,1,-9,-3.0,34,11.3,-0.3,0,,0,0.0,0,90.6
Cody Latimer,NYG,3,2,12,0,1,7,3.5,5,2.5,6.3,0,,0,0.0,0,74.3
Javorius Allen,NYG,2,1,9,0,0,5,5.0,4,4.0,5.5,0,,0,0.0,0,62.5
