Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Giants won the coin toss and deferred, Eagles to receive the opening kickoff.",,
1,15:00,,,NYG 35,0,0,"Aldrick Rosas kicks off 62 yards, muffed catch by Boston Scott returned by Boston Scott for 4 yards (tackle by Sean Chandler)",0.000,-0.380
1,14:54,1,10,PHI 7,0,0,Miles Sanders right guard for 2 yards (tackle by David Mayo),-0.380,-0.630
1,14:26,2,8,PHI 9,0,0,Carson Wentz pass complete short right to Greg Ward for 11 yards (tackle by Julian Love),-0.630,0.280
1,13:59,1,10,PHI 20,0,0,Miles Sanders left tackle for no gain (tackle by Lorenzo Carter and Markus Golden),0.280,-0.270
1,13:31,2,10,PHI 20,0,0,Carson Wentz up the middle for 10 yards (tackle by David Mayo),-0.270,0.940
1,12:48,1,10,PHI 30,0,0,Miles Sanders left end for 15 yards (tackle by Michael Thomas and Antoine Bethea),0.940,1.930
1,12:16,1,10,PHI 45,0,0,Carson Wentz pass incomplete short left intended for Dallas Goedert,1.930,1.380
1,12:11,2,10,PHI 45,0,0,Carson Wentz pass complete short middle to Joshua Perkins for 14 yards (tackle by Antoine Bethea),1.380,2.850
1,11:43,1,10,NYG 41,0,0,Miles Sanders left tackle for 2 yards (tackle by Markus Golden and Dalvin Tomlinson),2.850,2.580
1,11:09,2,8,NYG 39,0,0,Boston Scott up the middle for 1 yard (tackle by Leonard Williams and Markus Golden),2.580,2.020
1,10:26,3,7,NYG 38,0,0,Carson Wentz pass incomplete short middle intended for Dallas Goedert (defended by Leonard Williams),2.020,0.720
1,10:22,4,7,NYG 38,0,0,Carson Wentz pass incomplete short right intended for Dallas Goedert,0.720,-1.530
1,10:17,1,10,NYG 39,0,0,Saquon Barkley right guard for 3 yards (tackle by Rodney McLeod),1.530,1.390
1,9:44,2,7,NYG 42,0,0,"Daniel Jones pass incomplete short middle intended for Sterling Shepard (defended by Rasul Douglas). Penalty on Rasul Douglas: Defensive Holding, 5 yards (no play)",1.390,2.060
1,9:39,1,10,NYG 47,0,0,"Daniel Jones pass incomplete short right. Penalty on Kaden Smith: Offensive Holding, 10 yards (no play)",2.060,1.400
1,9:31,1,20,NYG 37,0,0,Daniel Jones pass complete short left to Darius Slayton for 5 yards (tackle by Nathan Gerry and Rasul Douglas),1.400,0.840
1,8:51,2,15,NYG 42,0,0,Daniel Jones pass complete short middle to Kaden Smith for 8 yards (tackle by Cre'von LeBlanc),0.840,1.220
1,8:09,3,7,NYG 50,0,0,Daniel Jones pass incomplete short middle intended for Golden Tate (defended by Cre'von LeBlanc),1.220,-0.060
1,8:06,4,7,NYG 50,0,0,"Riley Dixon punts 32 yards, fair catch by Greg Ward at PHI-18",-0.060,-0.040
1,7:58,1,10,PHI 18,0,0,Carson Wentz pass complete short right to Dallas Goedert for 14 yards (tackle by Antonio Hamilton and Alec Ogletree),0.040,1.070
1,7:28,1,10,PHI 32,0,0,Miles Sanders left guard for 21 yards (tackle by Antoine Bethea),1.070,2.460
1,6:58,1,10,NYG 47,0,0,Miles Sanders right tackle for -1 yards (tackle by Julian Love),2.460,1.780
1,6:30,2,11,NYG 48,0,0,Carson Wentz pass complete short right to Miles Sanders for 4 yards (tackle by Alec Ogletree),1.780,1.620
1,6:01,3,7,NYG 44,0,0,Carson Wentz pass complete deep middle to Dallas Goedert for 28 yards (tackle by Michael Thomas),1.620,4.510
1,5:32,1,10,NYG 16,0,0,Boston Scott left tackle for 1 yard (tackle by Leonard Williams),4.510,4.050
1,5:02,2,9,NYG 15,0,0,Miles Sanders right end for 1 yard (tackle by Kareem Martin),4.050,3.370
1,4:18,3,8,NYG 14,0,0,Carson Wentz pass complete short right to Miles Sanders for 1 yard (tackle by Michael Thomas),3.370,2.570
1,3:43,4,7,NYG 13,3,0,Jake Elliott 31 yard field goal good,2.570,3.000
1,3:39,,,PHI 35,3,0,"Jake Elliott kicks off 58 yards, returned by Cody Latimer for 19 yards (tackle by Genard Avery and Sidney Jones)",0.000,0.670
1,3:35,1,10,NYG 26,3,0,Daniel Jones pass complete short right to Sterling Shepard for 6 yards,0.670,0.940
1,3:02,2,4,NYG 32,3,0,Saquon Barkley up the middle for -4 yards (tackle by Brandon Graham),0.940,-0.300
1,2:18,3,8,NYG 28,3,0,Daniel Jones sacked by Brandon Graham for -11 yards,-0.300,-2.320
1,1:47,4,19,NYG 17,3,0,"Riley Dixon punts 49 yards, returned by Greg Ward for 6 yards (tackle by Michael Thomas). Penalty on T.J. Edwards: Illegal Block Above the Waist, 10 yards",-2.320,-0.940
1,1:34,1,10,PHI 30,3,0,Carson Wentz pass incomplete short left intended for Miles Sanders,0.940,0.390
1,1:30,2,10,PHI 30,3,0,Carson Wentz pass incomplete short right intended for Miles Sanders,0.390,-0.300
1,1:25,3,10,PHI 30,3,0,Carson Wentz pass complete short right to Miles Sanders for -6 yards (tackle by Deone Bucannon),-0.300,-1.770
1,0:43,4,16,PHI 24,3,0,"Cameron Johnston punts 41 yards, returned by Da'Mari Scott for -3 yards (tackle by Malcolm Jenkins)",-1.770,-1.070
1,0:31,1,10,NYG 32,3,0,Daniel Jones pass complete short left to Sterling Shepard for 9 yards (tackle by Nigel Bradham),1.070,1.740
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,NYG 41,3,0,Saquon Barkley right guard for -3 yards (tackle by Brandon Graham),1.740,0.630
2,14:17,3,4,NYG 38,3,0,Daniel Jones pass incomplete deep left intended for Sterling Shepard (defended by Rasul Douglas),0.630,-0.850
2,14:11,4,4,NYG 38,3,0,"Riley Dixon punts 61 yards downed by Cody Core. Penalty on Michael Thomas: Offensive Holding, 10 yards (no play)",-0.850,-1.500
2,13:57,4,14,NYG 28,3,0,"Riley Dixon punts 53 yards, fair catch by Greg Ward at PHI-19",-1.500,-0.150
2,13:49,1,10,PHI 19,3,0,Carson Wentz pass complete short middle to Boston Scott for 10 yards (tackle by Michael Thomas and David Mayo),0.150,0.870
2,13:09,1,10,PHI 29,3,0,Carson Wentz pass complete short right to Greg Ward for 15 yards (tackle by Antoine Bethea),0.870,1.860
2,12:38,1,10,PHI 44,3,0,"Carson Wentz pass incomplete short right intended for Robert Davis (defended by Antonio Hamilton). Penalty on Antonio Hamilton: Defensive Pass Interference, 13 yards (no play)",1.860,2.720
2,12:34,1,10,NYG 43,3,0,"Carson Wentz aborted snap, recovered by Carson Wentz at NYG-48, recovered by Miles Sanders at NYG-48 (tackle by B.J. Hill)",2.720,2.310
2,11:54,2,9,NYG 42,3,0,Carson Wentz sacked by and David Mayo for -10 yards and Leonard Williams for -10 yards,2.310,0.300
2,11:08,3,19,PHI 48,3,0,"Penalty on PHI: Delay of Game, 5 yards (no play)",0.300,-0.360
2,10:50,3,24,PHI 43,3,0,Miles Sanders left end for 11 yards (tackle by Michael Thomas),-0.360,0.200
2,10:13,4,13,NYG 46,3,0,Cameron Johnston punts 43 yards downed by Sidney Jones,0.200,0.380
2,10:04,1,10,NYG 3,3,0,Daniel Jones pass complete short right to Darius Slayton for 7 yards (tackle by Nathan Gerry and Avonte Maddox),-0.380,-0.270
2,9:24,2,3,NYG 10,3,0,Daniel Jones pass incomplete deep right intended for Sterling Shepard (defended by Avonte Maddox),-0.270,-0.600
2,9:18,3,3,NYG 10,3,0,Daniel Jones pass incomplete short middle intended for Golden Tate,-0.600,-2.490
2,9:14,4,3,NYG 10,3,0,"Riley Dixon punts 41 yards, returned by Greg Ward for -3 yards (tackle by Da'Mari Scott)",-2.490,-1.990
2,9:03,1,10,PHI 46,3,0,Carson Wentz right end for 3 yards (tackle by Michael Thomas),1.990,1.860
2,8:24,2,7,PHI 49,3,0,Boston Scott right end for 3 yards (tackle by David Mayo and Alec Ogletree),1.860,1.550
2,7:39,3,4,NYG 48,3,0,Carson Wentz pass incomplete deep right intended for Boston Scott,1.550,0.070
2,7:33,4,4,NYG 48,3,0,"Cameron Johnston punts 34 yards, fair catch by Golden Tate at NYG-14",0.070,0.280
2,7:26,1,10,NYG 14,3,0,Saquon Barkley right guard for 6 yards (tackle by Rodney McLeod and Cre'von LeBlanc),-0.280,0.150
2,7:04,2,4,NYG 20,3,0,"Daniel Jones pass complete deep middle to Kaden Smith for 25 yards (tackle by Rodney McLeod and Nigel Bradham). Penalty on Rasul Douglas: Roughing the Passer, 15 yards",0.150,2.920
2,6:46,1,10,PHI 40,3,0,Daniel Jones pass complete deep middle to Golden Tate for 20 yards (tackle by Avonte Maddox),2.920,4.240
2,6:11,1,10,PHI 20,3,0,Daniel Jones pass incomplete short right intended for Darius Slayton (defended by Sidney Jones),4.240,3.690
2,6:06,2,10,PHI 20,3,0,Saquon Barkley up the middle for 1 yard (tackle by Malcolm Jenkins and Timmy Jernigan),3.690,3.100
2,5:24,3,9,PHI 19,3,0,Daniel Jones pass incomplete short right intended for Saquon Barkley,3.100,2.180
2,5:20,4,9,PHI 19,3,3,Aldrick Rosas 37 yard field goal good,2.180,3.000
2,5:16,,,NYG 35,3,3,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
2,5:16,1,10,PHI 25,3,3,Carson Wentz pass complete short middle to Dallas Goedert for 9 yards (tackle by Antoine Bethea),0.610,1.280
2,4:50,2,1,PHI 34,3,3,Boston Scott right tackle for 2 yards (tackle by Alec Ogletree),1.280,1.330
2,4:09,1,10,PHI 36,3,3,Carson Wentz pass complete short right to Boston Scott for 29 yards (tackle by Michael Thomas),1.330,3.250
2,3:39,1,10,NYG 35,3,3,Carson Wentz pass complete short middle to Deontay Burnett for 7 yards (tackle by David Mayo),3.250,3.650
2,3:10,2,3,NYG 28,3,3,Carson Wentz pass incomplete short middle intended for Robert Davis (defended by Antonio Hamilton),3.650,2.940
2,3:03,3,3,NYG 28,3,3,Boston Scott left tackle for 2 yards (tackle by Deone Bucannon and Leonard Williams),2.940,1.890
2,2:41,4,1,NYG 26,3,3,Carson Wentz up the middle for 2 yards (tackle by Leonard Williams and Markus Golden),1.890,3.970
2,2:01,1,10,NYG 24,9,3,"Carson Wentz pass complete deep left to Joshua Perkins for 24 yards, touchdown",3.970,7.000
2,1:52,,,NYG 15,10,3,Jake Elliott kicks extra point good,0.000,0.000
2,1:52,,,PHI 35,10,3,"Jake Elliott kicks off 65 yards, returned by Da'Mari Scott for 17 yards (tackle by Genard Avery and Daeshon Hall)",0.000,-0.060
2,1:46,1,10,NYG 17,10,3,Daniel Jones pass complete short middle to Golden Tate for 6 yards (tackle by Nathan Gerry),-0.060,0.350
2,1:26,2,4,NYG 23,10,3,Daniel Jones pass complete short left to Saquon Barkley for 7 yards (tackle by Cre'von LeBlanc),0.350,0.940
2,1:20,1,10,NYG 30,10,3,Daniel Jones pass complete short left to Darius Slayton for 5 yards (tackle by Rasul Douglas and Nigel Bradham),0.940,1.070
2,0:58,2,5,NYG 35,10,3,Daniel Jones pass incomplete deep left intended for Darius Slayton,1.070,0.370
2,0:52,3,5,NYG 35,10,3,Daniel Jones pass complete short left to Kaden Smith for 18 yards (tackle by Marcus Epps),0.370,2.460
2,0:47,1,10,PHI 47,10,3,Daniel Jones pass incomplete deep left intended for Darius Slayton,2.460,1.910
2,0:42,2,10,PHI 47,10,3,Daniel Jones pass incomplete short middle intended for Kaden Smith (defended by Rodney McLeod),1.910,1.220
2,0:38,3,10,PHI 47,10,3,Daniel Jones pass incomplete short middle intended for Cody Latimer,1.220,0.130
2,0:31,4,10,PHI 47,10,3,Riley Dixon punts 37 yards downed by Cody Core,0.130,0.380
2,0:23,1,10,PHI 10,10,3,Boston Scott up the middle for 2 yards (tackle by Julian Love and Oshane Ximines),-0.380,-0.630
2,0:19,,,,,,Timeout #1 by New York Giants,,
2,0:19,2,8,PHI 12,10,3,Boston Scott up the middle for 4 yards (tackle by Markus Golden),-0.630,-0.720
2,0:15,,,,,,Timeout #2 by New York Giants,,
2,0:15,3,4,PHI 16,10,3,Carson Wentz pass incomplete short left intended for Dallas Goedert,-0.720,-2.390
2,0:10,4,4,PHI 16,10,3,Cameron Johnston punts 43 yards,-2.390,-0.140
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,10,3,"Jake Elliott kicks off 65 yards, returned by Cody Latimer for 24 yards (tackle by Daeshon Hall)",0.000,0.540
3,14:53,1,10,NYG 24,10,3,Saquon Barkley right end for 6 yards (tackle by Avonte Maddox),0.540,0.810
3,14:17,2,4,NYG 30,10,3,"Daniel Jones pass complete short right to Kaden Smith for 12 yards (tackle by Rodney McLeod). Kaden Smith fumbles (forced by Rodney McLeod), recovered by Kaden Smith at NYG-42. Penalty on Sidney Jones: Defensive Holding (Declined)",0.810,1.730
