Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
1,9:31,2,4,SEA 37,0,0,Deuce McAllister right guard for 6 yards (tackle by Anthony Simmons and Chad Brown),2.990,3.510
1,8:54,1,10,SEA 31,0,0,Deuce McAllister right guard for 3 yards,3.510,3.370
1,8:12,2,7,SEA 28,0,0,Deuce McAllister right tackle for 2 yards (tackle by Anthony Simmons),3.370,2.940
1,7:32,3,5,SEA 26,0,0,Aaron Brooks pass complete to Joe Horn for 6 yards (tackle by Anthony Simmons),2.940,4.240
1,7:05,1,10,SEA 20,0,0,Aaron Brooks pass incomplete intended for Boo Williams (defended by Norman Hand),4.240,3.690
1,7:01,2,10,SEA 20,0,0,Aaron Brooks for -7 yards (tackle by Chad Brown),3.690,2.080
1,6:26,3,17,SEA 27,0,0,Aaron Brooks pass complete to Ernie Conwell for 16 yards (tackle by D.D. Lewis),2.080,2.850
1,5:40,4,1,SEA 11,0,0,"Penalty on Kendyl Jacox: False Start, 4 yards (no play)",2.850,2.490
1,5:40,4,5,SEA 15,3,0,John Carney 33 yard field goal good,2.490,3.000
1,,,,NOR 30,3,0,"Mitch Berger kicks off 62 yards, returned by Maurice Morris for 15 yards (tackle by Fred McAfee)",0.000,0.480
1,5:16,1,10,SEA 23,3,0,Matt Hasselbeck pass incomplete intended for Darrell Jackson,0.480,-0.070
1,5:12,2,10,SEA 23,3,0,Shaun Alexander right end for 8 yards (tackle by Charles Grant and Johnathan Sullivan),-0.070,0.300
1,4:34,3,2,SEA 31,3,0,Shaun Alexander left end for -3 yards (tackle by Darrin Smith and Ashley Ambrose). Penalty on Koren Robinson: Illegal Motion (Declined),0.300,-1.500
1,4:24,4,5,SEA 28,3,0,"Tom Rouen punts 49 yards, returned by Michael Lewis for 8 yards (tackle by Damien Robinson). Penalty on Deveron Harper: Offensive Holding, 10 yards",-1.500,-0.340
1,4:11,1,10,NOR 21,3,0,Deuce McAllister up the middle for 3 yards,0.340,0.210
1,3:36,2,7,NOR 24,3,0,Deuce McAllister left end for 2 yards,0.210,-0.230
1,2:56,3,5,NOR 26,3,0,"Penalty on LeCharles Bentley: False Start, 5 yards (no play)",-0.230,-0.890
1,2:37,3,10,NOR 21,3,0,Aaron Brooks pass complete to Donte Stallworth for 9 yards (tackle by Ken Lucas),-0.890,-1.370
1,2:08,4,1,NOR 30,3,0,"Mitch Berger punts 45 yards, returned by Bobby Engram for 10 yards (tackle by James Allen). Bobby Engram fumbles, recovered by Bobby Engram at SEA-35",-1.370,-1.270
1,1:52,1,10,SEA 35,3,0,Matt Hasselbeck pass complete to Itula Mili for 2 yards (tackle by Dale Carter),1.270,0.990
1,1:20,2,8,SEA 37,3,0,Matt Hasselbeck pass complete to Koren Robinson for 11 yards (tackle by Dale Carter),0.990,2.130
1,0:46,1,10,SEA 48,3,0,Matt Hasselbeck pass incomplete intended for Darrell Jackson,2.130,1.580
1,0:41,2,10,SEA 48,3,0,Shaun Alexander right tackle for 7 yards (tackle by Sedrick Hodge),1.580,1.820
1,0:02,3,3,NOR 45,3,0,Matt Hasselbeck pass incomplete intended for Bobby Engram. Penalty on Robbie Tobeck: Offensive Holding (Declined),1.820,0.270
Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,3,NOR 45,3,0,"Tom Rouen punts 31 yards, fair catch by Michael Lewis",0.270,0.280
2,14:54,1,10,NOR 14,3,0,Aaron Brooks pass complete to Deuce McAllister for no gain,-0.280,-0.750
2,14:28,2,10,NOR 14,3,0,Aaron Brooks pass complete to Jerome Pathon for 7 yards,-0.750,-0.560
2,13:53,3,3,NOR 21,3,0,Aaron Brooks pass complete to Joe Horn for 42 yards (tackle by Marcus Trufant),-0.560,3.120
2,13:30,1,10,SEA 37,3,0,"Penalty on Joe Horn: False Start, 5 yards (no play)",3.120,2.790
2,13:13,1,15,SEA 42,3,0,Deuce McAllister right guard for 2 yards (tackle by Anthony Simmons),2.790,2.170
2,12:31,2,13,SEA 40,3,0,Aaron Brooks pass complete to Donte Stallworth for 6 yards (tackle by Ken Lucas),2.170,2.280
2,11:48,3,7,SEA 34,3,0,Aaron Brooks sacked by Reggie Tongue for -8 yards,2.280,0.460
2,11:21,4,15,SEA 42,3,0,"Mitch Berger punts 31 yards, fair catch by Bobby Engram",0.460,0.370
2,11:15,1,10,SEA 11,3,0,Shaun Alexander left tackle for 3 yards (tackle by Sedrick Hodge and Tebucky Jones),-0.370,-0.530
2,10:37,2,7,SEA 14,3,0,Matt Hasselbeck pass complete to Darrell Jackson for 29 yards (tackle by Charles Grant),-0.530,1.800
2,9:50,1,10,SEA 43,3,0,"Matt Hasselbeck pass incomplete intended for Koren Robinson. Penalty on Dale Carter: Defensive Pass Interference, 26 yards (no play)",1.800,3.510
2,9:45,1,10,NOR 31,3,0,Shaun Alexander left tackle for 7 yards (tackle by Jay Bellamy),3.510,3.910
2,9:15,2,3,NOR 24,3,0,Shaun Alexander left tackle for 11 yards (tackle by Jay Bellamy),3.910,4.710
2,8:34,1,10,NOR 13,3,0,Matt Hasselbeck sacked by Charles Grant for -3 yards,4.710,3.620
2,8:01,2,13,NOR 16,3,0,Shaun Alexander left end for 15 yards (tackle by Tebucky Jones),3.620,6.970
2,7:34,1,1,NOR 1,3,0,Shaun Alexander right guard for no gain (tackle by Grady Jackson and Sedrick Hodge),6.970,5.910
2,6:56,2,1,NOR 1,3,6,"Shaun Alexander up the middle for 1 yard, touchdown",5.910,7.000
2,,,,NOR 2,3,7,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,3,7,"Josh Brown kicks off 60 yards, returned by Michael Lewis for 20 yards (tackle by Reggie Tongue)",0.000,0.940
2,6:46,1,10,NOR 30,3,7,"Aaron Brooks pass incomplete intended for Joe Horn. Penalty on Marcus Trufant: Illegal Contact, 5 yards (no play)",0.940,1.270
2,6:40,1,10,NOR 35,3,7,"Michael Lewis left end for 2 yards (tackle by Ken Lucas). Michael Lewis fumbles (forced by Ken Lucas), recovered by Antonio Cochran at NOR-38 (tackle by Ernie Conwell)",1.270,-3.050
2,6:30,1,10,NOR 38,3,7,Shaun Alexander right tackle for 3 yards (tackle by Fred Thomas),3.050,2.910
2,5:50,2,7,NOR 35,3,13,"Matt Hasselbeck pass complete to Koren Robinson for 35 yards, touchdown",2.910,7.000
2,,,,NOR 2,3,14,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,3,14,"Josh Brown kicks off 70 yards, touchback",0.000,0.280
2,5:43,1,10,NOR 20,3,14,Deuce McAllister right guard for 2 yards (tackle by Norman Hand),0.280,0.000
2,5:03,2,8,NOR 22,3,14,Deuce McAllister up the middle for 6 yards (tackle by Reggie Tongue and Norman Hand),0.000,0.100
2,4:22,3,2,NOR 28,3,14,Deuce McAllister left tackle for 4 yards (tackle by Anthony Simmons and Chike Okeafor),0.100,1.070
2,3:42,1,10,NOR 32,3,14,Aaron Brooks pass incomplete intended for Deuce McAllister,1.070,0.530
2,3:36,2,10,NOR 32,3,14,"Deuce McAllister right end for 6 yards (tackle by Reggie Tongue). Penalty on LeCharles Bentley: Offensive Holding, 10 yards (no play)",0.530,-0.820
2,3:14,2,20,NOR 22,3,14,Aaron Brooks pass complete to Jerome Pathon for 10 yards (tackle by Reggie Tongue),-0.820,-0.160
2,2:27,3,10,NOR 32,3,14,Aaron Brooks pass incomplete intended for Ernie Conwell (defended by Chike Okeafor),-0.160,-1.240
2,2:17,4,10,NOR 32,3,14,"Mitch Berger punts 50 yards, returned by Bobby Engram for 5 yards (tackle by James Fenderson)",-1.240,-0.480
2,2:07,1,10,SEA 23,3,14,Mack Strong left end for 20 yards (tackle by James Allen),0.480,1.800
2,1:58,1,10,SEA 43,3,14,Matt Hasselbeck pass complete to Bobby Engram for 1 yard (tackle by Fred Thomas),1.800,1.390
2,1:27,2,9,SEA 44,3,14,Shaun Alexander right tackle for 2 yards (tackle by Darrin Smith and Grady Jackson),1.390,0.960
2,0:54,3,7,SEA 46,3,14,Matt Hasselbeck pass complete to Darrell Jackson for 18 yards (tackle by Jay Bellamy),0.960,3.180
2,0:48,1,10,NOR 36,3,14,Matt Hasselbeck left end for 11 yards (tackle by Ashley Ambrose),3.180,3.910
2,0:42,1,10,NOR 25,3,14,Matt Hasselbeck pass complete to Mack Strong for 6 yards (tackle by Sedrick Hodge),3.910,4.200
2,0:35,,,,3,14,Timeout #1 by Seattle Seahawks,0.000,4.200
2,0:35,2,4,NOR 19,3,14,Matt Hasselbeck pass incomplete intended for Shaun Alexander,4.200,3.490
2,0:29,3,4,NOR 19,3,14,Shaun Alexander up the middle for 9 yards (tackle by Jay Bellamy and Tebucky Jones),3.490,4.910
2,0:24,,,,3,14,Timeout #2 by Seattle Seahawks,0.000,4.910
2,0:24,1,10,NOR 10,3,20,"Matt Hasselbeck pass complete to Shaun Alexander for 10 yards, touchdown",4.910,7.000
2,,,,NOR 2,3,21,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,3,21,"Josh Brown kicks off 47 yards, returned by Fred McAfee for 16 yards (tackle by Reggie Tongue)",0.000,1.530
2,0:11,1,10,NOR 39,3,21,Aaron Brooks pass complete to Deuce McAllister for 9 yards (tackle by Anthony Simmons),1.530,2.200
2,0:02,,,,3,21,Timeout #1 by New Orleans Saints,0.000,2.200
2,0:02,2,1,NOR 48,3,21,Aaron Brooks pass incomplete intended for Boo Williams (defended by Reggie Tongue),2.200,1.490
Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 30,3,21,"Mitch Berger kicks off 65 yards, returned by Maurice Morris for 31 yards (tackle by Fakhir Brown)",0.000,1.330
3,14:54,1,10,SEA 36,3,21,Mack Strong right tackle for 7 yards (tackle by James Allen),1.330,1.740
3,14:23,2,3,SEA 43,3,21,Mack Strong right guard for 3 yards (tackle by James Allen and Jay Bellamy),1.740,1.990
3,13:39,1,10,SEA 46,3,21,Matt Hasselbeck pass incomplete intended for Koren Robinson,1.990,1.450
3,13:33,2,10,SEA 46,3,21,Matt Hasselbeck pass incomplete intended for Itula Mili (defended by Sedrick Hodge),1.450,0.760
3,13:26,3,10,SEA 46,3,21,Matt Hasselbeck pass incomplete intended for Darrell Jackson,0.760,-0.320
3,13:22,4,10,SEA 46,3,21,"Tom Rouen punts 48 yards, returned by Michael Lewis for 9 yards (tackle by Jean-Phillipe Darche)",-0.320,0.220
3,13:11,1,10,NOR 15,3,21,Aaron Brooks pass complete to Donte Stallworth for 17 yards (tackle by Ken Lucas),-0.220,1.070
3,12:29,1,10,NOR 32,3,21,Aaron Brooks pass incomplete intended for Donte Stallworth (defended by Ken Hamlin),1.070,0.530
3,12:25,2,10,NOR 32,3,21,Deuce McAllister up the middle for 8 yards (tackle by D.D. Lewis),0.530,0.890
3,11:50,3,2,NOR 40,3,21,Deuce McAllister up the middle for 5 yards (tackle by Ken Hamlin),0.890,1.930
3,11:18,1,10,NOR 45,3,21,Aaron Brooks pass complete to Deuce McAllister for -1 yards,1.930,1.250
3,10:34,2,11,NOR 44,3,21,Aaron Brooks pass complete to Deuce McAllister for 2 yards (tackle by Anthony Simmons),1.250,0.830
3,10:08,3,9,NOR 46,3,21,"Aaron Brooks pass incomplete intended for Donte Stallworth is intercepted by Chike Okeafor at SEA-44 and returned for 18 yards (tackle by Victor Riley). Penalty on NOR: Personal Foul, 15 yards",0.830,-4.040
3,9:58,1,10,NOR 23,3,21,Shaun Alexander right guard for 8 yards (tackle by Dale Carter and Kenny Smith),4.040,4.750
3,9:22,2,2,NOR 15,3,21,Shaun Alexander left guard for 1 yard (tackle by Sedrick Hodge),4.750,4.280
3,8:43,3,1,NOR 14,3,21,Matt Hasselbeck up the middle for 1 yard (tackle by Willie Whitehead and Johnathan Sullivan),4.280,4.710
3,8:03,1,10,NOR 13,3,21,"Matt Hasselbeck for no gain. Matt Hasselbeck fumbles, recovered by Shaun Alexander at NOR-20",4.710,3.210
3,7:28,2,17,NOR 20,3,21,Shaun Alexander right guard for no gain (tackle by Johnathan Sullivan and Darrin Smith),3.210,2.540
3,6:50,3,17,NOR 20,3,21,Matt Hasselbeck pass incomplete intended for Bobby Engram (defended by Charles Grant),2.540,2.120
3,6:50,4,17,NOR 20,3,24,Josh Brown 37 yard field goal good,2.120,3.000
3,,,,SEA 30,3,24,"Josh Brown kicks off 67 yards, returned by Michael Lewis for 19 yards (tackle by Kerry Carter)",0.000,0.410
3,6:35,1,10,NOR 22,3,24,Aaron Brooks pass complete to Joe Horn for 6 yards (tackle by Chad Brown),0.410,0.680
3,6:09,2,4,NOR 28,3,24,Aaron Brooks pass incomplete intended for Ernie Conwell,0.680,-0.030
3,6:07,3,4,NOR 28,3,24,Aaron Brooks pass complete to Ernie Conwell for 14 yards (tackle by Ken Lucas),-0.030,1.730
3,5:38,1,10,NOR 42,3,24,Deuce McAllister right tackle for 7 yards (tackle by D.D. Lewis and Willie J. Williams),1.730,2.130
3,5:10,2,3,NOR 49,3,24,Aaron Brooks right end for 2 yards (tackle by Ken Hamlin),2.130,1.690
3,4:38,3,1,SEA 49,3,24,Deuce McAllister left end for 4 yards (tackle by Ken Lucas),1.690,2.590
3,4:12,1,10,SEA 45,3,24,Aaron Brooks pass incomplete intended for Michael Lewis,2.590,2.040
3,4:05,,,,3,24,Timeout #1 by New Orleans Saints,0.000,2.040
3,4:05,2,10,SEA 45,3,24,Aaron Brooks pass complete to Deuce McAllister for 4 yards (tackle by Ken Lucas),2.040,1.880
3,3:38,3,6,SEA 41,3,24,Aaron Brooks pass complete to Donte Stallworth for 7 yards (tackle by Ken Lucas),1.880,3.310
3,3:05,1,10,SEA 34,3,24,Aaron Brooks pass incomplete intended for Donte Stallworth,3.310,2.770
3,3:00,2,10,SEA 34,3,24,Deuce McAllister up the middle for 5 yards (tackle by D.D. Lewis),2.770,2.740
3,2:25,3,5,SEA 29,3,24,"Aaron Brooks for no gain. Aaron Brooks fumbles, recovered by Anthony Simmons at SEA-35 and returned for 4 yards (tackle by Donte Stallworth). Penalty on Joe Horn: Unnecessary Roughness, 15 yards",2.740,-2.520
3,2:16,1,10,NOR 46,3,24,Shaun Alexander up the middle for 4 yards (tackle by Grady Jackson and Darrin Smith),2.520,2.520
3,1:41,2,6,NOR 42,3,24,Matt Hasselbeck pass incomplete intended for Bobby Engram,2.520,1.820
3,1:37,3,6,NOR 42,3,24,Matt Hasselbeck sacked by Willie Whitehead and Grady Jackson for -8 yards,1.820,-0.060
3,1:13,4,14,SEA 50,3,24,"Tom Rouen punts 36 yards, fair catch by Michael Lewis",-0.060,0.280
3,1:07,1,10,NOR 14,3,24,Aaron Brooks pass incomplete intended for Donte Stallworth (defended by Ken Hamlin),-0.280,-0.750
3,1:03,2,10,NOR 14,3,24,"Deuce McAllister right tackle for 5 yards (tackle by Chad Brown and Brandon Mitchell). Penalty on NOR: Illegal Motion, 5 yards (no play)",-0.750,-1.150
3,0:40,2,15,NOR 9,3,24,Deuce McAllister up the middle for 6 yards (tackle by Chike Okeafor),-1.150,-1.280
3,0:08,3,9,NOR 15,3,24,Aaron Brooks pass incomplete intended for Donte Stallworth,-1.280,-2.440
3,0:03,4,9,NOR 15,3,24,"Mitch Berger punts 56 yards, returned by Bobby Engram for 10 yards (tackle by James Fenderson)",-2.440,-1.530
Quarter,Time,Down,ToGo,Location,NOR,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 39,3,24,Matt Hasselbeck pass complete to Darrell Jackson for 6 yards (tackle by Dale Carter),1.530,1.800
4,14:44,2,4,SEA 45,3,24,Mack Strong left tackle for no gain (tackle by Willie Whitehead),1.800,1.090
4,14:07,3,4,SEA 45,3,24,Matt Hasselbeck pass incomplete intended for Darrell Jackson,1.090,-0.390
4,14:03,4,4,SEA 45,3,24,"Tom Rouen punts 48 yards, returned by Michael Lewis for 9 yards (tackle by Jean-Phillipe Darche)",-0.390,0.140
4,13:51,1,10,NOR 16,3,24,Aaron Brooks pass complete to Deuce McAllister for 13 yards (tackle by Anthony Simmons),-0.140,0.870
4,13:23,1,10,NOR 29,3,24,Aaron Brooks pass incomplete intended for Jerome Pathon,0.870,0.330
4,13:12,2,10,NOR 29,3,24,Aaron Brooks pass complete to Ernie Conwell for 5 yards (tackle by D.D. Lewis),0.330,0.300
4,12:36,3,5,NOR 34,3,24,Aaron Brooks pass complete to Deuce McAllister for 5 yards (tackle by Chad Brown),0.300,1.530
4,12:12,1,10,NOR 39,3,24,Aaron Brooks pass complete to Joe Horn for 5 yards (tackle by Marcus Trufant),1.530,1.660
4,11:33,2,5,NOR 44,3,24,Aaron Brooks pass complete to Donte Stallworth for 6 yards (tackle by Marcus Trufant),1.660,2.260
4,11:10,1,10,SEA 50,3,24,Aaron Brooks pass complete to Joe Horn for 11 yards (tackle by D.D. Lewis),2.260,2.980
4,10:28,1,10,SEA 39,3,24,Deuce McAllister left tackle for 6 yards (tackle by Brandon Mitchell),2.980,3.250
4,9:54,2,4,SEA 33,3,24,Aaron Brooks pass complete to Donte Stallworth for 30 yards (tackle by Reggie Tongue). Penalty on Ken Lucas: Illegal Contact (Declined),3.250,6.510
4,9:28,1,3,SEA 3,3,24,Deuce McAllister right tackle for 1 yard (tackle by Brandon Mitchell and Marcus Trufant),6.510,5.720
4,8:51,2,2,SEA 2,9,24,"Aaron Brooks pass complete to Joe Horn for 2 yards, touchdown",5.720,7.000
4,,,,SEA 2,10,24,John Carney kicks extra point good,0.000,0.000
4,,,,NOR 30,10,24,"Mitch Berger kicks off 64 yards, returned by Kerry Carter for 19 yards (tackle by Steve Gleason)",0.000,0.610
4,8:42,1,10,SEA 25,10,24,Shaun Alexander right tackle for 7 yards (tackle by Sedrick Hodge),0.610,1.010
4,8:01,2,3,SEA 32,10,24,Shaun Alexander up the middle for 3 yards (tackle by Tebucky Jones and Darrin Smith),1.010,1.270
4,7:16,1,10,SEA 35,10,24,Shaun Alexander right end for -2 yards (tackle by Charles Grant),1.270,0.450
4,6:37,2,12,SEA 33,10,24,Shaun Alexander left end for 1 yard (tackle by Fred Thomas and Grady Jackson),0.450,-0.100
4,5:55,3,11,SEA 34,10,24,Matt Hasselbeck pass complete to Shaun Alexander for 6 yards (tackle by Ashley Ambrose),-0.100,-0.720
4,5:11,4,5,SEA 40,10,24,"Tom Rouen punts 47 yards, returned by Michael Lewis for 5 yards (tackle by Ken Hamlin). Penalty on Keyuo Craver: Illegal Block Above the Waist, 9 yards",-0.720,0.380
4,5:00,1,10,NOR 9,10,24,Aaron Brooks pass incomplete intended for Joe Horn,-0.380,-0.780
4,4:56,2,10,NOR 9,10,24,Aaron Brooks pass complete to Deuce McAllister for 3 yards (tackle by Willie J. Williams),-0.780,-1.070
4,4:26,3,7,NOR 12,10,24,Aaron Brooks pass complete to Donte Stallworth for 11 yards (tackle by Ken Hamlin),-1.070,0.480
4,3:59,1,10,NOR 23,10,24,Deuce McAllister left tackle for 10 yards (tackle by D.D. Lewis and John Randle),0.480,1.140
4,3:20,1,10,NOR 33,10,24,"Aaron Brooks sacked by Chike Okeafor for -3 yards. Aaron Brooks fumbles (forced by Chike Okeafor), recovered by Chad Brown at NOR-30 (tackle by Aaron Brooks)",1.140,-3.580
4,3:10,1,10,NOR 30,10,24,Shaun Alexander left guard for 2 yards (tackle by Jay Bellamy),3.580,3.300
4,3:01,,,,10,24,Timeout #2 by New Orleans Saints,0.000,3.300
4,3:01,2,8,NOR 28,10,24,Matt Hasselbeck pass complete to Koren Robinson for 10 yards (tackle by Tebucky Jones),3.300,4.370
4,2:19,1,10,NOR 18,10,24,Shaun Alexander left end for 13 yards (tackle by Jay Bellamy),4.370,6.060
4,2:00,1,5,NOR 5,10,24,Mack Strong up the middle for 2 yards (tackle by James Allen and Sedrick Hodge),6.060,5.530
4,1:18,2,3,NOR 3,10,24,"Shaun Alexander left end for 2 yards (tackle by Darrin Smith). Penalty on Itula Mili: Illegal Block Above the Waist, 10 yards (no play)",5.530,3.720
4,1:12,2,13,NOR 13,10,24,Shaun Alexander left end for 6 yards (tackle by Jay Bellamy),3.720,3.810
4,1:07,3,7,NOR 7,10,24,Matt Hasselbeck pass incomplete intended for Koren Robinson,3.810,2.970
4,1:03,4,7,NOR 7,10,27,Josh Brown 25 yard field goal good,2.970,3.000
4,,,,SEA 30,10,27,"Josh Brown kicks off 57 yards, returned by Michael Lewis for 37 yards (tackle by Reggie Tongue)",0.000,2.260
4,0:54,1,10,SEA 50,10,27,Aaron Brooks pass complete to Donte Stallworth for 15 yards (tackle by Marcus Trufant),2.260,3.250
4,0:42,,,,10,27,Timeout #3 by New Orleans Saints,0.000,3.250
4,0:42,1,10,SEA 35,10,27,Aaron Brooks pass incomplete intended for Deuce McAllister (defended by Rocky Bernard),3.250,2.700
4,0:38,2,10,SEA 35,10,27,Aaron Brooks pass incomplete intended for Jerome Pathon (defended by D.D. Lewis),2.700,2.010
4,0:34,3,10,SEA 35,10,27,Deuce McAllister up the middle for 7 yards (tackle by Anthony Simmons and Rocky Bernard),2.010,1.680
4,0:05,4,3,SEA 28,10,27,Aaron Brooks pass incomplete intended for Donte Stallworth,1.680,-0.870
4,0:01,1,10,SEA 29,10,27,Matt Hasselbeck kneels for -1 yards,0.870,0.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
